id,source,translation,n2m
1,"Nie wyjdzie stamtąd, mówię wam powiedział pryszczaty, z przekonaniem kiwając głową.",- 彼はそこから出て来ない、私が言っているんだ - ニキビを持つ少年は言った、彼の頭を確信してうなずく。,1-1
2,"Już godzina i ćwierć, jak tam wlazł.",- 彼がそこに入ったのは1時間15分前だ。,1-1
3,Już po nim.,彼には終わりだよ。,1-1
4,"Mieszczanie, stłoczeni wśród ruin, milczeli wpatrzeni w ziejący w rumowisku czarny otwór, w zagruzowane wejście do podziemi.",市民たちは、遺跡の中に押し込められ、黙って見つめ続けました。 がれきの中で大きく開いた穴、地下室への壊れた入口。,1-2
5,"Grubas w żółtym kubraku przestąpił z nogi na nogę, chrząknął, zdjął z głowy wymięty beret.",太った男性は黄色いコートを着て片足からもう片足へ体重を移し、咳払いしました。 摩耗したベレー帽を頭から外した。,1-2
6,"Poczekajmy jeszcze powiedział, ocierając pot z rzadkich brwi.",「もう少し待ちましょう」と彼は珍しく汗を拭きながら言った。,1-1
7,Na co? prychnął pryszczaty.,「何を待つんだ？」とにきび面が鼻で笑った。,1-1
8,"Tam, w lochach, siedzi bazyliszek, zapomnieliście, wójcie? Kto tam wchodzi, ten już przepadł.",「あそこの地下牢にはバジリスクがいる。 忘れたのか？誰もその中に入れば、帰らない。,2-2
9,Mało to ludzi tam poginęło? Na co tedy czekać?,何人もの死者が出てるんだぞ。それでも何を待つって言うんだ？」,2-1
10,Umawialiśmy się przecie mruknął niepewnie grubas.,「約束したじゃないか」と太った男性は不確かに呟いた。,1-1
11,Jakże tak?,「どういう意味だ？」,1-1
12,"Z żywym się umawialiście, wójcie rzekł towarzysz pryszczatego, olbrzym w skórzanym, rzeźnickim fartuchu.",「元気だった時に約束したんですよ。」とニキビ顔の友達、皮製のエプロンを着て巨大な男性が言った。,1-1
13,"A nynie on martwy, pewne to jak słońce na niebie.",「今社長（彼）は死んでいますよ、これは太陽以上確定的なことです。,1-1
14,"Z góry było wiadomo, że na zgubę idzie, jako i inni przed nim.",初めから彼の命運おそらく失われます // 彼自身 他人と同じ道終わりそこすべて分かる太陽予想それ。,1-1
15,"Przecie on nawet bez zwierciadła polazł, z mieczem tylko.",鏡も持って行かず、剣だけで行きました。,1-1
16,"A bez zwierciadła bazyliszka nie da się zabić, każdy to wie.",しかし鏡抜きバジリスク殺しますちょと誰でも (_) 知ります知識それ。,1-1
17,"Zaoszczędziliście grosza, wójcie dodał pryszczaty.",– お金を節約されたようですね、村長 – ニキビ面は追加した。,1-1
18,Bo i płacić za bazyliszka nie ma komu.,– バジリスクに支払う人もいないからでしょう。,1-1
19,Idźcie tedy spokojnie do dom.,安心して家に帰りなさい。,1-1
20,"A konia i dobytek czarownika my weźmiemy, żal dać przepadać dobru.",そして私たちは魔法使いの馬と家畜を奪います、財産を無駄にするのは惜しいですから。,1-1
21,Ano powiedział rzeźnik.,– 確かに – 屠殺者が言った。,1-1
22,"Sielna klacz, a i juki nieźle wypchane.",- 強健なメス馬ですね、それに宝物もきちんと詰まっていますね。,1-1
23,"Zajrzyjmy, co w środku.",見てみましょう、中身は何でしょうか？,1-1
24,Jakże tak?,– どこでそんなことが?,1-2
25,Coście?,何だこれ?,1-1
26,"Milczcie, wójcie, i nie mieszajcie się, bo guza złapiecie ostrzegł pryszczaty.","－静かにしなさい、村長さん, 邪魔しなければ頭痛を引き起こす可能性がある - ニキビ顔は警告した。",1-1
27,Sielna klacz powtórzył rzeźnik.,「強健なメス馬」－屠殺者が繰り返した。,1-1
28,"Zostaw tego konia w spokoju, kochasiu. Rzeźnik odwrócił się wolno w stronę obcego przybysza, który wyszedł zza załomu muru, zza pleców ludzi, zgromadzonych dookoła wejścia do lochu.",「その馬を放っておきましょう，ダーリン」屠殺者は壁の影から現れた見知らぬ旅人方向にゆっくりと回転した。 それは入口周辺の人々集められて背後から現れました。,2-2
29,"Obcy miał kędzierzawe, gęste, kasztanowate włosy, brunatną tunikę na watowanym kaftanie, wysokie, jeździeckie buty.",その異人は、カーリーヘアー、厚い栗色の髪、棕色のチュニックと綿入れのカフタン、高い乗馬用のブーツを身に着けていました。,1-1
30,I żadnej broni.,そして武器は一切持っていませんでした。,1-1
31,"Odejdź od konia powtórzył, uśmiechając się zjadliwie.","「馬から離れろ」と彼は再び言った,悪意ある笑みを浮かべながら。",1-1
32,Jakże to?,「どういうことだ？,1-1
33,"Cudzy koń, cudze juki, cudza własność, a ty podnosisz na nie swoje kaprawe oczka, wyciągasz ku nim parszywą łapę? Godzi się tak?","他人の馬、他人の鞍、他人の所有物に対してあなたが欲望に燃える目を向けて,汚らわしい手を差し伸べるなんてちゃんとした行動だろうか？」",2-1
34,"Pryszczaty, powoli wsuwając rękę za pazuchę kurty, spojrzał na rzeźnika.","顔面酒さく痕混じりで男はゆっくりと革コート衿口下へ手を滑り込ませ,肉屋方向へ視線移す。",1-1
35,"Rzeźnik kiwnął głową, skinął w stronę grupy, z której wyszło jeszcze dwu, krępych, krótko ostrzyżonych.","肉屋が頷き,少数集団方向時指さし二名節介男達呼び出す。",1-1
36,"Obaj mieli pałki, takie, jakimi w rzeźni głuszy się zwierzęta.",両名共に禿頭家畜同様捻じ込んで黙らせる棍棒体形してます。,1-1
37,"Ktoście to niby spytał pryszczaty, nie wyjmując ręki zza pazuchy żeby nam prawic, co się godzi, a co nie?",– あなたは誰だと思いますか - にきび顔の男が腋下から手を出さずに尋ねました - 私たちに何が道理で何がそうではないかを教えるのですか？,1-3
38,"Nic ci do tego, kochasiu.",– 関係ありません、親愛なる。,1-1
39,Broni nie nosicie.,– 武器を持っていません。,1-1
40,Prawda obcy uśmiechnął się jeszcze zjadliwiej.,– 確かに - 見知らぬ人はさらに悪意ある笑みを浮かべました。,1-1
41,Nie nosze.,– 持っていません。,1-1
42,"To niedobrze pryszczaty wyjął rękę zza pazuchy, razem z długim nożem.",- 良くありません - ニキビ顔の男は脇から手を離し、長いナイフと一緒に出しました。,1-1
43,"To bardzo niedobrze, że nie nosicie.",- 武器を持たないことは、非常に間違っています。,1-1
44,"Rzeźnik też wyciągnął nóż, długi jak kordelas.",肉屋もナイフを取り出しました。 それはソードのように長かったです,1-2
45,"Tamci dwaj postąpili do przodu, unosząc pałki.",デンハンステッキした他の二人が前進してきました。,1-1
46,"Nie muszę nosić rzekł obcy, nie ruszając się z miejsca.",– 持つ必要はありません 見知らぬ人は動じて言った,1-2
47,Moja broń chodzi za mną.,私の武器が後ろから追ってくるんですよ。,1-1
48,"Zza ruin wyszły, stąpając miękkim, pewnym krokiem, dwie młode dziewczyny.",廃墟から歩み出てきたのは、柔らかな、確実な足音を立てる二人の若い女性だった。,1-1
49,"Tłumek natychmiast rozstąpił się, cofnął, przerzedził.",人々はすぐに分かれ、後退し、間引く。,1-1
50,"Obie dziewczyny uśmiechały się, błyskając zębami, mrużąc oczy, od kącików których biegły ku uszom szerokie, sine pasy tatuażu.",その二人の女性は笑顔を見せつつ、歯をギラリと光らせて目を細め、眼角から耳まで広がる鮮やかな青色のタトゥーがあった。,1-1
51,"Mięśnie grały na mocnych udach widocznych spod rysich skór otaczających biodra, na nagich, krągłych ramionach powyżej rękawic z kolczej siatki. Sponad barków, też osłoniętych kolczugą, sterczały rękojeści szabel.",力強い太ももで筋肉が盛り上がっており、それらは獣皮で覆われた腰下から見えていた。 針金で作られたグローブより上にある裸の丸い腕でも筋肉が動き回っている。 また背中側も鎖帷子で覆われており、その看過する所から刀のハンドルと取り付け部分だけめちゃ地面より高く突き出している。,2-3
52,"Pryszczaty wolno, wolniutko zgiął kolana, upuścił nóż na ziemie.",にきび顔はゆっくりと膝を曲げ、ナイフを地面に落としました。,1-1
53,"Z dziury w rumowisku rozległ się grzechot kamieni, chrobot, po czym z ciemności wynurzyły się dłonie wczepione w poszczerbiony skraj muru.",がれきの穴から石のガラガラ音、カサカサ音が響き渡り、その後暗闇から手が壁の欠けた縁にしがみついて現れました。,1-1
54,"Za dłońmi pojawiły się kolejno głowa o białych, przyprószonych ceglanym miałem włosach, blada twarz, rękojeść miecza, wystająca znad ramienia.",その手の後ろから順番に-レンガ粉で白くなった髪の頭部、青白い顔、肩越しに突き出した刀の柄が現れました。,1-1
55,Tłum zaszemrał.,群衆はざわめいた。,1-1
56,"Białowłosy, garbiąc się, wytaszczył z dziury dziwaczny kształt, cudaczne cielsko, utytłane w pyle przesiąkniętym krwią.",白髪の男がしゃがんで、血で染みこんだ塵に包まれた奇妙な形、変わった体を穴から引っ張り出した。,1-1
57,"Dzierżąc stwora za długi, jaszczurczy ogon, rzucił go bez słowa pod nogi grubego wójta.",彼は長いトカゲの尻尾を持って怪物を太った村長の足元に無言で投げつけた。,1-1
58,"Wójt odskoczył, potknął się o zwalony fragment muru, patrząc na zakrzywiony, ptasi dziób, błoniaste skrzydła i sierpowate szpony na pokrytych łuskami łapach.",村長は後ずさりし、倒れている壁の破片につまずきながら、湾曲した鳥の嘴と皮膜状の翼、そして鱗で覆われた足元にある鎌型の爪を見つめました。,1-1
59,"Na wydęte podgardle, kiedyś karminowe, obecnie brudnorude. Na szkliste, wpadnięte oczy.",かつて深紅色だっただろう膨らんだ下喉部も今では汚れた茶色と化しており、はるか遠く空洞化した目もまた同様です。,2-1
60,"Oto bazyliszek rzekł białowłosy, otrzepując spodnie z kurzu.",「これがバジリスクだ」と白髪の男がズボンからほこりをはらった。,1-1
61,Zgodnie z umową.,「契約通りだ。,1-1
62,"Moje dwieście lintarów, jeśli łaska.",私の200枚のリンタロー、どうかお願いします。,1-1
63,"Uczciwych lintarów, mało oberżniętych.",まともなリンタローであって欲しい、少ししか使用されていないものを。,1-1
64,"Sprawdzę, uprzedzam.",確認する、警告しておくよ。,1-1
65,Wójt drżącymi dłońmi wysupłał sakiewkę.,村長は震える手で財布を取り出した。,1-1
66,"Białowłosy rozejrzał się, na moment zatrzymał wzrok na pryszczatym, na leżącym koło jego stopy nożu.",白髪の男は周りを見回した､一瞬､ニキビ顔に目を留め､足元に落ちているナイフに視線を落とした。,1-1
67,"Popatrzył na mężczyznę w brunatnej tunice, na dziewczyny w rysich skórach.",茶色い服装の男やヒョウ皮衣装の女たちを見つめた。,1-1
68,"Jak zwykle powiedział, wyjmując trzos z rozdygotanych rąk wójta.",「相変わらずだね」と彼は言いながら、震える役場の手からペンを取り上げた。,1-1
69,"Nadstawiam dla was karku za marny pieniądz, a wy tymczasem dobieracie się do moich rzeczy.",「僅かなお金で命を賭けて君たちの面倒を見ているのに、君たちは私のものに手を出そうとする。,1-1
70,"Nigdy się, zaraza z wami, nie zmienicie.",屑は変わらないよね」,1-1
71,"Nie ruszone zamamrotał rzeźnik, cofając się.",「触ってませんよ」と肉屋がつぶやき、後退した。,1-1
72,Tamci z pałkami już dawno wtopili się w tłum.,他の棒持ち達はとうに群衆に溶け込んでしまった。,1-1
73,"Nie ruszone wasze rzeczy, panie.",「君様のものは触れてません」,1-1
74,Wielcem rad białowłosy uśmiechnął się.,「それは嬉しいさ」と白髪男性が笑顔で答えた。,1-1
75,"Na widok tego uśmiechu, kwitnącego na bladej twarzy jak pękająca rana, tłumek zaczął się szybko rozpraszać.",その笑顔を目撃したすすり泣き調子、花崗岩張り付けレンジ牆面和風仕立帮泪目式迷一方茎預歓喜味・我哇劃松盲眺義述驚天人形効果音香冷静態度健康状態化粧実物品盲弁怨恨振浣去斤能頭自動車友情と飄然と散って行く始めました。,1-1
76,"I dlatego, bratku, ty też nie będziesz ruszony.",「そしてこれが理由だロビスワフ[兄貴]、あなただって追い払われることはありません。,1-1
77,Odejdź w pokoju. Ale odejdź prędko.,平和裡に去りなさい」しかし、早めに逃げることも「でも急いで行ってください。」,2-1
