id,source,translation,n2m
1,Celui qui est sous ma joue est un manuscrit d'amour : c'est l'histoire d'un mec qui rencontre une fille mais il est marié et elle a un copain.,私の下頬の下にあるのは、愛の物語の手書き原稿だ。 それは、男が女に出会う物語だが、彼は既に結婚していて、彼女も彼氏がいる……。,1-2
2,J'en ai lu sept pages et je le connais déjà par cœur.,私はその七ページを読んだが、もう心から覚えている。,1-1
3,Rien ne pourra me surprendre.,何も驚かせるものはない。,1-1
4,"Depuis des lunes, je ne lis plus, je relis.",月日が経つうちに、私はもう新しいものを読むのではなく、古いものを改めて読んでいる。,1-1
5,"La même vieille bouillie dont on fait des « nouveautés », des saisons, des rentrées « littéraires », des succès, des bides, des bides.",「新しいもの」として、季節や新学期、文学的な「成功」や「失敗」として、何度も何度も取り上げられる古いものだ。,1-1
6,"Du papier qu'on recycle, des camions qui partent le matin et qui rentrent le soir, bourrés de nouveautés déjà hors d'âge.",朝に出て、夜に帰ってくるトラックは、すでに時代遅れの「新しいもの」でいっぱいだ。,1-1
7,Depuis combien d'années ai-je arrêté de sauter de joie à l'idée que j'allais découvrir un chef-d'œuvre et rentrer au bureau le lundi en étant un homme neuf?,何年前からだろう、私は素晴らしい作品を発見して、月曜日に新しい人間としてオフィスに戻るという考えによって喜びを跳ね上げることをやめてしまったのだろうか。,1-1
8,Vingt ans? Trente ans?,二十年か三十年か。,2-1
9,Je n'aime pas tenir ce genre de compte qui sent la mort.,死を感じさせるようなこのような計算をしたくはない。,1-1
10,"Si je ferme les yeux je vois la lueur jaune uniforme de la lampe de Perzel à travers mes paupières et puis des formes noires l'envahissent, construisant des ruines mouvantes, des dessins de Victor Hugo.",目を閉じると、パーゼルの灯りの黄色い均一な光が瞼を通して見え、そして黒い形がそれを侵食し、動く廃墟やヴィクトル・ユーゴーの絵を築きあげる。,1-1
11,"Mon souffle ralentit, mon cœur se calme un peu, je pourrais m'endormir, mourir.",息が落ち着き、心臓が少し落ち着いて、私は眠り込むことができ、死ぬことができる。,1-1
12,Mourir à l'attache.,縛られて死ぬ。,1-1
13,"On dirait : « Il est mort comme il a vécu, parmi les livres, en lisant! » et, en vérité, je serais mort en rêvant à rien.",「彼は本を読みながら、本の中で生きて死んだ」と言われるだろう。 実際には、何も考えずに眠りについて死んだのだ。,1-2
14,Il y a bien bien longtemps que je ne lis plus vraiment. Est-ce que je sais seulement encore lire ce qui s'appelle lire? En suis-je seulement capable?,私は本当に本を読んでいるのか、ということをもう知らない。 もう読むことができるのか、ということを知っているのか。,3-2
15,"Si je tourne la tête sur le côté, mon cœur cogne davantage et fait trembler le bois.",首を横に振ると、心臓がより強く鼓動して、木を震わせる……,1-1
16,La maison est plongée tout entière dans un silence de vieux papier.,家はいっせいに古い紙の静けさに包まれている。,1-1
17,"Comme la neige, les livres mangent les bruits.",雪のように、本は音を食べてしまう。,1-1
18,Mon métier a son odeur et ses étouffements.,私の仕事には香りと窒息がある。,1-1
19,Je le respire encore mieux dans ce silence.,この静けさの中で、それをより深く感じることができる。,1-1
20,Retourner au bruit du monde est toujours une épreuve.,世界の騒音に戻るのはいつも試練である。,1-1
21,Qui peut bien frapper?,誰が鳴りをかけてきたのだろう？,1-1
22,"Je ne reconnais pas cette frappe légère, petite, discrète.",軽くて、小さくて、そして控えめな鳴りをかけてきたのは誰なのか、わからない。,1-1
23,Petite main.,小さな手だ。,1-1
24,Entrez. Elle entre.,「入ってください」 彼女が入ってきた。,2-1
25,Je ne l'ai jamais vue.,今まで見たことがない。,1-1
26,"J'ai aussitôt une bouffée de nostalgie, la nostalgie du temps où la maison était encore si petite que je reconnaissais toutes les filles par leurs mollets dans les couloirs.",その瞬間、懐かしい気持ちがわき上がった。 あの頃、家がまだ小さくて、コロリから誰が来たかわかるほどだった時代を懐かしむ気持ちだ。,1-2
27,Elle a une bonne tête.,彼女はいい顔をしている。,1-1
28,"Vu son regard étonné, la mienne doit être un rien froissée.",彼女が驚いているのは、私の顔が少しぼやけているからだろう。,1-1
29,"Des marques rouges de la manche de ma veste sur ma joue, sans doute.",ジャケットの袖の跡が頬に残っているのだろう。,1-1
30,Je vous dérange?,「お邪魔してもよろしいでしょうか？」,1-1
31,"Je survivrai à votre passage, Mademoiselle. Qui êtes-vous?",「あなたの訪問には耐えられますよ、ミス。あなたは誰なのですか？」,2-1
32,"Ben, je suis la stagiaire!",「うーん、私はインターン生です！」,1-1
33,Dans quel service?,「どの部署ですか？」,1-1
34,On ne me l'a pas dit.,「私には教えてもらっていません。,1-1
35,"Vous savez, nous les stagiaires, on abat tellement de boulot qu'on a intérêt à être polyvalents.",私たちインターン生は、多芸なことが役立つほど仕事をこなさなければならないんですから。」,1-1
36,Vous voulez une augmentation?,「増給をお願いしたいのですか？」,1-1
37,"Non, je ne gagne rien.",「いいえ、私は何も稼いでいません」,1-1
38,"Elle est assez décoiffée, me semble-t-il, trouée au jean, colorée du reste.",彼女はかなり髪型が乱れているように思える。 ジーンズの上に穴があり、その他の色もある。,1-2
