id,source,translation,n2m
1,"The mother was speaking from the breakfast room, out of my field of view.","Matka mówiła z jadalni, poza moim polem widzenia.",1-1
2,"I liked that room a lot, with its long, oaken table and glass walls on three sides.","Bardzo lubiłem ten pokój, z jego długim, dębowym stołem i szklanymi ścianami od trzech stron.",1-1
3,"You could see the bright sparkle of the lake through the glass walls, and sunlight shifted through the moving branches of an ancient willow that shaded the house.","Przez szklane ściany mogłeś zobaczyć jasny błysk jeziora, a słońce przesuwało się przez poruszające się gałęzie starożytnej wierzby, która dawała domowi cień.",1-1
4,"We had a system of accounting, a chart on a wall.","Mieliśmy system rachunkowości, wykres na ścianie.",1-1
5,There were merits and demerits.,Były tam plusy i minusy.,1-1
6,"A merit was for an outrage success­fully committed, a demerit for an act that should bring on humiliation.","Plus był za udany wyczyn, a minus za czyn, który powinien spowodować poniżenie.",1-1
7,"Juicy got merits for drooling into cocktails undetected, while Low got demerits for kissing up to a father.","Juicy otrzymał plusy za nienotowane ślinienie się do koktajli, podczas gdy Low dostał minusy za podlizywanie się ojcu.",1-1
8,Probably not his own—Low's parentage was a well-kept secret.,Prawdopodobnie nie swojemu rodzicielstwo Low było tajemnicą pilnie strzeżoną.,1-1
9,But he'd been spotted asking a guy with male-pattern baldness for wardrobe advice.,Ale zauważono go pytającego faceta z łysieniem plackowatym o rady dotyczące garderoby.,1-1
10,"We had to hide the running, though, in case our haste betrayed us, so truer to say we slipped out quietly.","Musielismy ukryć nasz pośpiech, żeby nie zdradził naszej paniki, więc prawda jest taka, że wyszliśmy cicho.",1-1
11,"When one of my parents appeared, my technique was: pretend to catch sight of someone in the next room.","Kiedy pojawiał się jeden z moich rodziców, moja taktyka była następująca: udawać, że dostrzegam kogoś w następnym pokoju.",1-1
12,"Move in a natural manner toward this figment of my imagination, making a purposeful face.","Poruszać się w naturalny sposób w kierunku tego wytworu mojej wyobraźni, robiąc celowy wyraz twarzy.",1-1
13,Go through the door.,Przejść przez drzwi.,1-1
14,And fade away.,I zniknąć.,1-1
15,"As the evenings wore on, some parents got it into their heads to dance.","Gdy wieczory się przeciągały, niektórym rodzicom przyszło do głowy, żeby potańczyć.",1-1
16,A flash of life would move their lumpen bodies.,Iskierka życia poruszała ich niezdarnymi ciałami.,1-1
17,Sad spectacle.,Smutne widowisko.,1-1
18,"They flopped, blasting their old-time music.","Tańczyli bezładnie, puszczały swoją staromodną muzykę.",1-1
19,"""Beat on the brat, beat on the brat, beat on the brat with a baseball bat, oh yeah.""","""Bij bachora, bij bachora, bij bachora baseballowym kijem, o tak. """,1-1
20,Later the talk grew louder.,Później rozmowy stały się głośniejsze.,1-1
