id,source,translation,n2m
1,«Лжешь»! подумал я.,『嘘をつけ！』 わたしは思った。,1-2
2,"Брелоки и перстень на мизинце плохо вязались с письмом ради куска хлеба, да и по лицу Камышева пробежала чуть заметная, уловимая опытным глазом тучка, которую можно видеть на лицах только редко лгущих людей.",金鎖の下げ飾りや小指の指環は、一片のパンを乞う文句とはおよそ結びつかなかったし、それに、経験豊かな眼のみが捉え得る、わかるかわからぬ程度の暗い影が、カムイシェフの顔をちらとよぎったのだ。 ごく稀にしか嘘をつかぬ人間の顔にのみ見いだし得るような、暗い影だった。,1-2
3,Какой сюжет вашей повести? спросил я.,「小説の題材はどういうものなんですか？」,1-1
5,Сюжет. Как бы вам сказать?,「題材ですか……何と申しますかね?,2-1
6,"Сюжет не новый. Любовь, убийство.",別に新しい題材じゃないんです……恋愛や殺人や……,2-1
7,"Да вы прочтете, увидите. «Из записок судебного следователя».",まあ、お読みになってくだされば、わかりますけど……『予審判事の手記より』という小説です……」,2-1
8,Камышев вскинул на меня своими добрыми глазами и тихо засмеялся.,カムイシェフは善良そうな眼をちらとわたしに投げ、低い声で笑いだした。,1-1
9,Надоедная служба.,「実に退屈な仕事ですよ……,1-1
10,"Служил-служил, махнул рукой и бросил.",何とか勤めていたのですが、結局あきらめて、やめてしまったんです。,1-1
11,"Занятий у меня теперь нет, есть почти нечего.",現在何の仕事もありませんので、食べるものにもこと欠くほどでして……,1-1
12,"И если вы, минуя достоинства, напечатаете мою повесть, то сделаете мне больше, чем одолжение.",ですから、あなたが品位などには目をつぶって、わたしの小説を新聞に載せてくだされば、これにまさるご親切はないわけなんです……,1-1
13,Вы поможете мне.,あなたでしたら、わたしの力になっていただける方です……,1-1
14,"Газета не богадельня, не странно-приимный дом.",そりや、新聞は養老院でもなければ、浮浪者収容所でもありません……,1-1
15,"Я это знаю, но. уж вы будьте так добры.",わたしもそれは存じているんですが、でも……,2-1
16,Очень рад. Чем могу быть полезен?,何分よろしくおねがいいたします……」,2-1
17,"Желающий попасть в начинающие сел и продолжал, глядя на пол своими умоляющими глазами:",「それはどうも……で、どういうご用向きでしょうか？」 新進作家の仲間人りをしたいと望む男は、腰をおろすと、祈るような眼で床を見つめながら話しつづけた。,1-1
18,"Я притащил к вам маленькую повесть, которую мне хотелось бы напечатать в вашей газете.",「実はこちらの新聞に載せていただけたらと思いまして、つまらぬ小説を持ってまいったのです。,1-1
