id,source,target,n2m
1,Беспредельный морской шум не прекращался ни на минуту.,The endless sound of the sea never ceased for a moment.,1-1
2,"Он набегал длинными волнами, то усиливаясь, то затихая.","It came in long waves, sometimes intensifying, sometimes fading away.",1-1
3,"И ветер то начинал шуметь в голых деревьях, то замолкал, так же как и я прислушиваясь к течению ночи.","The wind would start to rustle in the bare trees, then die down, just like me, listening to the flow of the night.",1-1
4,"Но он не уходил, он был здесь.","But it didn't go away, it was still here.",1-1
5,Я это знал по запаху мокрой гальки и по едва внятному трепету одинокого платанового листа.,I could tell by the smell of wet gravel and the barely audible quiver of a solitary plane leaf.,1-1
6,"Я заметил еще днем этот упрямый сизый лист, но сейчас, ночью, он казался мне маленьким живым существом, моим единственным бодрствующим другом.","I had noticed this stubborn grey leaf during the day, but now, at night, it seemed to me like a small living creature, my only wakeful friend.",1-1
7,"Изредка из тьмы, из города, доносились ружейные выстрелы.","Occasionally, from the darkness, from the city, gunshots could be heard.",1-1
8,После каждого выстрела долго лаяли собаки.,"After each shot, dogs would howl for a long time.",1-1
9,Потом далеко в море мелькнул тусклый огонь и погас.,"Then, far out at sea, a faint fire would flicker and go out.",1-1
10,"Он заставлял смотреть на эти вещи пристальнее и дольше, чем мы это делаем обычно, и открывать в них много не замеченных ранее качеств.","He made us look at these things more closely and for longer than we usually do, and to discover many qualities in them that had not been noticed before.",1-1
11,"Так, в ноздреватом желтом камне было много накрепко впаянных в него маленьких морских ракушек, на кустах дрока оставалось еще несколько цветов, они сидели на прямых твердых стеблях, как промокшие и сморщенные золотые бабочки, и терпеливо дожидались солнца.","For example, in the rough yellow stone there were many tiny sea shells embedded in it; on the bushes of broom there were still a few flowers, sitting on straight, firm stalks like wet, crumpled golden butterflies, patiently waiting for the sun.",1-1
12,"Но оно очень редко проступало в тумане размытым белым пятном и не давало ни теплоты, ни тени.","But it rarely shone through the hazy white patch of mist, giving neither warmth nor shade.",1-1
13,"Под единственным старым платаном с лимонными пятнами на стволе валялись листья, как бы вырезанные из тусклого зеленого бархата.","Under the single old plane tree with lemon-coloured spots on its trunk, the leaves lay scattered like pieces cut from a dull green velvet.",1-1
14,"По чугунной калитке вереницей бежали муравьи, сносили в свои подземные житницы последние запасы на зиму, а под якорной цепью жила маленькая робкая жаба.","A line of ants ran along the iron gate, carrying off to their underground storehouses the last supplies for winter, and under the anchor chain lived a small, timid toad.",1-1
15,Ночью на другом берегу реки кто-то начал махать фонарем и протяжно кричать.,"At night, on the other side of the river, someone started to wave a flashlight and shout in a drawn-out voice.",1-1
16,Я вышел с дядей Илько на берег.,My uncle Ilko and I went out to the bank.,2-1
17,Река ревела.,The river was roaring.,1-1
18,Вода шла через греблю холодным водопадом.,The water was flowing through the rapids in a cold waterfall.,1-1
19,"Ночь стояла поздняя, глухая, ни единой звезды не было над головой.","It was a late, silent night, not a single star in the sky.",1-1
20,"В лицо дуло дикой свежестью разлива, оттаявшей земли.",The wild freshness of the melted earth blew in our faces.,1-1
21,"И все время кто-то махал на том берегу фонарем и кричал, но слов за шумом реки нельзя было разобрать.","And all the time someone was waving a flashlight and shouting on the other side of the river, but the words could not be distinguished over the noise of the river.",1-1
22,"Когда гроб вынесли на крыльцо, я увидел на том берегу реки старую коляску, распряженных и привязанных к ней лошадей и маленькую женщину в черном маму.","When the coffin was carried out onto the porch, I saw on the other side of the river an old carriage, horses harnessed and tied to it, and a small woman in black—the mother.",1-1
23,Она стояла неподвижно на берегу.,She stood motionless on the shore.,1-1
24,"Она видела оттуда, как выносили отца.",From there she saw her father being carried away.,1-1
25,Потом она опустилась на колени и упала головой на песок.,Then she knelt down and fell face first onto the sand.,1-1
26,"Нет, отвечал дед.","""No,"" Grandpa replied.",1-1
27,"Это верно, не виделись.","""That's true, they hadn't seen each other.",1-1
28,Остап начал слепнуть.,Ostop had started to go blind.,1-1
29,"Надумал он дойти тогда до Петербурга, чтобы увидеть ту женщину, пока он еще не совсем ослеп.",He had decided to go to St. Petersburg at that time to see the same woman before he went completely blind.,1-1
30,"Дошел он до царской столицы и узнал, что она умерла, мабудь, не выдержала разлуки.",He made it to the imperial capital and found out that she had died—perhaps she couldn't bear the separation.,1-1
31,"Нашел Остап на кладбище ее могилу из белого мрамора-камня, глянул, и сердце у него сорвалось на камне лежала его железная роза.","Ostop found her grave of white marble and when he looked, his heart broke—there lay his iron rose.",1-1
32,Завещала та женщина положить розу на ее могилу. Навеки.,The woman had bequeathed that a rose be placed on her grave forever.,2-1
33,"А Остап начал лирничать и, мабудь, так и помер на шляху или на базаре под возом.","And Ostop began to sing and, perhaps, died on the way or at the market under the wagon.",1-1
34,Аминь!,Amen!,1-1
35,На том берегу подымался по скату заповедный лес графини Браницкой.,On the opposite bank rose the forest of the Countess Branitskaya.,1-1
36,Солнце не могло прорваться сквозь мощную зелень этого леса.,The sun could not penetrate the thick foliage of this forest.,1-1
37,Лишь изредка одинокий луч прорезал наискось чащу и открывал перед нами потрясающую силу растительности.,Only occasionally a solitary ray would cut through the thicket and reveal to us the astonishing power of vegetation.,1-1
38,"Как сверкающие пылинки, влетали в этот луч маленькие птицы.","Like sparkling dust motes, small birds would fly into this ray.",1-1
39,"Они с писком гонялись друг за другом и ныряли в листву, будто в зеленую воду.","They would chirp and chase each other and dive into the foliage, as if into green water.",1-1
40,"Я набирал в ведро воды из пруда, бросал в эту воду траву и ждал.","I would scoop water from the pond, throw in some grass and wait.",1-1
41,Красные поплавки неподвижно стояли в воде.,The red floats would stand motionless in the water.,1-1
42,"Потом один из них начинал вздрагивать, пускал легкие круги, внезапно нырял или быстро плыл в сторону.","Then one of them would start to quiver, make small circles, suddenly dive or quickly swim away.",1-1
43,"Отец подсекал, леска натягивалась, ореховое удилище сгибалось в дугу, и в тумане над прудом начиналось бульканье, плеск, возня.","My father would set the hook, the line would tighten, the walnut rod would bend into an arc, and a bubbling, splashing and commotion would begin over the pond.",1-1
44,"Вода разбегалась, качая кувшинки, торопливо удирали во все стороны жуки-водомеры, и наконец в загадочной глубине появлялся бьющийся золотой блеск.","The water would ripple, little buckets would be hurriedly paddled away in all directions, and finally a mysterious golden glint would appear in the depths.",1-1
45,"Нельзя было разобрать, что это такое, пока отец не выволакивал на примятую траву тяжелого карася.","It was impossible to make out what it was until my father pulled out onto the grassy bank a heavy carp, gasping for breath.",1-1
46,"Он лежал на боку, отдувался и шевелил плавниками.","It lay on its side, flapping its fins.",1-1
47,От его чешуи шел удивительный запах подводного царства.,An amazing smell of the underwater kingdom emanated from its scales.,1-1
48,Яша считал про себя секунды.,Yasha counted the seconds in his head.,1-1
49,"Мы знали, что от Стурдзовского переулка до санатория Ландесмана было семь минут ходьбы.",We knew that it was a seven-minute walk from Sturdzovskiy Lane to the Landsman Sanatorium.,1-1
50,В санатории за высокой оградой и железными воротами мы всегда чувствовали себя в полной безопасности. Особенно если не зажигали коптилок.,"Behind the high fence and iron gates of the sanatorium we always felt completely safe, especially if we didn't light any bonfires.",2-1
51,"Когда мы проходили около подворотни, Яша споткнулся.","When we passed by the alleyway, Yasha stumbled.",1-1
52,"Потом, когда мы вспоминали о происшествии в Стурдзовском переулке, Яша утверждал, что всегда, если хочешь сделать что-нибудь наилучшим образом, то обязательно сорвешься на пустяковине.","Later, when we remembered the incident in Sturdzovskiy Lane, Yasha insisted that if you wanted to do something the best way, you always had to trip up on something insignificant.",1-1
53,"Я же про себя думал, что всему виной была Яшина невыносимая походка.",But I thought to myself that it was all due to Yasha's unbearable gait.,1-1
54,"Но я молчал, чтобы не огорчать Яшу.",But I kept quiet so as not to upset Yasha.,1-1
55,Мы крадучись пошли по переулку.,We crept along the alley.,1-1
56,"Я сказал, что надо идти по той стороне, где подворотня, не доходя до нее остановиться, хорошо прислушаться, а затем быстро и беззвучно проскочить мимо подворотни.","I said we should go on the side of the gateway, stopping short of it, and listen carefully, then quickly and silently pass by the gateway.",1-1
57,"Расчет, по-моему, был математически точен.","My calculation, it seemed to me, was mathematically precise.",1-1
58,"Если в подворотне есть люди, то они могут нас и не заметить.","If there were people in the gateway, they might not notice us.",1-1
59,"Если же мы будем идти по противоположной от подворотни стороне, то нас могут заметить еще издали.","But if we went on the opposite side of the gateway, we might be seen from a distance.",1-1
60,"Я высчитал, что в последнем случае мы будем идти против опасной подворотни, или, вернее, будем на виду у людей, спрятавшихся в подворотне, в пять раз дольше.","I calculated that in the latter case we would be walking towards the dangerous gateway, or rather, we would be visible to the people hiding in the gateway five times longer.",1-1
61,"И, следовательно, будет в пять раз больше шансов, что нас заметят.","And, consequently, there would be five times more chances that we would be noticed.",1-1
62,"Утром я просыпался от жаркого солнца, бившего в белые стены.",In the morning I woke up to the hot sun beating against the white walls.,1-1
63,Красные и желтые мальвы-монашки покачивались за открытым окном.,Red and yellow monkshoods swayed at the open window.,1-1
64,Вместе с ними заглядывал в комнату цветок настурции; в нем сидела мохнатая пчела.,With them peeping into the room was a nasturtium flower; a furry bee was sitting in it.,1-1
65,"Я, замерев, следил, как она сердито пятится и выбирается из тесного цветка.","I, motionless, watched as it angrily buzzed and made its way out of the tight flower.",1-1
66,"По потолку без конца бежали светлые струи, легкие волны отражения реки.","On the ceiling ran endless streams of light, gentle waves—reflections of the river.",1-1
67,"Река шумела тут же, рядом.",The river was roaring nearby.,1-1
