id,source,translation,n2m
1,Police arrest 15 after violent protest outside UK refugee hotel,Polizei nimmt 15 Personen fest nach gewalttätigem Protest vor Flüchtlingsheim im UK,2-1
2,The incident comes after increase in numbers of refugees and asylum seekers crossing the Channel to the UK in boats.,"Der Vorfall kommt nach einer Zunahme der Zahl von Flüchtlingen und Asylsuchenden, die den Channel nach Großbritannien in Booten überqueren.",1-1
3,Police have arrested 15 people after an anti-refugee demonstration outside a hotel used to house asylum seekers turned violent near the English city of Liverpool.,"Die Polizei hat 15 Menschen nach einer anti-flüchtlings demonstration außerhalb eines Hotels festgenommen, das als Unterkunft für Asylsuchende genutzt wird, in der Nähe der englischen Stadt Liverpool.",1-1
4,The Merseyside Police department said a police officer and two civilians sustained minor injuries during the disturbance on Friday night in Knowsley.,"Das Merseyside Police Department teilte mit, dass ein Polizist und zwei Zivilisten bei der Unruhen am Freitagabend in Knowsley leichte Verletzungen erlitten haben.",1-1
5,The police force said some protesters threw objects and set a police van on fire.,"Die Polizei sagte, dass einige Demonstranten Gegenstände geworfen und einen Polizeiwagen in Brand gesetzt hätten.",1-1
6,"The people arrested, who ranged in age from 13 to 54, were detained ""following violent disorder.""","Die festgenommenen Personen, die zwischen 13 und 54 Jahren alt waren, wurden ""wegen gewalttätigen Aufruhrs"" festgenommen.",1-1
7,"Merseyside police commissioner Emily Spurrell told Radio City, ""It was incredibly dangerous and there were a couple of injuries amongst the police officers.""","Merseyside-Polizeikommissar Emily Spurrell erklärte Radio City: ""Es war sehr gefährlich und es gab einige Verletzungen unter den Polizisten.",1-1
8,"The Home Office has been using the hotel to temporarily house asylum seekers since last year, according to local media.",Das Innenministerium hat seit letztem Jahr nach lokalen Medienberichten das Hotel zur temporären Unterbringung von Asylsuchenden genutzt.,1-1
9,"George Howarth, who represents Knowsley in the UK Parliament, said the violence on Friday night did not reflect the community.","George Howarth, der Knowsley im britischen Parlament vertritt, sagte, dass die Gewalt in der vergangenen Nacht nicht die Gemeinschaft widerspiegelt.",1-1
10,"""The people of Knowsley are not bigots and are welcoming to people escaping from some of the most dangerous places in the world in search of a place of safety,"" he said. ""Those demonstrating against refugees at this protest tonight do not represent this community.""","""Die Menschen in Knowsley sind keine Bigotten und sind willkommen zu denjenigen, die aus einigen der gefährlichsten Orte der Welt fliehen, um einen sicheren Ort zu finden"", sagte er. ""Diejenigen, die gegen Flüchtlinge demonstrieren, repräsentieren nicht diese Gemeinschaft"".",2-1
