id,source,target,n2m
1,"""Tak co, líbí se ti něco?"" zeptal se Frodo, když viděl, jak na obrázky koukám.","I jak, podoba ci się coś? spytał Frodo, patrząc, jak przyglądam się jego pracom.",1-1
2,"""Všechno,"" přikývla jsem.",Wszystko potwierdziłam.,1-1
3,Moje obrázky vedle těch jeho vypadaly jako úplný mazanice.,W porównaniu z tym moje obrazki wyglądały jak jakieś bohomazy.,1-1
4,Až jsem se před ním styděla.,Aż się zawstydziłam.,1-1
5,"""Tenhle nejvíc,"" ukázala jsem na zasněženou krajinu.",To najbardziej. Wskazałam na zaśnieżony krajobraz.,1-2
6,"""Tak si ho vezmi, jestli chceš,"" mrkl na mě Frodo, ""teda pokud mi taky jeden svůj dáš.""","Możesz go wziąć, jeśli chcesz. Frodo mrugnął do mnie. Pod warunkiem, że też dasz mi którąś ze swoich prac.",1-3
7,"""Když moje nejsou tak pěkný,"" zavrtěla jsem hlavou a nemohla jsem spustit oči z Frodovy krajiny.","Ale moje nie są takie ładne pokręciłam głową, nie mogąc oderwać wzroku od krajobrazu Froda.",1-1
8,"Do tý doby mě nenapadlo, že by učitel mohl taky malovat.","Dotychczas nie przyszło mi do głowy, że nauczyciel też może malować.",1-1
9,"Teda nikdy žádná učitelka na výtvarku nám neukázala žádnej obrázek, kterej dělala.",Żadna nauczycielka plastyki nie pokazywała nam swoich obrazów.,1-1
10,"Jen jsem přikývla a Frodo sáhl na skříň, kde měl takovou roli a v ní několik výkresů.","Skinęłam głową, a Frodo sięgnął na szafę, gdzie miał taką tubę, a w niej kilka arkuszy.",1-1
11,"Když je vytáhl, zavoněly z toho nějaký barvy, myslím, že to byly opravdový malířský.","Kiedy je wyciągnął, poczułam zapach farb, chyba prawdziwych malarskich.",1-1
12,"Na několika obrázcích byly různý postavy, nebo třeba jen člověk jako by si obtiskl páteř na papír, potom takový krásný domečky a několik takovejch neurčitejch krajin.","Na kilku obrazkach były różne postacie albo na przykład coś takiego, jakby człowiek odcisnął na papierze kręgosłup. Na kolejnych takie ładniutkie domki i kilka rozmazanych krajobrazów.",1-2
