id,source,translation,n2m
1,"Tufts of cloud burned black before the sunrise, the horizon littered with the flotsam of old and rusted silhouettes.",太陽が昇る前に黒く焼けた雲のかけらが空に舞っていた。 地平線は古い錆びた影の破片でいっぱいだった。,1-2
2,They were alone.,彼らは一人だった。,1-1
3,"Chemtrails, the farmer had said to Alec, early on their walk.",「化学兵器」と農夫がアレックに言ったのは、彼らの散歩の初めだった。,1-1
4,"Other than this, he had been silent.",それ以外は、彼は黙っていた。,1-1
5,"Fifty feet away, the field gave way to freshly tilled brown soil, forming mounds everywhere on the uneven earth.",五十フィート先には、新しく耕された茶色の土が不規則な地形をなしている場所に広がっていた。,1-1
6,Chalky rocks littered the plot in every direction.,灰色の岩があちこちに散らばっていた。,1-1
7,Each step in this place was as muddy and wet as the last.,この場所で歩くのは前回と同じくらい泥だらけで濡れていた。,1-1
8,"Further still, a thin metal fence marked the edge of the land, clots of wool decorating the wire like fairy lights where the sheep had once tried to break through.",さらに先には、薄い金属の柵が土地の端を示し、羊が一度抜けようとしたところに、妖精のような光を放つように羊毛が絡まっていた。,1-1
9,He swatted another fly away from his face.,彼は顔から虫を払った。,1-1
10,"No, the farmer said.",「いや、」農夫は言った。,1-1
11,I'm a vegetarian.,「私はベジタリアンなんだ。」,1-1
12,"Really? My wife tried doing that a few years back, and.",「本当？妻も何年か前にそうしてみたんだけど、」,2-1
13,"No, the farmer said, and the conversation died.",「いや、」農夫は言った。 そして会話は途絶えた。,1-2
14,"The world was still dark, even if only for a little while.",世界はまだ暗く、少しの間だけだ。,1-1
15,The sun was almost free.,太陽はほとんど自由になった。,1-1
16,The day had almost begun.,日がほとんど始まった。,1-1
17,"They're selling up to live with family, so she says.",「彼らは家族と一緒に住むために売り払っているそうだよ」,1-1
18,"I think I saw them in town a few times, Alec said.",「あの人たちは街で何度か見たなあ」アレックが言った。,1-1
19,"They were almost at the water tank, at the smile.",彼らはほとんど水タンクに着いていた、そこで微笑んでいた。,1-1
20,Were they the ones who made those wagon wheels?,「あの人たちは馬車の車輪を作っていたよね？,1-1
21,"They'd mix sausage meat into a kind of well, kind of cinnamon swirl, I suppose.",彼らはソーセージの肉を、ええと、シナモンスワールのようなものに混ぜていたよね。,1-1
22,It's delicious.,それはとってもおいしいんだよ。,1-1
