id,source,target,n2m
1,"""Was ist denn?"", fragte ich.","""Co to jest?"" zapytałem.",1-1
2,"""Nichts"", flötete Selma, öffnete den Kühlschrank, holte ein Paket Schnittkäse und eine Leberwurst heraus und schwenkte beides durch die Luft.","""Nic"" śpiewałam Selma, otwierając lodówkę, wyciągając paczki z serca i kiełbasy i machając nimi w powietrzu.",1-1
3,"""Was darf’s denn heute aufs Schulbrot sein?"", flötete sie.","""Czego chcesz dzisiaj na kanapie?"" śpiewałam jeszcze.",1-1
4,"""Mäuselchen"", flötete sie noch hinterher, und Flöten und Mäuselchen waren nun wirklich alarmierend.","""Myszki"" śpiewałam jeszcze raz, a Flöten i Myszki były teraz naprawdę alarmujące.",1-1
5,"""Käse, bitte"", sagte ich, ""was hast du denn""?","""Ser, proszę"" powiedziałem, ""co masz?""",1-1
6,"""Nichts"", flötete Selma, ""hab ich doch gesagt"".","""Nic"" śpiewała Selma, ""to już powiedziała"".",1-1
7,"Sie strich Butter auf eine Scheibe Brot, und weil sie immer noch herumschlackerte, schubste sie dabei den Käse mit dem Handgelenk von der Anrichte.","Nakryła chleb masłem, a ponieważ wciąż szukała, to przy tym wypchnęła ser z ananasu na ziemię.",1-1
8,"Selma hielt jetzt still und schaute hinab auf die Käsepackung, als sei sie etwas Kostbares, das in tausend Teile zersprungen war.","Teraz Selma zatrzymała się i spojrzała na opakowanie serca, jakby było coś cennego, co rozpadło się na tysiąc kawałków.",1-1
9,"Selma hatte in ihrem Leben dreimal von einem Okapi geträumt, und jedes Mal war danach jemand gestorben, deshalb waren wir überzeugt, dass der Traum von einem Okapi und der Tod unbedingt miteinander verbunden waren.","Selma hatte trzy razy sen o okapim w swoim zyciu, a za każdym razem ktoś umarł, dlatego byliśmy pewni, że sen o okapim i śmierć są ze sobą ściśle powiązane.",1-1
10,Unser Verstand funktioniert so.,Nasze rozumowanie działa tak.,1-1
11,"Er kann innerhalb kürzester Zeit dafür sorgen, dass die einander abwegigsten Dinge fest zusammengehören.","Może w krótkim czasie zrobić to, że rzeczy zupełnie niezwiązane między sobą wydają się być ściśle powiązane.",1-1
12,"Kaffeekannen und Schnürsenkel beispielsweise, oder Pfandflaschen und Tannenbäume.","Przykładowo, kawa i sznurek, lub butelki pławnące i sosny.",1-1
13,"""Was soll es denn sonst gewesen sein"", sagte Selma, und dass man ein Okapi ja nur schwerlich mit einem anderen Tier verwechseln könne.","""Co innego byłoby tam"", powiedziała Selma, ""nie wiem"".",1-1
