id,source,target,n2m
1,"""Was ist denn?"", fragte ich.",Co się dzieje? spytałam.,1-1
2,"""Nichts"", flötete Selma, öffnete den Kühlschrank, holte ein Paket Schnittkäse und eine Leberwurst heraus und schwenkte beides durch die Luft.","Nic zaszczebiotała Selma, otworzyła lodówkę, wyjęła opakowanie krojonego sera żółtego i wątrobiankę i pomachała mi tym przed nosem.",1-1
3,"""Was darf’s denn heute aufs Schulbrot sein?"", flötete sie.","Z czym sobie życzysz dzisiaj kanapkę do szkoły? zaszczebiotała, po czym dodała: Myszeńko?",1-1
4,"""Mäuselchen"", flötete sie noch hinterher, und Flöten und Mäuselchen waren nun wirklich alarmierend.","Te szczebioty i ""myszeńki"" były już doprawdy alarmujące.",1-1
5,"""Käse, bitte"", sagte ich, ""was hast du denn""?",Poproszę z serem. Ale co ci jest?,1-2
6,"""Nichts"", flötete Selma, ""hab ich doch gesagt"".",Nic zaszczebiotała znów Selma. Przecież mówiłam.,1-2
7,"Sie strich Butter auf eine Scheibe Brot, und weil sie immer noch herumschlackerte, schubste sie dabei den Käse mit dem Handgelenk von der Anrichte.","I zabrała się do smarowania kromki masłem, a ponieważ nadal się trzęsła, przegubem dłoni strąciła przy tym ser z kredensu.",1-1
8,"Selma hielt jetzt still und schaute hinab auf die Käsepackung, als sei sie etwas Kostbares, das in tausend Teile zersprungen war.","Zastygła w bezruchu i spojrzała w dół na opakowanie sera, jakby to było coś drogocennego, co rozbiło się na tysiąc kawałków.",1-1
9,"Selma hatte in ihrem Leben dreimal von einem Okapi geträumt, und jedes Mal war danach jemand gestorben, deshalb waren wir überzeugt, dass der Traum von einem Okapi und der Tod unbedingt miteinander verbunden waren.","Selma trzy razy w życiu śniła o okapi i zawsze ktoś potem umierał, dlatego byliśmy przekonani, że sen o okapi i śmierć są nierozerwalnie związane.",1-1
10,Unser Verstand funktioniert so.,Tak działa nasz rozum.,1-1
11,"Er kann innerhalb kürzester Zeit dafür sorgen, dass die einander abwegigsten Dinge fest zusammengehören.","W mgnieniu oka może sprawić, że na trwałe powiążą się ze sobą najbardziej absurdalne elementy.",1-1
12,"Kaffeekannen und Schnürsenkel beispielsweise, oder Pfandflaschen und Tannenbäume.",Przykładowo: dzbanki do kawy i sznurówki albo butelki zwrotne i choinki.,1-1
13,"""Was soll es denn sonst gewesen sein"", sagte Selma, und dass man ein Okapi ja nur schwerlich mit einem anderen Tier verwechseln könne.",A cóż by innego? odparła Selma. Trudno przecież pomylić okapi z innym zwierzęciem.,1-2
14,"""Doch"", sagte ich, es könne ja auch ein verwachsenes Rind gewesen sein, eine falsch zusammengesetzte Giraffe, eine Laune der Natur, und die Streifen und das Rostrote, das könne man doch alles nicht so genau erkennen in der Nacht, da sei schließlich alles sehr verschwommen.","Ale to mogła być przecież jakaś przerośnięta krowa albo żyrafa złożona z niewłaściwych kawałków, taki kaprys natury, a co do pasów i rudego odcienia, to przecież w nocy nie da się zobaczyć wszystkiego aż tak dokładnie. Po ciemku wszystko całkiem się rozmywa.",1-2
15,"""Das ist doch Quatsch"", sagte Selma und rieb sich die Stirn, ""das ist doch leider Quatsch, Luise"".","Co za bzdura fuknęła Selma i potarła sobie czoło. To niestety kompletna bzdura, Luizo.",1-2
16,"Sie legte eine Scheibe Käse auf das Brot, klappte es zusammen und legte es in meine Butterbrotdose.","I położyła plasterek sera na chlebie, skleiła kromki, po czym schowała kanapkę do mojego pudełka na drugie śniadanie.",1-1
17,"""Weißt du, wann genau du das geträumt hast""?","Wiesz, o której ci się to śniło?",1-1
18,"""Gegen drei Uhr"", sagte Selma.",Koło trzeciej.,1-1
19,"Sie war hochgeschreckt, nachdem das Bild vom Okapi sich zurückgezogen hatte, aufrecht im Bett sitzend war sie aufgewacht und hatte auf ihr Nachthemd gestarrt, in dem sie eben noch im Traum auf der Uhlheck gestanden hatte, und dann auf den Wecker.","Zerwała się ze snu, kiedy odpłynął obraz okapi, usiadła wyprostowana na łóżku i najpierw nie mogła oderwać wzroku od koszuli nocnej, w której dopiero co stała we śnie na łące w Sowim Gaju, a potem zerknęła na budzik.",1-1
20,Drei Uhr.,Była trzecia.,1-1
21,"""Wir sollten das wahrscheinlich nicht so ernst nehmen"", sagte Selma, aber sie sagte es wie ein Fernsehkommissar, der ein anonymes Schreiben nicht so ernst nimmt.","Chyba nie powinnyśmy brać tego aż tak na poważnie skwitowała, ale powiedziała to tak, jak serialowi komisarze mówią, że nie biorą na poważnie jakiegoś anonimowego listu.",1-1
22,"Die Zugfahrt dauerte fünfzehn Minuten, einen Zwischenhalt gab es nicht.","Podróż trwała piętnaście minut, pociąg nie zatrzymywał się po drodze.",1-1
23,"Seit unserer ersten Zugfahrt spielten wir immer dasselbe: Wir stellten uns mit dem Rücken zu den Fenstern an die gegenüberliegenden Zugtüren, Martin machte die Augen zu, ich sah aus dem Fenster der Zugtür, die Martin im Rücken hatte.","Od naszej pierwszej wspólnej podróży bawiliśmy się ciągle w tę samą grę: stawaliśmy plecami do okien w przeciwległych drzwiach wagonu, Martin zamykał oczy, a ja wyglądałam przez okno za jego plecami.",1-1
24,"In der ersten Klasse hatte ich Martin aufgezählt, was ich während der Fahrt sah, und Martin versuchte, alles auswendig zu lernen.","W pierwszej klasie to ja recytowałam Martinowi, co widzę podczas jazdy, a on próbował nauczyć się wszystkiego na pamięć.",1-1
25,"Das gelang sehr gut, sodass ich im zweiten Schuljahr nichts mehr aufzählte und Martin, mit dem Rücken zum Fenster und geschlossenen Augen, fast alles aufsagen konnte, was ich durch das beschlagene Zugfenster gerade sah: ""Drahtfabrik"", sagte er, genau in dem Moment, als wir an der Drahtfabrik vorbeifuhren.","Szło to całkiem nieźle i w drugiej klasie nic już nie musiałam podpowiadać, a Martin, stojąc z zamkniętymi oczami tyłem do okna, umiał wymienić prawie wszystko to, co akurat widziałam przez zaparowane okno pociągu. Fabryka drutu powiedział dokładnie w momencie, kiedy mijaliśmy fabrykę drutu.",1-2
26,"""Jetzt Feld. Weide.",Teraz pole. Łąka.,1-1
27,Das Gehöft vom verrückten Hassel.,Zagroda pomylonego Hassla.,1-1
28,Wiese.,Pastwisko.,1-1
29,Wald. Wald. Hochsitz eins.,Las. Las. Ambona pierwsza.,2-1
30,"Feld. Wald. Wiese. Weide, Weide.","Pole. Las. Pastwisko. Łąka, łąka.",2-2
31,Reifenfabrik. Dorf. Weide.,Fabryka opon. Wieś. Łąka.,2-1
32,Feld. Hochsitz zwei.,Pole. Ambona druga.,1-2
33,Waldstück.,Zagajnik.,1-1
34,"Hof. Feld. Wald. Hochsitz drei. Dorf.""",Zagroda. Pole. Las. Ambona trzecia. Wieś.,1-4
35,"Bauer Häubel war der festen Überzeugung, dass der Tod höflich sein würde, so wie Bauer Häubel selbst es sein Leben lang gewesen war.","Rolnik Häubel był święcie przekonany, że śmierć będzie uprzejma, bo sam traktował wszystkich uprzejmie przez całe życie.",1-1
36,"Er war sicher, dass der Tod ihm das Leben nicht entreißen, sondern behutsam aus der Hand nehmen würde.","Był pewien, że nie wydrze mu życia, tylko delikatnie weźmie mu je z ręki.",1-1
37,"Er stellte sich vor, wie der Tod vorsichtig anklopfte, die Tür nur einen Spalt öffnete und ""Darf ich""? fragte, was Bauer Häubel natürlich bejahen würde.","Wyobrażał sobie, jak śmierć ostrożnie puka do drzwi, uchyla je odrobinę i przez szparę pyta: ""Czy można?"", na co on, ma się rozumieć, odpowiada twierdząco.",1-1
38,"""Selbstverständlich"", würde Bauer Häubel sagen, ""treten Sie doch ein"", und der Tod würde eintreten.","""Oczywiście powiedziałby rolnik Häubel proszę, niechże pani wejdzie"". Na co śmierć przestąpiłaby próg.",1-2
39,"Er würde sich an Bauer Häubels Bett stellen und fragen: ""Passt es Ihnen jetzt?","Stanęłaby przy jego łóżku i spytała: ""Czy teraz panu odpowiada?",1-1
40,"Ich kann sonst auch zu einem späteren Zeitpunkt vorbeikommen"".","Mogę również zajrzeć w późniejszym terminie"".",1-1
41,"Bauer Häubel würde sich aufrichten und ""Nein, nein, es passt mir gerade sehr gut"" sagen, ""lassen Sie es uns besser nicht noch einmal verschieben, wer weiß, wann Sie es wieder einrichten können"", und der Tod würde sich auf den schon bereitgestellten Stuhl am Kopfende setzen.","Rolnik Häubel wyprostowałby się na łóżku i odpowiedział: ""Ależ nie, teraz bardzo mi pasuje, lepiej niech pani znowu tego nie przekłada, kto wie, kiedy znów znalazłaby pani czas"", a śmierć usiadłaby u wezgłowia łóżka, na przygotowanym zawczasu krześle.",1-1
42,"Er würde sich im Vorhinein für die Kälte seiner Hände entschuldigen, die, das wusste Bauer Häubel, ihm überhaupt nichts ausmachen würde, und dann eine Hand auf Bauer Häubels Augen legen.","Przeprosiłaby z góry za swoje zimne ręce, co rolnik Häubel doskonale to wiedział nic a nic by mu nie przeszkadzało, i położyłaby dłoń na jego oczach.",1-1
43,Das stimmte.,To była prawda.,1-1
44,"Der Hund war schneematschfarben, er war verwaschen grau und zottelig wie ein ausschließlicher Irischer Wolfhund ohne etwas anderes drin.","Pies przypominał kolorem śnieżną breję, był bladoszary i kudłaty jak wyłączny wilczarz irlandzki, bez żadnej domieszki.",1-1
45,"Sein Körper war noch klein, aber seine Pfoten waren groß wie Bärentatzen, und wir wussten alle, was das bedeutete.","Tułów miał jeszcze mały, za to łapy wielkie jak u niedźwiedzia, i wszyscy wiedzieliśmy, co to oznacza.",1-1
46,Selma stand immer noch erhoben vor der Küchenbank.,Selma wciąż stała wyprostowana przed kuchenną ławą.,1-1
47,"Sie schaute lange auf den Hund. Dann sah sie meinen Vater an, als sei er ein Geschenkideengeschäft.","Długo przypatrywała się psu, a potem spojrzała na ojca, jakby był sklepikiem z pamiątkami.",2-1
48,"""Klappe halten"", sagte der Optiker noch einmal lauter und ging schneller, ""Selma findet nur sehr selten etwas bedrohlich oder unansehnlich"".","Morda w kubeł! powtórzył głośniej Optyk i przyspieszył kroku. Selma bardzo rzadko uważa, że coś jest groźne lub nieapetyczne.",1-2
49,"Damit hatte er völlig recht, und damit hatte er leider mehr gesagt, als er den Stimmen eigentlich hätte antworten sollen.","I miał zupełną rację, niestety zdradził tym więcej, niż powinien był powiedzieć swoim głosom.",1-1
50,"Aber die Liebe fände sie womöglich ausgerechnet doch unansehnlich, zischelten die Stimmen, es habe ja einen Grund, sagten sie, dass die Wahrheit so lange verborgen wurde.","Ale akurat miłość mogłaby uznać za nieapetyczną syknęły głosy w końcu istnieją powody, dla których ta prawda tak długo już tkwi w ukryciu.",1-1
51,"""Feigheit war das"", sagte der Optiker und schob die Ledertasche auf die andere Hüfte, weil das Rempeln der Tasche und das Rempeln der Stimmen langsam begannen wehzutun.","To z tchórzostwa powiedział Optyk i przerzucił skórzaną torbę na drugie biodro, bo obijanie się torby i naskakiwanie głosów powoli zaczynały dawać mu się we znaki.",1-1
52,"""Besonnenheit war das"", sagten die Stimmen, ""Angst ist ja manchmal doch ein guter Ratgeber"", sagten sie und summten die Titelmelodie der Vorabendserie.",To z roztropności skontrowały głosy. Strach jest niekiedy dobrym doradcą dodały i zanuciły melodię z amerykańskiego serialu.,1-2
53,Der Optiker wurde jetzt langsamer.,Optyk zwolnił kroku.,1-1
54,"Der Weg zu Selmas Haus, der eigentlich zehn Minuten dauerte, kam ihm plötzlich vor wie eine Tagesreise, eine Tagesreise mit sehr, sehr viel Gepäck.","Droga do domu Selmy, która zajmowała mu zwykle dziesięć minut, wydała mu się raptem całodzienną podróżą, całodzienną podróżą z wieloma, bardzo wieloma bagażami.",1-1
55,"Auch das Schwimmen hatten Selma und der Optiker uns beigebracht, sie hatten im Nichtschwimmerbecken gestanden, beide bis zum Bauchnabel im Wasser, Selma trug eine große violette Rüschen-Badehaube, die aussah wie eine Hortensie und die sie sich von Elsbeth geliehen hatte, damit Rudi Carrells Frisur nichts geschah.","Selma i Optyk nauczyli nas także pływać. Stali oboje w brodziku po pępek w wodzie, Selma miała na głowie duży fioletowy czepek z koronkami, który przypominał hortensję, pożyczyła go od Elsbeth, żeby uchronić fryzurę Rudiego Carrella.",1-2
56,"Ich lag mit dem Bauch auf Selmas Händen, Martin auf den Händen des Optikers.","Ja leżałam na brzuchu na rękach Selmy, Martin na rękach Optyka.",1-1
57,"""Wir lassen nicht los"", sagten Selma und der Optiker, und irgendwann: ""Wir lassen jetzt los"", und Martin und ich schwammen, erst zappelig und mit vor Panik und Stolz weit aufgerissenen Augen, dann immer sicherer.","Nie puścimy was powtarzali oboje, a w którymś momencie ostrzegli: Teraz puszczamy! i zaczęliśmy z Martinem płynąć, z początku szarpiąc się i chlapiąc, z oczami wybałuszonymi ze strachu i dumy, a potem coraz pewniej.",1-1
58,"Selma fiel dem Optiker jubelnd in die Arme, und dem Optiker traten die Tränen in die Augen.","Selma z radości rzuciła się Optykowi na szyję, a jemu łzy stanęły w oczach.",1-1
59,"Er ging an weiteren Häusern vorbei, Häusern voller verschwiegener Wahrheiten, die ans Licht wollten, und er fuhr jetzt alles auf, was er je an Sinnsprüchen über Mut gelesen hatte.","Mijał kolejne domy, domy pełne zatajonych prawd chcących się wydostać na światło dzienne, i odgrzebywał w pamięci wszystkie sentencje na temat odwagi, jakie kiedykolwiek przeczytał.",1-1
60,Das war eine Menge.,Było ich mnóstwo.,1-1
61,"Immer, wenn er mit Selma in die Kreisstadt fuhr, weil Selma ihren Wochenendeinkauf erledigen wollte, wartete der Optiker vor einem abgelegenen Geschenkideengeschäft auf sie, denn dort konnte man gut heimlich rauchen, dort wurde man von Selma bestimmt nicht erwischt, nirgends war man vor ihr so sicher wie vor einem Geschenkideengeschäft.","Ilekroć zawoził Selmę do miasteczka na jej cotygodniowe zakupy, zawsze czekał na nią przed położonym na uboczu sklepikiem z pamiątkami, bo tam dało się palić po kryjomu, tam z pewnością Selma by go nie przyłapała, nigdzie człowiek nie mógł lepiej się przed nią schować niż przed sklepikiem z pamiątkami.",1-1
62,"Während Selma einkaufte, hatte der Optiker mittlerweile den ganzen immerhin 96-fächrigen Postkartenständer vor dem Geschenkideengeschäft gelesen und vollgequalmt.","Podczas gdy Selma załatwiała sprawunki, on zdążył już przeczytać i kompletnie zadymić calutki stojak z pocztówkami, który stał przed wejściem do sklepu, liczący bądź co bądź dziewięćdziesiąt sześć przegródek.",1-1
63,"Auf jeder Postkarte war eine Landschaft abgebildet, die mit der Kreisstadt nicht das Geringste zu tun hatte, nämlich eine mit Meer, Wasserfall oder Wüste, und dazu jeweils ein Sinnspruch, der mit dem Optiker nicht das Geringste zu tun hatte.","Na każdej pocztówce krajobraz, który nie miał nic wspólnego z tym miasteczkiem, na przykład morze, wodospad albo pustynia, oraz sentencja, która w żaden sposób nie odnosiła się do Optyka.",1-1
64,"Jetzt, da er merkte, dass die Stimmen immer kraftvoller und er immer kraftloser wurde, sagte er sich die Sprüche auf, laut und schon kurz vor Selmas Haus.","I właśnie teraz, gdy zauważył, że głosy stają się coraz mocniejsze, a on coraz słabszy, zaczął sobie przepowiadać te sentencje, gromko i zdecydowanie, tuż przed domem Selmy.",1-1
65,"Wenn ich unten bei Selma schlief, erzählte sie mir am Bettrand Geschichten mit guten Enden.","Kiedy spałam na dole u Selmy, przysiadała na brzegu łóżka i opowiadała mi historie ze szczęśliwym zakończeniem.",1-1
66,"Als ich kleiner war, hatte ich nach den Geschichten immer ihr Handgelenk umfasst, meinen Daumen auf ihren Puls gelegt und mir vorgestellt, dass die ganze Welt alles im Rhythmus von Selmas Herzschlag tat.","Dawniej, gdy byłam młodsza, zawsze po takich opowieściach chwytałam ją za nadgarstek i wyczuwając kciukiem tętno, wyobrażałam sobie, że cały świat robi wszystko w takt pulsu Selmy.",1-1
67,"Ich stellte mir vor, wie der Optiker Linsen schliff, Martin ein Gewicht stemmte, Elsbeth ihre Hecke schnitt, wie der Einzelhändler Safttüten einräumte, meine Mutter Tannenzweige aufeinanderschichtete, mein Vater Rezepte stempelte, und alle taten das genau in Selmas Herzrhythmus.","Wyobrażałam sobie, jak Optyk szlifuje soczewki, Martin podnosi ciężar, Elsbeth przycina żywopłot, a sklepikarz ustawia kartony z sokami, jak moja mama układa jedną na drugiej gałązki jedliny, ojciec podbija recepty a wszyscy robią to dokładnie w rytm bicia serca Selmy.",1-1
68,"Darüber war ich immer verlässlich eingeschlafen, aber jetzt, mit zehn Jahren, fand Selma, sei ich zu alt dafür.","Usypiałam przy tym zawsze, ale teraz, gdy miałam dziesięć lat, według niej byłam już na to za stara.",1-1
