id,source,target,n2m
1,"""Klappe halten"", sagte der Optiker noch einmal lauter und ging schneller, ""Selma findet nur sehr selten etwas bedrohlich oder unansehnlich.""","""Shut up,"" the optician repeated even louder as he picked up his pace. ""Selma rarely finds anything threatening or unsightly.""",1-2
3,"Aber die Liebe fände sie womöglich ausgerechnet doch unansehnlich, zischelten die Stimmen, es habe ja einen Grund, sagten sie, dass die Wahrheit so lange verborgen wurde.","""That doesn't mean she won't think your love unsightly,"" the voices hissed. ""After all, there are reasons you've kept the truth hidden so long,"" they continued.",1-2
5,"""Besonnenheit war das"", sagten die Stimmen, ""Angst ist ja manchmal doch ein guter Ratgeber"", sagten sie und summten die Titelmelodie der Vorabendserie.","""It was prudence,"" the voices retorted. ""Fear sometimes gives good advice,"" they said, and hummed the show's theme music.",1-2
9,"Der Hund war schneematschfarben, er war verwaschen grau und zottelig wie ein ausschließlicher Irischer Wolfhund ohne etwas anderes drin.",The dog was the color of slush. It was watery gray and shaggy as only purebred Irish wolfhounds can be.,1-2
20,"Bauer Häubel würde sich aufrichten und ""Nein, nein, es passt mir gerade sehr gut"" sagen, ""lassen Sie es uns besser nicht noch einmal verschieben, wer weiß, wann Sie es wieder einrichten können"", und der Tod würde sich auf den schon bereitgestellten Stuhl am Kopfende setzen.","Farmer Häubel would sit up and say, ""No, no, this is a very good time. Let's not put it off, who knows when you'll be able to arrange it again."" And Death would sit on the chair placed and ready for him at the head of the bed.",1-3
29,"Sie machten einen Bogen um die gutartigen Kühe, die heute womöglich austreten würden, sie mieden die Hunde, auch die ganz alten, die kaum noch stehen konnten, ihnen aber heute vielleicht trotzdem an die Gurgel gehen würden.","They kept clear of the good-natured cows who, they believed, might go berserk that day. They avoided all dogs, even the very old ones who could barely stand.",1-2
33,"Sie saßen gelassen unter Wanduhren, obwohl man bei Aberglauben daran sterben kann, sie schliefen mit dem Kopf zur Tür hin, obwohl das bei Aberglauben bedeutet, dass man durch genau die Tür bald mit den Füßen zuerst hinausgetragen wird.","They sat calmly under wall clocks even though the superstitious can die from it. They slept with their heads toward the door, though superstition claimed they'd soon be carried out that very door feetfirst.",1-2
41,"""Jetzt Feld. Weide.","""Now field. Meadow.",1-2
42,Das Gehöft vom verrückten Hassel.,Crazy Hassel's farmhouse. Pasture.,1-2
43,Wiese. Wald. Wald.,Forest. Forest.,3-2
57,"""Was soll es denn sonst gewesen sein"", sagte Selma, und dass man ein Okapi ja nur schwerlich mit einem anderen Tier verwechseln könne.","""What else would it have been?"" Selma asked, adding that you can hardly mistake an okapi for another animal.",1-2
63,"Sie war hochgeschreckt, nachdem das Bild vom Okapi sich zurückgezogen hatte, aufrecht im Bett sitzend war sie aufgewacht und hatte auf ihr Nachthemd gestarrt, in dem sie eben noch im Traum auf der Uhlheck gestanden hatte, und dann auf den Wecker.","She had woken with a start after the image of the okapi slipped away. She'd sat bolt upright in bed and had gasped at her nightgown, the same one she had been wearing just now standing in the Uhlheck in her dream, then at her alarm clock.",1-2
66,"""Was ist denn?"", fragte ich.","""What's the matter?"" I asked.",1-2
67,"""Nichts"", flötete Selma, öffnete den Kühlschrank, holte ein Paket Schnittkäse und eine Leberwurst heraus und schwenkte beides durch die Luft.","""Nothing,"" Selma warbled, and opened the refrigerator. She took out a package of sliced cheese and some liverwurst and waved them both in the air.",1-2
70,"""Käse, bitte"", sagte ich, ""was hast du denn?"" ""Nichts"", flötete Selma, ""hab ich doch gesagt.""","""Cheese, please,"" I said. ""What's going on with you?"" ""Like I said: nothing,"" she warbled.",1-3
73,"Selma hatte in ihrem Leben dreimal von einem Okapi geträumt, und jedes Mal war danach jemand gestorben, deshalb waren wir überzeugt, dass der Traum von einem Okapi und der Tod unbedingt miteinander verbunden waren.","Selma had dreamed of an okapi three times in her life, and each time someone had then died. That's why we were convinced her dreams of an okapi were directly connected to death.",1-2
