id,source,target,n2m
1,Diego Cocca wird neuer Nationaltrainer von Mexiko Im Sommer 2026 richtet Mexiko gemeinsam mit den USA und Kanada die WM mit dann erstmals 48 Mannschaften aus.,"Diego Cocca will be the new national coach of Mexico. In summer 2026, Mexico will host the World Cup together with the USA and Canada, featuring 48 teams for the first time.",1-2
17,"Die Hoffnung ist, dass Hobbygärtner zu Hause gezielt nachpflanzen.","Or, more idiomatically:Pedestrians should be able to find out what's looking lovely here. Or, in a more formal tone:Passersby are encouraged to educate themselves on the current floral displays in this area.",1-2
18,In der ersten Januarwoche war bereits Saisonstart bei der Wildhasel Jüngeren Datums sind Sträucher wie Winterduftheckenkirsche und Winterschneeball in den Beeten der Fußgängerzone.,The wild hare season started during the first week of January. Younger dates include shrubs such as winter skunk cabbage and winter snowball in the pedestrian zone.,1-2
21,"Friedhelm Ringe betont, dass aber nicht nur die Beetpflanzen nun Blüten zeigen.",Friedhelm Ringe emphasizes that the beet plants are not the only ones showing flowers now.,1-2
26,"Immer montags treffen sich nämlich dort in der ""Mandolin Motion Show Academy"" um Punkt 15 Uhr drei Damen zum flotten Stepptanz zusammen sind sie unglaubliche 277 Jahre alt, pardon jung!","Every Monday at 3 pm, three ladies meet at the ""Mandolin Motion Show Academy"" for a lively step dance. They are incredibly young at a combined age of 277 years, pardon me!",1-2
30,"""Tanzen und Steppen ist mein Leben, ohne kann ich mir nicht vorstellen"". Mit Ernestine schwingen auch Eva-Maria Stolze (fast 97) und Elfriede Widmann (79) die Tanzbeine.","Dancing and stomping is my life, without it I can't imagine With Ernestine, Eva-Maria Stolze (nearly 97) and Elfriede Widmann (79) are also dancing the night away.",2-1
36,Wikipedia: Der Stepptanz wurde im 19. Jahrhundert in den USA entwickelt und ist heute überall auf der Welt bekannt.,The step dance originated in the 19th century. Developed in the USA and is now known all over the world.,1-2
45,Und was ist das Rezept für ein so langes Leben?,,1-0
48,"Analog im Dialog Die Grenzen des Digitalen Mit fortschreitender Digitalisierung wächst bei so manchen wieder die Lust auf analog Die Rasanz, mit der unser Alltag digital wurde, ließ uns kaum Zeit, Regeln für den Umgang damit aufzustellen und unsere Kommunikationsund Arbeitsweisen daran anzupassen, meint DNN-Kolumnistin Claudia Muntschick.","""Analog in Dialogue: The Limits of the Digital"" With advancing digitalization, many people are increasingly craving the analog. The rapid pace at which our daily lives have become digital has left us little time to establish rules for dealing with it and adapting our communication and work habits, says DNN columnist Claudia Muntschick.",1-3
52,"Oder man gehörte zu denen, die Jemanden aus dieser exklusiven Gruppe in der Nachbarschaft hatten und dort für eine Flasche Radeberger mit der Verwandtschaft telefonieren konnten.",,1-0
55,"Mein größter Traum war es, beim Anrufen auch das Gesicht des Anderen sehen zu können Bildtelefonie, dachte ich, was wäre das für eine tolle Sache!","My biggest dream was to be able to see the other person's face when calling them. I thought, what a wonderful thing that would be!",1-2
57,14 Tage für eine neue Regierung In Moldau (auch: Moldawien) hat die Präsidentin Maia Sandu den ehemaligen Innenminister Dorin Recean mit der Regierungsbildung beauftragt.,"14 days for a new government In Moldova (also known as Moldavia), President Maia Sandu has tasked former Interior Minister Dorin Recean with forming a government.",1-2
62,"Die Präsidentin dankte Gavrilita für deren ""enorme Opfer"".",,1-0
68,Das waren die Kostüme der Promis 2023 wird wieder ordentlich gefeiert in Veitshöchheim.,": ""That was the prom's attire."" ""2023 will be celebrated properly in Veitshöchheim again.""",1-2
70,"Landesvater Markus Söder ging nicht etwa als Moses, was sein Kostüm vermuten lässt.","State Father Markus Söder did not go as Moses, which his costume suggests.",1-4
76,"Landtagspräsidentin Ilse Aigner suchte sich niemand geringeres als ""Mama Bavaria"" als Vorbild für ihr Kostüm.","President of the State Parliament Ilse Aigner chose no less than ""Mama Bavaria"" as a role model for her costume.",1-2
91,"In Veitshöchheim war der Fraktionsvorsitzende im EU-Parlament, Manfred Weber, als Pantomime unterwegs. An seiner Seite Frau Andrea.","In Veitshöchheim, the leader of the parliamentary group in the European Parliament, Manfred Weber, was on the move as a pantomime.",2-1
99,Oberhof: Kühn Achter im WM-Sprint Bö setzte seine beeindruckende Serie trotz schwieriger Bedingungen fort und gewann auch das sechste Sprintrennen der Saison.,Oberhof: Kühn Eighth in the World Championship Sprint. Bö continued his impressive series despite difficult conditions and won the sixth sprint race of the season.,1-2
114,"Biden empfängt Lula: ""Müssen für Demokratie eintreten""","Biden receives Lula: ""Must stand up for democracy""",1-2
118,"""Die starke Demokratie unserer beiden Nationen wurde auf die Probe gestellt"", sagte Biden am Freitag im Weißen Haus in Washington. ""Wir müssen weiterhin für die Demokratie eintreten, für die demokratischen Werte, die den Kern unserer Stärke ausmachen"".","""The strong democracy of our two nations has been put to the test,"" said Biden on Friday at the White House in Washington. ""We must continue to stand up for democracy, for the democratic values that are at the core of our strength.""",1-2
119,"Lula entgegnete mit Blick auf seinen rechten Amtsvorgänger Jair Bolsonaro: ""Brasilien hat sich vier Jahre lang isoliert"".",,1-0
127,"""Seine Welt begann und endete mit Fake News, morgens, nachmittags und abends"", sagte Lula. ""Kommt mir bekannt vor"", entgegnete Biden eine offensichtliche Anspielung auf seinen Amtsvorgänger Trump.","""His world began and ended with fake news, morning, noon, and night,"" said Lula. ""Sounds familiar,"" Biden replied, making an obvious reference to his predecessor Trump.",1-2
129,Man sah darauf die zur Denunziation und zum Abschuss freigegebenen Mitglieder der Roten Armee Fraktion.,,1-0
130,"In einem Land mit Denunziationskultur, die gab es schon vor Corona, wurde so öffentlich Stimmung gemacht, gegen die gefährlichsten Gegner der BRD; sagen wir mal der bürgerlichen Demokratie, sagen wir mal der spätkapitalistischen Gesellschaft. (Hier nichts zu den wirklich Gefährlichen in Nadelstreifenanzug und Krawatte.)","In a country with a culture of denunciation, which existed before Corona, public sentiment was openly stirred up against the most dangerous enemies of the Federal Republic of Germany; let's say, of bourgeois democracy, let's say, of late capitalist society.",2-1
137,"Wir haben das bekannte Niveau erreicht, wo nichts mehr darunter ist. Und spätestens jetzt, gut dialektisch, sollte Frau Wagenknecht die beliebteste Politikerin aller noch nicht ganz verblödeten, d.h. Friedliebenden, pazifistischen und antimilitaristischen Menschen sein.","And latest now, dialectically speaking, Mrs. Wagenknecht should be the most popular politician among all not yet completely confused, i.e. Peace-loving, pacifist, and anti-militaristic people.",2-1
139,Harald Glööckler reicht Scheidung von seinem Mann Dieter Schroth ein Designer Harald Glööckler (57) und sein Mann Dieter Schroth (74) haben sich getrennt.,Harald Glööckler files for divorce from his husband Dieter Schroth. Designer Harald Glööckler (57) and his partner Dieter Schroth (74) have separated.,1-4
140,"Das bestätigte Glööcklers Anwalt Christian-Oliver Moser gegenüber der ""Bild""-Zeitung und RTL in gleichem Wortlaut.",,1-0
146,"SS-Massakers in Oradour-sur-Glane: Letzter Überlebender tot In dem zerstörten Dorf nordwestlich von Limoges, dessen Ruinen erhalten blieben, wurde 1999 ein Gedenkzentrum eingerichtet.","""SS Massacre in Oradour-sur-Glane: Last Survivor Dead"" In the destroyed village northwest of Limoges, whose ruins remained, a memorial center was established in 1999.",1-2
151,"Eine Kurvenlage für 14 Häuser: In Homeien kennt jeder jeden LZ-Serie Nordlippische Weiler: In Homeien leben nicht selten drei, vier Generationen unter einem Dach.","A curve for 14 houses: In Homeien, everyone knows everyone. LZ-Series Northern Lippe Villages: In Homeien, three, four generations often live under one roof.",1-3
164,"""Die Folgen einer dauerhaft hohen Inflation sind wesentlich gravierender als die höherer Finanzierungskosten für einige Länder"", sagte Sewing. ""Natürlich müssen wir das im Blick behalten, aber ein hoher Schuldenstand darf die EZB nicht davon abhalten, konsequent zu handeln"".","""The consequences of sustained high inflation are far more severe than higher financing costs for some countries,"" said Sewing. ""Of course, we must keep that in mind, but a high level of debt must not deter the ECB from taking decisive action.""",1-2
173,"Bosch-Chef Stefan Hartung hofft auf eine breite Debatte zum von Bundeskanzler Olaf Scholz (SPD) ausgerufenen ""Deutschland-Tempo"" bei Infrastrukturprojekten.","Bosch CEO Stefan Hartung hopes for a broad debate on the ""Germany tempo"" initiative announced by Chancellor Olaf Scholz (SPD) for infrastructure projects.",1-2
187,"Angesichts der vielen offenen Aufgaben etwa beim Ausbau der Stromtrassen beneide er die Bundesregierung und die beteiligten Unternehmen aber nicht, sagte Hartung. ""Als Konsument dieser Energien brauche ich den Ausbau unbedingt und er soll so grün sein, wie es geht"".","""Given the many open tasks, such as the expansion of power grids, Hartung does not envy the federal government and the involved companies."" As a consumer of these energies, I absolutely need the expansion and it should be as green as possible.",1-2
194,"Der umstrittene Chef Werner Baumann wird noch diesen Sommer den Posten räumen. Übernehmen soll Anfang Juni der Ex-Pharmachef des schweizerischen Rivalen Roche, Bill Anderson.","Bill Anderson, the former pharmaceutical chief of the Swiss rival Roche, is expected to take over in early June.",2-1
204,Der sehr kleine Fonds mit unbekannter Beteiligungshöhe an Bayer ist für ein aggressives Vorgehen bekannt.,,1-0
207,Hunderttausende wollen gegen Rentenreform demonstrieren Paris Auch am Samstag wollen die Franzosen wieder gegen die geplante Rentenreform auf die Straße gehen.,Hundreds of thousands want to demonstrate against pension reform. Paris. The French want to take to the streets again on Saturday to protest against the planned pension reform.,1-3
217,Außerdem wollten die Beschäftigten ihre wohlverdiente Rente genießen können und ihre Gesundheit nicht vollends im Job verschleißen.,,1-0
233,Ruhiges Wetter erwartet in Hochlagen viel Sonne Ein mächtiges Hochdruckgebiet liegt über Mitteleuropa und bestimmt das Wetter in Deutschland.,"""Fine weather expected in high altitudes with plenty of sunshine"" A powerful high-pressure area lies over Central Europe and determines the weather in Germany.",1-2
235,Offenbach In Deutschland wird mindestens bis zu Wochenmitte ruhiges Hochdruckwetter erwartet.,"Offenbach At least until mid-week, calm high pressure weather is expected in Germany.",1-2
236,"""Beim Betrachten der Wetterkarten sticht sofort ein mächtiges Hochdruckgebiet direkt über Mitteleuropa ins Auge"", erklärt der Meteorologe Markus Übel vom Deutschen Wetterdienst am Samstag in Offenbach. ""Zwar verlagert sich dieses Hoch im Laufe der nächsten Woche ein wenig nach Osten.","""A powerful high-pressure area immediately catches the eye directly over Central Europe when examining the weather maps,"" explained meteorologist Markus Übel from the German Weather Service on Saturday in Offenbach.",2-1
247,"Die Höchstwerte liegen bei 5 bis 9 Grad, am Niederrhein werden um 11 Grad, im Dauergrau im Südosten werden dagegen nur um 3 Grad erwartet.","The highest values are expected to be between 5 and 9 degrees, while in the Lower Rhine region, 11 degrees are expected. In contrast, only 3 degrees are expected in the long-term gray area in the southeast.",1-2
253,,"Or, more idiomatically:The temperatures rise to 5 to 11 degrees depending on the amount of sunshine.",0-1
255,,The heavily favored,0-1
257,"Méribel ""Ich bin traurig, weil ich nicht die Leistung gebracht habe, die ich kann"", sagte die Italienerin im ZDF, nachdem sie an einem Tor eingefädelt hatte und ausgeschieden war.","Meribel ""I am sad because I didn't deliver the performance I could have,"" said the Italian woman in ZDF, after she had missed a goal and been eliminated.",1-2
259,Goggia ist seit Jahren die dominierende Abfahrerin im Weltcup.,,1-0
260,Vier der bisherigen sechs Saisonrennen in dieser Disziplin hat sie gewonnen.,,1-0
261,Nach Gold 2018 in Pyeongchang holte sie bei den Olympischen Winterspielen 2022 in Peking Silber.,,1-0
264,"""Ich habe eigentlich gedacht, ich wäre gut drauf. Es ging um Hundertstelsekunden"", sagte Goggia nach dem überraschenden Sieg der Schweizerin Jasmine Flury im französischen Méribel nun.","""It was a matter of hundredths of a second,"" said Goggia after the surprising victory of Swiss skier Jasmine Flury in Méribel, France.",2-1
279,rosa Stiefeletten und bunt gestreifter Schal trägt einen Rucksack Hinweise nimmt die Kriminalpolizei der Polizeidirektion 1 (Nord) unter der Rufnummer (030) 4664 171 100 oder jede andere Polizeidienststelle entgegen.,Pink ankle boots and a colorful striped scarf. Wears a backpack The criminal police department of the police headquarters 1 (North) can be reached at the phone number (030) 4664 171 100 or any other police station.,1-3
280,Selenskyj und Minister gegen Russlands Olympia-Teilnahme Kiew.,Zelensky and ministers against Russia's Olympic participation. Kiev,1-2
282,"Man habe auf einer gemeinsamen Telefonkonferenz vereinbart, eine Erklärung zu verfassen, um Versuche zu verhindern, Sportler aus Russland und Belarus zu internationalen Sportwettkämpfen zurückzuschicken, teilte das litauische Sportministerium auf seiner Internetseite mit.",,1-0
283,"""Wir fordern den Ausschluss russischer und belarussischer Sportler von allen internationalen Wettbewerben, einschließlich der Olympischen Spiele, solange der Krieg in der Ukraine andauert"", sagte Ministerin Jurgita Šiugždinienė. Die Video-Beratung hatte auf Initiative von Großbritannien stattgefunden.","""We demand the exclusion of Russian and Belarusian athletes from all international competitions, including the Olympic Games, as long as the war in Ukraine continues,"" said Minister Jurgita Šiugždinienė. The video consultation took place at the initiative of Great Britain.",1-2
285,"""Und ich habe die Position Großbritanniens sehr deutlich gemacht: Solange Putin seinen barbarischen Krieg fortsetzt, dürfen Russland und Belarus nicht bei den Olympischen Spielen vertreten sein.","""We will now issue a joint statement on this matter."" It was a very productive meeting, British Sports Minister Lucy Frazer wrote on Twitter.",1-2
297,"Auch Bundesinnenministerium bezieht Stellung Das für Sport zuständige Bundesinnenministerium erklärte im Anschluss, auch bei den Beratungen bekräftigt zu haben, einen Start russischer und belarussischer Sportler in Paris abzulehnen.",The Federal Ministry of the Interior responsible for sports affairs declared after the consultations that it had reaffirmed its opposition to the participation of Russian and Belarusian athletes in Paris.,2-1
301,"Innenministerin Nancy Faeser (SPD) hatte bereits Ende Januar betont: ""Der Sport sollte in seiner Verurteilung des brutalen Krieges, den Putin gegen die ukrainische Zivilbevölkerung führt, klar sein.",,1-0
309,Hälfte der Fahrzeuge verloren? : USA sehen Moskaus Panzerbestand stark dezimiert Hälfte der Fahrzeuge verloren? USA sehen Moskaus Panzerbestand stark dezimiert,"""Half of the vehicles lost? US sees Moscow's tank stock strongly depleted"" ""Half of the vehicles lost? US sees Moscow's tank stock strongly depleted""",3-2
313,"""Vermutlich die Hälfte des Hauptbestands an Panzern"" der russischen Armee sei ""von der Ukraine zerstört oder beschlagnahmt"" worden, sagte Celeste Wallander, Staatssekretärin für Internationale Sicherheitsfragen im US-Verteidigungsministerium.",,1-0
320,Russland will Nachlegen Als Reaktion auf die westlichen Militärhilfen stellte Ex-Kremlchef Dmitri Medwedew den Bau und die Modernisierung von Tausenden Panzern in Aussicht.,"Russia will follow In response to Western military aid, former Kremlin chief Dmitri Medvedev announced the construction and modernization of thousands of tanks.",1-2
325,,"Or, more formally:So that individual sectors can be compelled to provide supplies to the military.",0-1
326,,"Or in a more idiomatic English:This way, certain industries can be required to provide materials to the military.",0-1
327,"Wirbel um Postenbesetzung bei Heer Denn der Posten, den künftig der frühere Direktor des Heeresgeschichtlichen Museums (HGM) Christian Ortner bekleiden wird, war nicht ausgeschrieben.","""Controversy surrounding staffing at the army"" For the position that former Director of the Heeresgeschichtliches Museum (HGM) Christian Ortner will hold in the future was not advertised.",1-2
342,Karneval: Erste Narren gehen vor Kosten in die Knie Thüringens Karnevalshochburg Wasungen will anders als die Landeshauptstadt am traditionellen Faschingsumzug festhalten.,Carnival: First fools go down on their knees for costs Thuringia's Carnival hub Wasungen will differ from the state capital during the traditional Fasching procession.,1-2
348,Schleswig-Holsteins Karnevalshochburg Marne hält trotz der gestiegenen Kosten am traditionellen Umzug fest.,,1-0
350,"Aber auch hier drücken die finanziellen Sorgen: Wenn nicht noch mehr Sponsoren gefunden würden oder die bisherigen noch mehr zusteuerten, müssten Rücklagen angetastet werden ""das geht nicht jedes Jahr"".","""Financial worries are also pressing: If we don't find additional sponsors or our current sponsors don't increase their contributions, we'll have to tap into our reserves. That's not sustainable in the long run.""",1-2
367,,"Or, more idiomatically:I keep discovering German beer here.",0-1
368,,"Or, if you want to preserve the play on words with ""immer"" (always) and ""entdecke"" (discover):I always find German beer here, it's a never-ending discovery.",0-1
