id,source,target,n2m
1,"""Лжешь""! подумал я.",嘘をつく 私は考えた。,2-1
3,Какой сюжет вашей повести? спросил я.,あなたの物語のストーリーは何ですか? と私は質問した。,1-2
9,"""Из записок судебного следователя""... Камышев вскинул на меня своими добрыми глазами и тихо засмеялся.","""裁判官の手記"" Каムшиефは私に寄り添うように、優しい眼で見つめ、そして寂しい笑顔を浮かべた。",2-1
10,,"(Kamushchev inki ni shitagai ni, yasashii me ni mitsumete, soshite shizuka na egao o hikareta。)。",0-1
15,,"Kudasai, watashi o tasukeru onegaishimasu。。。",0-1
21,"Желающий попасть в начинающие сел и продолжал, глядя на пол своими умоляющими глазами: Я притащил к вам маленькую повесть, которую мне хотелось бы напечатать в вашей газете.","""私たちの始まりに加わりたいと願い続け、自分の膝に視線を降ろうとしていた人"" 。 ""Watashi wa kare no yasashii monogatari o kudasai kudasai kudasai imasu。 Sono monogatari o anata no gazetaya ni hatsubai kudasai。""",2-3
22,"Я вам откровенно скажу, г. редактор: написал я свою повесть не для авторской славы и не для звуков сладких...",私はあなたに正直に言います、編集者さん：私はその小説を著したのではありませんでした。 作者の名声や甘美な音を求めてです。,1-2
28,"""Как, однако, он много говорит!"" подумал я, протягивая руку к перу и тем давая знать, что мне некогда.","それにしても、彼は多く話す! と私は考え、手を伸ばして髪を撫でて、それを知らせるためにした。 (Sore ni shite mo, kare wa taku kataru!",1-3
29,,"to omoete, te o nobashite kare o shirarete, sono tame ni shita。)。",0-1
33,"Кандидат прав Иван Петрович Камышев, бывший судебный следователь... К пишущим людям не имею чести принадлежать, но, тем не менее, явился к вам с чисто писательскими целями. Перед вами стоит желающий попасть в начинающие, несмотря на свои под сорок. Но лучше поздно, чем никогда.","Камイシェフ・イヴァン・ペトローヴィチ、元・裁判所捜査官 ""私は、書き手たちに属しませんが、それでも、あなたたちに文学的な目的であります。"" 前にあなたには、四十路を超えて初めていたいと願う人がいます。 , 遅い方が、または、いつものように 来たら、彼は私のオフィスに入って、緊張しました。",4-1
34,"Войдя ко мне в кабинет, он сконфузился.",,1-0
39,,私はあなたに受け入れる時間から来たので、私のために特別な隠蔽をしています。,0-1
41,"Но видите ли, в чем дело, г. редактор: я завтра уезжаю в Одессу по одному очень важному делу...",ですが、その点について、編集者様は、私が明日オデッサに旅立つことになります。 それは非常に重要な件です。,1-2
48,"Ни выражение лица, ни борода ничто так не мягко и не нежно в господине с кокардой, как движения его большого, тяжелого тела.",顔の表情も、髭の毛並みも、何も優しくて繊細ではありません。 彼の持つ、大きな、重い体の動きには、どれほどの優しさと優しさがありますか。,1-2
50,"Не много нужно усилий моему герою, чтобы согнуть подкову или сплющить в кулаке коробку из-под сардинок, а между тем ни одно его движение не выдает в нем физически сильного.",私の英雄は、馬の蹄鉄を曲げたり、サーディンの缶を素手で潰するのに多くの努力は必要ありません。 しかし、彼の動きの一つも、彼が身体的に強いことを示唆するものではありません。,1-2
53,"Глядя на него, забываешь, что он могуч, как Голиаф, что одной рукой может поднять он то, чего не поднять пяти редакционным Андреям.",彼を見て、彼がゴリアテとしての力を忘れることができます。 彼は、五人の編集者アンドレイでさえも持ち上げられないものを、一人で持ち上げることができます。,1-2
59,"Проиграл бы я пари или нет читатель увидит далее. Он, как я уже сказал, высок, широкоплеч и плотен, как хорошая рабочая лошадь.",読者が以下にパリを見るか、あるいは見ないか、それが問題です 彼は、私が既に言ったように、高身で広肩であり、よい働き馬のように厚です。,2-1
69,"На этом лице вы увидите настоящий греческий нос с горбинкой, тонкие губы и хорошие голубые глаза, в которых светятся доброта и еще что-то, чему трудно подобрать подходящее название.",この顔には、本当のギリシャの鼻と細い唇、そして良い青い眼があります。 その眼には、善良さと、それに相応する名前が付けられない何かが輝いています。,1-2
75,"Они, после редакторского ""проси"", долго кашляют, долго сморкаются, медленно отворяют дверь, еще медленнее входят и этим отнимают немало времени.","Kanji: 彼らは、編集者のプロシの後、長い間咳をし、長い間眩し、ドアを遅く開け、更に遅く入り、それでも時間を多く過ごす。 Romaji: Kare-ra wa, henshū-sha no ""puroshi"" no ato, nagai-kan tame ni katsu o shi, nagai-kan tame ni mori o shi, doa o okurakute, kare-ra ni shizuka ni hairu, sore de mo jikan o ō sugosu。",1-2
77,"Не успела за Андреем затвориться дверь, как я увидел в своем кабинете высокого широкоплечего мужчину, державшего в одной руке бумажный сверток, а в другой фуражку с кокардой.",部屋のドアを閉める前に、私のカビネットで高い肩の男性を見ました。 片方の手には紙の巻物を持ち、もう片方にはコカルダがついたフュラジューを持っていました。,1-2
78,"Человек, так добивавшийся свидания со мной, играет в моей повести очень видную роль, Необходимо описать его наружность.",その男は私と会うために非常に努力していた。 彼が私の物語で果たす役割は非常に大きい。 彼の外見を説明する必要がある。,1-3
79,"В один из апрельских полудней 1880 года в мой кабинет вошел сторож Андрей и таинственно доложил мне, что в редакцию явился какой-то господин и убедительно просит свидания с редактором.",一八八〇年の四月のある午後、私のオフィスに警備員のアンドレイが訪れ、謎めいたように私に報告しました。 その男性が編集部を訪問し、編集者に会いたいと強く求めているとのことです。,1-2
81,"Попроси его прийти в другое время, сказал я. Сегодня я занят.",他に別の時間に来るよう頼んだ 今日、私は忙しいです。,2-1
84,"Говорит, что дело большое. Просит и чуть не плачет. В субботу, говорит, ему несвободно...",大きなことを言っている 祈ると、ほんのり泣きそうになる 土曜日に、彼には自由ではない。。。,3-1
