id,source,target,n2m
14,"'No,' the farmer said, and the conversation died.",いやと農夫は言った。 そして会話は終わった。,1-2
18,"'They're selling up to live with family, so she says.' 'I think I saw them in town a few times,' Alec said.",彼らは家族と一緒に暮らすために売却している、と彼女が言っている 私は何度か街で彼らを見たと思うとアレックは言った。,2-1
25,'Did you know?' 'Who?' 'Jean ...,ご存知でしたか? 誰? ジャン・・・。,1-3
27,"'She's moving out, selling up her farm.' 'Oh yes, Jean ...'",彼女は農場を売却して引っ越していくわよ ああ、ジャンはね。。。,2-1
33,"He gestured past a large, half-empty water tank around two hundred feet away, its translucent plastic grown stained with time, the smear of a smile where fluid had lapped within.",彼は手を振り、２００フィート先にある大きな半分空いた水タンクを指した。 その透明なプラスチックは時間の経過で汚れていた。 その中で液体が波打ったところには微笑みのような汚れがあった。,1-3
34,'We found them near there.' His face fell.,その近くで見つけたんだ彼の顔が落ちた。,2-1
36,7.06 a.m. The sun would soon rise.,7時06分 太陽はもうすぐ昇るだろう。,2-1
47,"Alec stared at the mud, and the farmer grinned, his cheeks ruddy beneath his dirty white beard.",アレックは泥を見つめた。 農夫は邪悪な微笑を浮かべ、汚れた白い髭の下で彼の頬が赤く輝いていた。,1-2
51,'No.' Yes.,いいえはい。,2-1
54,"Alec swatted one away from his rolled-up sleeve, a great bulbous thing that had nestled on the hairs of his forearm.",アレックは袖を巻いた腕の毛から、大きな膨らんだものを払って叩き飛ばした。 それは彼の腕の毛に棲んでいたものだった。,1-2
