id,source,target,n2m
1,"Tufts of cloud burned black before the sunrise, the horizon littered with the flotsam of old and rusted silhouettes.",朝の日出前、雲の縫いは黒く焼けていた。 地平線には、古く荒れ果てたシルエットの残骸が散乱していた。,1-2
13,"My wife tried doing that a few years back, and—' 'No,' the farmer said, and the conversation died.",妻は数年前にそれを試みたことがあり、いいえ、農夫は言った、そして会話は終わりました。,2-1
17,"'They're selling up to live with family, so she says.' 'I think I saw them in town a few times,' Alec said.",彼らは家族と一緒に暮らすために売りに出しているそうです アレックスは、町で彼らを数回見たと思いますと言いました。,2-1
24,'Did you know?' 'Who?' 'Jean ...,知ってる? 誰? ジャン。。。,1-3
30,"Alec had driven past it on the way here, a farm twice the size of this one, its animals and land and people in far better condition.",アレックは、ここに向かう途中、二倍の大きさの農場を通り過ぎました。 その農場の動物や土地、人々は、ここのそれらよりもずっと良い状態でした。,1-2
34,"He gestured past a large, half-empty water tank around two hundred feet away, its translucent plastic grown stained with time, the smear of a smile where fluid had lapped within.",彼は、二百フィートもある半分の水槽に手を合わせた。 そのプラスチックは、時間の経過によって不透明に汚れていた。 そこには、液がうねり込んでいた笑顔の跡があった。,1-3
36,His face fell. Alec checked his watch.,顔が落ちた アレックは自分の時計を確認した。,2-1
37,7.06 a.m. The sun would soon rise.,7時6分 日がすぐに昇ります。,2-1
44,,"(Tano otoko wa, kuukan shinagara waratta。",0-1
49,"Alec stared at the mud, and the farmer grinned, his cheeks ruddy beneath his dirty white beard.",アレックは泥を見つめていた。 農夫は笑顔で、白い髭が汚れていた。,1-2
53,'No.' Yes.,いいえ はい。,2-1
56,"Alec swatted one away from his rolled-up sleeve, a great bulbous thing that had nestled on the hairs of his forearm.",アレックスは、彼のロールアップした袖の上から、大きな膨らんだものを追い払った。 それは、彼の前腕の毛に巣食っていた。,1-2
58,"'Try covering up next time,' the farmer said.",次は隠すんだらどうかしら? 農夫は言った。,1-2
65,"'They normally love coming over here.' And now their torches revealed the edge of a bank, right before the crest of a shallow stream that cut through the farmer's reclaimed marshland.",normally ここに来るのが大好きです そして彼らのトーチは、農夫が埋め立てた湿地の境界の端を示していた、浅い川の波頭のすぐ前にあった。,2-1
