id,source,target,n2m
1,Diego Cocca wird neuer Nationaltrainer von Mexiko Im Sommer 2026 richtet Mexiko gemeinsam mit den USA und Kanada die WM mit dann erstmals 48 Mannschaften aus.,"Diego Cocca becomes Mexico's new coach In the summer of 2026, Mexico will host the World Cup together with the USA and Canada with 48 teams for the first time.",1-2
26,"Immer montags treffen sich nämlich dort in der ""Mandolin Motion Show Academy"" um Punkt 15 Uhr drei Damen zum flotten Stepptanz zusammen sind sie unglaubliche 277 Jahre alt, pardon jung!","Every Monday, three ladies meet there in the ""Mandolin Motion Show Academy"" at 3 p.m. Sharp for a brisk tap dance together they are an incredible 277 years old, pardon young!",1-2
27,"Die Älteste von ihnen ist Ernestine Stauchner, sie feierte kürzlich ihren 102. Geburtstag.","The oldest of them is Ernestine Stauchner, who recently celebrated her 102nd birthday.",2-1
48,"Analog im Dialog Die Grenzen des Digitalen Mit fortschreitender Digitalisierung wächst bei so manchen wieder die Lust auf analog Die Rasanz, mit der unser Alltag digital wurde, ließ uns kaum Zeit, Regeln für den Umgang damit aufzustellen und unsere Kommunikationsund Arbeitsweisen daran anzupassen, meint DNN-Kolumnistin Claudia Muntschick.","Analogue in Dialogue The Limits of the Digital As digitization progresses, the desire for analogue is growing again for some The speed with which our everyday lives became digital left us little time to set up rules for dealing with them and to adapt our communication and working methods to them, says DNN columnist Claudia Muntschick.",1-3
57,14 Tage für eine neue Regierung In Moldau (auch: Moldawien) hat die Präsidentin Maia Sandu den ehemaligen Innenminister Dorin Recean mit der Regierungsbildung beauftragt.,"14 days for a new government In Moldova (also: Moldova), President Maia Sandu has tasked former Interior Minister Dorin Recean with forming a government.",1-2
68,Das waren die Kostüme der Promis 2023 wird wieder ordentlich gefeiert in Veitshöchheim.,These were the costumes of the celebrities In 2023 there will be a proper celebration again in Veitshöchheim.,1-2
70,"Landesvater Markus Söder ging nicht etwa als Moses, was sein Kostüm vermuten lässt.","Father Markus Söder did not go as Moses, which his costume suggests.",1-2
100,Oberhof: Kühn Achter im WM-Sprint Bö setzte seine beeindruckende Serie trotz schwieriger Bedingungen fort und gewann auch das sechste Sprintrennen der Saison.,Oberhof: Kühn eighth in World Championship sprint Bö continued his impressive streak despite difficult conditions and also won the sixth sprint race of the season.,1-3
115,"Biden empfängt Lula: ""Müssen für Demokratie eintreten""","Biden receives Lula: ""We must stand up for democracy""",1-2
119,"""Die starke Demokratie unserer beiden Nationen wurde auf die Probe gestellt"", sagte Biden am Freitag im Weißen Haus in Washington. ""Wir müssen weiterhin für die Demokratie eintreten, für die demokratischen Werte, die den Kern unserer Stärke ausmachen"".","""The strong democracy of our two nations has been put to the test,"" Biden said Friday at the White House in Washington. ""We must continue to stand up for democracy, for the democratic values that are at the core of our strength.""",1-2
128,"""Seine Welt begann und endete mit Fake News, morgens, nachmittags und abends"", sagte Lula. ""Kommt mir bekannt vor"", entgegnete Biden eine offensichtliche Anspielung auf seinen Amtsvorgänger Trump.","""His world began and ended with fake news, morning, afternoon and night,"" Lula said. ""Sounds familiar,"" Biden replied an obvious reference to his predecessor Trump.",1-2
136,"Aber darum geht es nicht, sondern: Auf Platz 1 bis 5 (!) steht Frau Wagenknecht, dann folgt Frau Schwarzer.","But that's not the point, it's about it: Ms. Wagenknecht is in 1st to 5th place (!), followed by Ms. Schwarzer.",1-2
142,,Harald,0-1
143,Harald Glööckler reicht Scheidung von seinem Mann Dieter Schroth ein Designer Harald Glööckler (57) und sein Mann Dieter Schroth (74) haben sich getrennt.,Glööckler files for divorce from his husband Dieter Schroth Designer Harald Glööckler (57) and his husband Dieter Schroth (74) have separated.,1-4
150,"SS-Massakers in Oradour-sur-Glane: Letzter Überlebender tot In dem zerstörten Dorf nordwestlich von Limoges, dessen Ruinen erhalten blieben, wurde 1999 ein Gedenkzentrum eingerichtet.","SS massacre in Oradour-sur-Glane: Last survivor dead In the destroyed village northwest of Limoges, whose ruins have been preserved, a memorial center was established in 1999.",1-3
151,Frankreichs Präsident Emmanuel Macron hatte Hébras vor einem Jahr mit dem nationalen Verdienstorden ausgezeichnet.,French President Emmanuel Macron awarded Hébras the National Order of Merit a year ago.,1-3
155,"Eine Kurvenlage für 14 Häuser: In Homeien kennt jeder jeden LZ-Serie Nordlippische Weiler: In Homeien leben nicht selten drei, vier Generationen unter einem Dach.","A curve for 14 houses: In Homeias, everyone knows everyone LZ-Series North Lippe hamlets: It is not uncommon for three or four generations to live under one roof in homias.",1-3
