id,source,target,n2m
1,Celui qui est sous ma joue est un manuscrit d'amour : c'est l'histoire d'un mec qui rencontre une fille mais il est marié et elle a un copain...,その男は、私の下にある手稿が恋愛の物語です。 その男は、結婚しているが、彼女には彼氏がいるという設定です。,1-2
3,"Rien ne pourra me surprendre. Depuis des lunes, je ne lis plus, je relis.",何も私に驚かない 月々、読まない、再読している。,2-1
4,"La même vieille bouillie dont on fait des "" nouveautés "", des saisons, des rentrées "" littéraires "", des succès, des bides, des bides. Du papier qu'on recycle, des camions qui partent le matin et qui rentrent le soir, bourrés de nouveautés déjà hors d'âge.",同じ古いスープを作り、新しいもの、季節、文学的帰還、成功、失敗を作ります 繰り返した紙、朝に出発して夕方に戻るトラック、既に時代遅れた新しいものを積み込んでいます。,2-1
6,Vingt ans ? Trente ans ? Je n'aime pas tenir ce genre de compte qui sent la mort.,二十年 三十年 このような死臭をする口座を持つのは好きではありません。,3-1
13,"Si je tourne la tête sur le côté, mon cœur cogne davantage et fait trembler le bois...","首を傾けると、心が強く鼓動し、木が揺れる。 Kanjou no yado wa, kami no furu yami ni kakurete iru。",1-2
17,Je le respire encore mieux dans ce silence. Retourner au bruit du monde est toujours une épreuve.,それは still better in this silence 私は respire 世界のノイズに戻ることは、いつも試練です。,2-1
20,Petite main. Entrez. Elle entre.,小さな手 入ります 彼女は入っています。,3-1
22,"J'ai aussitôt une bouffée de nostalgie, la nostalgie du temps où la maison était encore si petite que je reconnaissais toutes les filles par leurs mollets dans les couloirs.",私はただちにノスタルジアを感じた。 その時代、家はまだ小さく、走り回る少女たちの脚によってすべての顔を認識することができた。,1-2
34,"Non, je ne gagne rien. Elle est assez décoiffée, me semble-t-il, trouée au jean, colorée du reste.",そうですね、私は何も稼ぐことがありません 彼女は、私には、髪が少し崩れているように思われ、ジーンズに穴があり、他の部分は色っぽいです。,2-1
35,"Elle est petite, elle a le regard noir, elle est sympathique, mais je serais bien en peine de dire si elle est jolie.",彼女は小さいです。 黒い目をしています。 Sympathiqueですが、美しいということは私には分かりません。,1-3
40,Alors qu'est-ce que vous faites ici ? J'aime bien les livres aussi !,何かここですることがありますか? 私は本も好きです!,2-1
42,On doit faire un stage en entreprise. Obligatoire.,企業でインターンシップをすることが必要です。,2-1
43,"Et qu'est-ce que vous faites dans mon bureau, si ce n'est pas indiscret ?",必須 あなたは私のオフィスで何をしていますか? 非常質問ですか?,1-2
44,"C'est monsieur Meunier, le grand patron, qui m'a dit de... Le grand patron ? Meunier ? Vous ne le connaissez pas ? Trop bien. Non, gestion d'entreprises culturelles.",それは、ミュニエさん、大ボスです、私に。。。,3-1
46,Et vous voulez gérer l'édition ? Je vous souhaite bonne chance. Je préférerais organiser des concerts. Asseyez-vous.,"あなたたちは知らないの? とろっぷびえん 会社の文化的管理 本当に? 編集を管理したいと思いますか? ""私はあなたに幸運を願っています。"" コンサートを企画したいです。 座って下さい。 行かなくちゃいけません、金曜日です。 遅いです 五分 コンサートを計画しますか? はい、それは良い、音楽です。",4-1
47,"Il faut que j'y aille, c'est vendredi. Il est tard. Cinq minutes. Vous voulez organiser des concerts ?",長い間、私は足を組んでいた。,4-1
49,"Je croise les bras sur le manuscrit ouvert et je pose ma tête dessus, le front sur l'avant-bras et la joue sur le texte frais. Le bois du bureau amplifie les battements de mon cœur.",私はマンスクリプトを開いて、肘を組んで、頭を前腕に、頬を新しい文字に寄せています デスクの木は私の心のビートを強調します。,2-1
51,Ruhlman ? Leleu ?,瑠味農 レルー?,2-1
56,Alors vous savez. C'est lui qui m'a dit de vous apporter ça.,その人が私にあなたにそれを持って来るように言ったのです。,2-1
59,Il m'a dit qu'il avait mis tous vos manuscrits dedans pour le week-end et que ça vous ferait moins lourd.,彼は、週末にあなたのすべての原稿を入れたと言っていました。 それで、あなたにとって負担が軽くなると思います。,1-2
63,Vous les touchez et ils s'ouvrent. Il y en a un paquet.,あなたが彼らに触れると、彼らは開く やはり、一揃いあります。,2-1
