id,source,target,n2m
1,"""Klappe halten"", sagte der Optiker noch einmal lauter und ging schneller, ""Selma findet nur sehr selten etwas bedrohlich oder unansehnlich.""","""Keep your trap shut,"" the optician said again, louder this time, and walked faster. ""Selma hardly ever finds anything threatening or unattractive.""",1-2
20,"Bauer Häubel würde sich aufrichten und ""Nein, nein, es passt mir gerade sehr gut"" sagen, ""lassen Sie es uns besser nicht noch einmal verschieben, wer weiß, wann Sie es wieder einrichten können"", und der Tod würde sich auf den schon bereitgestellten Stuhl am Kopfende setzen.","Farmer Häubel would straighten up and say, ""No, no, it fits me very well,"" ""Let's not put it off again, who knows when you'll be able to set it up again,"" and Death would sit down on the already prepared chair at the head of the table.",1-2
30,"An solchen Tagen war alles möglich, da konnten einem auch vergreiste Dackel die Kehle durchbeißen, viel abwegiger als ein Okapi war das schließlich nicht.","On days like these, anything was possible. Even a mangy dachshund could bite through a person's neck, and that was far more outlandish than an okapi.",1-2
41,"""Jetzt Feld. Weide.",Now field. Meadow.,1-2
43,Wiese. Wald. Wald.,Meadow Forest Forest,3-1
45,"Feld. Wald. Wiese. Weide, Weide.","Field Forest Meadow Meadow, meadow.",4-1
46,Reifenfabrik. Dorf. Weide. Feld.,Tire factory Village Meadow Field,4-1
49,Hof. Feld. Wald.,Court Field Forest,3-1
50,"Hochsitz drei. Dorf.""",High seat three Village,2-1
64,"""Käse, bitte"", sagte ich, ""was hast du denn?"" ""Nichts"", flötete Selma, ""hab ich doch gesagt.""","""Cheese, please,"" I said, ""what do you have?"" ""Nothing,"" Selma replied, ""I already said that.""",1-2
