id,source,target,n2m
1,Celui qui est sous ma joue est un manuscrit d'amour : c'est l'histoire d'un mec qui rencontre une fille mais il est marié et elle a un copain...,私の頬にあるのは、愛のための手稿だ。 それは、男が女に出会う物語だが、彼は既婚者で、彼女は彼氏がいる。。。 という物語である。,1-3
11,"Si je ferme les yeux je vois la lueur jaune uniforme de la lampe de Perzel à travers mes paupières et puis des formes noires l'envahissent, construisant des ruines mouvantes, des dessins de Victor Hugo.",目を閉じれば、私の瞼を透してペルツェルの灯が黄色い均一な光を放ち、それを黒い形が侵していくのが見える。 それは動く廃墟を築き上げ、ヴィクトル・ユーゴーの絵を描いている。,1-2
12,"Mon souffle ralentit, mon cœur se calme un peu, je pourrais m'endormir, mourir.",息が落ち着き、心臓が少しずつ静まる。 眠りに落ちるか、死んでしまうか。,1-2
14,"On dirait : "" Il est mort comme il a vécu, parmi les livres, en lisant ! "" et, en vérité, je serais mort en rêvant à rien.",彼は本を読みながら、本の中で生きていたように、本の中で死んだのだ!と言われている。 本当に私は何も考えずに死んでいただろう。,1-2
16,Est-ce que je sais seulement encore lire ce qui s'appelle lire ?,もう、私は読むことさえできるのだろうか ―― 本当に読むということを。,1-3
27,Entrez. Elle entre.,入ってください 彼女は入ってきた。,2-1
29,"J'ai aussitôt une bouffée de nostalgie, la nostalgie du temps où la maison était encore si petite que je reconnaissais toutes les filles par leurs mollets dans les couloirs.",すぐに懐かしい気持ちが湧いてきた。 それは、まだ家が小さくて、廊下で足首だけで女の子を見分けられる時代の想い出だった。,1-2
42,"Elle est assez décoiffée, me semble-t-il, trouée au jean, colorée du reste.",彼女はかなり髪型が乱れているように思える。 ジーンズに穴があき、他のところは色が褪せている。,1-2
54,"C'est monsieur Meunier, le grand patron, qui m'a dit de... Le grand patron ? Meunier ? Vous ne le connaissez pas ?",失礼な質問であれば申し訳ありませんが 大きな上司のミュニエ氏が、私に。。。 と言っていたのです 最高の責任者? ミュニエ?,1-4
55,,あなたは彼を知らないのですか?,0-1
61,"Je préférerais organiser des concerts. Asseyez-vous. Il faut que j'y aille, c'est vendredi.",私はコンサートを開催することを好みます お座りください 行かなくてはならないんだ、今日は金曜日だからな。,3-1
66,"Longtemps j'ai croisé les pieds dessus pour un peu de détente, d'élévation, pour un peu plus de sang au cerveau, maintenant, il m'arrive de plus en plus souvent d'y poser la tête, surtout le soir, surtout le vendredi soir.",長い間、少しの休息と高揚感を得るために、足を組んで座っていた。 頭の中に血液が流れるようになるためだ。 今では、夕方、特に金曜日の夜には、そこに頭をのせることがますます多くなってきた。,1-3
67,"Je croise les bras sur le manuscrit ouvert et je pose ma tête dessus, le front sur l'avant-bras et la joue sur le texte frais.",私は開かれた原稿の上に腕を交差させ、頭をその上に乗せた。 前腕の上に額を、新鮮なテキストの上に頬を押し付けた。,1-2
73,"J'écoute mon cœur, mon vieux cœur du vendredi, mon vieux cœur dans le silence de la maison.",私は自分の心を聞いている。 金曜日の古い心、家の静寂の中の古い心を。,1-2
74,"À cette heure, tout le monde est parti, je reste seul à bord, rincé, parce que je n'ai pas le courage de dresser la tour des manuscrits que je dois emporter pour le week-end.",今はみんな出かけてしまった。 私だけが残されている。 週末に持っていく書類を整理しない勇気がないから、疲れ果てている。,1-3
