id,source,target,n2m
4,Какой сюжет вашей повести? спросил я.,あなたの物語の筋書きは何ですか? と私は尋ねました。,1-2
18,"Я это знаю, но... уж вы будьте так добры...",私はそれを知っていますが、でも。。。 どうかあなたが親切にしてください。。。,1-2
29,"""Как, однако, он много говорит!"" подумал я, протягивая руку к перу и тем давая знать, что мне некогда.",しかし、彼は本当に多くを話しますね! と私は思い、ペンに手を伸ばして、自分が忙しいことを示しました。,1-2
31,Я отниму у вас одну только минуту! продолжал мой герой извиняющимся голосом.,私はあなたからただ1分だけを奪います! と私の主人公は謝罪の声で続けました。,1-2
43,"Но видите ли, в чем дело, г. редактор: я завтра уезжаю в Одессу по одному очень важному делу...",でも、問題はここにあるんです、編集長さん。 私は明日、非常に重要な用件でオデッサに出発します。。。,1-2
72,"На этом лице вы увидите настоящий греческий нос с горбинкой, тонкие губы и хорошие голубые глаза, в которых светятся доброта и еще что-то, чему трудно подобрать подходящее название.",この顔には、本物のギリシャの鼻、細い唇、美しい青い目があります。 その目には優しさと名付けるのが難しい何かが輝いています。,1-2
78,"Они, после редакторского ""проси"", долго кашляют, долго сморкаются, медленно отворяют дверь, еще медленнее входят и этим отнимают немало времени.","彼らは、編集者の""お願い""の後、長い間咳をし、鼻をかみます。 ゆっくりとドアを開け、よりゆっくりと入室し、それによってかなりの時間を消耗します。",1-2
80,"Не успела за Андреем затвориться дверь, как я увидел в своем кабинете высокого широкоплечего мужчину, державшего в одной руке бумажный сверток, а в другой фуражку с кокардой.",アンドレイの後でドアが閉まったとたん、私のオフィスで背が高くて肩幅の広い男が見えました。 彼は一方の手に紙で包まれたものを持ち、もう一方の手にはコカッズ付きの軍帽を持っていました。,1-2
81,"Человек, так добивавшийся свидания со мной, играет в моей повести очень видную роль, Необходимо описать его наружность.",私との面会を熱心に求めていたその男性は、私の物語で非常に目立つ役割を果たしています。 彼の外観を説明する必要があります。,1-2
82,"В один из апрельских полудней 1880 года в мой кабинет вошел сторож Андрей и таинственно доложил мне, что в редакцию явился какой-то господин и убедительно просит свидания с редактором.",1880年のある4月の午後、アンドレイという警備員が私のオフィスに入ってきて、なんとなく神秘的に報告しました。 ある紳士が編集部に来て、編集長との面談を強く求めています、と。,1-2
