id,source,target,n2m
1,Diego Cocca wird neuer Nationaltrainer von Mexiko Im Sommer 2026 richtet Mexiko gemeinsam mit den USA und Kanada die WM mit dann erstmals 48 Mannschaften aus.,"Diego Cocca will be the new national coach of Mexico. In summer 2026, Mexico will host the World Cup together with the United States and Canada, featuring 48 teams for the first time.",1-2
16,"Passanten sollen sich auf diese Weise informieren können, was hier gerade so schön blüht. Die Hoffnung ist, dass Hobbygärtner zu Hause gezielt nachpflanzen.",Passersby should be able to inform themselves in this way about what is currently blooming so beautifully here.,2-1
17,In der ersten Januarwoche war bereits Saisonstart bei der Wildhasel Jüngeren Datums sind Sträucher wie Winterduftheckenkirsche und Winterschneeball in den Beeten der Fußgängerzone.,"Season start was already in the first week of January at the wild hazel. Of more recent date, shrubs such as winter honeysuckle and winter viburnum are found in the flower beds of the pedestrian zone.",1-2
20,"Friedhelm Ringe betont, dass aber nicht nur die Beetpflanzen nun Blüten zeigen.",Friedhelm Ringe emphasizes that not only the bedding plants are now showing flowers.,1-2
25,"Immer montags treffen sich nämlich dort in der ""Mandolin Motion Show Academy"" um Punkt 15 Uhr drei Damen zum flotten Stepptanz zusammen sind sie unglaubliche 277 Jahre alt, pardon jung!","Every Monday at exactly 3 p.m., three ladies meet there in the ""Mandolin Motion Show Academy"" for a lively tap dance. Together, they are an incredible 277 years old, pardon young!",1-2
36,Wikipedia: Der Stepptanz wurde im 19. Jahrhundert in den USA entwickelt und ist heute überall auf der Welt bekannt.,Wikipedia: The tap dance was developed in the 19th century. Century was developed in the USA and is known all over the world today.,1-2
45,Und was ist das Rezept für ein so langes Leben?,,1-0
48,"Analog im Dialog Die Grenzen des Digitalen Mit fortschreitender Digitalisierung wächst bei so manchen wieder die Lust auf analog Die Rasanz, mit der unser Alltag digital wurde, ließ uns kaum Zeit, Regeln für den Umgang damit aufzustellen und unsere Kommunikationsund Arbeitsweisen daran anzupassen, meint DNN-Kolumnistin Claudia Muntschick.","Analog in dialogue The limits of the digital. With progressing digitalization, the desire for analog is growing again among some. The rapid pace at which our everyday life became digital left us little time to establish rules for dealing with it and adapt our methods of communication and work, says DNN columnist Claudia Muntschick.",1-4
52,"Oder man gehörte zu denen, die Jemanden aus dieser exklusiven Gruppe in der Nachbarschaft hatten und dort für eine Flasche Radeberger mit der Verwandtschaft telefonieren konnten.",,1-0
55,"Mein größter Traum war es, beim Anrufen auch das Gesicht des Anderen sehen zu können Bildtelefonie, dachte ich, was wäre das für eine tolle Sache!","My biggest dream was to be able to see the other person's face when making a phone call. Video calling, I thought, what a great thing that would be!",1-2
57,14 Tage für eine neue Regierung In Moldau (auch: Moldawien) hat die Präsidentin Maia Sandu den ehemaligen Innenminister Dorin Recean mit der Regierungsbildung beauftragt.,"14 days for a new government In Moldova (also: Moldavia), President Maia Sandu has tasked former Interior Minister Dorin Recean with forming the government.",1-2
61,"Die pro-europäische Regierungschefin stand unter massivem Druck., wie sie selbst als Erklärung für ihre Demission bekannt gab offenbar wurde sie von pro-russischen Kräften angefeindet. Die Präsidentin dankte Gavrilita für deren ""enorme Opfer"".","The pro-European Prime Minister was under massive pressure, as she herself stated as an explanation for her resignation, apparently she was attacked by pro-Russian forces.",2-1
67,Das waren die Kostüme der Promis 2023 wird wieder ordentlich gefeiert in Veitshöchheim.,Those were the costumes of the celebrities. 2023 will be celebrated properly in Veitshöchheim.,1-2
69,"Landesvater Markus Söder ging nicht etwa als Moses, was sein Kostüm vermuten lässt.","State father Markus Söder did not go as Moses, as his costume may suggest.",1-3
85,Alles für Bayern: Grünen-Fraktionschefin Katharina Schulze als Bavaria und ihr Co-Chef Ludwig Hartmann als bayerischer Löwe.,Everything for Bavaria: Green Party leader Katharina Schulze as Bavaria and her co-leader Ludwig Hartmann as the Bavarian lion.,1-2
90,"In Veitshöchheim war der Fraktionsvorsitzende im EU-Parlament, Manfred Weber, als Pantomime unterwegs. An seiner Seite Frau Andrea.","In Veitshöchheim, the chairman of the parliamentary group in the European Parliament, Manfred Weber, was on the road as a mime.",2-1
98,Oberhof: Kühn Achter im WM-Sprint Bö setzte seine beeindruckende Serie trotz schwieriger Bedingungen fort und gewann auch das sechste Sprintrennen der Saison.,Oberhof: Kühn eighth in the World Cup sprint. Bö continued his impressive streak despite challenging conditions and also won the sixth sprint race of the season.,1-2
113,"Biden empfängt Lula: ""Müssen für Demokratie eintreten""","Biden receives Lula: ""We must stand up for democracy""",1-2
117,"""Die starke Demokratie unserer beiden Nationen wurde auf die Probe gestellt"", sagte Biden am Freitag im Weißen Haus in Washington. ""Wir müssen weiterhin für die Demokratie eintreten, für die demokratischen Werte, die den Kern unserer Stärke ausmachen"".","""The strong democracy of our two nations has been tested,"" Biden said on Friday at the White House in Washington. ""We must continue to stand up for democracy, for the democratic values that are at the core of our strength.""",1-2
118,"Lula entgegnete mit Blick auf seinen rechten Amtsvorgänger Jair Bolsonaro: ""Brasilien hat sich vier Jahre lang isoliert"".",,1-0
126,"""Seine Welt begann und endete mit Fake News, morgens, nachmittags und abends"", sagte Lula. ""Kommt mir bekannt vor"", entgegnete Biden eine offensichtliche Anspielung auf seinen Amtsvorgänger Trump.","""His world started and ended with fake news, in the morning, afternoon, and evening,"" said Lula. ""Sounds familiar to me,"" Biden remarked, an obvious reference to his predecessor Trump.",1-2
127,Kurze Notiz über die Presse der Freitag Erinnert sich noch jemand an die RAF-Fahndungsplakate?,Short note about the newspaper der Freitag. Does anyone still remember the RAF wanted posters?,1-2
128,Man sah darauf die zur Denunziation und zum Abschuss freigegebenen Mitglieder der Roten Armee Fraktion.,,1-0
130,"(Hier nichts zu den wirklich Gefährlichen in Nadelstreifenanzug und Krawatte.) Nun gibt die Stuttgarter Zeitung, die sonst eher hinter Raudis in den S-Bahnen oder Onanisten im Park her ist, eine Neuauflage mit des ""Kriegsverbrechers"" Putins Freunden.","Now the Stuttgarter Zeitung, which is usually more interested in Raudis on the S-Bahn or masturbators in the park, is releasing a new edition featuring Putin's ""war criminal"" friends.",2-1
133,"Aber darum geht es nicht, sondern: Auf Platz 1 bis 5 (!) steht Frau Wagenknecht, dann folgt Frau Schwarzer.","But that's not the point, rather: In positions 1 to 5 (!) is Mrs. Wagenknecht, then followed by Mrs. Schwarzer.",1-2
136,"Wir haben das bekannte Niveau erreicht, wo nichts mehr darunter ist. Und spätestens jetzt, gut dialektisch, sollte Frau Wagenknecht die beliebteste Politikerin aller noch nicht ganz verblödeten, d.h. Friedliebenden, pazifistischen und antimilitaristischen Menschen sein.","And now, at the latest, Frau Wagenknecht should be the most popular politician among all those who are not completely brain-dead, i.e. Peace-loving, pacifistic and anti-militaristic people.",2-1
138,Harald Glööckler reicht Scheidung von seinem Mann Dieter Schroth ein Designer Harald Glööckler (57) und sein Mann Dieter Schroth (74) haben sich getrennt.,Harald Glööckler files for divorce from his husband Dieter Schroth Designer Harald Glööckler (57) and his husband Dieter Schroth (74) have separated.,1-4
139,"Das bestätigte Glööcklers Anwalt Christian-Oliver Moser gegenüber der ""Bild""-Zeitung und RTL in gleichem Wortlaut.",,1-0
145,"SS-Massakers in Oradour-sur-Glane: Letzter Überlebender tot In dem zerstörten Dorf nordwestlich von Limoges, dessen Ruinen erhalten blieben, wurde 1999 ein Gedenkzentrum eingerichtet.","SS massacres in Oradour-sur-Glane: Last survivor dead. In the destroyed village northwest of Limoges, whose ruins were preserved, a memorial center was established in 1999.",1-3
146,Frankreichs Präsident Emmanuel Macron hatte Hébras vor einem Jahr mit dem nationalen Verdienstorden ausgezeichnet.,France's President Emmanuel Macron awarded Hébras the National Order of Merit a year ago.,1-2
150,,A curve position for 14 houses:,0-1
151,"Eine Kurvenlage für 14 Häuser: In Homeien kennt jeder jeden LZ-Serie Nordlippische Weiler: In Homeien leben nicht selten drei, vier Generationen unter einem Dach.","In Homeien, everyone knows each other. LZ-Series North-Lippe Hamlets: In Homeien, it is not uncommon for three or four generations to live under one roof.",1-4
154,"Deutsche-Bank-Chef Christian Sewing hält weitere Zinserhöhungen im Kampf gegen die hohe Teuerungsrate für ""absolut"" notwendig.","Deutsche Bank CEO Christian Sewing considers further interest rate hikes in the fight against high inflation to be ""absolutely"" necessary.",1-2
164,"""Die Folgen einer dauerhaft hohen Inflation sind wesentlich gravierender als die höherer Finanzierungskosten für einige Länder"", sagte Sewing. ""Natürlich müssen wir das im Blick behalten, aber ein hoher Schuldenstand darf die EZB nicht davon abhalten, konsequent zu handeln"".","""The consequences of a persistently high inflation are significantly more serious than the higher financing costs for some countries,"" said Sewing. ""Of course, we have to keep an eye on that, but a high level of debt must not prevent the ECB from acting consistently.""",1-2
173,"Bosch-Chef Stefan Hartung hofft auf eine breite Debatte zum von Bundeskanzler Olaf Scholz (SPD) ausgerufenen ""Deutschland-Tempo"" bei Infrastrukturprojekten.","Bosch CEO Stefan Hartung hopes for a broad debate on the ""Germany-Speed"" in infrastructure projects proclaimed by Federal Chancellor Olaf Scholz (SPD).",1-3
187,"Angesichts der vielen offenen Aufgaben etwa beim Ausbau der Stromtrassen beneide er die Bundesregierung und die beteiligten Unternehmen aber nicht, sagte Hartung. ""Als Konsument dieser Energien brauche ich den Ausbau unbedingt und er soll so grün sein, wie es geht"".","In view of the many pending tasks, such as the expansion of power lines, Hartung said he does not envy the federal government and the companies involved. As a consumer of these energies, I definitely need the expansion and it should be as green as possible.",1-2
194,Der umstrittene Chef Werner Baumann wird noch diesen Sommer den Posten räumen.,,1-0
205,Der sehr kleine Fonds mit unbekannter Beteiligungshöhe an Bayer ist für ein aggressives Vorgehen bekannt.,,1-0
208,Hunderttausende wollen gegen Rentenreform demonstrieren Paris Auch am Samstag wollen die Franzosen wieder gegen die geplante Rentenreform auf die Straße gehen.,"Hundreds of thousands want to protest against pension reform. Paris On Saturday, the French plan to take to the streets again in protest against the planned pension reform.",1-3
218,Außerdem wollten die Beschäftigten ihre wohlverdiente Rente genießen können und ihre Gesundheit nicht vollends im Job verschleißen.,,1-0
234,Ruhiges Wetter erwartet in Hochlagen viel Sonne Ein mächtiges Hochdruckgebiet liegt über Mitteleuropa und bestimmt das Wetter in Deutschland.,Quiet weather expected in high altitudes with a lot of sunshine. A powerful high-pressure system is located over Central Europe and determines the weather in Germany.,1-2
236,Offenbach In Deutschland wird mindestens bis zu Wochenmitte ruhiges Hochdruckwetter erwartet.,"Offenbach In Germany, calm high pressure weather is expected at least until midweek.",1-2
237,"""Beim Betrachten der Wetterkarten sticht sofort ein mächtiges Hochdruckgebiet direkt über Mitteleuropa ins Auge"", erklärt der Meteorologe Markus Übel vom Deutschen Wetterdienst am Samstag in Offenbach. ""Zwar verlagert sich dieses Hoch im Laufe der nächsten Woche ein wenig nach Osten.","""When looking at the weather maps, a powerful high-pressure system directly over Central Europe immediately catches the eye,"" explains meteorologist Markus Übel from the German Weather Service on Saturday in Offenbach.",2-1
256,"Méribel ""Ich bin traurig, weil ich nicht die Leistung gebracht habe, die ich kann"", sagte die Italienerin im ZDF, nachdem sie an einem Tor eingefädelt hatte und ausgeschieden war.","Méribel ""I am sad because I did not deliver the performance that I am capable of,"" said the Italian woman on ZDF after she fouled one goal and was eliminated.",1-2
258,"Goggia ist seit Jahren die dominierende Abfahrerin im Weltcup. Vier der bisherigen sechs Saisonrennen in dieser Disziplin hat sie gewonnen. Nach Gold 2018 in Pyeongchang holte sie bei den Olympischen Winterspielen 2022 in Peking Silber. Auf eine WM-Medaille in ihrer Paradedisziplin muss Goggia, die für ihre riskante Fahrweise bekannt ist, aber weiter warten.","However, Goggia, who is known for her risky driving style, will have to continue waiting for a World Championship medal in her favorite discipline.",4-1
260,"""Ich habe eigentlich gedacht, ich wäre gut drauf. Es ging um Hundertstelsekunden"", sagte Goggia nach dem überraschenden Sieg der Schweizerin Jasmine Flury im französischen Méribel nun.","""It was about hundredths of a second,"" Goggia said after the surprising victory of Swiss skier Jasmine Flury in Méribel, France.",2-1
265,Mädchen in Berlin vermisst: Wer hat Viktoriya gesehen?,Girl missing in Berlin: Who has seen Viktoriya?,1-2
271,Die 12-jährige Viktoriya Stankovych soll am 10. Februar 2023 gegen 12.30 Uhr das Gelände ihrer Schule gemeinsam mit anderen Kindern in Richtung des S-Bahnhofs Waidmannslust verlassen haben.,"The 12-year-old Viktoriya Stankovych is said to have left the grounds of her school together with other children towards Waidmannslust S-Bahn station at around 12:30 p.m. On February 10, 2023.",1-2
274,"Personenbeschreibung: schlanke Gestalt braune Augen schwarze, lange Haare mit Pferdeschwanz bekleidet mit einer langen, schwarzen Jacke; dunkler Hose; rosa Stiefeletten und bunt gestreifter Schal trägt einen Rucksack Hinweise nimmt die Kriminalpolizei der Polizeidirektion 1 (Nord) unter der Rufnummer (030) 4664 171 100 oder jede andere Polizeidienststelle entgegen.","Description of person: slim figure brown eyes black, long hair in a ponytail wearing a long, black jacket; dark trousers; pink ankle boots and brightly striped scarf wears a backpack Information is accepted by the criminal police of the police department 1 (North) at the telephone number (030) 4664 171 100 or any other police station.",2-1
275,Selenskyj und Minister gegen Russlands Olympia-Teilnahme Kiew.,Selenskyj and Ministers against Russia's Olympic participation. Kiev.,1-2
277,"Man habe auf einer gemeinsamen Telefonkonferenz vereinbart, eine Erklärung zu verfassen, um Versuche zu verhindern, Sportler aus Russland und Belarus zu internationalen Sportwettkämpfen zurückzuschicken, teilte das litauische Sportministerium auf seiner Internetseite mit.",,1-0
278,"""Wir fordern den Ausschluss russischer und belarussischer Sportler von allen internationalen Wettbewerben, einschließlich der Olympischen Spiele, solange der Krieg in der Ukraine andauert"", sagte Ministerin Jurgita Šiugždinienė. Die Video-Beratung hatte auf Initiative von Großbritannien stattgefunden.","""We demand the exclusion of Russian and Belarusian athletes from all international competitions, including the Olympic Games, as long as the war in Ukraine continues,"" said Minister Jurgita Šiugždinienė. The video consultation had taken place at the initiative of Great Britain.",1-2
280,"""Und ich habe die Position Großbritanniens sehr deutlich gemacht: Solange Putin seinen barbarischen Krieg fortsetzt, dürfen Russland und Belarus nicht bei den Olympischen Spielen vertreten sein.","""We will now make a joint statement on this issue."" The British Sports Minister Lucy Frazer wrote on Twitter that it was a very productive meeting.",1-2
287,"Die Ukraine sieht Belarus ebenfalls als Kriegspartei, weil das Land den russischen Truppen Militärbasen für Angriffe zur Verfügung stellt.",Ukraine also sees Belarus as a warring party because the country provides military bases to Russian troops for attacks.,1-2
292,"Auch Bundesinnenministerium bezieht Stellung Das für Sport zuständige Bundesinnenministerium erklärte im Anschluss, auch bei den Beratungen bekräftigt zu haben, einen Start russischer und belarussischer Sportler in Paris abzulehnen.",The Federal Ministry of the Interior responsible for sports confirmed afterward that it had reiterated its rejection of Russian and Belarusian athletes starting in Paris during the consultations.,2-1
296,"Innenministerin Nancy Faeser (SPD) hatte bereits Ende Januar betont: ""Der Sport sollte in seiner Verurteilung des brutalen Krieges, den Putin gegen die ukrainische Zivilbevölkerung führt, klar sein.",,1-0
300,"Das IOC strebt aber eine Rückkehr von Athletinnen und Athleten aus beiden Ländern auf die internationale Sportbühne unter neutraler Flagge an, sofern sie sich klar zur olympischen Charta bekennen und den Krieg in der Ukraine nicht aktiv unterstützen.","However, the IOC aims for a return of athletes from both countries to the international sports stage under a neutral flag, provided that they clearly commit to the Olympic Charter and do not actively support the war in Ukraine. IOC President",1-2
