id,source,target,n2m
1,"""Klappe halten"", sagte der Optiker noch einmal lauter und ging schneller, ""Selma findet nur sehr selten etwas bedrohlich oder unansehnlich.""","""Be quiet,"" the optician said again, louder this time, and he walked faster. ""Selma rarely finds anything threatening or ugly.""",1-2
3,"Aber die Liebe fände sie womöglich ausgerechnet doch unansehnlich, zischelten die Stimmen, es habe ja einen Grund, sagten sie, dass die Wahrheit so lange verborgen wurde.","But perhaps Love would find her unappealing, the voices hissed. There must be a reason, they said, why the truth was kept hidden for so long.",1-2
5,"""Besonnenheit war das"", sagten die Stimmen, ""Angst ist ja manchmal doch ein guter Ratgeber"", sagten sie und summten die Titelmelodie der Vorabendserie.","""It was prudence,"" the voices said. ""Fear can sometimes be a good advisor,"" they said, humming the theme song of the evening show.",1-2
18,"Er würde sich an Bauer Häubels Bett stellen und fragen: ""Passt es Ihnen jetzt? Ich kann sonst auch zu einem späteren Zeitpunkt vorbeikommen.""","He would stand by Farmer Häubel's bed and ask: ""Is it comfortable for you now? I can also come by at a later time.""",2-1
19,"Bauer Häubel würde sich aufrichten und ""Nein, nein, es passt mir gerade sehr gut"" sagen, ""lassen Sie es uns besser nicht noch einmal verschieben, wer weiß, wann Sie es wieder einrichten können"", und der Tod würde sich auf den schon bereitgestellten Stuhl am Kopfende setzen.","Farmer Häubel would straighten up and say, ""No, no, it suits me just fine. Let's not postpone it again, who knows when you'll be able to arrange it again,"" and Death would sit down on the chair already provided at the head of the table.",1-2
36,"Seit unserer ersten Zugfahrt spielten wir immer dasselbe: Wir stellten uns mit dem Rücken zu den Fenstern an die gegenüberliegenden Zugtüren, Martin machte die Augen zu, ich sah aus dem Fenster der Zugtür, die Martin im Rücken hatte.","Since our first train ride, we always played the same game: We stood with our backs to the windows at the opposite train doors, Martin closed his eyes, and I looked out of the window of the door behind Martin.",2-1
39,"""Jetzt Feld. Weide.","""Now march. Graze.",1-2
57,"""Was soll es denn sonst gewesen sein"", sagte Selma, und dass man ein Okapi ja nur schwerlich mit einem anderen Tier verwechseln könne.","""What else could it have been?"" Selma said, noting that it would be hard to mistake an okapi for any other animal.",1-2
59,"""Das ist doch Quatsch"", sagte Selma und rieb sich die Stirn, ""das ist doch leider Quatsch, Luise.""","""That's nonsense,"" Selma said, rubbing her forehead. ""That's just nonsense, Luise.""",1-2
66,"""Was ist denn?"", fragte ich.","""What is it?"" I asked.",1-2
70,"""Käse, bitte"", sagte ich, ""was hast du denn?"" ""Nichts"", flötete Selma, ""hab ich doch gesagt.""","""Cheese, please,"" I said. ""What's wrong?"" ""Nothing,"" Selma trilled, ""I said so.""",1-3
