id,source,target,n2m
2,"他表情严肃，说""文化大革命""了，医院天天开会，也有人写了他的大字报，说他的历史有问题。",彼は厳粛な表情で、文化大革命が起きたと語り、病院では毎日会議が開かれ、彼に対する大文字のポスターも作られた。 それは彼の歴史に問題があると言われていました。,1-2
4,但她的丈夫却突然说，你不会有事的，我会保护你。,しかし突然、夫はあなたは大丈夫だよ。 私が守るからねと言った。,1-2
6,你最大的敌人，不是外面的人，恐怕是那些你不记得的东西。 如果有人问你，你就说你什么都不知道，这样就行了。,最大の敵は外部ではなく、忘れてしまったものかもしれないねそして、誰かに質問されたら何も知りませんと答えるだけで良しと付け加えました。,2-1
11,你怎么掉进了河里？是翻船了，还是坏人把你扔下去的？,なぜ川に落ちたのですか? 船が転覆したのですか、それとも悪人に投げ込まれたのですか?,1-2
13,人们交替着询问，即令声音温和也如一根根利刺扎过来，她的心瞬间剧痛无比。,人々が交互に質問を投げ掛ける。 その声音は優しくても、一本一本利きざみが突き刺さるようで彼女の心臓を瞬時に激痛で満ちる。,1-2
28,但她的思路一到河边，哗哗的水声便像炸雷一样轰响，莫名的恐惧随着水声汹涌而来。,しかし、彼女の考えが川辺に達すると水がほとばしる音が門胎のように鳴り響きます。 恐怖感が突如として湧き上がってきました。。,1-2
29,波涛中如同藏着魔鬼，虽然看不见摸不着，却狠狠地袭击她的身心。 她顿时失控，放声地痛哭以及尖叫，声音歇斯底里。,波涛 の中でも悪魔を隠しており、見えなかっただけで彼女の心体を攻撃しています。。彼女は自分を制御する力を失った瞬間，大声で泣き叫びました。。,2-1
30,一位吴姓医生严厉制止了那些好奇的人。 他说，她可能受了刺激。,吴医師（ウーイーシ) というお医者さんは物珍しそうな人々達を厳しく制止した。，彼は言った ， 彼 女 かもしれな 興奮 。,2-1
32,于是，人们不再追问，只是明里暗里都用怜惜的口吻谈着她。 那是一个很美丽的春天。 这个女人一直在跟自己做斗争。,そして、すべての世話をした。，それ以来どんどん沈黙-怜惜(配り)その口調で話罕，春天清美无比 この女性は自分自身との闘争を続けています。,3-1
33,她已经很老了。 所有皮肤都松软地趴着，连一条像样的皱纹都撑不起来。 她的脸和脖子细痕密布。,彼女は既に高齢で、皮膚はすべてゆるんで垂れ下がっており、きちんとしたしわさえ作り出せません。彼女の顔と首には細かい線がいっぱいです。,3-1
40,其实，她也不知道自己有没有在想。 她只是觉得有很多奇怪的东西拼命朝外跳，似乎在撩拨她的记忆。,実際、自分が本当に考えてるのかさえもわからず、ただ一杯の奇妙なモノが一生懸命外に跳ねて出ようとしており、それら全てが彼女の記憶を刺激しているようだ。,2-1
42,她的抵抗，有如一张大网，密不透风，仿佛笼罩和绑缚着一群随时奔突而出的魔鬼。,彼女は必死で抵抗し続ける。 その抵抗力は大きな網の如くで隙間すら存在せず、群集や結束した鬼神達さえ包み込む力強さだ。,1-2
44,丈夫活着时，曾经提议她不妨想一想，或许想出了什么，人就心安了。,夫が生きていた時、彼女に自由に考えてみるよう提案したことがある。 何かを思いつけば、心の安らぎも得られるかもしれないと。,1-2
46,但几乎瞬间，浑身的烦躁如同无数钢针，迸射般地扎来，劲道凶猛，令她有五脏俱裂之感。,しかし、ほんの一瞬で鉄針のように身体中が刺される不快感が襲ってきた。 強烈な衝撃は彼女を内臓が裂けそうなくらい辛くさせた。,1-2
48,"她绝望地对她的丈夫说：""你不要逼我。我不能想。我一想就觉得我该去死。",私を無理に追い詰めないでと彼女は息絶え絶えに夫に訴え、考えることさえ私には無理だわ。 考え始めるだけで死んだ方がマシだと言った。,1-2
49,"""她的丈夫吓着了。 沉默片刻，对她说：""那就不用再想了。 尽量给自己找件事做，忙碌可以干扰思路。",その言葉を聞いて夫は驚愕し、沈默した後それならそれ以上考えようとしなくて良い自身で何か仕事でも探してみて、頭を使わず忙しく保つことも良い方法だと語り掛けた。,3-1
51,其实她也并没有什么事业，她的事业就是做家务。,実際、彼女には大きな仕事や職業が何もありません。 彼女の仕事は家事をすることです。,1-2
56,多少年了，她一直这样。 每一年的时间，都如一张细密严实的膜，将她记忆背后的东西层层覆盖。,何年間もという時間が経過し、これらのルーチンが積み重ねられて行くうち、それぞれが微細且つ密接したフィルムとなり、記憶群全体を覆い隠すようでした。,2-1
57,一年一张，岁岁年年，由薄而厚，凝结成板，那些深藏在她意识里的魔鬼统统被封压了下去。,年々そのフィルム層が厚く硬く成長してゆきます。 一年ごと、年々と棚引かれたこの時間層全体では些細でもかまわず意識下部末裔全て深埋試されます。,1-2
59,她失忆是在一九五二年的春天。,彼やん風貌でさえ思い出ません。 彼女の健忘病が一度訪れたのは1952年春でした。,1-2
63,难道我都不知道的东西，他会知道？她想着时，甚至感觉到恐惧的气息扑面而来。,私も知らないことを彼は知っているのか? そんなことを考えていた時、恐怖さえ感じ始めました。,1-2
66,于是她明白，多年以来，这个她深爱的人也是她深怕的人。,それから彼女は理解しました。 これまで長年愛してきたこの人物こそが、実は最も恐れていた人でもありました。,1-2
67,为什么呢？她为什么会产生这样的感觉？她很惶惑，也不明白。,どうしてだろう? どうしてこんな気持ちになったんだろう? 彼女は混乱しながらも理解できませんした。,1-3
