id,source,target,n2m
2,明日もアルバイトなので億劫に思う時もあるが、コンビニ以外の世界との唯一の接点であり、同い年の普通の三十代女性と交流する貴重な機会なので、ミホの誘いにはなるべく応じるようにしている。,"Następnego dnia zazwyczaj musiałam iść do pracy, więc czasami te spotkania były mi trochę nie na rękę, ale jej dom był dla mnie jedynym poza konbini miejscem do interakcji z prawdziwym życiem. Poza tym kontakt z innymi kobietami w moim wieku był nie do przecenienia dlatego starałam się zawsze przyjmować zaproszenia Miho.",1-2
3,今日も、ミホと、まだ小さい子供を連れたユカリ、結婚しているが子供はまだのサツキと私、というメンバーで、ミホの家にケーキを持ち寄ってお茶をしていた。,"Tego dnia spotkałyśmy się we cztery: Miho, Yukari z dzieckiem, Satsuki, która była po ślubie, ale nie miała dzieci, i ja. Piłyśmy herbatę, jedząc przyniesione przez nas słodkości.",1-2
7,オープンまでの二週間、二人組になったり、社員を相手にしながら、架空の客に向かって、ひたすら練習が続いた。,"Kontynuowaliśmy szkolenie przez dwa tygodnie, które pozostały do otwarcia. Ćwiczyliśmy w parach, z prowadzącym albo udawaliśmy, że rozmawiamy z klientem.",1-2
8,お客様の目を見て微笑んで一礼すること、生理用品は紙袋に入れること、温かい物は冷たい物と分けて入れること、ファーストフードを頼まれたら手をアルコールで消毒すること。,"Musieliśmy pamiętać, by kłaniać się z uśmiechem, gdy tylko napotkamy jego spojrzenie. Kobiece środki higieniczne należało wkładać do papierowej torebki, zimne i ciepłe artykuły pakować osobno, a przed podaniem fast foodów koniecznie odkazić ręce sprejem z alkoholem.",1-2
10,二つ年下の妹は、私と違って、普通の子どもだった、かといって私を敬遠するわけでもなく、むしろ慕ってくれていた。,"Moja o dwa lata młodsza siostra była normalna, nie to co ja. Nie trzymała się jednak na dystans, wręcz przeciwnie lgnęła do mnie.",1-2
12,私が母に質問したせいでお説教が終わると、庇かばわれたと思うのか、妹はいつも私にありがとうと言った。 お菓子や玩具にあまり興味がなかった私は、それらを妹にあげることも多かった。 そのため、妹はいつも私についてまわっていた。,Mama przerywała wtedy kazanie.,3-1
13,お父さん、焼き鳥好きだから、今日、これを焼いて食べよう 良く聞こえなかったのだろうかと、はっきりとした発音で繰り返すと、母はぎょっとし、隣にいた他の子のお母さんも驚いたのか、目と鼻の穴と口が一斉にがばりと開いた。,"Tata lubi pieczonego kurczaka, a kurczak to ptak, więc dzisiaj upieczmy i zjedzmy tego! wymówiłam wyraźnie, myśląc, że mnie nie zrozumiała. Mama osłupiała, kobieta obok niej chyba też była zaskoczona, bo nagle otworzyła szeroko oczy i usta, nawet dziurki w nosie miała większe niż przedtem.",1-2
14,変な顔だったので笑いそうになったが、その人が私の手元を凝視しているのを見て、そうか、一羽じゃ足りないなと思った。,"Zachciało mi się śmiać, bo zabawnie wyglądała, ale zobaczyłam, że wpatruje się w moje ręce. Wtedy zrozumiałam, o co chodzi przecież jeden ptaszek to za mało.",1-2
16,近くで二、三羽並んで歩いている雀にちらりと視線をやると、やっと我に返った母が、恵子!ととがめるような声で、必死に叫んだ。,"Rzuciłam okiem na dwa czy trzy wróble, które skakały po ziemi niedaleko. Wtedy mama wreszcie doszła do siebie. Keiko! zawołała wzburzona.",1-3
22,せっかく死んでるのに 私の疑問に、母は絶句した。,"Przecież dla nas dobrze, że nie żyje. Mamie zabrakło słów.",1-2
28,あー、あと煙草の５番を一つ かしこまりました すばやくマルボロライトメンソールを抜き取り、レジでスキャンする。,"A, i jeszcze papierosy, piątkę. Oczywiście. W mgnieniu oka wyciągnęłam paczkę mentolowych marlboro lightów i zeskanowałam ich kod.",1-3
