id,source,target,n2m
3,"Aber die Liebe fände sie womöglich ausgerechnet doch unansehnlich, zischelten die Stimmen, es habe ja einen Grund, sagten sie, dass die Wahrheit so lange verborgen wurde.","But she may find love repugnant after all, the voices hissed. There is a reason why the truth was hidden for so long.",1-2
18,"Er würde sich an Bauer Häubels Bett stellen und fragen: ""Passt es Ihnen jetzt? Ich kann sonst auch zu einem späteren Zeitpunkt vorbeikommen.""","He would stand by Farmer Häubel's bed and ask: ""Is this a good time for you? I can also come back later if you want.""",2-1
27,"Sie mieden alle Tiere, weil es aus denen, glaubten sie, schneller herausbrechen konnte als aus Menschen. Sie machten einen Bogen um die gutartigen Kühe, die heute womöglich austreten würden, sie mieden die Hunde, auch die ganz alten, die kaum noch stehen konnten, ihnen aber heute vielleicht trotzdem an die Gurgel gehen würden.",They avoided any kind of animals for the fear that an unpredictable outburst could erupt faster from these creatures than human beings themselves thus ignoring benign cows that might kick today; dogs being avoided despite many being so old that they barely managed standing much longer but who still seemed menacing enough today to go after necks unexpectedly:,2-1
30,"Sie machten unbekümmert all das, was man bei Aberglauben nicht machen darf: Sie saßen gelassen unter Wanduhren, obwohl man bei Aberglauben daran sterben kann, sie schliefen mit dem Kopf zur Tür hin, obwohl das bei Aberglauben bedeutet, dass man durch genau die Tür bald mit den Füßen zuerst hinausgetragen wird.","They nonchalantly did everything that one must not do when believing in superstitions: they sat casually under wall clocks, even though superstition says one could die from that; they slept with their heads towards the door, although according to superstition this means that you will soon be carried out through exactly this door feet first.",2-1
34,"Seit unserer ersten Zugfahrt spielten wir immer dasselbe: Wir stellten uns mit dem Rücken zu den Fenstern an die gegenüberliegenden Zugtüren, Martin machte die Augen zu, ich sah aus dem Fenster der Zugtür, die Martin im Rücken hatte.","Since our first train ride, we always played the same game: We stood with our backs to the windows at the opposite train doors, Martin closed his eyes, I looked out of the window of the train door which was at Martin's back.",2-1
37,"""Jetzt Feld. Weide.","""Now field. Pasture.",1-2
39,Wiese. Wald. Wald.,Meadow. Forest.,3-2
40,Hochsitz eins.,,1-0
41,Feld. Wald. Wiese.,Forest.,3-1
42,"Weide, Weide. Reifenfabrik. Dorf. Weide.",Deer stand one.,4-1
43,Feld. Hochsitz zwei. Waldstück. Hof.,"Field/Forest/Meadow/Pasture/Pasture/Tire Factory/Village/Pasture/Field/Deer Stand Two/Small forest/Farm/Field/Woods/Deer stand three/Village.""",4-1
44,Feld.,,1-0
45,"Wald. Hochsitz drei. Dorf."" ""Was soll es denn sonst gewesen sein"", sagte Selma, und dass man ein Okapi ja nur schwerlich mit einem anderen Tier verwechseln könne.","""What else could it have been,"" said Selma, stating that an okapi could hardly be mistaken for another animal.",4-1
58,"""Käse, bitte"", sagte ich, ""was hast du denn?"" ""Nichts"", flötete Selma, ""hab ich doch gesagt.""","""Cheese, please,"" I said, ""what's wrong with you?"" ""Nothing,"" Selma repeated in her sing-song voice, ""I just told you.""",1-2
