id,source,target,n2m
11,'I'm a vegetarian.',,1-0
13,"My wife tried doing that a few years back, and—' 'No,' the farmer said, and the conversation died.",私の妻は数年前にそれを試みたが、―ない、農夫は言い、会話は終わりました。,2-1
18,"'I think I saw them in town a few times,' Alec said.",私は彼らを町で数回見たようなのですか? エイルが言った。,1-2
21,"They'd mix sausage meat into a kind of well, kind of cinnamon swirl, I suppose.",おそらくシナモンスワイルのようなものを作っていたのですか? 私は聞いた。,1-2
25,'Did you know?' 'Who?' 'Jean ...,知っている? 誰? Jean。。。,1-3
30,"'I saw the sign.' Alec had driven past it on the way here, a farm twice the size of this one, its animals and land and people in far better condition.",彼がその道を辿って来たとき、この農場の二倍の大きさの農場には、動物や土地や人々がずっと良い状態であり、名前を知らなかった。,2-1
31,He had not known the name. He knew few out here.,彼はここで知らない人々が多かった。,2-1
33,"He gestured past a large, half-empty water tank around two hundred feet away, its translucent plastic grown stained with time, the smear of a smile where fluid had lapped within.",彼は、二百フィートもある半分以上の水槽に手を合わせた。 時間の経過で曇った透明なプラスチックに、液がうねり込んでいた笑顔の跡があった。,1-2
41,"He stepped back, tensing before rushing over the ditch. He came down with a thud, right into the thick and gelatinous mud.",彼は荒れ地に戻り、泥の中に墜ち込んだ。,2-1
48,"Alec stared at the mud, and the farmer grinned, his cheeks ruddy beneath his dirty white beard.",アレックは泥を見つめていた。 農夫は笑っていた、髭の下の顔が汚れた白い髭で肉付きでした。,1-2
52,'No.' Yes.,いいえ、はい。,2-1
60,It was 6.55 a.m. He'd left his jacket in his patrol car.,その時午前6時55分で、彼のジャケットはパトロールカーに残っていた。,2-1
63,"'They normally love coming over here.' And now their torches revealed the edge of a bank, right before the crest of a shallow stream that cut through the farmer's reclaimed marshland.",通常、ここに来るのが好きなのに そして、彼らのトーチは、農夫が埋め立てた湿地の境界の端を示していた、浅い流れの傾斜にある小川の端にあった。,2-1
