id,source,target,n2m
14,Il y a bien bien longtemps que je ne lis plus vraiment. Est-ce que je sais seulement encore lire ce qui s'appelle lire ? En suis-je seulement capable ?,本当に読んでいるのかどうかは分からない。 今は本当に読めるわけではない。,3-2
24,Entrez. Elle entre.,入ります。,2-1
29,"Des marques rouges de la manche de ma veste sur ma joue, sans doute. Je vous dérange ?",袖のマークが私的な頬面上何書き込み重ねんですから あなたに迷惑しているかどうかは、お願いしますか?,2-1
34,On ne me l'a pas dit.,,1-0
43,Métiers du livre la machine à fabriquer mille Gaston Gallimard par an pour mieux les broyer ensuite ? Alors qu'est-ce que vous faites ici ?,本の業界で働く機械として、毎年1000人のガストン・ギャリマーを生産し、それらをより良く破砕するために? そこで何かしらしているの?,2-1
45,Et puis il y avait une place. On doit faire un stage en entreprise. Obligatoire.,そして会社でステージを受けるのは必須ですね。,3-1
46,"Et qu'est-ce que vous faites dans mon bureau, si ce n'est pas indiscret ?",その方のデスクに何かしているの? それが不思議ですか?,1-2
47,"C'est monsieur Meunier, le grand patron, qui m'a dit de... Le grand patron ? Meunier ? Vous ne le connaissez pas ? Trop bien.",ミュニエ氏、大 bosse ですか? ああ、知っていますか? 知っているわけですか?,2-3
54,"Il faut que j'y aille, c'est vendredi. Il est tard.",今日は金曜日で、遅くなってしまいます。,2-1
56,"Vous voulez organiser des concerts ? Oui, c'est bien, la musique.",はい、コンサートの企画を行うことは、音楽です。,2-1
57,"Longtemps j'ai croisé les pieds dessus pour un peu de détente, d'élévation, pour un peu plus de sang au cerveau, maintenant, il m'arrive de plus en plus souvent d'y poser la tête, surtout le soir, surtout le vendredi soir.",日常的に、私は、一息ついて、少しの高揚感、少しの頭の冷やかしを求めて、足を組んでいた。 でも、今や、私には、よりより頻繁に頭を下すことがあるのです。 夕方、特に金曜日の夕方に。,1-3
58,"Je croise les bras sur le manuscrit ouvert et je pose ma tête dessus, le front sur l'avant-bras et la joue sur le texte frais.",私は、手書きの原稿を開いて、その上に頭をおく。 前腕には手を交差させ、顔を柔らかい文章におく。,1-2
61,Ruhlman ? Leleu ?,ルールマン?レレウ?,2-1
63,"J'écoute mon cœur, mon vieux cœur du vendredi, mon vieux cœur dans le silence de la maison.",私は，心音，金曜日。 老化した心，我が家。,1-2
64,"À cette heure, tout le monde est parti, je reste seul à bord, rincé, parce que je n'ai pas le courage de dresser la tour des manuscrits que je dois emporter pour le week-end.",この時間だけならば全員が去って行って，我が物用意部分まで湿潤後期。 原稿賞参加お願いする勇気が働けなった。,1-2
69,"Ben, c'est une liseuse, un eBook, un iPad, je ne sais pas, moi.",えぇ、これはリーダーです。 あるいはeBook、iPad、分からないですが。,1-2
70,Il m'a dit qu'il avait mis tous vos manuscrits dedans pour le week-end et que ça vous ferait moins lourd.,彼が全部の原稿を週末に入れたと言っていました。 それで重くなりません。,1-2
