id,source,target,n2m
5,"""Käse, bitte"", sagte ich, ""was hast du denn?"" ""Nichts"", flötete Selma, ""hab ich doch gesagt.""","Ser, proszę powiedziałem. Co ci jest? Nic zakwiliła Selma. Przecież powiedziałam.",1-4
14,"""Das ist doch Quatsch"", sagte Selma und rieb sich die Stirn, ""das ist doch leider Quatsch, Luise.""","To jest bez sensu stwierdziła Selma, masując czoło. Niestety, to jest bez sensu, Luise.",1-2
25,"""Jetzt Feld. Weide. Das Gehöft vom verrückten Hassel.","""Teraz pole. Łąka. Gospodarstwo szalonego Hassela.",2-1
27,Wald. Wald. Hochsitz eins.,Las. Las. Wieża obserwacyjna jeden.,3-1
29,"Wald. Wiese. Weide, Weide.",Las. Łąka. Łąka.,3-1
30,Reifenfabrik. Dorf. Weide.,Fabryka opon. Wieś. Łąka.,2-1
32,Hochsitz zwei. Waldstück.,Wieża obserwacyjna dwa.,2-1
34,Wald. Hochsitz drei.,Las. Wieża obserwacyjna trzy.,2-1
52,"Aber die Liebe fände sie womöglich ausgerechnet doch unansehnlich, zischelten die Stimmen, es habe ja einen Grund, sagten sie, dass die Wahrheit so lange verborgen wurde.","A miłość może jej się właśnie wydać brzydką szepczały głosy. Przecież jest powód, dlaczego prawda została tak długo ukryta.",1-2
54,"""Besonnenheit war das"", sagten die Stimmen, ""Angst ist ja manchmal doch ein guter Ratgeber"", sagten sie und summten die Titelmelodie der Vorabendserie.",To była rozwaga mówiły głosy. Przecież strach czasem jest dobrym doradcą.,1-2
57,"Auch das Schwimmen hatten Selma und der Optiker uns beigebracht, sie hatten im Nichtschwimmerbecken gestanden, beide bis zum Bauchnabel im Wasser, Selma trug eine große violette Rüschen-Badehaube, die aussah wie eine Hortensie und die sie sich von Elsbeth geliehen hatte, damit Rudi Carrells Frisur nichts geschah.","Pływanie nauczyli nas Selma i optyk. Stało się to w basenie dla nieumiejących pływać, oboje po pas w wodzie. Selma miała na głowie wielką, fioletową rybaczkę, wyglądającą jak hortensja, którą pożyczyła od Elżbiety, by fryzura Rudiego Carrella nie ucierpiała.",1-3
64,"Während Selma einkaufte, hatte der Optiker mittlerweile den ganzen immerhin 96-fächrigen Postkartenständer vor dem Geschenkideengeschäft gelesen und vollgequalmt. Auf jeder Postkarte war eine Landschaft abgebildet, die mit der Kreisstadt nicht das Geringste zu tun hatte, nämlich eine mit Meer, Wasserfall oder Wüste, und dazu jeweils ein Sinnspruch, der mit dem Optiker nicht das Geringste zu tun hatte.","Gdy Selma robiła zakupy, optyk przeczytał i całkowicie wypalił stelaż z 96 karteczkami, na których widniały krajobrazy nie mające nic wspólnego z miastem, jak morza, wodospady czy pustynie, a do każdego z nich dołączony był cytat, który nie miał nic wspólnego z optykiem.",2-1
