id,source,target,n2m
5,"""Käse, bitte"", sagte ich, ""was hast du denn?"" ""Nichts"", flötete Selma, ""hab ich doch gesagt.""","""Ser, proszę"" powiedziałem, ""co masz?"" ""Nic"" śpiewała Selma, ""to już powiedziała"".",1-2
25,"""Jetzt Feld. Weide. Das Gehöft vom verrückten Hassel.","""Teraz pole. łąka. Gospodarstwo Hassela.",2-1
26,Wiese. Wald. Wald.,Wioska. łąka.,3-1
27,Hochsitz eins. Feld. Wald. Wiese.,Las. Las. Wysoki siedlisko jedno.,4-1
28,"Weide, Weide.",,1-0
29,Reifenfabrik.,,1-0
30,Dorf. Weide.,,1-0
32,Hochsitz zwei. Waldstück. Hof. Feld.,"Las.łąka.Weide.Weide.Fabryka opon.Wieś.łąka.Pole.Wysoki siedlisko dwa.Las.Gospodarstwo.Pole.Las.Wysoki siedlisko trzy.Wieś.""",4-1
33,"Wald. Hochsitz drei. Dorf."" Bauer Häubel war der festen Überzeugung, dass der Tod höflich sein würde, so wie Bauer Häubel selbst es sein Leben lang gewesen war.","Bauer Häubel był pewien, że śmierć będzie wyszukana, jak sam Bauer Häubel całe swoje życie był.",4-1
35,"Er stellte sich vor, wie der Tod vorsichtig anklopfte, die Tür nur einen Spalt öffnete und ""Darf ich?"" fragte, was Bauer Häubel natürlich bejahen würde. ""Selbstverständlich"", würde Bauer Häubel sagen, ""treten Sie doch ein"", und der Tod würde eintreten.","Sołtys Häubel wyobrażał sobie, jak śmierć delikatnie kłuka na drzwiach, otwiera je tylko szczelinę i pyta: ""Czy mogę?"" a Bauer Häubel naturalnie odpowie ""Tak, oczywiście"" i śmierć wejdzie.",2-1
36,"Er würde sich an Bauer Häubels Bett stellen und fragen: ""Passt es Ihnen jetzt? Ich kann sonst auch zu einem späteren Zeitpunkt vorbeikommen.""","""Proszę, wejdźcie"" powiedzie Bauer Häubel, a śmierć stanie się u jego łóżka i zapyta: ""Czy teraz pasuje?""",2-1
45,"Damit hatte er völlig recht, und damit hatte er leider mehr gesagt, als er den Stimmen eigentlich hätte antworten sollen. Aber die Liebe fände sie womöglich ausgerechnet doch unansehnlich, zischelten die Stimmen, es habe ja einen Grund, sagten sie, dass die Wahrheit so lange verborgen wurde.","Miał całkiem rację, i miał szkoda, że powiedział więcej, niż powinien, bo miłość może znaleźć to w końcu nieprzyjemne, susurrały głosy, bo jest powód, dla którego prawda była tak długo ukryta.",2-1
58,"Auf jeder Postkarte war eine Landschaft abgebildet, die mit der Kreisstadt nicht das Geringste zu tun hatte, nämlich eine mit Meer, Wasserfall oder Wüste, und dazu jeweils ein Sinnspruch, der mit dem Optiker nicht das Geringste zu tun hatte. Jetzt, da er merkte, dass die Stimmen immer kraftvoller und er immer kraftloser wurde, sagte er sich die Sprüche auf, laut und schon kurz vor Selmas Haus. Wenn ich unten bei Selma schlief, erzählte sie mir am Bettrand Geschichten mit guten Enden.","Na każdej pocztówce była utrwalona krajobraz, który z miastem powiatowym nic nie miał wspólnego morze,wodospad lub pustynia , a także sentencja która z optykiem nic nie miała wspólnego.Teraz,gdy zauważyże głosy słabsze i słabsze,-a on samsłabszy-i słabszy staje się powtórzy sobie te sentencje na głos jaż krótko Kiedy śpiłem u dołu u Selmy, opowiadała mi historie z happy endami.",3-1
