id,source,target,n2m
1,"""Klappe halten"", sagte der Optiker noch einmal lauter und ging schneller, ""Selma findet nur sehr selten etwas bedrohlich oder unansehnlich.""","""Keep your mouth shut,"" the optician said again, louder this time, and walked faster. ""Selma only finds things threatening or unattractive on rare occasions.""",1-2
6,"Der Optiker wurde jetzt langsamer. Der Weg zu Selmas Haus, der eigentlich zehn Minuten dauerte, kam ihm plötzlich vor wie eine Tagesreise, eine Tagesreise mit sehr, sehr viel Gepäck.","The optician slowed down now , ten minute walk to Selma's house suddenly felt like day long journey with very heavy luggage .",2-1
17,"Er würde sich an Bauer Häubels Bett stellen und fragen: ""Passt es Ihnen jetzt? Ich kann sonst auch zu einem späteren Zeitpunkt vorbeikommen.""","He would stand by Farmer Häubel's bed and ask, ""Is this a good time for you? I can come back at a later time if needed.""",2-1
30,"Sie machten unbekümmert all das, was man bei Aberglauben nicht machen darf: Sie saßen gelassen unter Wanduhren, obwohl man bei Aberglauben daran sterben kann, sie schliefen mit dem Kopf zur Tür hin, obwohl das bei Aberglauben bedeutet, dass man durch genau die Tür bald mit den Füßen zuerst hinausgetragen wird.","They did carefree all that you are not supposed to do with superstition: they sat calmly under wall clocks, even though you can die from superstition, they slept with their heads towards the door, although this means in superstition that one will soon be carried out feet first through exactly this door.",2-1
34,"Seit unserer ersten Zugfahrt spielten wir immer dasselbe: Wir stellten uns mit dem Rücken zu den Fenstern an die gegenüberliegenden Zugtüren, Martin machte die Augen zu, ich sah aus dem Fenster der Zugtür, die Martin im Rücken hatte.","Since our first train ride, we always played the same game: We stood with our backs to the windows and faced the opposite train doors, Martin closed his eyes, and I looked out the window next to Martin's back.",2-1
37,"""Jetzt Feld. Weide.","""Now field. Meadow.",1-2
43,"Wald. Wiese. Weide, Weide. Reifenfabrik.",Woods.,4-1
44,Dorf.,,1-0
45,Weide. Feld. Hochsitz zwei. Waldstück.,"Meadow.Waide.Weide.Tire factory.Village.Meadow.Field.High seat two.Woods.Farm.Field.Woods.Highseat three.Village.""",4-1
46,Hof.,,1-0
47,Feld.,,1-0
48,"Wald. Hochsitz drei. Dorf."" ""Was soll es denn sonst gewesen sein"", sagte Selma, und dass man ein Okapi ja nur schwerlich mit einem anderen Tier verwechseln könne.","""What else could it have been,"" said Selma, and that one could hardly mistake an okapi for any other animal.",4-1
61,"""Käse, bitte"", sagte ich, ""was hast du denn?"" ""Nichts"", flötete Selma, ""hab ich doch gesagt.""","""Cheese, please,"" I said, ""what's wrong with you?"" ""Nothing,"" Selma replied, ""I already said that.""",1-2
