id,source,target,n2m
4,"Mieszczanie, stłoczeni wśród ruin, milczeli wpatrzeni w ziejący w rumowisku czarny otwór, w zagruzowane wejście do podziemi.",市民たちは、遺跡の中に押し込められ、黙って見つめ続けました。 がれきの中で大きく開いた穴、地下室への壊れた入口。,1-2
5,"Grubas w żółtym kubraku przestąpił z nogi na nogę, chrząknął, zdjął z głowy wymięty beret.",太った男性は黄色いコートを着て片足からもう片足へ体重を移し、咳払いしました。 摩耗したベレー帽を頭から外した。,1-2
7,Na co? prychnął pryszczaty.,何を待つんだ? とにきび面が鼻で笑った。,1-2
8,"Tam, w lochach, siedzi bazyliszek, zapomnieliście, wójcie?",あそこの地下牢にはバジリスクがいる。 忘れたのか?,1-2
14,"Z żywym się umawialiście, wójcie rzekł towarzysz pryszczatego, olbrzym w skórzanym, rzeźnickim fartuchu.",元気だった時に約束したんですよ。 とニキビ顔の友達、皮製のエプロンを着て巨大な男性が言った。,1-2
18,"A bez zwierciadła bazyliszka nie da się zabić, każdy to wie.",しかし鏡抜きバジリスク殺しますちょと誰でも (_) 知ります 知識それ。,1-2
34,"Cudzy koń, cudze juki, cudza własność, a ty podnosisz na nie swoje kaprawe oczka, wyciągasz ku nim parszywą łapę? Godzi się tak?","他人の馬、他人の鞍、他人の所有物に対してあなたが欲望に燃える目を向けて,汚らわしい手を差し伸べるなんてちゃんとした行動だろうか?",2-1
45,"Rzeźnik też wyciągnął nóż, długi jak kordelas.",肉屋もナイフを取り出しました。 それはソードのように長かったです,1-2
47,"Nie muszę nosić rzekł obcy, nie ruszając się z miejsca.",持つ必要はありません- 見知らぬ人は動じて言った-,1-2
52,"Mięśnie grały na mocnych udach widocznych spod rysich skór otaczających biodra, na nagich, krągłych ramionach powyżej rękawic z kolczej siatki. Sponad barków, też osłoniętych kolczugą, sterczały rękojeści szabel.",力強い太ももで筋肉が盛り上がっており、それらは獣皮で覆われた腰下から見えていた。 針金で作られたグローブより上にある裸の丸い腕でも筋肉が動き回っている。 また背中側も鎖帷子で覆われており、その看過する所から刀のハンドルと取り付け部分だけめちゃ地面より高く突き出している。,2-3
60,"Na wydęte podgardle, kiedyś karminowe, obecnie brudnorude. Na szkliste, wpadnięte oczy.",かつて深紅色だっただろう膨らんだ下喉部も今では汚れた茶色と化しており、はるか遠く空洞化した目もまた同様です。,2-1
71,"Nigdy się, zaraza z wami, nie zmienicie. Nie ruszone zamamrotał rzeźnik, cofając się.",屑は変わらないよね 触ってませんよと肉屋がつぶやき、後退した。,2-1
73,"Nie ruszone wasze rzeczy, panie. Wielcem rad białowłosy uśmiechnął się.",君様のものは触れてません それは嬉しいさと白髪男性が笑顔で答えた。,2-1
76,Odejdź w pokoju. Ale odejdź prędko.,平和裡に去りなさいしかし、早めに逃げることもでも急いで行ってください。,2-1
