id,source,target,n2m
10,"""The people of Knowsley are not bigots and are welcoming to people escaping from some of the most dangerous places in the world in search of a place of safety,"" he said. ""Those demonstrating against refugees at this protest tonight do not represent this community.""","""Die Einwohner von Knowsley sind keine Rassisten und sind gastfreundlich gegenüber Menschen, die von einigen der gefährlichsten Orten der Welt auf der Suche nach einem sicheren Ort fliehen"", sagte er. ""Diejenigen, die bei heute Abend bei diesem Protest demonstrieren, spiegeln diese Gemeinde nicht wider.""",2-1
16,President's Cup: Candystripes defeat,,1-0
17,Rovers in season opener at Brandywell Derry midfielder Adam Reilly closes down Lee Grace at the Brandywell Derry City emerged victorious in the President's Cup as they ran out 2-0 winners over Shamrock Rovers.,"President's Cup: Candystripes besiegen Rovers bei Saisonstart in Brandywell Derry-Mittelfeldspieler Adam Reilly blockt Lee Grace in Brandywell Derry City ging siegreich aus dem President's Cup hervor, nachdem es mit 2: 0 gegen die Shamrock Rovers gewonnen hatte.",4-1
26,"""It's a kick in the teeth and there's tough weeks ahead but we'll get on with it in his memory,"" said Higgins. ""To beat Shamrock Rovers and deservedly so with a good performance is really pleasing.""","""Es war Schlag ins Gesicht und vor mir liegen harte Wochen, aber wir machen in seinem Gedenken weiter"", sagte Higgings. ""Die Shamrock Rovers zu schlagen und das verdientermaßen mit einer guten Leistung ist sehr erfreulich.""",2-1
42,Four teens charged in attack of 14-year-old who died of suicide after beating video was posted online Dad says daughter took her own life after being bullied at NJ school Four New Jersey teenagers have been charged in connection with the attack of a 14-year-old girl who later took her own life after video of the incident was posted on social media.,"Vier Teenagerinnen verurteilt nach Angriff auf 14-Jährige, die an Suizid starb, nachdem Prügelvideo online gestellt wurde Der Vater sagt, die Tochter nahm sich das Leben, nachdem sie in einer Schule in New Jersey gemobbt wurde Vier Teenager aus New Jersey wurden im Zusammenhang mit einem Angriff auf ein 14-jähriges Mädchen, das sich später das Leben nahm, nachdem ein Video des Vorfalls auf soziale Medien gestellt wurde, verurteilt.",1-2
44,"Adriana Kuch, 14, was found dead in her Bayville home on February 3, two days after the disturbing video of the attack at Central Regional High School was posted online.","Adriana Kuch, 14, wurde am 3. Februar, zwei Tage nachdem das verstörende Video des Angriffs in der Central Regional High School online gestellt wurde, tot in ihrem Zuhause in Bayville aufgefunden.",1-2
55,"""If they called the police and did an investigation, those girls would not have posted videos from school,"" Kuch said. He also said his daughter, who had bruises on her body, should've been taken to the hospital.","""Wenn man die Polizei gerufen und eine Ermittlung eingeleitet hätte, hätten diese Mädchen keine Videos aus der Schule gepostet"", sagte Kuch. Er meinte außerdem, dass seine Tochter, die überall am Körper Blutergüsse davongetragen hatte, hätte ins Krankenhaus gebracht werden sollen.",2-1
62,"For more information about mental health care resources and support, The National Alliance on Mental Illness (NAMI) HelpLine can be reached Monday through Friday, 10 a.m.-10 p.m. ET, at 1-800-950-NAMI (6264) or email info@nami.org.","Für mehr Information über psychische Gesundheitsvorsorge und -unterstützung kann die National Alliance on Mential Illness (NAMI) HelpLine montags bis freitags, 10 bis 22 Uhr ET unter 1-800-950-NAMI (6264) erreicht werden oder senden Sie eine E-Mail an info@nami.org.",2-1
63,"I talked to 30 health, wellness professionals about avoiding burnout In our day-to-day lives, we're constantly looking for ways to increase our energy and avoid burnout, especially in our jobs.","Ich habe mit 30 Gesundheits-, Wellnessfachkräften darüber geredet, wie man Burnout vermeidet In unserem Alltag suchen wir ständig nach Methoden unsere Energie zu steigern und Burnout zu vermeiden, besonders bei unseren Jobs.",1-2
68,"1.Build a strong community: As someone who works with patients who have terminal illnesses, Eufrosina Young thanks her strong support system for her ability to maintain her energy.","1. Schaffen Sie eine starke Gemeinschaft: Als jemand, der mit Patienten arbeitet, die an unheilbaren Krankheiten leiden, dankt Eufrosina Young ihrem starken Supportsystem für ihre Fähigkeit, ihre Energie beizubehalten.",2-1
72,"2.Rest when you need to: Working two jobs as a sleep researcher and an algorithm engineer, all while taking care of a new baby, would have definitely led Raphael Vallat to burnout if he didn't rest, he says. ""I feel like when I'm about to burn out, basically every task feels like a mountain that you need to climb, and feels super urgent and important,"" says Vallat.","2. Ruhen Sie sich aus, wenn sie es brauchen: Zwei Jobs zu haben, als Schlafforscher und als Algorithmenentwickler, und das alles, während er sich um ein Neugeborenes kümmert, hätte Raphael Vallat bestimmt in den Burnout getrieben, wenn er sich nicht ausgeruht hätte, sagt er. ""Wenn ich dabei bin, auszubrennen, fühlt sich im Gründe jede Aufgabe wie ein Berg an, den man besteigen muss, und sie fühlt sich extrem dringend und wichtig an"", sagt Vallat.",2-1
78,"""I don't think work feels like work when you feel like you're having an impact,"" says Gounder. ""If you're working crazy hours doing something that has no meaning to you, I think you really do need to step back and question what you're doing.""","""Ich finde nicht, dass sich Arbeit wie Arbeit anfühlt, wenn man sich so fühlt, als könnte man etwas ausrichten"", sagt Gounder. ""Wenn man eine verrückte Stundenzahl für etwas arbeitet, das für einen keine Bedeutung hat, denke ich, dass man wirklich Abstand gewinnen und in Frage stellen muss, was man tut.""",2-1
87,Four teenagers were shot December 16 at Benito Juarez High School.,Am 16. Dezember wurde an der Benito Juarez High School auf vier Teenager geschossen.,1-2
92,Minnesota biologists rescue trapped black bear The Minnesota Department of Natural Resources came to the rescue of a bear-y unlucky bear after it became trapped in a ditch.,"Biologen in Minnesota retten gefangenen Schwarzbären Das Minnesota Department of Natural Resources kam einem sehr unglücklichen Bären zur Rettung, nachdem er sich in einem Graben verfangen hatte.",2-1
105,"Photos: Following restorations, Egypt inaugurates the Djehuty and Hery tombs The tombs of Djehuty and Hery have been inaugurated on Thursday following the completion of restoration work.",Fotos: Nach Restaurationen weiht Ägypten die Djehutiund Hery-Gräber ein Die Gräber von Djehuti und Hery wurden am Donnerstag nach Abschluss der Restaurationsarbeiten eingeweiht.,2-1
110,"Important tombs from an important era Wazir explained that these two tombs belong to prominent people, who lived during the beginning of the 18th dynasty of the New Kingdom one of the most important eras of ancient Egypt.","Wichtige Gräber aus einem wichtigen Zeitalter Wazir erklärte, dass diese Gräber bedeutenden Menschen gehören, die während dem Anfang der 18. Dynastie des Neuen Reichs lebten einem der wichtigsten Zeitalter des Alten Ägyptens.",1-2
111,"He said that the layout of the tombs are T-shaped, a style commonly used in tombs from the 18th dynasty.","Er sagte, dass der Grundriss der Gräber T-förmig ist, ein Stil, der häufig bei Gräber der 18. Dynastie verwendet wird.",1-2
118,"Jared O'Mara should never have been a Labour candidate, says Rachel Reeves The disgraced former MP Jared O'Mara ""should never have been selected as a Labour candidate"" and deserves his four-year jail sentence, the shadow chancellor has said.","Jared O'Mara hätte nie Labour-Kandidat sein sollen, sagt Rachel Reeves Der in Ungnade gefallene ehemalige Abgeordnete Jared O'Mara ""hätte nie als Labour-Kandidat ausgewählt werden sollen"" und verdient seine vierjährige Haftstrafe, sagte die Schattenkanzlerin.",2-1
120,"The entire selection committee in Bolton North East resigned after they were not allowed to choose the shortlist, an increasingly common practice in Keir Starmer's Labour party, saying: ""Yet again, it appears that the Labour party is seeking to promote the views and attitudes of a clique in London, rather than local members in the north.""","Das gesamte Auswahlkomitee in Bolton North East trat zurück, als ihnen nicht gestattet worden war, die Shortlist zu wählen, ein zunehmend gängiges Verfahren in Keir Starmers Labour-Partei. Sie sagten dazu: ""Wieder einmal scheint es so, als würde die Labour-Partei versuchen, die Ansichten und Meinungen einer Londoner Gruppe voranzubringen, anstatt die der örtlichen Mitglieder im Norden.""",1-2
121,"They added: ""This goes against the attitude necessary to win back the red wall, which is so desperately needed to deliver a Labour government."" Reeves said: ""I don't know what the circumstances are of what has happened in Bolton, but I do know that those being selected are strong candidates, often with very strong roots in their communities.""","Sie fügten hinzu: ""Das geht gegen die notwendige Einstellung, um die rote Wand zurückzugewinnen, die so dringend gebraucht wird, um eine Labour-Regierung zu stellen."" Reeves sagte: ""Ich weiß nicht, wie die Umstände von dem sind, was in Bolton passiert ist, aber ich weiß, dass die, die gewählt wurden, starke Kandidaten sind, oft mit sehr starken Wurzeln in ihrer Gemeinde.""",1-2
135,"After watching apprentices climb up pretend telegraph poles at the £1.7m site, Reeves discussed Labour's plans to overhaul the apprenticeship levy, which forces larger firms to put aside 0.5% of their payroll to fund apprentices.","Nachdem sie dabei zugesehen hatte, wie Auszubildende Trainingstelegrafenmasten an dem 1,7 Mio. £ teuren Standort hochkletterten, besprach Reeves Labours Pläne, die Ausbildungsplatzabgabe zu überarbeiten, die größere Unternehmen dazu zwingt, 0,5 % ihrer Lohnkosten für die Finanzierung von Auszubildenden zu nutzen.",1-2
137,"For example, said Reeves, Openreach ""wants to retrain people who work on copper to work on fibre, but the apprenticeship levy doesn't have that flexibility around retraining."" Reeves said Labour would change the levy so companies could use the money to retrain employees in industries such as the automotive sector and those currently fitting gas boilers.","Reeves sagt, dass Openreach beispielsweise ""Menschen, die an Kupfer arbeiten, auf Faser umschulen möchte, aber die Ausbildungsplatzabgabe besitzt keine Flexibilität für Umschulungen."" Reeves sagte, dass Labour die Abgabe so ändern würde, dass Unternehmen das Geld verwenden könnten, um Arbeitnehmer in Industrien wie dem Automobilsektor und diejenigen, die aktuell Gaskessel anpassen, umzuschulen.",1-2
145,"The Tate was hosting Drag Queen Story Hour UK on Saturday, with tales told by Aida H Dee, who the gallery's website describes as ""the first drag artist in Europe to read stories to children in a nursery.""","Die Tate veranstaltete am Samstag Drag Queen Story Hour UK, bei der Aida H Dee Geschichten vorliest. Sie wird von der Website der Galerie als ""erste Dragkünstlerin in Europa, die Kindern in einer Kindertagesstätte Geschichten vorliest"", beschrieben.",1-2
148,"Writing on Twitter, the drag queen said the day had been ""proper emotional,"" adding that five protesters had gained entry to the Tate and ""caused a disruption"" in parts of the building, but they did not affect the readings.","Auf Twitter schrieb die Dragqueen, dass der Tag ""sehr emotional"" gewesen war und fügte hinzu, dass fünf Demonstranten es geschafft hatten, sich Zutritt zur Tate zu verschaffen und in einigen Teilen des Gebäudes ""Störungen verursacht"" hätten. Es gab aber keine Auswirkungen auf die Lesung.",1-2
154,"BUT not to Drag Story Hour UK ... They made a fuss elsewhere in the building, not where the show was!!","ABER nicht für Drag Story Hour UK ...Sie haben woanders im Gebäude einen Aufstand gemacht, nicht wo die Show war!!",2-1
159,Trump's Prized 40 Wall Street Building On 'Lender Watch',,1-0
160,"Amid Dropping Income: Report Donald Trump's heavily mortgaged skyscraper at 40 Wall Street is on ""lender watch"" amid plummeting income and increasing costs, Bloomberg reported Friday.","Trumps kostbares Gebäude 40 Wall Street nach sinkenden Einnahmen unter ""Kreditgeberbeobachtung"": Bericht Donald Trumps mit hohen Hypotheken belasteter Wolkenkratzer auf der Wall Street 40 ist vor dem Hintergrund sinkenden Einkommens und wachsender Kosten unter ""Kreditgeberbeobachtung"", berichtete Bloomberg am Freitag.",4-1
173,"The statement from Prigozhin, a millionaire who has close links to Russian President Vladimir Putin and was dubbed ""Putin's chef"" for his lucrative Kremlin catering contracts, marked a recognition of the difficulties that the Kremlin has faced in the campaign, which it initially expected to wrap up within weeks when Russian troops invaded Ukraine on Feb. 24.","Die Aussage von Prigoschin, der eine enge Beziehung zum russischen Präsidenten Wladimir Putin hat und für seine lukrativen Gastronomieverträge mit dem Kreml als ""Putins Koch"" bezeichnet wurde, stellt eine Bestätigung der Schwierigkeiten des Kremls in seinem Feldzug dar. Als russische Truppen am 24. Februar in die Ukraine einmarschierten, hatte der Kreml erwartet, dass der Feldzug innerhalb von Wochen abgeschlossen sein sollte.",1-3
175,"The Kremlin has avoided making forecasts on how long the fighting could continue, saying that what it called the ""special military operation"" will continue until its goals are fulfilled.","Der Kreml hat es vermieden, Prognosen anzustellen, wie lange die Kämpfe weitergehen könnten. Stattdessen sagt er, dass die von ihm so genannte ""spezielle Militäroperation"" so lange weitergehen werde, bis ihre Ziele erfüllt sind.",1-2
180,"On Friday, Russia launched the 14th round of massive strikes on Ukrainian energy facilities and other vital infrastructure.",Am Freitag hat Russland die 14. Runde massiver Angriffe auf ukrainische Energieanlagen und andere wichtige Teile der Infrastruktur begonnen.,1-2
184,"Valerii Zaluzhnyi, said that Russian forces launched 71 cruise missiles, 35 S-300 missiles and seven Shahed drones between late Thursday and midday Friday, adding that Ukrainian air defenses downed 61 cruise missiles and five drones.","Walerij Saluschnyj sagte, dass die russischen Streitkräfte 71 Marschflugkörper, 35 S-300-Raketen und sieben Shahed-Drohnen zwischen Donnerstagabend und Freitagmittag abgefeuert hätten. Er fügte hinzu, dass die ukrainische Luftabwehr 61 Marschflugkörper und fünf Drohnen abschießen konnte.",1-2
191,"The bridge, which was targeted by Russian missile strikes early in the war, serves the railway link to Romania, which is a key conduit for Western arms supplies.","Die Brücke, die früh im Krieg das Ziel von russischen Raketenangriffen war, wird für die Zugverbindung nach Rumänien genutzt. Diese ist ein wichtiger Durchgangspunkt für westliche Waffenlieferungen.",1-2
193,"GAZIANTEP.KAZINFORM Kazakh rescuers continue digging through the rubble searching for survivors in Türkiye, Kazinform cites the press service of the Kazakh Emergency Situations Ministry.","GAZIANTEP.KAZINFORM Kasachische Retter graben sich in der Türkei weiterhin auf der Suche nach Überlebenden durch die Trümmer, so laut Kazinform der Pressedienst des kasachischen Ministeriums für Notsituationen.",2-1
200,ASTANA.KAZINFORM Opening ceremony of the 10th Asian Athletics Indoor Championships took place on Friday at Qazaqstan sports center in Astana.,ASTANA.KAZINFORM Die Eröffnungszeremonie der 10. Leichtathletik-Hallen-Asienmeisterschaften fand am Freitag im Qazaqstan-Sportzentrum in Astana statt.,2-1
217,"Yellowstone' actor Q'orianka Kilcher beats fraud charges Attorney Camille Vasquez, who represented Johnny Depp in last year's blockbuster defamation trial, has scored another legal victory this time with ""Yellowstone"" actor Q'orianka Kilcher.","Yellowstone-Schauspielerin Q'orianka Kilcher wendet Betrugsvorwürfe ab Die Anwältin Camille Vasquez, die Johnny Depp letztes Jahr in seinem medienwirksamen Verleumdungsprozess vertreten hat, hat einen weiteren juristischen Erfolg erzielt dieses Mal mit ""Yellowstone""-Schauspielerin Q'orianka Kilcher.",1-2
220,"In July 2022, California officials charged Kilcher with two felony counts of workers"" compensation fraud, accusing her of illegally collecting more than $96,000 in disability benefits between October 2019 and September 2021.","Im Juli 2022 klagten kalifornische Beamte Kilcher wegen zwei Straftaten im Bezug auf Arbeitsunfallversicherungsbetrug an. Sie wurde beschuldigt, zwischen Oktober 2019 und September 2021 unerlaubt mehr als 96.000 $ Invaliditätsleistungen erhalten zu haben.",1-2
246,"Speaking of the brand's origins, elsewhere in the interview Demna said one of the most ""painful"" parts of the backlash was tarnishing ""the name of Balenciaga and the legacy of Cristóbal Balenciaga.""","Wenn es um die Herkunft der Marke geht, spricht Demna anderorts im Interview, dass es einer der ""schmerzvollsten"" Teile der Gegenreaktionen war, dass ""der Name Balenciaga und das Erbe von Cristóbal Balenciaga"" beschmutzt wurden.",1-2
248,"It's Fake News, CBN Debunks Claim It Lacks Capacity To Print More New Naira Notes","Es ist eine Falschmeldung, CBN dementiert die Behauptung, dass sie keine Kapazitäten habe, um mehr neue Naira-Banknoten zu drucken",2-1
252,"He said while the CBN appreciates the concerns shown by all stakeholders about the distribution of the new Naira notes, ""we are alarmed at the extent to which vested interests are attempting to manipulate facts and pitch the public against the Bank."" Nwasinobi said the CBN remains committed to performing its monetary policy functions, as stipulated in the CBN Act, 2007 (as amended).","Er sagte, dass die CBN zwar die Besorgnis aller Beteiligten über die Verteilung der neuen Naira-Banknoten zu schätzen wisse, aber dass ""wir alarmiert sind über das Ausmaß, in dem Interessengruppen versuchen, Fakten zu manipulieren und die Öffentlichkeit gegen die Bank aufzuwiegeln"". Nwasinobi sagte, dass sich die CBN weiterhin verpflichtet, ihre geldpolitischen Funktionen zu erfüllen, so wie sie im CBN-Gesetz von 2007 (in der geänderten Fassung) festgelegt sind.",1-2
257,Tim Sherwood tears into £44m signing Pedro Porro after dismal,Tim Sherwood kritisiert 44 Mio. Pfund teure Verpflichtung von Pedro Porro nach katastrophalem,1-2
258,"Tottenham debut Porro had an afternoon to forget against Leicester (Picture: Getty) Tim Sherwood tore into Pedro Porro's ""absolutely disgusting"" defending during Tottenham's 4-1 defeat to Leicester City.","Debüt bei Tottenham Porro hatte einen Nachmittag, den er gerne vergessen würde, gegen Leicester (Bild: Getty) Tim Sherwood kritisierte Pedro Porros ""absolut grauenhafte"" Verteidigung bei der 4 zu 1-Niederlage von Tottenham gegen Leicester City.",4-1
277,Recall that Trump tried and failed to block the House Jan. 6 committee from getting White House records.,"Erinnern wir uns daran, dass Trump erfolglos versuchte, den Sonderausschuss für den 6. Januar daran zu hindern, Unterlagen aus dem Weißen Haus zu erhalten.",2-1
