id,source,target,n2m
13,"My wife tried doing that a few years back, and—' 'No,' the farmer said, and the conversation died.",私の妻が数年前にそれを試したことがあるんだけど、－ いいえと農夫は言った、そして会話は途切れてしまった。,2-1
18,"'I think I saw them in town a few times,' Alec said.",僕、町で何度か見かけたことある気がする。 アレックが言った。,1-2
25,'Did you know?' 'Who?' 'Jean ...,知ってたか? 誰? ジーン・・・,1-3
27,"'She's moving out, selling up her farm.' 'Oh yes, Jean ...'",彼女が引っ越し、自分の農場を売るそうだ ああ、ジーンか。。。,2-1
33,"He gestured past a large, half-empty water tank around two hundred feet away, its translucent plastic grown stained with time, the smear of a smile where fluid had lapped within. 'We found them near there.'",彼は、約200フィート先にある大きな半分空の水タンクを指し示した。 その半透明のプラスチックは時間と共に汚れていた。 液体が内部で転がった際の笑顔マークがそこに残って彼らをそこ近くで見つけましたと話す。,2-3
43,"The other man tutted, smiling. 'What have we come to, eh?'",その他の男性は微笑みながらため息をつき、どういうことだねと言いました。,2-1
50,"'Not afraid of a little dirt, are you, Sergeant Nichols?'",少し汚れることを恐れてなどいませんよね? ニコルズ軍曹?,1-2
51,'No.' Yes.,そうだ。,2-1
52,,本当はそうじゃなかった。,0-1
55,"Alec swatted one away from his rolled-up sleeve, a great bulbous thing that had nestled on the hairs of his forearm.",アレックは袖を捲り上げてヒグラシから一匹払った。 それは彼の前腕に巣食った丸々としたものだ。,1-2
64,"'They normally love coming over here.' And now their torches revealed the edge of a bank, right before the crest of a shallow stream that cut through the farmer's reclaimed marshland.",普段なら、羊達も喜んでこちらに来るのだが そして今、彼らのたいまつは銀行の端を明らかにしました、農夫が再利用した湿地を切る浅い川の頂上直前。,2-1
