id,source,target,n2m
1,ミホは、今では結婚して地元に中古の一戸建てを買っていて、そこに友達がよく集まっている。,"Miko obecnie mieszka w małym, starym domu na przedmieściach, który kupił razem z mężem. Ma tam dość dużo kolebek, które często odwiedzają.",1-2
8,お客様の目を見て微笑んで一礼すること、生理用品は紙袋に入れること、温かい物は冷たい物と分けて入れること、ファーストフードを頼まれたら手をアルコールで消毒すること。,"Praktykowaliśmy różne scenariusze, w których odgrywaliśmy role sprzedawców i klientów, a także ćwiczyliśmy się w obsłudze klientów. Byliśmy zobowiązani do patrzenia na klientów i używania odpowiednich gestów, takich jak uśmiechnięcie się i ukłony. Trenowaliśmy również, jak najlepiej umieścić produkty w koszykach i jak sprzedawać je klientom. W praktyce używaliśmy także alkoholu do dezynfekcji rąk, gdy sprzedawaliśmy fast food.",1-4
9,お金に慣れるためにとレジの中には本物のお金が入っていたが、レシートにはトレーニングと大きく印字されていたし、相手は同じ制服を着たアルバイト仲間だし、なんとなくお買いものごっこをしているようだった。,"W celu zapoznania się z praktycznymi aspektami pracy, mieliśmy również dostęp do autentycznych pieniędzy, które były przechowywane w kasie. Na recepcji byli zawsze znamienieni znakiem ""Trening"" i byliśmy zobowiązani do robienia coś, co wyglądało na sprzedaż, ale w rzeczywistości byliśmy tylko studentami w tej szkole.",1-2
11,妹が私と異なり普通のことで母に叱られているとき、母に私は近づいてどうして怒っているの?と理由を尋ねた。 私が母に質問したせいでお説教が終わると、庇かばわれたと思うのか、妹はいつも私にありがとうと言った。,"Kiedy moja siostra została zganiona przez matkę za normalne rzeczy a ja zbliżyłem się do matki pytając ""Dlaczego jesteś zła?"", moja siostra zawsze dziękowała mi po skończonej reprymendzie, myśląc chyba, że ją obroniłem.",2-1
14,お父さん、焼き鳥好きだから、今日、これを焼いて食べよう 良く聞こえなかったのだろうかと、はっきりとした発音で繰り返すと、母はぎょっとし、隣にいた他の子のお母さんも驚いたのか、目と鼻の穴と口が一斉にがばりと開いた。,"""Tata, lubię kurczaka, dlatego dziś będę go gotować i jeść."" powtarzam, ale bez emocji, co powoduje, że matka jest zaskoczona i otwiera usta, nosa i oczy na maksymalną wielkość. Inna kobieta, która siedziała obok, także się zadziwia.",1-2
18,ほら、皆も泣いてるよ。 お友達が死んじゃって寂しいね。,"Jego przyjaciele również płaczą. Jestem samotna. Jestem smutna.""",2-3
19,ね、かわいそうでしょう?,,1-0
21,せっかく死んでるのに 私の疑問に、母は絶句した。,"Bo już umarł?"" pytająco. Matka milczy.",1-2
23,その間、ポケットの中の小銭を鳴らしていた男性が、ふと思いついたように胸ポケットに手を入れる。 その仕草から、電子マネーで支払をするのだなと咄嗟に判断する。,"W tym czasie, mężczyzna, który dzwonił w kieszenie swojej kurtki, wkroczył rękę do kieszeni na piersi, co sugerowało, że zapłacił elektronicznie.",2-1
30,掌やポケットの中で小銭を鳴らしている人は、煙草か新聞をさっと買って帰ろうとしている人が多いので、お金の音には敏感だ。,"Często ludzie, którzy szukają drobnych pieniędzy w kieszeni lub w dłoni, chcą szybko kupić papierosa lub gazetę i wrócić do domu. Dlatego też jestem wrażliwy na ten dźwięk.",1-2
34,客が入ってくるチャイムの音に、店内を流れる有線放送で新商品を宣伝するアイドルの声。 店員の掛け声に、バーコードをスキャンする音。 かごに物を入れる音、パンの袋が握られる音に、店内を歩き回るヒールの音。,"Dźwięk chimes sygnalizujący wejście klienta, transmitowany w radiowym broadcastzie nowych produktów przez idola, głos pracownika sklepu, dźwięk skanowania kodów kreskowych, dźwięk wkładania produktów do kosza, szum papieru zostaje uchwycony, a także dźwięk kroków klienta, których nie usłyszymy.",3-1
37,特にお菓子の食べ方が似ていて、二人ともネイルを施した手でクッキーを小さく割りながら口に運んでいる。,"Szczególnie podobny jest ich sposób jedzenia ciast. Oboje trzymają nalepki na dłoniach, a następnie rozbijają je na małe kawałki, zanim dostają do ust.",1-2
