id,source,target,n2m
1,"""Лжешь""! подумал я.",嘘つきだと私は思った。,2-1
2,"Брелоки и перстень на мизинце плохо вязались с письмом ради куска хлеба, да и по лицу Камышева пробежала чуть заметная, уловимая опытным глазом тучка, которую можно видеть на лицах только редко лгущих людей.",キーホルダーと小指のリングは、一片のパンのための手紙とはそぐわなかった。 カミシェフの顔を走る、目立ちにくいが経験豊富な目で捕らえられる雲もそうだ。 これは、滅多に嘘をつかない人々の顔にしか見えないものだ。,1-3
3,Какой сюжет вашей повести? спросил я.,あなたのストーリーは何ですか? と私が尋ねた。,1-2
9,"""Из записок судебного следователя""...",(裁判官用語で) 法廷調査員メモです。。。,1-2
17,"Я это знаю, но... уж вы будьте так добры...",それはわかっていますが。。。 どうかお願いします。。。,1-2
20,"Желающий попасть в начинающие сел и продолжал, глядя на пол своими умоляющими глазами: Я притащил к вам маленькую повесть, которую мне хотелось бы напечатать в вашей газете.",農村への移住を希望する人が床にじっと見つめながら切実に訴えました： 小説を一つ、あなた方の新聞に掲載したくて持ってきました。,2-1
26,"Был, знаете ли, судебным следователем в С-м уезде, прослужил пять с лишком лет, но ни капитала не нажил, ни невинности не сохранил...",実は知ってるかどうかわからないけど、S地区で法廷調査員を5年以上務めた経歴があるんだ。 でも富も築けず、清廉さも保つことができませんでした。。。,1-2
29,Я отниму у вас одну только минуту! продолжал мой герой извиняющимся голосом.,あなたの1分だけ頂きます! と続けた私の主人公は詫びる声で。。。,1-2
31,"Кандидат прав Иван Петрович Камышев, бывший судебный следователь...",法学候補者イヴァン・ペトロヴィチ・カマシェフ。。 元検事です。。。。,1-2
34,"Но лучше поздно, чем никогда. Войдя ко мне в кабинет, он сконфузился.",でも遅すぎるよりましだ、何もしないより 彼が私のオフィスに入ってきたとき、戸惑っていました。,2-1
40,"Но видите ли, в чем дело, г. редактор: я завтра уезжаю в Одессу по одному очень важному делу...",しかしご覧ください、エディター様。 実は明日非常に重要な用事でオデッサへ旅立つ予定です。。。,1-2
41,"Имей я возможность отложить эту поездку до субботы, то, верьте, я не просил бы вас делать для меня исключение.",土曜日までこの旅行を延期することが可能だったら、確信して言えます。 特例を依頼するつもりはありませんでした。,1-2
66,"Я не женщина и не художник. Мало я смыслю в мужской красоте, но господин с кокардой своею наружностью произвел на меня впечатление.","私 is 女性でもアートでもありません 私 の 知識 of メール美容 IS 少ししかあります is 場合でも, 彼 の 外観 IS 私 to 感動 を与えました。",2-1
68,"На этом лице вы увидите настоящий греческий нос с горбинкой, тонкие губы и хорошие голубые глаза, в которых светятся доброта и еще что-то, чему трудно подобрать подходящее название.","青い眼中, すばらしいノーズと優れたリップが光ります。 喜び と unknown 次元を輝かせています。",1-2
74,"Они, после редакторского ""проси"", долго кашляют, долго сморкаются, медленно отворяют дверь, еще медленнее входят и этим отнимают немало времени.",彼らは、どうぞという編集者の申し出後、長い間咳払いしたり鼻水をすする時間がかかります。 彼らは、ドアをゆっくりと開けて入ってくると、そこで多くの時間を浪費します。,1-2
77,"Человек, так добивавшийся свидания со мной, играет в моей повести очень видную роль, Необходимо описать его наружность.","(sym) 私に努力して面接行ったこの人物は, 屋ストーリー(物語)中て信正視ロール (重要な役割）を演じます。 彼 の外面(sym style=""margin-top:5px;margin-right:5px;width:13px;height:13px"")外観 を 描 冴 ニ関 ゜シ 法読の必要があります。",1-2
79,"Должно быть, чиновник-с, добавил Андрей, с кокардой...",おそらく役人だろうとアンドレイは付け加えました。 帽子にコカードがついてたからさ。,1-2
