id,source,target,n2m
3,"Wenn alles unterschiedslos gespeichert ist, wie auf den elektrische Energie verbrauchenden Datenspeichern, verliert es seine Bedeutung und wird zu einer ungeordneten Ansammlung unbrauchbarer Information.",全てが何の区別もなく保存され続けると、電力を消費するデータストレージのように、それが意味を失ってしまいます。 そしてただの無秩序な使用不能な情報の集積体へ変わってしまいます。,1-2
8,"Der Freitod erscheint vielleicht als die radikalste Maßnahme, über die Ungewissheit der Zukunft zu triumphieren, freilich zum Preis einer verkürzten Existenz.",自殺は、不確かな未来を勝つための最も急進的な手段と思われるかもしれません。 しかし、それは短縮された存在の代償としてであります。,1-2
10,"Um sicherzustellen, dass ihm nicht doch noch etwas Unvorhergesehenes zustieß, sprang er in Athen lachend, nackt und gesalbt ins Feuer, verbrannte zweifellos qualvoll bei lebendigem Leib und ging mit der Inszenierung seines selbstbestimmten Todes in die Geschichte ein, wenn auch nur als kuriose Anekdote in einem Band jener einst achtzig Bücher umfassenden Römischen Geschichte des Cassius Dio, dessen Inhalt zufällig überliefert wurde.",予期しない何かが起こる可能性があることを確認するために、彼はアテネで笑顔で裸体に塗油して火中へ飛び込みました。 そして疑いなく生じて火葬され、自分で選択した死の演出と共に歴史に名を刻みましたが、偶然残ったカッシウス・ディオーのローマ史80冊分中1冊分しか残しておらず奇妙な逸話です。,1-2
14,"Wer kennt nicht den Abwehrzauber des süßbittren Vorausleidens, den fatalen Drang, das Befürchtete durch gedankliche Vorwegnahme verhindern zu wollen?",誰でも甘苦い前知識の魔除けを知っていますか? つまり、思考的な先取りで予想されたものを防ごうとする致命的な衝動です。,1-2
16,"In der Antike versprachen die Träume Trost, sagten die Griechen ihnen doch nach, sie verhießen, Orakeln gleich, das Kommende und nähmen somit der Zukunft zwar nicht das Unabänderliche, wohl aber den Schrecken des Unerwarteten.",古代では夢が慰めの約束した。 ギリシャ人たちによれば、夢はそれぞれオラクルのように来るものを予告し、その結果未来から不変性は奪わなかったもしくは予期せぬ恐怖から取り除きます。,1-2
23,"Die Zäsur des Todes ist der Ausgangspunkt von Erbe und Erinnerung und die Totenklage die Quelle jeder Kultur, mit der man die nun klaffende Leerstelle, die plötzliche Stille mit Gesängen, Gebeten und Geschichten füllt, in denen das Abwesende noch einmal verlebendigt wird.",死の節目は遺産と記憶の出発点であり、死者の嘆きは、今や空虚な場所、突然の静寂を歌や祈り、物語で埋めるすべての文化の源です。 これらによって逝去した者が再び生き返されます。,1-2
24,"Wie eine Hohlform lässt die Erfahrung des Verlusts die Umrisse dessen, was zu beklagen ist, hervortreten, und nicht selten verwandelt es sich im verklärenden Licht der Trauer zu einem Objekt der Begierde, oder wie es ein Heidelberger Professor für Zoologie im Vorwort eines Bändchens der Neuen Brehm-Bücherei formuliert: ""Es scheint zu den rational kaum fassbaren Eigenschaften des westlichen Menschen zu gehören, dass er Verlorenes höher bewertet als noch Bestehendes, anders ist die merkwürdige Faszination nicht zu erklären, die seither vom Beutelwolf ausgeht.""",喪失体験は彫塑で言うところの負形式（ネガ形）であり、泣き悲しむ対象が何であるかを明確に示します。 そしてしばしば喪失は喪失自体が渇望被告に変わります。 それはハイデルベルグ大学動物学教授が新しいブレーム図書館シリーズ冊子序文に記した通り、理性では困難な部類において人間は存在するものよりも失われたものを高く評価する傾向があります。,1-3
27,"Auch werden jene Sterbe-Orte von ihnen noch Jahre später regelmäßig aufgesucht, wozu es zweifellos eines guten Gedächtnisses, womöglich sogar gewisser Jenseitsvorstellungen bedarf, die wir uns nicht weniger phantastisch als die unsrigen und ebenso unverifizierbar vorstellen dürfen.",また彼らは何年もあとまで定期的にその亡くなった場所訪問します 。 これ多分優秀記憶力 必要ありそうだ そして 恐らく 我々が想像しうるよりもずっと非現実的な死後の世界観も必要そうだ、そしてそれは我々自身のものと同じくらい検証不可能です。,1-2
28,"Erst jetzt, da ich die Arbeit an diesem Buch, in dem die vielfältigen Phänomene der Zersetzung und Zerstörung eine tragende Rolle spielen, fast beendet habe, sehe ich ein, dass es nur eine der unzähligen Arten darstellt, mit dem Tod umzugehen, die im Grunde nicht unbeholfener oder fürsorglicher ist als jene von Herodot bezeugte Sitte der Kallatier, die ihre verstorbenen Eltern aufzuessen pflegten und voller Entsetzen waren, als sie von jenem Brauch der Griechen hörten, die ihrigen zu verbrennen.",この書籍の仕事がほとんど終わり、多様な分解や破壊現象が主要な役割を果たすことを理解するまで、死とどのように向き合うかの無数の方法の一つでしかないことを認識しました。 これは基本的にはヘロドトスが証言したカラティア人たちの習慣、つまり亡くなった親を食べる習慣よりも不器用ではなく、またはギリシャ人が彼ら自身を燃やす風味について聞くと恐怖心でいっぱいだった。,1-2
31,"Doch keine hat mich so berührt wie der Friedhof jener Fischersiedlung, in dessen eigentümlichem Grundriss einer Art Kompromiss aus Kreis und Quadrat ich nichts anderes als ein Sinnbild der ungeheuerlichen Utopie zu erkennen glaubte, die ich dort verwirklicht sah: mit dem Tod vor Augen zu leben.",しかし、その中でも特に感動したどこよりも心を打つ場所は漁村の霊園だった。 その奇妙な形状 円と四角形から成る種類的なコンプロマイズは私がそこで実現した思う巨大な理想象徴としか思えません：死を常に意識しながら生きていくこと。,1-2
