id,source,translation,n2m
1,"""Was ist denn?"", fragte ich.","""Co się dzieje?"", zapytałem.",1-1
2,"""Nichts"", flötete Selma, öffnete den Kühlschrank, holte ein Paket Schnittkäse und eine Leberwurst heraus und schwenkte beides durch die Luft.","""Nic"", zanuciła Selma, otwierając lodówkę, wyjęła pakunek sera i salcesonu i machnęła oboma przez powietrze.",1-1
4,"""Mäuselchen"", flötete sie noch hinterher, und Flöten und Mäuselchen waren nun wirklich alarmierend.","""Muszko"", zaśpiewała jeszcze, a te słodkości i werbelki naprawdę już były niepokojące.",1-1
5,"""Käse, bitte"", sagte ich, ""was hast du denn""?","""Sery, proszę"", powiedziałem, ""co tam masz""?",1-1
6,"""Nichts"", flötete Selma, ""hab ich doch gesagt"".","""Nic"", zaśpiewała Selma, ""przecież mówiłam"".",1-1
7,"Sie strich Butter auf eine Scheibe Brot, und weil sie immer noch herumschlackerte, schubste sie dabei den Käse mit dem Handgelenk von der Anrichte.","Rozsmarowywała masło na kromce chleba, a że cały czas się kiwała, odpchnęła nadgarstkiem ser z kredensu.",1-1
8,"Selma hielt jetzt still und schaute hinab auf die Käsepackung, als sei sie etwas Kostbares, das in tausend Teile zersprungen war.","Selma teraz stała nieruchomo i patrzyła na opakowanie sera, jakby było czymś cennym, co rozpadło się na tysiąc kawałków.",1-1
9,"Selma hatte in ihrem Leben dreimal von einem Okapi geträumt, und jedes Mal war danach jemand gestorben, deshalb waren wir überzeugt, dass der Traum von einem Okapi und der Tod unbedingt miteinander verbunden waren.","Selma trzykrotnie we śnie spotkała okapi, a za każdym razem ktoś potem umierał stąd byliśmy przekonani, że sen o okapi i śmierć są ze sobą nierozerwalnie związane.",1-1
10,Unser Verstand funktioniert so.,Nasz umysł działa w ten sposób.,1-1
11,"Er kann innerhalb kürzester Zeit dafür sorgen, dass die einander abwegigsten Dinge fest zusammengehören.","Może on w najkrótszym czasie doprowadzić do tego, że najbardziej nieprzewidywalne rzeczy będą z sobą ściśle powiązane.",1-1
12,"Kaffeekannen und Schnürsenkel beispielsweise, oder Pfandflaschen und Tannenbäume.","Dzbanki do kawy i sznurówki, na przykład, albo butelki zwrotne i choinki.",1-1
13,"""Was soll es denn sonst gewesen sein"", sagte Selma, und dass man ein Okapi ja nur schwerlich mit einem anderen Tier verwechseln könne.","""Co miałoby to być, jeśli nie ono"" powiedziała Selma, dodając, że okapi ciężko pomylić z jakimkolwiek innym zwierzęciem.",1-1
14,"""Doch"", sagte ich, es könne ja auch ein verwachsenes Rind gewesen sein, eine falsch zusammengesetzte Giraffe, eine Laune der Natur, und die Streifen und das Rostrote, das könne man doch alles nicht so genau erkennen in der Nacht, da sei schließlich alles sehr verschwommen.","""Jednak"", powiedziałem, mogło to być również zdeformowane bydle, źle złożona żyrafa, kaprys natury, a co do tych pasków i rdzawego koloru przecież w nocy nie można tego wszystkiego tak dokładnie rozpoznać, wszystko jest tam przecież bardzo zamazane.",1-1
15,"""Das ist doch Quatsch"", sagte Selma und rieb sich die Stirn, ""das ist doch leider Quatsch, Luise"".","""To głupota"", powiedziała Selma, pocierając czoło, ""naprawdę, Luise, to czysta głupota"".",1-1
16,"Sie legte eine Scheibe Käse auf das Brot, klappte es zusammen und legte es in meine Butterbrotdose.","Położyła plaster sera na chleb, złożyła go na pół i włożyła do mojego pojemnika na kanapki.",1-1
17,"""Weißt du, wann genau du das geträumt hast""?","""Czy wiesz, kiedy dokładnie to śniłeś""?",1-1
18,"""Gegen drei Uhr"", sagte Selma.","""Około trzeciej"", powiedziała Selma.",1-1
