id,source,translation,n2m
1,"The mother was speaking from the breakfast room, out of my field of view.","Matka mówiła z jadalni, poza moim zasięgiem wzroku.",1-1
2,"I liked that room a lot, with its long, oaken table and glass walls on three sides.","Bardzo lubiłem tamten pokój, z długim dębowym stołem i ścianami z szkła po trzech stronach.",1-1
3,"You could see the bright sparkle of the lake through the glass walls, and sunlight shifted through the moving branches of an ancient willow that shaded the house.","Przez szklane ściany można było dostrzec jasne błyski jeziora, a słońce przebijało się przez poruszające gałęzie starożytnego wierzby, która zacieniała dom.",1-1
4,"We had a system of accounting, a chart on a wall.","Mieliśmy system księgowy, wykres na ścianie.",1-1
5,There were merits and demerits.,Były zalety i wady.,1-1
6,"A merit was for an outrage success­fully committed, a demerit for an act that should bring on humiliation.","Za dokonanie udanego aktu przemocy przyznawano punkt zasługi, natomiast za działanie, które miało doprowadzić do upokorzenia, punkt ujmy.",1-1
7,"Juicy got merits for drooling into cocktails undetected, while Low got demerits for kissing up to a father.","Juicy zyskał uznanie za to, że niezauważenie wylał do koktajli, podczas gdy Low dostał minusy za to, że zalecał się do ojca.",1-1
8,Probably not his own—Low's parentage was a well-kept secret.,Prawdopodobnie nie był jego własny pochodzenie Lowa było dobrze strzeżoną tajemnicą.,1-1
9,But he'd been spotted asking a guy with male-pattern baldness for wardrobe advice.,"Ale został zauważony, jak pytał faceta o poradę odnośnie garderoby, który miał typową dla mężczyzn łysinę.",1-1
10,"We had to hide the running, though, in case our haste betrayed us, so truer to say we slipped out quietly.","Musieliśmy jednak ukryć naszą ucieczkę, bo nasza pośpieszność mogła nas zdradzić, więc bardziej słusznie powiedzieć, że wycofaliśmy się cicho.",1-1
11,"When one of my parents appeared, my technique was: pretend to catch sight of someone in the next room.","Kiedy pojawiał się jeden z moich rodziców, moim sposobem było: udawać, że dostrzegam kogoś w następnym pokoju.",1-1
12,"Move in a natural manner toward this figment of my imagination, making a purposeful face.","Ruszaj się w naturalny sposób w kierunku tego, co wymyśliłem, udając poważną minę.",1-1
13,Go through the door.,Przejdź przez drzwi.,1-1
14,And fade away.,I zniknąć.,1-1
15,"As the evenings wore on, some parents got it into their heads to dance.","Gdy wieczory mijały, niektórzy rodzice zaczęli mieć ochotę na taniec.",1-1
16,A flash of life would move their lumpen bodies.,Moment życia ożywiał ich ciężkie ciała.,1-1
17,Sad spectacle.,Smutny widok.,1-1
18,"They flopped, blasting their old-time music.","Oni wybuchali, wydobywając swoją starą muzykę.",1-1
19,"""Beat on the brat, beat on the brat, beat on the brat with a baseball bat, oh yeah.""","""Bij w brudasa, bij w brudasa, bij w brudasa batem baseballowym, oh yeah.",1-1
20,Later the talk grew louder.,Później rozmowa stała się głośniejsza.,1-1
21,"Freed of our influence, some of them emitted sudden, harsh barks.","Uwolnieni od naszego wpływu, niektóre z nich wydały nagle głośne, szorstkie szczeknięcia.",1-1
22,"Apparently, laughing.","Wyglądało na to, że śmieje się.",1-1
23,"From the wrap­around porch, with its bamboo torches and hanging ferns and porch swings, moth-eaten armchairs and blue-light bug zappers, the barks of laughter carried.","Z otaczającego tarasu, z jego bambusowymi pochodniami, wiszącymi paprociami, huśtawkami, zardzewiałymi fotelami i lampami odstraszającymi owady, dochodziły głośne śmiechy.",1-1
24,"We heard them from the treehouses and tennis courts and from the field of beehives a slow neighbor woman tended in the daytime, muttering under the veil of her beekeeping hat.","Słyszeliśmy je z drzewnych domków, kortów tenisowych oraz z pola uli, którymi w dzień opiekowała się wolno mówiąca sąsiadka, podczas gdy jej twarz zasłaniał kaptur pszczelarski.",1-1
25,"We heard them from behind the cracked panes of the dilapidated greenhouse or on the cool black water of the lake, where we floated in our underwear at midnight.","Słyszeliśmy je zza pękniętych szyb opuszczonej szklarni albo z chłodnej czarnej wody jeziora, gdzie o północy pływaliśmy w naszych bieliznach.",1-1
26,"THE GREAT HOUSE had been built by robber barons in the nineteenth century, a palatial retreat for the green months.","TA WIELKA POSIADŁOŚĆ została zbudowana przez baronów–rabusiów w XIX wieku, jako pałacowe schronienie na zielone miesiące.",1-1
27,"Our parents, those so-called figures of authority, roamed its rooms in vague circuits beneath the broad beams, their objectives murky.","Nasi rodzice, ci tak zwani autorytety, błąkali się po jego pokojach w niejasnych kręgach pod szerokimi belkami, ich cele były niejasne.",1-1
28,And of no general interest.,I bez większego zainteresowania.,1-1
29,The lady urinated.,Pani skorzystała z toalety.,1-1
30,"""Oh, poor old thing, she has a nervous bladder!"" exclaimed someone's chubby mother.","Ach, biedna stara, ma nerwicę pęcherza! wykrzyknęła matka jakiegoś pulchnego kogoś.",1-1
31,"""Is that a Persian rug?""",To jest dywan perski?,1-1
32,Whose mother was it? Unclear.,Czyja to była matka? Niejasne.,1-2
33,"No one would cop to it, of course.","Oczywiście, nikt nie chciał się do tego przyznać.",1-1
34,We canceled the performance.,Anulowaliśmy występ.,1-1
35,"""Admit it, that was your mother,"" said a kid named Rafe to a kid named Sukey, when the parents had filed out.","Przyznaj się, to była twoja mama powiedział Rafe, gdy rodzice wyszli, do Sukey.",1-1
36,"Some of their goblets, highball glasses, and beer bottles were completely empty.","Niektóre z ich kielichów, szklanek do whisky i butelek piwa były całkowicie puste.",1-1
37,Drained.,Wyczerpany.,1-1
38,"Those parents were in a hurry, then.",Ci rodzice byli wtedy w pośpiechu.,1-1
39,"""No way,"" said Sukey firmly, and shook her head.",Nie ma mowy stanowczo powiedziała Sukey i pokręciła głową.,1-1
40,"""Then who is your mother?",To kto jest twoją matką?,1-1
41,The one with the big ass?,Ta z dużym tyłkiem?,1-1
42,"Or the one with the clubfoot?""",A może ten z kulawą stopą?,1-1
43,"""Neither,"" said Sukey.",Żadne z nich odparła Sukey.,1-1
44,"""So fuck you.""",Więc do diabła z tobą.,1-1
45,"One dog got makeup applied to its face, lipstick and blue eye shadow.","Jednemu z psów nałożono makijaż twarzy, w tym szminkę i niebieski cień do powiek.",1-1
46,"It was a white-faced dog, so the makeup showed up well.","Był to pies o białej sierści, więc makijaż dobrze się prezentował.",1-1
47,We liked to have an impact.,Lubiliśmy wywrzeć wrażenie.,1-1
48,"When we were done, the lipstick went back into some mother's Fendi handbag.","Gdy skończyliśmy, szminka wróciła do jakiejś torebki Fendi należącej do matki.",1-1
49,"We watched her apply it, unaware.","Patrzyliśmy, jak to robi, nieświadomi tego.",1-1
50,That was satisfying.,To było satysfakcjonujące.,1-1
51,"We put the dogs in a play and invited the parents, since there was no one else to be an audience.","Umieściliśmy psy na scenie i zaprosiliśmy rodziców, ponieważ nie było nikogo innego, kto mógłby być widownią.",1-1
52,But the pets were poorly trained and failed to take direction.,Ale zwierzęta były źle wyszkolone i nie potrafiły wykonywać poleceń.,1-1
53,There were two soldiers and a fancy lady we'd dressed in a frilly padded bra.,"Były tam dwaj żołnierze i jedna elegancka dama, której ubrałem w falbaniastą, wyściełaną stanik.",1-1
54,The soldiers were cowards.,Żołnierze byli tchórzami.,1-1
55,"Deserters, basically.",Podstawowo dezerterzy.,1-1
