id,source,translation,n2m
1,Беспредельный морской шум не прекращался ни на минуту.,The boundless sea noise did not stop for a minute.,1-1
2,"Он набегал длинными волнами, то усиливаясь, то затихая.","He ran in long waves, then intensifying, then subsiding.",1-1
3,"И ветер то начинал шуметь в голых деревьях, то замолкал, так же как и я прислушиваясь к течению ночи.","And the wind either began to rustle in the bare trees, then fell silent, just as I listened to the flow of the night.",1-1
4,"Но он не уходил, он был здесь.","But he didn't leave, he was here.",1-1
5,Я это знал по запаху мокрой гальки и по едва внятному трепету одинокого платанового листа.,I knew this from the smell of wet pebbles and the barely audible trembling of a lone sycamore leaf.,1-1
6,"Я заметил еще днем этот упрямый сизый лист, но сейчас, ночью, он казался мне маленьким живым существом, моим единственным бодрствующим другом.","I noticed this stubborn gray leaf during the day, but now, at night, it seemed to me a small living creature, my only waking friend.",1-1
7,"Изредка из тьмы, из города, доносились ружейные выстрелы.","Occasionally, out of the darkness, from the city, came the sound of gunshots.",1-1
8,После каждого выстрела долго лаяли собаки.,"After each shot, the dogs barked for a long time.",1-1
9,Потом далеко в море мелькнул тусклый огонь и погас.,Then a dim fire flickered far into the sea and went out.,1-1
10,"Он заставлял смотреть на эти вещи пристальнее и дольше, чем мы это делаем обычно, и открывать в них много не замеченных ранее качеств.","He made us look at these things more closely and longer than we usually do, and discover in them many previously unnoticed qualities.",1-1
11,"Так, в ноздреватом желтом камне было много накрепко впаянных в него маленьких морских ракушек, на кустах дрока оставалось еще несколько цветов, они сидели на прямых твердых стеблях, как промокшие и сморщенные золотые бабочки, и терпеливо дожидались солнца.","So, in the porous yellow stone there were many small sea shells firmly soldered into it, a few more flowers remained on the gorse bushes, they sat on straight hard stems, like wet and shriveled golden butterflies, and patiently waited for the sun.",1-1
12,"Но оно очень редко проступало в тумане размытым белым пятном и не давало ни теплоты, ни тени.",But it very rarely appeared in the fog as a blurry white spot and did not give either warmth or shadow.,1-1
13,"Под единственным старым платаном с лимонными пятнами на стволе валялись листья, как бы вырезанные из тусклого зеленого бархата.",Under a single old sycamore with lemon spots on its trunk lay leaves that looked as if they had been carved from dull green velvet.,1-1
14,"По чугунной калитке вереницей бежали муравьи, сносили в свои подземные житницы последние запасы на зиму, а под якорной цепью жила маленькая робкая жаба.","Ants ran in a file along the cast-iron gate, carrying the last stores for the winter into their underground granaries, and a small timid toad lived under the anchor chain.",1-1
15,Ночью на другом берегу реки кто-то начал махать фонарем и протяжно кричать.,"At night, on the other side of the river, someone started waving a lantern and screaming.",1-1
16,Я вышел с дядей Илько на берег.,I went ashore with Uncle Ilko.,2-1
17,Река ревела.,The river roared.,1-1
18,Вода шла через греблю холодным водопадом.,The water flowed through the rowing like a cold waterfall.,1-1
19,"Ночь стояла поздняя, глухая, ни единой звезды не было над головой.","The night was late, deaf, not a single star was overhead.",1-1
20,"В лицо дуло дикой свежестью разлива, оттаявшей земли.","The wild freshness of the flood, the thawed earth, blew in my face.",1-1
21,"И все время кто-то махал на том берегу фонарем и кричал, но слов за шумом реки нельзя было разобрать.","And all the time someone was waving a lantern on the other side and shouting, but the words could not be made out over the noise of the river.",1-1
22,"Когда гроб вынесли на крыльцо, я увидел на том берегу реки старую коляску, распряженных и привязанных к ней лошадей и маленькую женщину в черном маму.","When the coffin was carried out onto the porch, I saw on the other side of the river an old carriage, horses unharnessed and tied to it, and a little woman in black my mother.",1-1
23,Она стояла неподвижно на берегу.,She stood motionless on the shore.,1-1
24,"Она видела оттуда, как выносили отца.",She saw from there how her father was carried out.,1-1
25,Потом она опустилась на колени и упала головой на песок.,Then she knelt down and dropped her head on the sand.,1-1
26,"Нет, отвечал дед.","""No,"" answered the grandfather.",1-1
27,"Это верно, не виделись.","That's right, we haven't seen each other.",1-1
28,Остап начал слепнуть.,Ostap began to go blind.,1-1
29,"Надумал он дойти тогда до Петербурга, чтобы увидеть ту женщину, пока он еще не совсем ослеп.","Then he decided to go to Petersburg to see that woman, while he was not yet completely blind.",1-1
30,"Дошел он до царской столицы и узнал, что она умерла, мабудь, не выдержала разлуки.",He reached the royal capital and found out that she had died perhaps she could not stand the separation.,1-1
31,"Нашел Остап на кладбище ее могилу из белого мрамора-камня, глянул, и сердце у него сорвалось на камне лежала его железная роза.","Ostap found her grave made of white marble-stone in the cemetery, looked, and his heart broke his iron rose lay on the stone.",1-1
32,Завещала та женщина положить розу на ее могилу.,That woman bequeathed to put a rose on her grave.,1-1
33,Навеки.,Forever.,1-1
34,"А Остап начал лирничать и, мабудь, так и помер на шляху или на базаре под возом.","And Ostap began to liar and, maybe, he died on the highway or in the market under a cart.",1-1
35,Аминь!,Amen!,1-1
36,На том берегу подымался по скату заповедный лес графини Браницкой.,"On the other bank, the reserved forest of Countess Branicka rose up the slope.",1-1
37,Солнце не могло прорваться сквозь мощную зелень этого леса.,The sun could not break through the powerful green of this forest.,1-1
38,Лишь изредка одинокий луч прорезал наискось чащу и открывал перед нами потрясающую силу растительности.,Only occasionally did a single ray cut obliquely through the thicket and reveal to us the amazing power of vegetation.,1-1
39,"Как сверкающие пылинки, влетали в этот луч маленькие птицы.","Like sparkling dust particles, small birds flew into this beam.",1-1
40,"Они с писком гонялись друг за другом и ныряли в листву, будто в зеленую воду.","They chased each other with a squeak and dived into the foliage, as if into green water.",1-1
41,"Я набирал в ведро воды из пруда, бросал в эту воду траву и ждал.","I collected water from the pond into a bucket, threw grass into this water and waited.",1-1
42,Красные поплавки неподвижно стояли в воде.,Red floats stood motionless in the water.,1-1
43,"Потом один из них начинал вздрагивать, пускал легкие круги, внезапно нырял или быстро плыл в сторону.","Then one of them began to tremble, start up light circles, suddenly dive or swim quickly to the side.",1-1
44,"Отец подсекал, леска натягивалась, ореховое удилище сгибалось в дугу, и в тумане над прудом начиналось бульканье, плеск, возня.","Father hooked, the line was stretched, the walnut rod was bent into an arc, and gurgling, splashing, fussing began in the fog over the pond.",1-1
45,"Вода разбегалась, качая кувшинки, торопливо удирали во все стороны жуки-водомеры, и наконец в загадочной глубине появлялся бьющийся золотой блеск.","The water ran up, shaking water lilies, water-meter beetles hurriedly fled in all directions, and finally, in the mysterious depth, a beating golden gleam appeared.",1-1
46,"Нельзя было разобрать, что это такое, пока отец не выволакивал на примятую траву тяжелого карася.",It was impossible to make out what it was until the father dragged a heavy crucian onto the trampled grass.,1-1
47,"Он лежал на боку, отдувался и шевелил плавниками.","He lay on his side, panting and moving his fins.",1-1
48,От его чешуи шел удивительный запах подводного царства.,From his scales came an amazing smell of the underwater kingdom.,1-1
49,Яша считал про себя секунды.,Yasha counted the seconds to himself.,1-1
50,"Мы знали, что от Стурдзовского переулка до санатория Ландесмана было семь минут ходьбы.",We knew that it was a seven-minute walk from Sturdzovsky Lane to the Landesman sanatorium.,1-1
51,В санатории за высокой оградой и железными воротами мы всегда чувствовали себя в полной безопасности.,"In the sanatorium behind a high fence and iron gates, we always felt completely safe.",1-1
52,Особенно если не зажигали коптилок.,Especially if they didn't light oil lamps.,1-1
53,"Когда мы проходили около подворотни, Яша споткнулся.","As we passed near the gateway, Yasha stumbled.",1-1
54,"Потом, когда мы вспоминали о происшествии в Стурдзовском переулке, Яша утверждал, что всегда, если хочешь сделать что-нибудь наилучшим образом, то обязательно сорвешься на пустяковине.","Later, when we recalled the incident in Sturdzovsky Lane, Yasha argued that always, if you want to do something in the best possible way, you will definitely break into a trifle.",1-1
55,"Я же про себя думал, что всему виной была Яшина невыносимая походка.",I thought to myself that Yashin's unbearable gait was to blame.,1-1
56,"Но я молчал, чтобы не огорчать Яшу.",But I was silent so as not to upset Yasha.,1-1
57,Мы крадучись пошли по переулку.,We crept along the alley.,1-1
58,"Я сказал, что надо идти по той стороне, где подворотня, не доходя до нее остановиться, хорошо прислушаться, а затем быстро и беззвучно проскочить мимо подворотни.","I said that we should go along the side where the gateway is, before reaching it, stop, listen well, and then quickly and silently slip past the gateway.",1-1
59,"Расчет, по-моему, был математически точен.","The calculation, in my opinion, was mathematically accurate.",1-1
60,"Если в подворотне есть люди, то они могут нас и не заметить.","If there are people in the gateway, then they may not notice us.",1-1
61,"Если же мы будем идти по противоположной от подворотни стороне, то нас могут заметить еще издали.","If we walk on the opposite side of the gateway, then we may be noticed from afar.",1-1
62,"Я высчитал, что в последнем случае мы будем идти против опасной подворотни, или, вернее, будем на виду у людей, спрятавшихся в подворотне, в пять раз дольше.","I calculated that in the latter case we would go against the dangerous doorway, or, rather, we would be in sight of the people hiding in the doorway five times longer.",1-1
63,"И, следовательно, будет в пять раз больше шансов, что нас заметят.","And, therefore, there will be five times more chances that we will be noticed.",1-1
64,"Утром я просыпался от жаркого солнца, бившего в белые стены.",In the morning I woke up from the hot sun beating on the white walls.,1-1
65,Красные и желтые мальвы-монашки покачивались за открытым окном.,Red and yellow mallow nuns swayed outside the open window.,1-1
66,Вместе с ними заглядывал в комнату цветок настурции; в нем сидела мохнатая пчела.,"Together with them, a nasturtium flower peered into the room; a furry bee sat in it.",1-1
67,"Я, замерев, следил, как она сердито пятится и выбирается из тесного цветка.","I, frozen, watched her angrily back away and get out of a tight flower.",1-1
68,"По потолку без конца бежали светлые струи, легкие волны отражения реки.","Light streams ran endlessly along the ceiling, light waves reflections of the river.",1-1
69,"Река шумела тут же, рядом.","The river roared right there, nearby.",1-1
