id,source,translation,n2m
1,"Все последующее было предсказуемо: возгласы и стоны, нервные шутки и похвалы мне, стоящему в белом у жаровни:","Wszystko, co nastąpiło później, było do przewidzenia: okrzyki i jęki, nerwowe żarty i pochwały dla mnie stojącego w bieli przy koksowniku:",1-1
2,"Маэстро, вы превзошли себя!","Mistrzu, przeszedłeś sam siebie!",1-1
3,"Сюзанна, ты чувствуешь запах ста тысяч, брошенных Настасьей Филипповной в огонь?","""Zuzanno, czy czujesz zapach stu tysięcy wrzuconych do ognia przez Nastasję Filipowną?""",1-1
4,"Милый, сколько же сегодня сжег ты для меня?","Kochanie, ile dzisiaj dla mnie spaliłeś?",1-1
5,"Барбара, мы с тобой преступницы!","""Barbaro, ty i ja jesteśmy przestępcami!""",1-1
6,"Ах, в этой рыбе привкус безумия!","""Ach, ta ryba smakuje jak szaleństwo!""",1-1
7,"Томас, стыдно признаться, но я впервые ем и осетрину!","Thomas, wstyd się przyznać, ale jesiotra pierwszy raz jadłem!",1-1
8,"Попыхивая сигарой, достаю пачку красивых полупрозрачных английских банкнот с самодовольной физиономией короля, вынимаю одну, складываю из нее тельца.","Zaciągając się cygarem, wyjmuję paczkę pięknych, półprzezroczystych angielskich banknotów z zadowoloną z siebie fizjonomią króla, wyjmuję jeden, wyciągam z niego małe ciałka.",1-1
9,Кладу в пепельницу и поджигаю.,Włożyłem go do popielniczki i podpaliłem.,1-1
10,"Это жертва благодарения цифровому миру, обеспечившему нас работой.","To podziękowanie dla cyfrowego świata, który zapewnił nam miejsca pracy.",1-1
11,Я совершаю этот ритуал каждый раз после удачного вечера.,Rytuał ten wykonuję za każdym razem po udanym wieczorze.,1-1
12,"Современные купюры горят отвратительно, приходиться поджигать и поджигать.","Nowoczesne rachunki płoną obrzydliwie, trzeba podpalać i podpalać.",1-1
13,"Мда, англичане в ту пору оказались ""впереди планеты всей"".","Hmm, Brytyjczycy w tym czasie ""wyprzedzali resztę"".",1-1
14,"Четверку джентльменов, подаривших миру новую моду, тогда окрестили ""новыми битлами"": трое из них совпадали именами с ливерпульской четверкой: Джон, Джордж и Пол.","Czterech dżentelmenów, którzy dali światu nową modę, nazwano wówczas ""nowymi Beatlesami"": trzech z nich zbiegło się z imionami czwórki z Liverpoolu: John, George i Paul.",1-1
15,Контрфаготиста звали Грегор.,Kontrafagocista nazywał się Gregor.,1-1
16,"И те, и нынешние стремительно ворвались в послевоенный европейский мир.","Zarówno te, jak i obecne szybko wdarły się do powojennego europejskiego świata.",1-1
17,"Да, после войны всем, всем вдруг отчаянно захотелось почитать.","Tak, po wojnie wszyscy, wszyscy nagle zapragnęli czytać.",1-1
18,"Руки взломщиков потянулись к книгохранилищам, а гурманы и золотая молодежь в первые подпольные читальни.","Ręce włamywaczy sięgnęły do składnic książek, a smakoszy i złotej młodzieży do pierwszych podziemnych czytelni.",1-1
19,Потом туда хлынули и обыватели.,Potem wkroczyli mieszkańcy.,1-1
20,Это были золотые времена.,To były złote czasy.,1-1
21,"Те, кто оказались тогда в нужном месте, срубили бабла по полной: второсортный повар, взятый из уличной забегаловки, за пару месяцев делал себе состояние.","Ci, którzy byli wtedy na właściwym miejscu, skrępowali ciasto do granic możliwości: podrzędny kucharz, wzięty z ulicznej jadłodajni, w kilka miesięcy dorobił się fortuny.",1-1
22,"Мда, родись я лет на пять пораньше.","Hmm, gdybym urodził się pięć lat wcześniej.",1-1
23,В те сумасшедшие годы завороженный процессом народ не обращал внимание на качество.,W tamtych szalonych latach ludzie zafascynowani tym procesem nie przywiązywali wagi do jakości.,1-1
24,"Читали тогда, что называется, ""по диагонали"": дым, копоть, воспарения.","Potem czytają, jak mówią, ""po przekątnej"": dym, sadza, sadza.",1-1
25,"О качестве еды и говорить нечего: богатые дурачки, в одночасье ставшие гурманами, глотали сухой стейк из солнечника на ""Старике и море"", спаленную аррачеру на Дос-Пассосе и недожаренную свинину на ""Швейке"".","O jakości jedzenia nie ma co mówić: bogaci głupcy, którzy nagle stali się smakoszami, połknęli suchy stek z dory na ""Starym człowieku i morzu"", spaloną arracherę na ""Dos Passos"" i niedogotowaną wieprzowinę na ""Szwejku"".",1-1
26,За эти девять лет именно русская литература принесла мне весьма приличный доход.,Przez te dziewięć lat literatura rosyjska przynosiła mi bardzo przyzwoite dochody.,1-1
27,"Благодаря ее пылающим страницам я прошел суровый путь от рядового повара в подпольных забегаловках Гонконга до шефа-по-вызову с тремя звездами и могу позволить теперь себе жить гастролями, кочуя по миру.","Dzięki jej błyskotliwym stronom przeszłam wyczerpującą drogę od zwykłego kucharza w podziemnych jadłodajniach Hongkongu do trzygwiazdkowego szefa kuchni na wezwanie i teraz mogę sobie pozwolić na życie w trasie, włócząc się po świecie.",1-1
28,"Ну и конечно Опыт, Опыт, ""сын ошибок трудных"".","I oczywiście Doświadczenie, Doświadczenie, ""syn trudnych błędów"".",1-1
29,Да и мать его Случайность.,"Tak, a jego matka to wypadek.",1-1
30,И отец Интуиция.,A ojcem jest Intuicja.,1-1
31,"Книги как лошади дикие и своенравные, если не найти к ним подхода.","Książki są jak konie dzikie i krnąbrne, jeśli nie znajdziesz do nich podejścia.",1-1
32,Я обхожусь без стека и шпор.,Idę bez stosu i ostrog.,1-1
33,"Ласка, только ласка.","Łasica, tylko łasica.",1-1
34,"Книги для меня не просто дрова, как их называют в нашем поварском подпольном сообществе.","Książki to dla mnie nie tylko drewno na opał, jak się je nazywa w naszym podziemnym środowisku kulinarnym.",1-1
35,"Все-таки книга это целый мир, хоть и ушедший навсегда.","Mimo to książka to cały świat, choć przepadł na zawsze.",1-1
36,В этом смысле я романтик.,W tym sensie jestem romantykiem.,1-1
37,"Я сын гуманитария, внук стоматолога, правнук адвоката, праправнук раввина.","Jestem synem humanisty, wnukiem dentysty, prawnukiem prawnika, prawnukiem rabina.",1-1
38,"И я знаю точно если ты любишь книгу по-настоящему, она отдаст тебе все свое тепло.","I wiem na pewno jeśli naprawdę pokochasz książkę, odda ci ona całe swoje ciepło.",1-1
39,"А я люблю русскую классику, хотя не прочел и до середины ни одного русского романа.","A ja kocham rosyjską klasykę, chociaż do połowy nie przeczytałem ani jednej rosyjskiej powieści.",1-1
40,"И я не буду жарить стейк на писателе второго сорта, вроде Горького.","I nie będę smażył steku na pisarzu drugiej kategorii, takim jak Gorky.",1-1
41,"Всю классику я и моя умная блоха знаем наизусть: сюжет, биография автора со всеми подробностями, дата выхода бумажного полена.","Ja i moja mądra pchła znamy na pamięć wszystkie klasyki: fabułę, biografię autora ze wszystkimi szczegółami, datę wydania dziennika papierowego.",1-1
42,"Это необходимо знать каждому повару, даже если он вообще не умеет читать книги.","Każdy kucharz musi to wiedzieć, nawet jeśli w ogóle nie umie czytać książek.",1-1
43,"А таких людей у нас, к сожалению, все больше.",A takich osób niestety jest coraz więcej.,1-1
44,"Хотя, безусловно, чтобы хорошо прочесть книгу, повару необязательно ее прочесть.","Chociaż oczywiście, aby dobrze czytać książkę, kucharz nie musi jej czytać.",1-1
45,Парадокс XXI века.,Paradoks XXI wieku.,1-1
46,"""O tempora, o mores!"" как говаривал мой покойный профессор-отец.","""O tempora, o więcej!"" jak mawiał mój nieżyjący już ojciec-profesor.",1-1
47,"А я мальчиком думал, что он говорит о ""темпуре"", которую готовили в одной японской харчевне на соседней улице.","Jako chłopiec myślałem, że mówi o ""tempurze"", którą przygotowywano w japońskiej tawernie na sąsiedniej ulicy.",1-1
48,Во мне уже тогда проснулась душа повара.,Już wtedy obudziła się we mnie dusza kucharza.,1-1
49,"С тех пор как человечество перестало печатать книги и навсегда сделало лучшие из них музейными экспонатами, book'n'grill появился на свет.","Odkąd ludzkość przestała drukować książki i na zawsze uczyniła z nich najlepsze eksponaty muzealne, narodził się book'n'grill.",1-1
50,Люди всегда тянутся к запретному плоду.,Zakazany owoc zawsze przyciąga ludzi.,1-1
51,"Девяносто процентов отпечатанных человечеством книг были сданы в утиль или просто выброшены на помойки, чтобы не занимали пространство в квартирах.","Dziewięćdziesiąt procent książek wydrukowanych przez ludzkość zostało złomowanych lub po prostu wyrzuconych do śmieci, aby nie zajmowały miejsca w mieszkaniach.",1-1
52,"А вот оставшиеся десять, осевшие в музеях и библиотеках, вдохновили лучшую часть человечества на удивительную страсть.","Ale pozostałe dziesięć, osiadłe w muzeach i bibliotekach, zainspirowało najlepszą część ludzkości do niesamowitej pasji.",1-1
53,"Первый стейк был зажарен двенадцать лет назад в Лондоне на пламени первого издания ""Поминок по Финнегану"", выкраденного из Британского музея.",Pierwszy stek upieczono dwanaście lat temu w Londynie nad płomieniami skradzionego z British Museum pierwszego wydania Finnegans Wake.,1-1
54,"Его приготовили и съели четверо великих мужей психоаналитик, флорист, биржевой брокер и контрфаготист.","Ugotowało go i zjadło czterech wielkich ludzi psychoanalityk, florysta, makler giełdowy i kontrabasista.",1-1
55,Так родился book'n'grill.,Tak narodził się book'n'grill.,1-1
56,"Это положило начало великой страсти, ставшей за эти стремительные годы великой традицией.","To zapoczątkowało wielką pasję, która stała się wielką tradycją na przestrzeni tych szybkich lat.",1-1
57,10 000 фунтов за вечер неплохой навар.,10. 000 funtów za wieczór niezły zysk.,1-1
58,Мой прайс уже обогнал стоимость книги.,Moja cena już przekroczyła koszt książki.,1-1
59,Это знак качества.,To znak jakości.,1-1
60,"А когда растет прайс, вместе с ним растет и чувство глубокого удовлетворения.","A kiedy cena rośnie, rośnie wraz z nią uczucie głębokiej satysfakcji.",1-1
61,"Статус, статус book'n'grill chef.","Status, status kucharza book'n'grill.",1-1
62,"В общем, я доволен.",Ogólnie jestem zadowolony.,1-1
63,"И профессией, и судьбой.","Zarówno zawód, jak i przeznaczenie.",1-1
64,Хотя не все в моей жизни было гладко.,Chociaż nie wszystko w moim życiu było gładkie.,1-1
65,Но шрамы для нашего брата book'n'griller привычное дело.,Ale blizny to codzienność naszego brata book'n'grillera.,1-1
66,Все прошло хорошо.,Wszystko poszło dobrze.,1-1
67,"Книга прочитана идеально не быстро и не медленно, минимум дыма.","Książkę czytało się idealnie, ani szybko, ani wolno, z minimalnym dymem.",1-1
68,Классика.,Klasyczny.,1-1
69,Я был в форме.,Byłem w formie.,1-1
70,"Умение повара листать горящие страницы, чтобы поддерживать равномерный огонь одна из важнейших составляющих нашей профессии.",Umiejętność kucharza przewracania płonących stron w celu utrzymania równomiernego ognia jest jednym z najważniejszych elementów naszego zawodu.,1-1
71,"Мы переворачиваем их специальной металлической полоской в форме меча, называемой в нашей среде ""эскалибур"".","Odwracamy je specjalnym metalowym paskiem w kształcie miecza, zwanym w naszym środowisku ""excalibur"".",1-1
72,"У каждого повара эскалибур свой, сделанный на заказ.",Każdy szef kuchni ma swój własny escalibur wykonany na zamówienie.,1-1
73,"После последнего обыска в Пало-Альто я пользуюсь новым титановым, с костяной ручкой.","Po ostatnich poszukiwaniach w Palo Alto używam nowego tytanowego, z kościaną rękojeścią.",1-1
74,"Риск возрастает, когда дамы и господа сидят вокруг жаровни и у повара нет тыла.","Ryzyko wzrasta, gdy wokół paleniska siedzą panie i panowie, a kucharz nie ma zadka.",1-1
75,"Так на то я и шеф-гастролер, а не рядовой book'n'griller.","Dlatego jestem głównym wykonawcą tras koncertowych, a nie zwykłym book'n'grillerem.",1-1
76,"Когда жаровня окружена со всех сторон клиентами с пустыми тарелками, я вспоминаю того легендарного фокусника, что некогда ходил по городам Европы, поражая публику простым фокусом с протыканием пальца гвоздем.","Kiedy koksownik jest otoczony ze wszystkich stron przez klientów z pustymi talerzami, przypomina mi się legendarny magik, który przechadzał się kiedyś po miastach Europy, zadziwiając publiczność prostym trikiem polegającym na wbiciu palca w palec.",1-1
77,"Элементарный трюк, целиком зависящий от угла зрения простаков.","Elementarna sztuczka, całkowicie zależna od kąta widzenia prostaczków.",1-1
78,"Но однажды подвыпившие простолюдины поймали ""волшебника"" где-то на площади, громогласно требуя фокуса.","Ale kiedyś podchmieleni zwykli ludzie złapali ""czarodzieja"" gdzieś na placu, głośno domagając się sztuczki.",1-1
79,Гвоздь ему выдали.,Dali mu gwóźdź.,1-1
80,Его обступили со всех сторон.,Był otoczony ze wszystkich stron.,1-1
81,И пришлось чародею по-настоящему проткнуть себе палец.,A czarownik musiał naprawdę przebić palec.,1-1
82,А гримасу боли народ принял за улыбку.,A ludzie wzięli grymas bólu za uśmiech.,1-1
83,Вот тогда он и получил настоящее признание.,Wtedy zyskał prawdziwe uznanie.,1-1
84,"Но нам, увы, и протыкать нечего.",Ale niestety nie mamy nic do przebicia.,1-1
85,Вся моя необычная профессия держится только на чистом мастерстве.,Cały mój niezwykły zawód opiera się wyłącznie na czystym rzemiośle.,1-1
86,"Хотя только book'n'griller знает, сколько в его работе подводных камней.","Chociaż tylko book'n'griller wie, ile pułapek kryje się w jego pracy.",1-1
87,Это наша внутренняя кухня.,To nasza wewnętrzna kuchnia.,1-1
88,"Романы, как известно, печатались на разной бумаге.","Powieści, jak wiadomo, drukowano na różnych papierach.",1-1
89,И гореть она может по-разному.,I może palić się na różne sposoby.,1-1
90,"Возможны как тление, так и вспышки, с последующим воспарением листов и прилипанием их к мясу или кружением над головами клиентов.","Możliwe jest zarówno tlenie, jak i wypalanie, z późniejszym odparowaniem arkuszy i przyklejeniem ich do mięsa lub krążeniem nad głowami klientów.",1-1
91,"В наших жаровнях есть специальные воздушные насосы, способные остановить воспарение горящей и отгоревшей бумаги.","Nasze paleniska wyposażone są w specjalne pompy powietrza, które mogą zatrzymać spalanie i parowanie spalonego papieru.",1-1
