id,source,translation,n2m
1,"Все последующее было предсказуемо: возгласы и стоны, нервные шутки и похвалы мне, стоящему в белом у жаровни:","Wszystko, co następne było przewidywalne: okrzyki i jęki, nerwowe żarty i pochwały kierowane do mnie stojącego w białym przy palenisku.",1-1
2,"Маэстро, вы превзошли себя!","Maestro, przewyższyłeś samego siebie!",1-1
3,"Сюзанна, ты чувствуешь запах ста тысяч, брошенных Настасьей Филипповной в огонь?","Suzanna, czy czujesz zapach stu tysięcy wyrzuconych przez Nastasję Filippowną do ognia?",1-1
4,"Милый, сколько же сегодня сжег ты для меня?","Kochanie, ile dzisiaj dla mnie spaliłeś?",1-1
5,"Барбара, мы с тобой преступницы!","Barbara, jesteśmy z tobą przestępczyniami!",1-1
6,"Ах, в этой рыбе привкус безумия!","Ach, ta ryba ma posmak szaleństwa!",1-1
7,"Томас, стыдно признаться, но я впервые ем и осетрину!","Tomasz, wstyd się przyznać, ale po raz pierwszy jem jesiotra!",1-1
8,"Попыхивая сигарой, достаю пачку красивых полупрозрачных английских банкнот с самодовольной физиономией короля, вынимаю одну, складываю из нее тельца.","Puffając cygarem, wyciągam paczkę pięknych półprzezroczystych angielskich banknotów z samozadowoloną miną króla, wyjmuję jedną i składam z niej cielę.",1-1
9,Кладу в пепельницу и поджигаю.,Kładę w popielniczce i podpalam.,1-1
10,"Это жертва благодарения цифровому миру, обеспечившему нас работой.","To jest ofiara wdzięczności dla cyfrowego świata, który zapewnił nam pracę.",1-1
11,Я совершаю этот ритуал каждый раз после удачного вечера.,Przeprowadzam ten rytuał za każdym razem po udanym wieczorze.,1-1
12,"Современные купюры горят отвратительно, приходиться поджигать и поджигать.","Współczesne banknoty palą się okropnie, musisz podpalać i podpalać.",1-1
13,"Мда, англичане в ту пору оказались ""впереди планеты всей"".","Tak, w tamtym czasie Anglicy okazali się ""na czele całej planety"".",1-1
14,"Четверку джентльменов, подаривших миру новую моду, тогда окрестили ""новыми битлами"": трое из них совпадали именами с ливерпульской четверкой: Джон, Джордж и Пол.","Czwórkę panów, którzy podarowali światu nową modę, wówczas nazwano ""nowymi Beatlesami"": trzech z nich miało takie same imiona jak członkowie liverpoolskiego kwartetu: John, George i Paul.",1-1
15,Контрфаготиста звали Грегор.,Kontrafagocistę nazywano Grzegorzem.,1-1
16,"И те, и нынешние стремительно ворвались в послевоенный европейский мир.","I zarówno tamci, jak i obecni, gwałtownie wtargnęli do powojennego świata europejskiego.",1-1
17,"Да, после войны всем, всем вдруг отчаянно захотелось почитать.","Tak, po wojnie wszyscy nagle zaczęli gorąco pragnąć czytać.",1-1
18,"Руки взломщиков потянулись к книгохранилищам, а гурманы и золотая молодежь в первые подпольные читальни.","Ręce włamywaczy sięgnęły po magazyny z książkami, a smakosze i złota młodzież do pierwszych podziemnych czytelni.",1-1
19,Потом туда хлынули и обыватели.,Potem wpadli tam także zwykli ludzie.,1-1
20,Это были золотые времена.,To były złote czasy.,1-1
21,"Те, кто оказались тогда в нужном месте, срубили бабла по полной: второсортный повар, взятый из уличной забегаловки, за пару месяцев делал себе состояние.","Ci, którzy wtedy znaleźli się we właściwym miejscu, zarobili krocie: drugorzędny kucharz, wynajęty z ulicznej budki z jedzeniem, w ciągu kilku miesięcy dorobił się fortuny.",1-1
22,"Мда, родись я лет на пять пораньше.","Tak, gdybym się urodził o pięć lat wcześniej.",1-1
23,В те сумасшедшие годы завороженный процессом народ не обращал внимание на качество.,"W te szalone lata, społeczeństwo zafascynowane procesem nie zwracało uwagi na jakość.",1-1
24,"Читали тогда, что называется, ""по диагонали"": дым, копоть, воспарения.","Wtedy czytali, co nazywa się ""po przekątnej"": dym, sadza, opary.",1-1
25,"О качестве еды и говорить нечего: богатые дурачки, в одночасье ставшие гурманами, глотали сухой стейк из солнечника на ""Старике и море"", спаленную аррачеру на Дос-Пассосе и недожаренную свинину на ""Швейке"".","O jakości jedzenia nie ma co mówić: bogate idiotki, które nagle stały się smakoszkami, połykały suchy stek z słonecznika w ""Starym i morzu"", przypalaną arracherę na Dos Passosie i niedopieczoną wieprzowinę na ""Szwejku"".",1-1
26,За эти девять лет именно русская литература принесла мне весьма приличный доход.,Przez te dziewięć lat to właśnie literatura rosyjska przyniosła mi całkiem przyzwoity dochód.,1-1
27,"Благодаря ее пылающим страницам я прошел суровый путь от рядового повара в подпольных забегаловках Гонконга до шефа-по-вызову с тремя звездами и могу позволить теперь себе жить гастролями, кочуя по миру.","Dzięki jej płonącym stronom przeszedłem surową drogę od zwykłego kucharza w podziemnych knajpkach Hongkongu do szefa na wezwanie z trzema gwiazdkami i teraz mogę sobie pozwolić na życie z gastronomicznymi tournee, włócząc się po świecie.",1-1
28,"Ну и конечно Опыт, Опыт, ""сын ошибок трудных"".","No i oczywiście Doświadczenie, Doświadczenie, ""syn trudnych błędów"".",1-1
29,Да и мать его Случайность.,"Tak, i jego matką jest Przypadek.",1-1
30,И отец Интуиция.,I ojciec Intuicja.,1-1
31,"Книги как лошади дикие и своенравные, если не найти к ним подхода.","Książki są jak dzikie i uparte konie, jeśli nie znajdziemy do nich podejścia.",1-1
32,Я обхожусь без стека и шпор.,Radzę sobie bez szkła i ostrog.,1-1
33,"Ласка, только ласка.","Tylko łaska, tylko łaska.",1-1
34,"Книги для меня не просто дрова, как их называют в нашем поварском подпольном сообществе.","Książki dla mnie to nie po prostu drewno, jak nazywają je w naszej kulinarnym podziemiu.",1-1
35,"Все-таки книга это целый мир, хоть и ушедший навсегда.","Książka to przecież cały świat, nawet jeśli na zawsze odeszła.",1-1
36,В этом смысле я романтик.,W tym sensie jestem romantykiem.,1-1
37,"Я сын гуманитария, внук стоматолога, правнук адвоката, праправнук раввина.","Jestem synem humanisty, wnukiem dentysty, prawnukiem adwokata, praprawnukiem rabina.",1-1
38,"И я знаю точно если ты любишь книгу по-настоящему, она отдаст тебе все свое тепло.","I wiem na pewno, że jeśli naprawdę kochasz książkę, odda ci całe swoje ciepło.",1-1
39,"А я люблю русскую классику, хотя не прочел и до середины ни одного русского романа.","A ja kocham rosyjską klasykę, choć nie przeczytałem nawet do połowy żadnej rosyjskiej powieści.",1-1
40,"И я не буду жарить стейк на писателе второго сорта, вроде Горького.","I nie zamierzam sobie smażyć steka na pisarzu drugiego sortu, jak Gorki.",1-1
41,"Всю классику я и моя умная блоха знаем наизусть: сюжет, биография автора со всеми подробностями, дата выхода бумажного полена.","Całą klasykę ja i moja mądra pchła znamy na pamięć: fabułę, biografię autora ze wszystkimi szczegółami, data wydania papierowego kłody.",1-1
42,"Это необходимо знать каждому повару, даже если он вообще не умеет читать книги.","To musi znać każdy kucharz, nawet jeśli w ogóle nie potrafi czytać książek.",1-1
43,"А таких людей у нас, к сожалению, все больше.","Niestety, takich ludzi jest u nas coraz więcej.",1-1
44,"Хотя, безусловно, чтобы хорошо прочесть книгу, повару необязательно ее прочесть.","Chociaż niewątpliwie, aby dobrze przeczytać książkę, kucharzowi nie jest konieczne jej czytanie.",1-1
45,Парадокс XXI века.,Paradoks XXI wieku.,1-1
46,"""O tempora, o mores!"" как говаривал мой покойный профессор-отец.","""O tempora, o mores!"" jak mawiał mój zmarły ojciec-profesor.",1-1
47,"А я мальчиком думал, что он говорит о ""темпуре"", которую готовили в одной японской харчевне на соседней улице.","A ja jako chłopiec myślałem, że mówi o ""tempurze"", którą przygotowywali w japońskiej jadłodajni na sąsiedniej ulicy.",1-1
48,Во мне уже тогда проснулась душа повара.,W moim wnętrzu już wtedy obudziła się dusza kucharza.,1-1
49,"С тех пор как человечество перестало печатать книги и навсегда сделало лучшие из них музейными экспонатами, book'n'grill появился на свет.","Od kiedy ludzkość przestała drukować książki i na zawsze uczyniła najlepsze z nich eksponatami muzealnymi, book'n'grill pojawił się na świat.",1-1
50,Люди всегда тянутся к запретному плоду.,Ludzie zawsze ciągną do zakazanego owocu.,1-1
51,"Девяносто процентов отпечатанных человечеством книг были сданы в утиль или просто выброшены на помойки, чтобы не занимали пространство в квартирах.","Dziewięćdziesiąt procent książek wydrukowanych przez ludzkość zostało zrecyklingowanych lub po prostu wyrzuconych na śmietnik, aby nie zajmowały miejsca w mieszkaniach.",1-1
