id,source,translation,n2m
1,"Patrzy na rodzinę, same dziewczynki, matka z dzieckiem przy piersi zsiada właśnie niezgrabnie z fury i furman pogania ją, bo fura zaraz musi wracać po innych na przedmieścia.","He watches the family, all girls, the mother with a child at her breast awkwardly dismounts from the wagon, and the driver hurries her because the wagon must soon return to pick up others in the suburbs.",1-1
2,"Spada tobołek, który miała na plecach, i wysypuje się stamtąd trochę zszarzałych szmat i pojedynczy sznurek korali, drobnych, pociemniałych.","The bundle she had on her back falls, and from it tumbles a few somewhat faded rags and a single string of small, darkened beads.",1-1
3,"Kobieta zbiera je zawstydzona, jakby właśnie oczom świata odsłoniła swoje najniedostępniejsze sekrety.","The woman collects them, embarrassed as if she had just revealed her deepest secrets to the world.",1-1
4,"Deymowa mija ją i nagle podbiega do niej chłopczyk, może sześcio-, siedmioletni, i patrząc na nią uśmiechniętymi oczami, bardzo z siebie zadowolony, mówi: ""Niech będzie pochwalony Jezus Chrystus!"".","Deymowa passes her and suddenly a little boy, maybe six or seven years old, runs up to her. Looking at her with smiling eyes, very pleased with himself, he says: ""Praise be to Jesus Christ!""",1-2
5,"Ona zaś odpowiada automatycznie, ale i uroczyście: ""Na wieki wieków, amen"".","She responds automatically, yet solemnly: ""For ever and ever, amen.",1-1
6,I już chwyta się za serce i łzy nabiegają jej do oczu.,And her heart clenches and tears well up in her eyes.,1-1
7,"Kuca przy chłopcu, chwyta go za nadgarstki, a ten patrzy jej prosto w oczy pełne łez, dalej uśmiechnięty, mały łobuziak.","She crouches by the boy, grabs his wrists, and he looks straight into her tear-filled eyes, still smiling, the little rascal.",1-1
8,"Wyrastają przed nimi pierwsze zabudowania, nagle, bez ostrzeżenia.","The first buildings rise up before them, suddenly, without warning.",1-1
9,"Widać mgła zmienia poczucie odległości, bo zaskoczona tym wydaje się sama Kaśka.","It seems that fog alters the sense of distance, as even Kasia herself appears surprised by this.",1-1
10,"Nagle skacze, szarpiąc dyszlem, i gdyby nie stanowcza reakcja Roszka i jego bat, wywróciłaby kolaskę.","Suddenly, it leaps, jerking the shaft, and if it weren't for Roshek's decisive reaction and his whip, it would have overturned the stroller.",1-1
11,"Może Kaśkę wystraszyły iskry, które sypią się z paleniska, albo niepokój koni czekających na swoją kolej do podkuwania...","Perhaps Kasia was scared by the sparks flying from the forge, or the restlessness of horses waiting for their turn to be shoed.",1-1
12,"Wszędzie czuć mdły zapach słodu, przenika każdy towar wystawiony do sprzedaży.","Everywhere there is a sickly smell of malt, it permeates every item on sale.",1-1
13,Można się nim najeść jak chlebem.,You can eat it like bread.,1-1
14,"Na przedmieściach Rohatyna, w Babińcach, jest kilka małych browarów, to stamtąd roznosi się na całą okolicę ten sycący zapach.","In the suburbs of Rohatyn, in Babintsy, there are a few small breweries, it's from there that this satisfying aroma spreads throughout the entire neighborhood.",1-1
15,"Wiele kramików sprzedaje tu piwo, a lepsze sklepy mają na składzie i gorzałkę, i miód pitny, głównie trójniak.","Many stalls here sell beer, and the better stores stock both vodka and mead, mainly trójniak.",1-1
16,"Skład żydowskiego kupca Wakszula oferuje wino, prawdziwego węgrzyna i prawdziwe reńskie, i takie trochę kwaskowate, które przywożą tu aż z Wołoszczyzny.","The store of the Jewish merchant Wakszul offers wine, the real Hungarian and Rhine ones, and a slightly tart one imported all the way from Wallachia.",1-1
17,"Najwięcej do powiedzenia byłoby o rodzinie Wołowskich, jako że rozrosła się do ogromnych rozmiarów.","The most there would be to say would be about the Wołowski family, seeing as it had grown to enormous proportions.",1-1
18,"Niemal wszystkie gałęzie tego rodu zostały nobilitowane, jedne były herbu Bawół, drugie herbu Na Kaskach.","Almost all branches of this family were nobilitated, some under the Buffalo coat of arms, others under the Helmets' coat.",1-1
19,"Niewątpliwie wielką karierę zrobił Franciszek, syn Izaaka Wołowskiego, tego samego, którego ksiądz Chmielowski nazwał Jeremiaszem.","Undoubtedly, Franciszek, the son of Isaac Wolowski, the same man whom Father Chmielowski called Jeremiah, had a great career.",1-1
20,"Urodził się w 1786 roku w Brünn i wychowany w Offenbachu, stał się jednym z najlepszych prawników i znawcą prawa tamtego czasu.","He was born in 1786 in Brünn and raised in Offenbach, he became one of the best lawyers and legal experts of his time.",1-1
21,"Co ciekawe gdy w sejmie pojawił się wniosek o nadanie polskiego obywatelstwa Żydom, Franciszek jako poseł w swojej porywającej przemowie przekonywał, że jeszcze nie czas na taki krok.","Interestingly, when a proposal to grant Polish citizenship to Jews appeared in the parliament, Franciszek as a deputy argued in his persuasive speech that it was not yet time for such a step.",1-1
22,"Najpierw naród polski musi wywalczyć sobie niepodległość, a potem będzie pora na reformy społeczne.","First, the Polish nation must fight for its independence, and then it will be time for social reforms.",1-1
23,"Wszyscy offenbachscy neofici zostali pochowani na miejskim cmentarzu, który po latach zaczął jednak przeszkadzać planom rozbudowy miasta i został w 1866 roku zlikwidowany.","All the Offenbach neophytes were buried in the municipal cemetery, which after some years began to interfere with plans for expanding the city and was abolished in 1866.",1-1
24,Kości pogrzebanych tam ludzi zebrano i z szacunkiem pochowano w innym miejscu.,The bones of the people buried there were collected and respectfully reburied in another place.,1-1
25,"Przy tej okazji została wyjęta z grobu czaszka Jakuba Franka i, opisana starannie jako ""czaszka żydowskiego patryarchy"", znalazła się w rękach historiografa miasta Offenbach.","On this occasion, the skull of Jakub Frank was removed from the grave and, carefully described as the ""skull of a Jewish patriarch"", ended up in the hands of Offenbach town's historian.",1-1
26,"Wiele lat potem, w nieznanych okolicznościach, trafiła do Berlina, gdzie poddana została szczegółowym pomiarom i badaniom i uznana za przykład żydowskiej niższości rasowej.","Many years later, under unknown circumstances, it ended up in Berlin, where it was subjected to detailed measurements and studies and identified as an example of Jewish racial inferiority.",1-1
