id,source,translation,n2m
1,"Deux autres petites photos à bords dentelés, datant vraisemblablement de la même année, montrent la même enfant, mais plus menue, dans une robe à volants et manches ballon.","Two other small pictures with scalloped edges, presumably from the same year, show the same child, but smaller, in a dress with flounces and balloon sleeves.",1-1
2,"Sur la première, elle se blottit de façon espiègle contre une femme au corps massif, d'un seul tenant dans une robe à larges rayures, les cheveux relevés en gros rouleaux.","In the first one, she mischievously snuggles up against a large-bodied woman, solid in a broadly striped dress, with her hair twisted up in large rolls.",1-1
3,"Sur l'autre, elle lève le poing gauche, le droit est retenu par la main d'un homme, grand, en veste claire et pantalon à pinces, à la posture nonchalante.","On the other, she raises her left fist, the right one held back by a tall man in a light jacket and creased trousers, striking a nonchalant pose.",1-1
4,"Les deux photos ont été prises le même jour devant un muret surmonté d'une bordure de fleurs, dans une cour pavée.","The two photos were taken on the same day in front of a low wall topped with a border of flowers, in a paved courtyard.",1-1
5,Au-dessus des têtes passe une corde à linge sur laquelle une épingle est restée accrochée.,"Above their heads a clothesline passes by, on which a pin has remained hooked.",1-1
6,"Une autre photo, signée du même photographe mais le papier du livret est plus ordinaire et le liseré d'or a disparu —, sans doute vouée à la même distribution familiale, montre une petite fille d'environ quatre ans, sérieuse, presque triste malgré une bonne bouille rebondie sous des cheveux courts, séparés par une raie au milieu et tirés en arrière par des barrettes auxquelles sont attachés des rubans, comme des papillons.","Another photo, signed by the same photographer but with more ordinary booklet paper and the gold border gone likely destined for the same family distribution, shows a little girl of about four years old, serious, almost sad despite a good chubby face beneath short hair, parted in the middle and pulled back by barrettes to which are attached ribbons like butterflies.",1-1
7,"La main gauche repose sur la même table sculptée, entièrement visible, de style Louis XVI.","The left hand rests on the same fully visible, Louis XVI style carved table.",1-1
8,"Elle apparaît boudinée dans son corsage, sa jupe à bretelles remonte par-devant à cause d'un ventre proéminent, peut-être signe de rachitisme (1944, environ).","She appears plump in her blouse, her pinafore skirt raised at the front due to a prominent belly, perhaps a sign of rickets (around 1944).",1-1
9,Les garçons étaient fiers de partir au régiment et on les trouvait beaux en soldats.,The boys were proud to join the regiment and people thought they looked handsome in uniform.,1-1
10,"Le soir du conseil de révision, ils faisaient la tournée des cafés pour célébrer la gloire d'être reconnus comme de vrais hommes.","On the evening of the conscription board, they would go bar hopping to celebrate the glory of being recognized as real men.",1-1
11,"Avant le régiment, ils étaient encore des gamins et ne valaient rien sur le marché du travail et du mariage.","Before joining the regiment, they were just kids and had no value in the labor and marriage market.",1-1
12,"Après, ils pourraient avoir une femme et des enfants.","Afterwards, they could have a wife and children.",1-1
13,L'uniforme qu'ils promenaient dans le quartier lors des permissions les enveloppait de beauté patriotique et de sacrifice virtuel.,The uniform they paraded around the neighborhood during their leaves swathed them in patriotic beauty and virtual sacrifice.,1-1
14,"L'ombre des combattants vainqueurs, des GI, flottait autour d'eux.","The shadow of the victorious fighters, the GIs, hung around them.",1-1
15,"Le drap rêche de la vareuse, effleurée quand on se hissait sur la pointe des pieds pour les embrasser, matérialisait la coupure absolue entre l'univers des hommes et celui des femmes.","The coarse cloth of the uniform, brushed against when one stood on tiptoe to kiss them, embodied the absolute divide between the world of men and that of women.",1-1
16,À les voir on éprouvait un sentiment d'héroïsme.,"Looking at them, one felt a sense of heroism.",1-1
17,"Sous l'immuabilité, les affiches du cirque de l'année dernière avec la photo de Roger Lanzac, les images de première communion distribuées aux camarades, le Club des Chansonniers sur Radio Luxembourg, les jours se remplissaient de désirs nouveaux.","Under the unchanging scene, the circus posters from last year with Roger Lanzac's photo, the first communion pictures given to friends, the Songwriters' Club on Radio Luxembourg, the days were filled with new desires.",1-1
18,"Le dimanche après-midi, on s'agglutinait à la vitrine du magasin d'électricité générale devant la télévision.","On Sunday afternoons, everyone would crowd against the general electric store's window to watch the television.",1-1
19,Des cafés investissaient dans l'achat d'un poste pour attirer la clientèle.,Cafes were investing in buying a station to attract customers.,1-1
20,Au flanc des collines serpentaient des pistes de motocross et l'on regardait monter et descendre les engins assourdissants la journée entière.,"On the flank of the hills, motocross tracks snaked and one watched the deafening vehicles go up and down all day long.",1-1
21,"L'impatience grandissante du commerce avec ses nouveaux mots d'ordre, « initiative », « dynamisme », secouait le train-train des villes.","The growing impatience of commerce with its new watchwords, ""initiative"", ""dynamism"", was shaking up the routine of the cities.",1-1
22,"Entre la fête foraine et la kermesse, la Quinzaine commerciale s'installait comme rite de printemps.","Between the fair and the festival, the Commercial Fortnight established itself as a springtime ritual.",1-1
23,"Dans les rues du centre, les haut-parleurs beuglaient des incitations à acheter, entrecoupées de chansons d'Annie Cordy et d'Eddie Constantine, pour gagner la Simca ou la salle à manger.","In the downtown streets, loudspeakers blared out appeals to buy, interspersed with songs by Annie Cordy and Eddie Constantine, to win the Simca or the dining room set.",1-1
24,"Sur le podium, place de la Mairie, un animateur local faisait rire avec les blagues de Roger Nicolas et de Jean Richard, rameutait des candidats pour le Crochet ou Quitte ou double, comme à la radio.","On the podium, at the town hall square, a local host was making people laugh with jokes from Roger Nicolas and Jean Richard, gathering contestants for Sing or Sink and Double or Quits, just like on the radio.",1-1
25,Assise dans un coin du podium trônait sous sa couronne la Reine du Commerce.,"Seated in a corner of the podium, the Queen of Commerce sat enthroned under her crown.",1-1
26,La marchandise avançait sous les couleurs de la fête.,The merchandise moved forward in festive colors.,1-1
27,"Les gens disaient « ça change » ou « il ne faut pas s'encroûter, on s'abrutit à rester chez soi ».","People were saying ""things change"" or ""we mustn't stagnate, it's dull to stay at home"".",1-1
28,"Mais ils ne parlaient que de ce qu'ils avaient vu, qui pouvait se revivre en mangeant et buvant.","But they only spoke of what they had seen, which could be relived by eating and drinking.",1-1
29,Ils n'avaient pas assez de talent ou de conviction pour parler de ce qu'ils savaient mais qu'ils n'avaient pas vu.,They lacked the talent or conviction to talk about what they knew but had not seen.,1-1
