id,source,translation,n2m
1,"Все последующее было предсказуемо: возгласы и стоны, нервные шутки и похвалы мне, стоящему в белом у жаровни: Маэстро, вы превзошли себя!","Wszystko, co nastąpiło później, było przewidywalne: okrzyki i stęki, nerwowe żarty i pochwały dla mnie, stojącego w białym u ołtarza: Maestro, przeszliście sami siebie!",2-1
2,"Сюзанна, ты чувствуешь запах ста тысяч, брошенных Настасьей Филипповной в огонь?","Suzanna, czy czujesz zapach stu tysięcy rzeczy, które Nastasja Filippowna wrzuciła do ognia?",1-1
3,"Милый, сколько же сегодня сжег ты для меня?","Kochany, ile dzisiaj spaliłeś dla mnie?",1-1
4,"Барбара, мы с тобой преступницы!","Barbara, jesteśmy przestępczyniami!",1-1
5,"Ах, в этой рыбе привкус безумия!","Ach, ta ryba ma smak szaleństwa!",1-1
6,"Томас, стыдно признаться, но я впервые ем и осетрину!","Thomas, wstyd przyznać, ale to mój pierwszy raz, kiedy jem i ostrygę!",1-1
7,"Попыхивая сигарой, достаю пачку красивых полупрозрачных английских банкнот с самодовольной физиономией короля, вынимаю одну, складываю из нее тельца.","Popiskując cygarem, wyciągam paczkę pięknych, półprzezroczystych brytyjskich banknotów z samowolnym portretem króla, wyjmuję jeden, składam z niego szczeniaka.",1-1
8,Кладу в пепельницу и поджигаю.,Wrzucam do popielniczki i podpalam.,1-1
9,"Это жертва благодарения цифровому миру, обеспечившему нас работой.","To jest ofiara wdzięczności cyfrowemu światu, który zapewnił nam pracę.",1-1
10,Я совершаю этот ритуал каждый раз после удачного вечера.,Wykonuję ten rytuał za każdym razem po udanym wieczorze.,1-1
11,"Современные купюры горят отвратительно, приходиться поджигать и поджигать.","Nowoczesne banknoty palą się okropnie, trzeba je podpalać i podpalać.",1-1
12,"Мда, англичане в ту пору оказались ""впереди планеты всей"".","Ach, Anglicy w tamtym czasie okazali się ""z przodu całej planety"".",1-1
13,"Четверку джентльменов, подаривших миру новую моду, тогда окрестили ""новыми битлами"": трое из них совпадали именами с ливерпульской четверкой: Джон, Джордж и Пол.","Czwórkę dżentelmenów, którzy wprowadzili na świat nowy styl, wtedy określono mianem ""nowych Beatlesów"": trzech z nich miało imiona zgodne z czwórką z Liverpoolu: John, George i Paul.",1-1
14,Контрфаготиста звали Грегор.,Kontrafaktora nazywano Gregorem.,1-1
15,"И те, и нынешние стремительно ворвались в послевоенный европейский мир.","I ci, i obecni szybko wdarli się w powojenny świat europejski.",1-1
16,"Да, после войны всем, всем вдруг отчаянно захотелось почитать.","Tak, po wojnie wszyscy nagle z desperacją zaczęli pragnąć czytać.",1-1
17,"Руки взломщиков потянулись к книгохранилищам, а гурманы и золотая молодежь в первые подпольные читальни.","Ręce złodziei sięgnęły do bibliotek, a smakosze i złota młodzież do pierwszych podziemnych czytelni.",1-1
18,Потом туда хлынули и обыватели.,Potem do tego miejsca zaczęli napływać ludzie.,1-1
19,Это были золотые времена.,Były to złote czasy.,1-1
20,"Те, кто оказались тогда в нужном месте, срубили бабла по полной: второсортный повар, взятый из уличной забегаловки, за пару месяцев делал себе состояние.","Ci, którzy znaleźli się w odpowiednim miejscu, zarobili dużo pieniędzy: drugorzędny kucharz, zatrudniony z ulicznej zabawki, za parę miesięcy zrobił sobie majątek.",1-1
21,"Мда, родись я лет на пять пораньше.","Ach, gdybym urodziła się pięć lat wcześniej.",1-1
22,В те сумасшедшие годы завороженный процессом народ не обращал внимание на качество.,W tamtych szalonych latach oczarowany naród nie zwracał uwagi na jakość.,1-1
23,"Читали тогда, что называется, ""по диагонали"": дым, копоть, воспарения.","Czytano wtedy, co nazywa się ""po przekątnej"": dym, dymek, entuzjazm.",1-1
24,"О качестве еды и говорить нечего: богатые дурачки, в одночасье ставшие гурманами, глотали сухой стейк из солнечника на ""Старике и море"", спаленную аррачеру на Дос-Пассосе и недожаренную свинину на ""Швейке"".","Nie ma co mówić o jakości jedzenia: bogaci głupcy, którzy nagle stali się smakoszami, połykali suchego steka z słonecznika na ""Starym i morzu"", przypalony arroz con pollo na Dos Passos i niedosmażoną wieprzowinę na ""Szwejku"".",1-1
25,За эти девять лет именно русская литература принесла мне весьма приличный доход.,W ciągu tych dziewięciu lat to właśnie literatura rosyjska przyniosła mi całkiem zaszczytny dochód.,1-1
26,"Благодаря ее пылающим страницам я прошел суровый путь от рядового повара в подпольных забегаловках Гонконга до шефа-по-вызову с тремя звездами и могу позволить теперь себе жить гастролями, кочуя по миру.","Dzięki jej płomiennym stronom przeszedłem trudną drogę od zwykłego kucharza w podziemnych kasynach w Hongkongu do szefa kuchni na zamówienie z trzema gwiazdkami i teraz mogę sobie pozwolić na życie w trasie, podróżując po świecie.",1-1
27,"Ну и конечно Опыт, Опыт, ""сын ошибок трудных"".","No i oczywiście Doświadczenie, Doświadczenie, ""syn trudnych błędów"".",1-1
28,Да и мать его Случайность.,A jego matka to Przypadek.,1-1
29,И отец Интуиция.,A ojciec Intuicja.,1-1
30,"Книги как лошади дикие и своенравные, если не найти к ним подхода.","Książki są jak konie dzikie i nieposłuszne, jeśli nie znajdzie się do nich odpowiedniego podejścia.",1-1
31,Я обхожусь без стека и шпор.,Nie potrzebuję stosu i szpil.,1-1
32,"Ласка, только ласка.","Łagodność, tylko łagodność.",1-1
33,"Книги для меня не просто дрова, как их называют в нашем поварском подпольном сообществе.","Książki dla mnie to nie tylko drewno, jak nazywają je w naszym kucharskim podziemnym środowisku.",1-1
34,"Все-таки книга это целый мир, хоть и ушедший навсегда.","Książka jednak to cały świat, choć odeszły na zawsze.",1-1
35,В этом смысле я романтик.,W tym sensie jestem romantykiem.,1-1
36,"Я сын гуманитария, внук стоматолога, правнук адвоката, праправнук раввина.","Jestem synem humanisty, wnukiem stomatologa, prawnukiem adwokata, przodkiem rabinem.",1-1
37,"И я знаю точно если ты любишь книгу по-настоящему, она отдаст тебе все свое тепло.","I wiem na pewno jeśli prawdziwie kochasz książkę, ona odda ci całe swoje ciepło.",1-1
38,"А я люблю русскую классику, хотя не прочел и до середины ни одного русского романа.","A ja lubię rosyjską klasykę, choć nie przeczytałem nawet do połowy żadnego rosyjskiego romansu.",1-1
39,"И я не буду жарить стейк на писателе второго сорта, вроде Горького.","I nie będę smażyć steka na pisarzu drugiej kategorii, takim jak Gorki.",1-1
40,"Всю классику я и моя умная блоха знаем наизусть: сюжет, биография автора со всеми подробностями, дата выхода бумажного полена.","Całą klasykę ja i moja mądra karalucha znamy na pamięć: fabułę, biografię autora ze wszystkimi szczegółami, datę wydania papierowego płótna.",1-1
41,"Это необходимо знать каждому повару, даже если он вообще не умеет читать книги.","Każdy kucharz powinien to wiedzieć, nawet jeśli w ogóle nie umie czytać książek.",1-1
42,"А таких людей у нас, к сожалению, все больше.","Niestety, takich ludzi u nas jest coraz więcej.",1-1
43,"Хотя, безусловно, чтобы хорошо прочесть книгу, повару необязательно ее прочесть.","Chociaż, oczywiście, aby dobrze przeczytać książkę, kucharzowi nie trzeba jej czytać.",1-1
44,Парадокс XXI века.,Paradoks XXI wieku.,1-1
45,"""O tempora, o mores!"" как говаривал мой покойный профессор-отец.","""O czasy, o obyczaje!"" jak mawiał mój zmarły ojciec profesor.",1-1
46,"А я мальчиком думал, что он говорит о ""темпуре"", которую готовили в одной японской харчевне на соседней улице.","A ja jako dziecko myślałem, że mówi o ""tempura"", którą przygotowywano w jednej japońskiej restauracji na sąsiedniej ulicy.",1-1
47,Во мне уже тогда проснулась душа повара.,Wtedy we mnie obudziła się dusza kucharza.,1-1
48,"С тех пор как человечество перестало печатать книги и навсегда сделало лучшие из них музейными экспонатами, book'n'grill появился на свет.","Od czasu, gdy ludzkość przestała drukować książki i na zawsze stały się one eksponatami muzealnymi, pojawił się book'n'grill.",1-1
49,Люди всегда тянутся к запретному плоду.,Ludzie zawsze ciągną się do zakazanego owocu.,1-1
50,"Девяносто процентов отпечатанных человечеством книг были сданы в утиль или просто выброшены на помойки, чтобы не занимали пространство в квартирах.","Dziewięćdziesiąt procent wydanych przez ludzkość książek zostało wyrzuconych do śmieci lub po prostu wyrzuconych na śmietnik, aby nie zajmowały miejsca w mieszkaniach.",1-1
51,"А вот оставшиеся десять, осевшие в музеях и библиотеках, вдохновили лучшую часть человечества на удивительную страсть.","A te pozostałe dziesięć, pozostawione w muzeach i bibliotekach, wzbudziły w najlepszej części ludzkości niezwykłą pasję.",1-1
52,"Первый стейк был зажарен двенадцать лет назад в Лондоне на пламени первого издания ""Поминок по Финнегану"", выкраденного из Британского музея.","Pierwszy stek został usmażony dwanaście lat temu w Londynie przy płomieniu pierwszego wydania ""Pomników po Finneganie"", skradzionego z Muzeum Brytyjskiego.",1-1
53,"Его приготовили и съели четверо великих мужей психоаналитик, флорист, биржевой брокер и контрфаготист.","Jego przygotowali i zjedli czterej wielcy mężczyźni psychoanalityk, florysta, broker giełdowy i kontrafaktysta.",1-1
54,Так родился book'n'grill.,Tak powstał book'n'grill.,1-1
55,"Это положило начало великой страсти, ставшей за эти стремительные годы великой традицией.","To dało początek wielkiej pasji, która stała się w tych szybkich latach wielką tradycją.",1-1
56,10 000 фунтов за вечер неплохой навар.,10 000 funtów za wieczór niezły zarobek.,1-1
57,Мой прайс уже обогнал стоимость книги.,Moje ceny już przewyższyły wartość książki.,1-1
58,Это знак качества.,To jest oznaka jakości.,1-1
59,"А когда растет прайс, вместе с ним растет и чувство глубокого удовлетворения.","A gdy cena rośnie, wraz z nią rośnie też poczucie głębokiej satysfakcji.",1-1
60,"Статус, статус book'n'grill chef.","Status, status szefa książek i grilla.",1-1
61,"В общем, я доволен.","Ogólnie, jestem zadowolony.",1-1
62,"И профессией, и судьбой.","I zawodem, i losem.",1-1
63,Хотя не все в моей жизни было гладко.,Chociaż nie wszystko w moim życiu było gładkie.,1-1
64,Но шрамы для нашего брата book'n'griller привычное дело.,Ale blizny dla naszego brata book'n'grillera to codzienność.,1-1
65,Все прошло хорошо.,Wszystko poszło dobrze.,1-1
66,"Книга прочитана идеально не быстро и не медленно, минимум дыма.","Książka została przeczytana idealnie nie szybko i nie wolno, minimalna ilość dymu.",1-1
67,Классика.,Klasyka.,1-1
68,Я был в форме.,Byłem w mundurze.,1-1
69,"Умение повара листать горящие страницы, чтобы поддерживать равномерный огонь одна из важнейших составляющих нашей профессии.","Umiejętność kucharza przewracania palących się stron, aby utrzymać równomierny ogień jest to jedna z najważniejszych składowych naszego zawodu.",1-1
70,"Мы переворачиваем их специальной металлической полоской в форме меча, называемой в нашей среде ""эскалибур"".","Przekładamy je specjalną metalową paską w kształcie miecza, nazywaną w naszym środowisku ""eskalibur"".",1-1
71,"У каждого повара эскалибур свой, сделанный на заказ.","Każdy kucharz ma swój własny eskalibur, stworzony na zamówienie.",1-1
72,"После последнего обыска в Пало-Альто я пользуюсь новым титановым, с костяной ручкой.","Po ostatnim przeszukaniu w Palo Alto korzystam z nowego tytanowego, z kościaną rączką.",1-1
73,"Риск возрастает, когда дамы и господа сидят вокруг жаровни и у повара нет тыла.","Ryzyko wzrasta, gdy damy i panowie siedzą wokół kominka, a kucharz nie ma tyłu.",1-1
74,"Так на то я и шеф-гастролер, а не рядовой book'n'griller.","Dlatego ja jestem szefem gastronomii, a nie zwykłym book'n'grillerem.",1-1
75,"Когда жаровня окружена со всех сторон клиентами с пустыми тарелками, я вспоминаю того легендарного фокусника, что некогда ходил по городам Европы, поражая публику простым фокусом с протыканием пальца гвоздем.","Kiedy kuchnia jest otoczona z każdej strony klientami z pustymi talerzami, przypominam sobie legendarnego iluzjonistę, który kiedyś przemierzał miasta Europy, zadziwiając publiczność prostym sztuczką z przebijaniem palcem gwoździa.",1-1
76,"Элементарный трюк, целиком зависящий от угла зрения простаков.","Elementarny trik, zupełnie zależny od punktu widzenia prostaków.",1-1
77,"Но однажды подвыпившие простолюдины поймали ""волшебника"" где-то на площади, громогласно требуя фокуса.","Ale pewnego razu pijani prostacy złapali ""czarodzieja"" gdzieś na placu, głośno domagając się sztuczki.",1-1
78,Гвоздь ему выдали.,Dali mu gwoździa.,1-1
79,Его обступили со всех сторон.,Został otoczony ze wszystkich stron.,1-1
80,И пришлось чародею по-настоящему проткнуть себе палец.,I czarodziejowi naprawdę trzeba było przebić sobie palec.,1-1
81,А гримасу боли народ принял за улыбку.,A ludzie uznali grimasę bólu za uśmiech.,1-1
82,Вот тогда он и получил настоящее признание.,Wtedy właśnie otrzymał on prawdziwe uznanie.,1-1
83,"Но нам, увы, и протыкать нечего.","Ale nam, niestety, nie ma się co przebijać.",1-1
84,Вся моя необычная профессия держится только на чистом мастерстве.,Cała moja niezwykła profesja opiera się tylko na czystym kunszcie.,1-1
85,"Хотя только book'n'griller знает, сколько в его работе подводных камней.","Chociaż tylko book'n'griller wie, ile w jego pracy jest pułapek.",1-1
86,Это наша внутренняя кухня.,To jest nasza kuchnia wewnętrzna.,1-1
87,"Романы, как известно, печатались на разной бумаге.","Romany, jak wiadomo, drukowano na różnym papierze.",1-1
88,И гореть она может по-разному.,I może ona tęsknić na różne sposoby.,1-1
89,"Возможны как тление, так и вспышки, с последующим воспарением листов и прилипанием их к мясу или кружением над головами клиентов.","Możliwe są zarówno tlące się, jak i iskrzące się ognie, z następującym wypalaniem liści i przyczepianiem ich do mięsa lub krążeniem nad głowami klientów.",1-1
90,"В наших жаровнях есть специальные воздушные насосы, способные остановить воспарение горящей и отгоревшей бумаги.","W naszych żarowniach są specjalne wentylatory, które są w stanie zatrzymać palenie się i spalenie papieru.",1-1
91,Но ими пользуются в основном начинающие.,Ale głównie korzystają z nich początkujący.,1-1
92,Настоящий мастер должен работать руками и головой.,Prawdziwy mistrz powinien pracować rękami i głową.,1-1
93,"Эти насосы умаляют не только пламя, но и зрелище.","Te pompy nie tylko zmniejszają płomień, ale także widowisko.",1-1
94,Вместе с воздухом они отсасывают презентабельность.,Wraz z powietrzem oni wyciągają reprezentacyjność.,1-1
95,А книга должна быть яркой: пылать и поражать.,A książka powinna być jasna: płonąć i zadziwiać.,1-1
96,Опытный мастер обязан просчитать весь процесс как шахматную партию и хладнокровно балансировать над пропастью.,Doświadczony mistrz musi przewidzieć cały proces jak partię szachową i chłodnym krwią balansować nad przepaścią.,1-1
97,"Переплет, каптал, коленкор, картон, марлевые клапаны, пеньковый шнур, закладки, казеиновый клей, засушенные цветочки, книжные вши, клопы или тараканы в корешке все это скрытые угрозы.","Oprawa, kaptal, kolanko, tektura, zamki z masy, sznurek z gąbki, zakładki, klej kazeinowy, suszone kwiatki, wszyty, klopy lub prusaki w okładce to wszystko ukryte zagrożenia.",1-1
98,Их необходимо учитывать.,Należy je wziąć pod uwagę.,1-1
99,"Однажды у одного повара вспыхнула микропленка, вделанная в корешок в середине XX века.","Kiedyś u jednego kucharza zapaliła się mikrościeżka, wszyta w kołnierz w połowie XX wieku.",1-1
100,"У другого были проблемы с антроподермическим переплетом ""120 дней Содома"".","U drugiego były problemy z antropodermicznym splotem ""120 dni Sodomy"".",1-1
101,"Все, все возможно.",Wszystko jest możliwe.,1-1
102,"Малейшая оплошность, неуверенность или самоуверенность и катастрофа неизбежна.","Najmniejsza niepewność, niepewność lub przesadna pewność siebie i katastrofa jest nieunikniona.",1-1
103,Моя профессия сопряжена с риском.,Moja profesja wiąże się z ryzykiem.,1-1
104,"В лучшем случае это потеря денег, вино в лицо, удары дорогой посудой по голове.","W najlepszym wypadku to strata pieniędzy, wino w twarz, uderzenia drogimi naczyniami w głowę.",1-1
105,"В худшем мягкая, а зачастую и твердая пуля.","W najgorszym wypadku miękka, a często i twarda kula.",1-1
106,Теперь уголовники все чаще заказывают букинистические пиры.,Teraz prokuratorzy coraz częściej zamawiają biblioteczne przyjęcia.,1-1
107,А после войны Европа кишит оружием.,A po wojnie Europa jest przepełniona bronią.,1-1
108,Сегодняшний немец эхо золотой довоенной эпохи.,Dzisiejszy Niemiec to echa złotego okresu międzywojennego.,1-1
