id,source,translation,n2m
1,Celui qui est sous ma joue est un manuscrit d'amour : c'est l'histoire d'un mec qui rencontre une fille mais il est marié et elle a un copain.,私の頬の下にあるものは恋愛の手稿です：それは既婚者である男性が女性と出会う、しかし彼女には彼氏がいるという話です。,1-1
2,J'en ai lu sept pages et je le connais déjà par cœur.,私は７ページしか読んでいないのに、すでに全て覚えてしまった。,1-1
3,Rien ne pourra me surprendre.,何も私を驚かせることはできません。,1-1
4,"Depuis des lunes, je ne lis plus, je relis.",もう月日が経つが、私は新たに読むことはなく、読み返してばかりだ。,1-1
5,"La même vieille bouillie dont on fait des « nouveautés », des saisons, des rentrées « littéraires », des succès, des bides, des bides.",「新作」、「シーズン」、「文学の秋」、「成功」、「失敗」、そして再び「失敗」と名付けられるものを生み出す、いつもの古いグチャグチャなものだ。,1-1
6,"Du papier qu'on recycle, des camions qui partent le matin et qui rentrent le soir, bourrés de nouveautés déjà hors d'âge.",リサイクルされる紙、朝に出て夜に帰ってくるトラック、それはすでに時代遅れの新製品でいっぱいだ。,1-1
7,Depuis combien d'années ai-je arrêté de sauter de joie à l'idée que j'allais découvrir un chef-d'œuvre et rentrer au bureau le lundi en étant un homme neuf?,何年前に私が喜びで飛び跳ねるのをやめ、新たな傑作を見つけ出し、新たな人間として月曜日にオフィスに戻るという考えから逃れたのか。,1-1
8,Vingt ans? Trente ans? Je n'aime pas tenir ce genre de compte qui sent la mort.,二十歳？ 30歳ですか？ 私は死を感じさせるこのような記録をつけるのが好きではありません。,3-1
9,"Si je ferme les yeux je vois la lueur jaune uniforme de la lampe de Perzel à travers mes paupières et puis des formes noires l'envahissent, construisant des ruines mouvantes, des dessins de Victor Hugo.",目を閉じれば、まぶた越しにペルゼルのランプから均一な黄色い光が見えます。 そして黒い形がそれを侵食し、動き回る廃墟やビクトール・ユーゴーの絵柄を作り上げてゆく。,1-2
10,"Mon souffle ralentit, mon cœur se calme un peu, je pourrais m'endormir, mourir.",息が遅くなり、心臓の鼓動も少し落ち着いた。 私は眠ることができただろう、死ぬこともだ。,1-2
11,Mourir à l'attache.,束縛のままで死ぬ。,1-1
12,"On dirait : « Il est mort comme il a vécu, parmi les livres, en lisant! » et, en vérité, je serais mort en rêvant à rien.",「彼は生きていたときと同じように、本の間で読書をして死んだ」と言われるだろう。 しかし、実際には私は何も夢見ずに死んでいた。,1-2
13,Il y a bien bien longtemps que je ne lis plus vraiment.,本当に長い間、私はもう本を読んでいません。,1-1
14,Est-ce que je sais seulement encore lire ce qui s'appelle lire?,もしかしたら私には、本当の「読む」ということがもう分からないのかもしれませんね。,1-1
15,En suis-je seulement capable?,私にそれができるのだろうか？,1-1
16,"Si je tourne la tête sur le côté, mon cœur cogne davantage et fait trembler le bois.",頭を横に向けると、私の心臓の鼓動が強くなり、木材が震える。,1-1
17,La maison est plongée tout entière dans un silence de vieux papier.,その家はすべてが古い紙の静寂に包まれています。,1-1
18,"Comme la neige, les livres mangent les bruits.",雪のように、本は音を飲み込む。,1-1
19,Mon métier a son odeur et ses étouffements.,私の仕事には独特の匂いと息苦しさがつきものだ。,1-1
20,Je le respire encore mieux dans ce silence.,この静寂の中で、私はそれをさらに深く感じ取っています。,1-1
21,Retourner au bruit du monde est toujours une épreuve.,世間の喧騒に戻ることは、いつでも試練となります。,1-1
22,Qui peut bien frapper?,誰が叩いているのでしょうか？,1-1
23,"Je ne reconnais pas cette frappe légère, petite, discrète.",この軽く、小さく、控えめな打撃を認識することはできません。,1-1
24,Petite main.,小さな手。,1-1
25,Entrez.,どうぞ入ってください。,1-1
26,Elle entre.,彼女が入る。,1-1
27,Je ne l'ai jamais vue.,彼女を見たことはありません。,1-1
28,"J'ai aussitôt une bouffée de nostalgie, la nostalgie du temps où la maison était encore si petite que je reconnaissais toutes les filles par leurs mollets dans les couloirs.",すぐに懐かしさがこみ上げてきた。 家がまだ小さく、廊下で全ての女性のふくらはぎを覚えていた頃に思いをはせた。,1-2
29,Elle a une bonne tête.,彼女はいい人そうです。,1-1
30,"Vu son regard étonné, la mienne doit être un rien froissée.",彼の驚いたような表情を見ると、私の顔は少し怒っているに違いない。,1-1
31,"Des marques rouges de la manche de ma veste sur ma joue, sans doute.",おそらく、ジャケットの袖から赤い跡が私の頬についてしまったのでしょう。,1-1
32,Je vous dérange?,邪魔していますか？,1-1
33,"Je survivrai à votre passage, Mademoiselle.",あなたが去った後も私は生き続けます、お嬢さん。,1-1
34,"Qui êtes-vous? Ben, je suis la stagiaire! Dans quel service? On ne me l'a pas dit.",あなたは誰ですか？ ほら、私がインターンなんだよ！ どの部署でしょうか？ それを誰も私に言ってくれませんでした。,4-1
35,"Vous savez, nous les stagiaires, on abat tellement de boulot qu'on a intérêt à être polyvalents.",あなたが知っての通り、私たちインターンはとてつもない量の仕事をこなすので、多才であることが求められます。,1-1
36,"Vous voulez une augmentation? Non, je ne gagne rien.",昇給はお望みですか？ いえ、私は何も得ていません。,2-1
37,"Elle est assez décoiffée, me semble-t-il, trouée au jean, colorée du reste.",彼女の髪はかなり乱れているように見え、ジーンズには穴が開いていて、他の部分はカラフルだ。,1-1
38,"Elle est petite, elle a le regard noir, elle est sympathique, mais je serais bien en peine de dire si elle est jolie.",彼女は小柄で、目は黒く、親しみやすい。 しかし、彼女が美しいかどうかは私にはよくわからない。,1-2
39,Je ne sais plus lire ces filles-là non plus.,もうそんな女の子たちを読み解けなくなった。,1-1
40,Elle est vive.,彼女は活発です。,1-1
41,Normale Sup?,ノルマル・シュプリオール?,1-1
42,Métiers du livre la machine à fabriquer mille Gaston Gallimard par an pour mieux les broyer ensuite?,書籍業界は、毎年1000冊のギャストン・ギャリマールを生産してはすぐに粉砕するための機械なのでしょうか？,1-1
43,Alors qu'est-ce que vous faites ici?,それなら、あなたはここで何をしているのですか？,1-1
44,J'aime bien les livres aussi!,私も本が大好きです！,1-1
45,Et puis il y avait une place.,そして、広場があった。,1-1
46,On doit faire un stage en entreprise.,私たちは企業でインターンシップを行うべきです。,1-1
47,Obligatoire.,義務的な。,1-1
48,"Et qu'est-ce que vous faites dans mon bureau, si ce n'est pas indiscret?",それは失礼ではないとしたら、私のオフィスで何をしているんですか？,1-1
49,"C'est monsieur Meunier, le grand patron, qui m'a dit de.",それはムニエ氏、大物のボスが私にそうするよう言ったんです。,1-1
50,Le grand patron? Meunier?,大ボス？ ムーニエ？,1-2
51,Vous ne le connaissez pas?,あなたは彼を知らないのですか？,1-1
52,Trop bien.,あまりにもよい。,1-1
53,"Non, gestion d'entreprises culturelles.",いえ、それは文化事業の経営です。,1-1
54,Vraiment? Et vous voulez gérer l'édition?,ほんとうに？そして、編集を管理したいと思っていますか？,1-1
55,Je vous souhaite bonne chance.,幸運を祈ります。,1-1
56,Je préférerais organiser des concerts.,コンサートを開催する方が私は好きです。,1-1
57,Asseyez-vous.,座ってください。,1-1
58,"Il faut que j'y aille, c'est vendredi.",私は行かなければなりません、今日は金曜日です。,1-1
59,Il est tard.,もう遅いです。,1-1
60,Cinq minutes.,5分。,1-1
61,Vous voulez organiser des concerts?,コンサートを開催したいのですか？,1-1
62,"Oui, c'est bien, la musique.",はい、音楽は素晴らしいですね。,1-1
63,"Longtemps j'ai croisé les pieds dessus pour un peu de détente, d'élévation, pour un peu plus de sang au cerveau, maintenant, il m'arrive de plus en plus souvent d'y poser la tête, surtout le soir, surtout le vendredi soir.",長い間、私は足を組んでリラックスしたり、高揚したり、少しでも脳への血流を増やすためにそれを利用してきました。 しかし今では、特に夜間や金曜日の夜にはそれがますます頭を置く場所となっています。,1-2
64,"Je croise les bras sur le manuscrit ouvert et je pose ma tête dessus, le front sur l'avant-bras et la joue sur le texte frais. Le bois du bureau amplifie les battements de mon cœur.",開いた原稿の上に腕を組んで頭を置く。 前腕に額を押し当て、頬は新鮮なテキストの上に寄せる。 デスクの木が私の心臓の鼓動を増幅させます。,2-2
65,Le vieux mobilier Art déco conduit bien les émotions et les fatigues. Ruhlman? Leleu? Il en a tant vu.,古いアールデコの家具は、感情や疲れをうまく導く。 ルールマン？ ルル？ 彼は多くのことを見てきました。,4-1
66,"J'écoute mon cœur, mon vieux cœur du vendredi, mon vieux cœur dans le silence de la maison.",私は心の声を聞いています、金曜日の古き心の声を、静寂に包まれた家で。,1-1
67,"À cette heure, tout le monde est parti, je reste seul à bord, rincé, parce que je n'ai pas le courage de dresser la tour des manuscrits que je dois emporter pour le week-end.",この時間になるとみんな帰ってしまって、私だけが船上に残されている。 壊滅的な状態だ。 出発の準備をする気力も残っていない。 週末に持ち帰らねばならない原稿の山を片付ける気力はもっと無い。,1-4
68,Comme chaque vendredi.,毎週金曜日のように。,1-1
69,Alors vous savez.,それならあなたは知っているんですね。,1-1
70,C'est lui qui m'a dit de vous apporter ça.,彼がそれをあなたに持って行くように私に言ったのです。,1-1
71,"Et qu'est-ce que c'est, ça? Ben, c'est une liseuse, un eBook, un iPad, je ne sais pas, moi.",それは何ですか？ それは電子書籍リーダーや、eBookや、iPad、私にはわからないけどね。,2-1
72,Il m'a dit qu'il avait mis tous vos manuscrits dedans pour le week-end et que ça vous ferait moins lourd.,彼は、週末に向けてあなたの全ての原稿をそこに入れておき、それがあなたの負担を軽くするだろうと言いました。,1-1
73,"Vous voulez que je vous explique? Regardez, c'est comme un écran avec tous vos manuscrits dessus.",説明しましょうか？ ご覧下さい、これは皆さんの原稿がすべて表示される画面のようなものです。,2-1
74,Ils sont sur l'étagère virtuelle en faux-vrai bois.,彼らは、偽りの本物の木製で作られた仮想の棚にいます。,1-1
75,Vous les touchez et ils s'ouvrent.,あなたがそれらに触れると、それらは開きます。,1-1
76,Il y en a un paquet.,それは一組になっています。,1-1
77,Vous n'allez jamais lire tout ça en deux jours!,それを二日で全部読み終えるなんて無理でしょ！,1-1
78,"Regardez, le texte s'ouvre.",見てください、テキストが開きます。,1-1
