id,source,translation
1,ミホは、今では結婚して地元に中古の一戸建てを買っていて、そこに友達がよく集まっている。,"Miharucurrently lives in a small, second-hand house in the countryside with her husband, and their friends often gather there.

Polish translation:

Miharu obecnie mieszka w małym, używanym domu na wsi z mężem i ich przyjaciele często zbierają się tam."
2,明日もアルバイトなので億劫に思う時もあるが、コンビニ以外の世界との唯一の接点であり、同い年の「普通の三十代女性」と交流する貴重な機会なので、ミホの誘いにはなるべく応じるようにしている。,"Jutro także będę pracował na drugim etacie, ale czasami czuję, że jestem tylko łącznikiem między światem konbini a innymi ludźmi. Mimo to, jestem dumny z tego, że mam okazję na spotkania z kobietami w podobnym wieku do mnie, takimi jak Miho, i staram się przyjmować jej zaproszenia."
3,今日も、ミホと、まだ小さい子供を連れたユカリ、結婚しているが子供はまだのサツキと私、というメンバーで、ミホの家にケーキを持ち寄ってお茶をしていた。,"Dziś również, z Miro i małym, jeszcze bardzo młodym Yukari, którego matka jest już za mąż, a dziecko jeszcze niepełnoletnie, byliśmy razem w domu Miro, gdzie przygotowaliśmy herbatę i przyniosliśmy ciastko."
4,そのとき、私は、初めて、世界の部品になることができたのだった。,"Wtedy, po raz pierwszy, zostałem częścią świata."
5,私は、今、自分が生まれたと思った。,"Jestem teraz przekonany, że zostałem stworzony.

(Note: The Japanese sentence uses the verb ""生まれた"" (uma-reta) in the past tense, which implies that the speaker was born at some point in the past and is still alive now. The Polish translation uses the verb ""stworzony"" to convey the same idea.)"
6,世界の正常な部品としての私が、この日、確かに誕生したのだった。,"Jako normalna część świata, ja się dzisiaj narodziłem.

(Note: Please note that the translation may not be word-for-word, as it's important to convey the meaning and context of the original sentence in the target language. Also, please keep in mind that the sentence structure and word order may differ between Japanese and Polish.)"
7,オープンまでの二週間、二人組になったり、社員を相手にしながら、架空の客に向かって、ひたすら練習が続いた。,"Przez dwa tygodnie przed otwarciem, dwójka z nich pracowała razem, symulując sytuacje, w których spotykali się z członkami personelu, a następnie bezustannie trenowali, kierując się ku celowi.

(Note: Please note that the translation is in Polish, as requested. If you would like me to provide the translation in any other language, please let me know.)"
8,「お客様」の目を見て微笑んで一礼すること、生理用品は紙袋に入れること、温かい物は冷たい物と分けて入れること、ファーストフードを頼まれたら手をアルコールで消毒すること。,"""Zobaczyć i uśmiechać się klientowi, wkładać artykuły sanitarne do worków papierowych, rozdzielać ciepłe i zimne produkty, a fast food spryskać ręce alkoholem.""

(Note: ""お客様"" (okyakusama) is a polite way of saying ""customer"" or ""guest"" in Japanese. ""一礼"" (ichirei) means ""to bow"" or ""to give a slight bow"". ""生理用品"" (seiryou yuhin) means ""sanitary products"" or ""toiletries"". ""温かい物"" (atsui mono) means ""warm things"" or ""hot items"", while ""冷たい物"" (tsumetai mono) means ""cold things"" or ""cool items"". ""ファーストフード"" (faasuto fudo) means ""fast food"". ""頼まれた"" (takumareru) is a polite way of saying ""requested"" or ""asked"". ""手"" (te) means ""hand"", and ""アルコール"" (aru koru) means ""alcohol"". Finally, ""消毒"" (shoudo) means ""disinfect"" or ""sterilize"".)"
9,お金に慣れるためにとレジの中には本物のお金が入っていたが、レシートには「トレーニング」と大きく印字されていたし、相手は同じ制服を着たアルバイト仲間だし、なんとなくお買いものごっこをしているようだった。,"Dlaczegokolwiek zaczęliśmy szanować pieniądze, w kasie znajdowały się prawdziwe pieniądze, a na recepcie był nadruk ""Trening"" i dużymi literami, a przeciwnikiem byliśmy zawsze tacy sami zielonymi pracownikami, którzy jakimiś niejasnymi sposobami próbowali nam kupić towar."
10,二つ年下の妹は、私と違って、「普通」の子どもだった、かといって私を敬遠するわけでもなく、むしろ慕ってくれていた。,"Dwa lata młodsza siostra była zupełnie inna niż ja, ale nie traktowała mnie z dystansem, jakimiś szanowne dziecko. Rather, she looked up to me."
11,妹が私と異なり普通のことで母に叱られているとき、母に私は近づいて「どうして怒っているの?」と理由を尋ねた。,"Możesz posłużyć się tym tłumaczeniem:

Gdy siostra była złapana na differences i była szczerze skrytykowana przez matkę, ja zbliżyłem się do niej i zapytałem, ""Skąd takie wściekłość?"""
