id,source,translation
1,"Tufts of cloud burned black before the sunrise, the horizon littered with the flotsam of old and rusted silhouettes. They were alone. Chemtrails, the farmer had said to Alec, early on their walk. Other than this, he had been silent.",日の出前には黒く焼けた雲がちらばり、地平線には古くてさびついたシルエットの漂流物が散乱していた。彼らは一人ぼっちだった。ケムトレイル、農夫はアレックに言っていた、彼の散歩ではその他黙っていることしかなかった。
2,"Fifty feet away, the field gave way to freshly tilled brown soil, forming mounds everywhere on the uneven earth. Chalky rocks littered the plot in every direction. Each step in this place was as muddy and wet as the last. Further still, a thin metal fence marked the edge of the land, clots of wool decorating the wire like fairy lights where the sheep had once tried to break through.",五十フィート先には、野原が新たに耕された褐色の土壌に変わり、凹凸のある地面では随所で盛り上がりが見られました。白っぽい岩石があちこちに散在していました。この場所での一歩一歩は前のものと同じようにぬかるんで湿ったものでした。さらにその先、薄い金属製の柵が土地の境界を示しており、過去に羊が突破しようとした場所では羊毛が針金を飾ってまるでフェアリーライトのようでした。
3,"He swatted another fly away from his face. No, the farmer said. I'm a vegetarian. Really? My wife tried doing that a few years back, and.  No, the farmer said, and the conversation died. The world was still dark, even if only for a little while. The sun was almost free. The day had almost begun.",彼は顔からさらに１匹のハエを払った。「いや、農夫は言った。「私は菜食主義だからね」本当に？数年前、妻がそれを試してみていたんだけど、でも…」農夫は言わなかったし、会話も絶えた。世界はまだ暗く、一時的ではあるが。太陽がほとんど自由に近づいてきている。日中ももうじき始まる。
4,"They're selling up to live with family, so she says. I think I saw them in town a few times, Alec said. They were almost at the water tank, at the smile. Were they the ones who made those wagon wheels? They'd mix sausage meat into a kind of well, kind of cinnamon swirl, I suppose. It's delicious. Did you ever try one?",家族と一緒に暮らすために彼らは売り飛ばしている、と彼女が言っている。何回か町で彼らを見たような気がする、アレックスが言った。水槽のほぼそこ、笑みのところだった。それはあの馬車の車輪を作った人々ですか？ソーセージ肉を混ぜて種類の中に作り、シナモンスワールみたいですね。それはおいしいです。一度試したことありますか？
5,"Jean's moving out, the farmer said. Did you know? Who? Jean. The lady who lives down the lane, the farmer said, frowning. She's moving out, selling up her farm. Oh yes, Jean. His voice drifted. I saw the sign. Alec had driven past it on the way here, a farm twice the size of this one, its animals and land and people in far better condition. He had not known the name. He knew few out here. One more reminder that he did not belong, he supposed.",ジャンが引っ越すんだって、農夫が言った。知ってる？誰だって？ジャン。小道の奥に住んでる女性さ、農夫はふてくされた顔をして言った。彼女が引っ越しをするわけで、農場を売り払うってことさ。ああ、ジャンね。その声はどこか遠くに聞こえた。アレックスは来る途中でその看板を見かけていた、この農場の２倍も広い土地と動物と人々が状態も良い所なんだよ、彼はその名前を知らなかったけどね。彼にとってここの人間達は少数派だからな、彼がそう思う一層の証拠さ
6,"He gestured past a large, half-empty water tank around two hundred feet away, its translucent plastic grown stained with time, the smear of a smile where fluid had lapped within. We found them near there. His face fell. Alec checked his watch. 7.06 a.m. The sun would soon rise. They kept on, the silence drowned out by the buzzing of the flies and the distant hellos of scraggly sheep out there in the semi-darkness.",彼は手で、二百フィートほど離れた大きな半分しか水の入っていない水槽のところを指し示した。その透明なプラスチックは時間の経過で汚れ、液体が漬かった面に笑みが滲んでいる。私たちはそこら辺に彼らを見つけました。彼の顔は落ち込んだ。アレックが時計を確認した。「7時06分ですよ。太陽もすぐ昇りますね」静寂はブンブンと羽音する蠅や遠くから聞こえる痩せっぽちの羊の声にかき消されていった所で続けられました（訳注:原文から意訳）
7,"Alec grimaced. He stepped back, tensing before rushing over the ditch. He came down with a thud, right into the thick and gelatinous mud. He splattered his black trouser legs and the farmer's jeans. The other man tutted, smiling. What have we come to, eh? Alec brushed at the muck around his ankles, but this only spread it further. His palms grew filthy. The farmer walked on.",アレックは顔をしかめた。彼は一歩下がって、溝を飛び越える前に身構えた。ドシンと音を立てて着地し、ねばりけのある泥の中にどっかりと沈んだ。彼は黒いズボンと農夫のジーパンに泥をかけてしまった。他の男が舌打ちして笑みを浮かべた。「これで何になってしまったんだ、な？」アレックが足首回りの泥を払おうとしたが、それだけで広がってしまっただけだった。手のひらも汚れきっていく。農夫は歩いて行った。
8,"Alec stared at the mud, and the farmer grinned, his cheeks ruddy beneath his dirty white beard. With that thick wax coat and that gut and that voice, he could have been a lunatic Santa Claus. You won't fall, he said. Not afraid of a little dirt, are you, Sergeant Nichols? No. Yes. I just hope you aren't wasting my time. And these flies. Alec swatted one away from his rolled-up sleeve, a great bulbous thing that had nestled on the hairs of his forearm. He was food for this whole place. Try covering up next time, the farmer said.",アレックスは泥を見つめ、農夫は汚れた白い髭の下で顔のほか真っ赤ににまる笑みを浮かべました。あの厚いワックスコートとそれに伸びた腹とその声では、彼が気違いサンタクロースだったかもしれません。落ちることはないよ、彼は言いました。少しの汚れに怖じ気付くことなどあるまい、ニコルズ軍曹？ なんでもありゃしないですよ。ええ そう願いますわ わざわざ時間を割く余地がなければ良きことですから そしてこれらの虫だわ！ アレックスは上腕部毛髪の上に横たわってきて断固撃退する一匹を袖口で叩き落してしまいます 短径感じられるもの大球体的状がその上で安信してきただけです 彼自身この場所全体 NordFX の食物にされてしまうんだろう 片次回早め対処法を試すてど農夫さん 私言います-ruti
9,"Where are they? Alec asked, shivering. It was 6.55 a.m. He'd left his jacket in his patrol car. There weren't any sheep over here, the farmer said, ignoring the question. He leapt over the bank, his boots slipping slightly on the incline. They normally love coming over here.",「どこだ？」とアレックは震えながら尋ねた。午前6時55分だった。彼は巡回車に上着を置き忘れてきてしまった。「こちらに羊はいないよ」と農夫は問いにも答えず言った。彼は土手を飛び越え、ブーツが傾斜で少し滑るのを感じた。「普段なら喜んでこちらに来るんだけどね」
10,"And now their torches revealed the edge of a bank, right before the crest of a shallow stream that cut through the farmer's reclaimed marshland. Along its muddy edge and all around, the reeds sang with flies and crickets and buntings.",そして彼らの手に持つトーチは、農夫が開墾した湿地に刻まれた浅い小川の頂上直前に土手の輪郭を明らかにした。泥地のほとりと周囲一帯で、ヨシが蠅やコオロギ、ムクドリたちと共に歌っていた。
