id,source,translation,n2m
1,"The mother was speaking from the breakfast room, out of my field of view.","Matka mówiła z jadalni, poza moim polem widzenia.",1-1
2,"I liked that room a lot, with its long, oaken table and glass walls on three sides.","Bardzo lubiłem ten pokój ze swoim długim, dębowym stołem i szklanymi ścianami z trzech stron.",1-1
3,"You could see the bright sparkle of the lake through the glass walls, and sunlight shifted through the moving branches of an ancient willow that shaded the house.","Przez szklane ściany można było dostrzec iskrzące światło jeziora, a słońce przenikało przez poruszające się gałęzie starodawnego wierzby której cień padał na dom.",1-1
4,"We had a system of accounting, a chart on a wall.","Mieliśmy system rozliczeń, wykres na ścianie.",1-1
5,There were merits and demerits.,Były tam wymienione plusy i minusy.,1-1
6,"A merit was for an outrage success­fully committed, a demerit for an act that should bring on humiliation.","Plusy przypisywano za udane wybryki, a minusy za czyny prowadzące do upokorzenia.",1-1
7,"Juicy got merits for drooling into cocktails undetected, while Low got demerits for kissing up to a father.","Juicy otrzymał sporo plusów za niezauważone ślinienie się do koktajli, podczas gdy Low dostał minusem za lizusostwo wobec jakiegoś ojca.",1-1
8,Probably not his own—Low's parentage was a well-kept secret.,Prawdopodobnie nie swojego pochodzenie Low'a było tajemnicą pilnie strzeżoną.,1-1
9,But he'd been spotted asking a guy with male-pattern baldness for wardrobe advice.,Ale został przyłapany pytając gościa z męskim łysieniem o porady dotyczące garderoby.,1-1
10,"We had to hide the running, though, in case our haste betrayed us, so truer to say we slipped out quietly.","Musimy jednak ukryć szybki ruch, gdyż nasze pospiech mogłoby nas zdradzić, lepiej powiedzieć: wyszliśmy po cichu.",1-1
11,"When one of my parents appeared, my technique was: pretend to catch sight of someone in the next room.","Gdy pojawił się jeden z moich rodziców, mój technika polegała na udawaniu, że dostrzegam kogoś w następnym pomieszczeniu.",1-1
12,"Move in a natural manner toward this figment of my imagination, making a purposeful face.","Poruszaj się naturalnie w kierunku tego wytworu mojej wyobraźni, robiąc zdeterminowaną minę.",1-1
13,Go through the door.,Przejdź przez drzwi.,1-1
14,And fade away.,I zniknij.,1-1
15,"As the evenings wore on, some parents got it into their heads to dance.","W miarę jak wieczory mijały, niektóre rodzice wpadli na pomysł, aby zatańczyć.",1-1
16,A flash of life would move their lumpen bodies.,Błysk życia poruszał ich niewyrafinowane ciała.,1-1
17,Sad spectacle.,Smutny widok.,1-1
