id,source,translation,n2m
1,ミホとサツキは地元で頻繁に会っているせいか、そっくりな表情と喋り方をしている。,"Miho and Satsuki, who often meet in their hometown, have similar expressions and ways of speaking.",1-1
2,特にお菓子の食べ方が似ていて、二人ともネイルを施した手でクッキーを小さく割りながら口に運んでいる。,"Especially when they eat sweets, they break them into small pieces with their manicured hands and bring them to their mouths.",1-1
3,前からそうだったろうか、と思いだそうとするが、記憶が曖昧だ。,"I try to remember if they were always like this, but my memory is hazy.",1-1
4,前に会ったときの二人の小さな癖や仕草は、もうどこかへ流れ出て行ってしまったのかもしれないとも思う。,I wonder if the little quirks and mannerisms they had when I last saw them have already been swept away somewhere.,1-1
5,ミホは、今では結婚して地元に中古の一戸建てを買っていて、そこに友達がよく集まっている。,"Miho is now married and has bought an old house in her hometown, where her friends often gather.",1-1
6,明日もアルバイトなので億劫に思う時もあるが、コンビニ以外の世界との唯一の接点であり、同い年の「普通の三十代女性」と交流する貴重な機会なので、ミホの誘いにはなるべく応じるようにしている。,"Though she often finds it a chore to work tomorrow, it is her only connection to the world outside the convenience store, and a valuable opportunity to interact with other ""normal thirty-something women"" her age, so she tries to accept Miho's invitations as often as possible.",1-1
7,今日も、ミホと、まだ小さい子供を連れたユカリ、結婚しているが子供はまだのサツキと私、というメンバーで、ミホの家にケーキを持ち寄ってお茶をしていた。,"Today, the members were Miho, Yukari who had brought her still-small children, and Satsuki who was married but had no children yet. We were at Miho's house, having tea and cakes that we had brought.",1-2
8,そのとき、私は、初めて、世界の部品になることができたのだった。,"At that moment, I felt I had become a part of the world.",1-1
9,私は、今、自分が生まれたと思った。,I was born anew.,1-1
10,世界の正常な部品としての私が、この日、確かに誕生したのだった。,"I was born as a normal part of the world, on this day.",1-1
11,オープンまでの二週間、二人組になったり、社員を相手にしながら、架空の客に向かって、ひたすら練習が続いた。,"For two weeks, we practiced relentlessly, in pairs and with our colleagues, pretending to be customers.",1-1
12,「お客様」の目を見て微笑んで一礼すること、生理用品は紙袋に入れること、温かい物は冷たい物と分けて入れること、ファーストフードを頼まれたら手をアルコールで消毒すること。,"We learned to smile and bow politely, to put sanitary items in paper bags, to separate hot and cold items, and to disinfect our hands with alcohol if we were asked for fast food.",1-1
13,お金に慣れるためにとレジの中には本物のお金が入っていたが、レシートには「トレーニング」と大きく印字されていたし、相手は同じ制服を着たアルバイト仲間だし、なんとなくお買いものごっこをしているようだった。,"The cash register was filled with real money, but the receipts were printed with the word ""TRAINING"" in large letters, and the people we served were our colleagues in the same uniform. It felt like a game of pretend shopping.",1-2
14,二つ年下の妹は、私と違って、「普通」の子どもだった、かといって私を敬遠するわけでもなく、むしろ慕ってくれていた。,"My younger sister, two years my junior, was ""normal""—not that she kept her distance from me, but rather that she looked up to me.",1-1
15,妹が私と異なり普通のことで母に叱られているとき、母に私は近づいて「どうして怒っているの？」と理由を尋ねた。,"Whenever Mother scolded her for something ordinary, I would go up to Mother and ask why she was angry.",1-1
16,私が母に質問したせいでお説教が終わると、庇かばわれたと思うのか、妹はいつも私に「ありがとう」と言った。,"My sister, perhaps thinking I had come to her rescue, would always thank me.",1-1
17,お菓子や玩具にあまり興味がなかった私は、それらを妹にあげることも多かった。,"I, who had no great interest in sweets or toys, would often give them to her.",1-1
18,そのため、妹はいつも私についてまわっていた。,"For this reason, she was always trailing after me.",1-1
19,「お父さん、焼き鳥好きだから、今日、これを焼いて食べよう」 良く聞こえなかったのだろうかと、はっきりとした発音で繰り返すと、母はぎょっとし、隣にいた他の子のお母さんも驚いたのか、目と鼻の穴と口が一斉にがばりと開いた。,"""Dad, I'm going to make some yakitori today. My mother and the other mothers nearby seemed to have been taken aback, their eyes, noses and mouths all opening wide, when I repeated my words in a clear voice, as if they hadn't heard me the first time.",1-2
20,変な顔だったので笑いそうになったが、その人が私の手元を凝視しているのを見て、そうか、一羽じゃ足りないなと思った。,"I almost laughed at their funny expressions, but then I noticed they were looking at the birds in my hand, and I realized one was not enough.",1-1
21,「もっととってきたほうがいい？」 近くで二、三羽並んで歩いている雀にちらりと視線をやると、やっと我に返った母が、「恵子！」ととがめるような声で、必死に叫んだ。,"""Should I get more?"" My mother seemed to come to her senses when she saw the sparrows walking around in pairs and threes nearby. ""Eko!"" she exclaimed in a scolding voice.",1-3
22,「小鳥さんはね、お墓をつくって埋めてあげよう。,"""Let's make a grave for them.",1-1
23,ほら、皆も泣いてるよ。,"Look, everyone's crying.",1-1
24,お友達が死んじゃって寂しいね。,"It's sad when your friends die, isn't it?",1-1
25,ね、かわいそうでしょう？」,"Aren't they pitiful?""",1-1
26,「なんで？ せっかく死んでるのに」 私の疑問に、母は絶句した。,"""Why? They're already dead. My mother was speechless at my question.",1-2
27,缶コーヒーと煙草とアメリカンドックを手早くＳサイズの袋に入れる。,"I quickly put a can of coffee, some cigarettes, and an Americano into a small bag.",1-1
28,その間、ポケットの中の小銭を鳴らしていた男性が、ふと思いついたように胸ポケットに手を入れる。,"Meanwhile, the man who had been jingling coins in his pocket suddenly reached into his breast pocket, as if he had just thought of something.",1-1
29,その仕草から、電子マネーで支払をするのだなと咄嗟に判断する。,His gesture told me that he was about to pay with an electronic money card.,1-1
30,「いらっしゃいませ、おはようございます！」 軽い会釈をして、男性客が差し出した缶コーヒーを受け取る。,"""Welcome! Good morning!"" I accepted the can of coffee that the male customer had offered me with a slight bow.",1-2
31,「あー、あと煙草の５番を一つ」 「かしこまりました」 すばやくマルボロライトメンソールを抜き取り、レジでスキャンする。,"""Ah, and one pack of cigarettes, number five. ""Right away. I quickly pulled out a Marlboro Light Menthol and scanned it at the register.",1-3
32,「年齢確認のタッチをお願いします」,"""Please touch the screen for age verification.",1-1
33,画面をタッチしながら、男性の目線がファーストフードが並んだショーケースにすっと移ったのを見て、指の動きを止める。,"His gaze shifted to the show case with the fast food as he touched the screen, and I stopped my finger's movement.",1-1
34,「何かおとりしますか？」と声をかけてもいいが、客が買うかどうか悩んでいるように見えるときは、一歩引いて待つことにしている。,"I could ask him if he wanted something else, but when he seemed to be hesitating about buying something, I decided to step back and wait.",1-1
35,チャリ、という微かな小銭の音に反応して振り向き、レジのほうへと視線をやる。,"At the sound of coins jingling, I turned my head towards the cash register.",1-1
36,掌やポケットの中で小銭を鳴らしている人は、煙草か新聞をさっと買って帰ろうとしている人が多いので、お金の音には敏感だ。,"Most of the people who made this sound were buying cigarettes or newspapers and were about to leave, so I was sensitive to the sound of money.",1-1
37,案の定、缶コーヒーを片手に持ち、もう片方の手をポケットに突っ込んだままレジに近付いている男性がいた。,"Sure enough, there was a man with a can of coffee in one hand and his other hand in his pocket, heading towards the register.",1-1
38,素早く店内を移動してレジカウンターの中に身体をすべりこませ、客を待たせないように中に立って待機する。,"I quickly moved inside the store and slid into the cash register counter, standing inside to make sure I didn't keep the customer waiting.",1-1
39,コンビニエンスストアは、音で満ちている。,The convenience store is filled with sound.,1-1
40,客が入ってくるチャイムの音に、店内を流れる有線放送で新商品を宣伝するアイドルの声。 店員の掛け声に、バーコードをスキャンする音。 かごに物を入れる音、パンの袋が握られる音に、店内を歩き回るヒールの音。 全てが混ざり合い、「コンビニの音」になって、私の鼓膜にずっと触れている。,"The chime that rings when customers enter, the idol's voice advertising new products on the radio, the calls of the store clerks, the sound of barcodes being scanned, the sound of items being placed in baskets, the sound of plastic bags being gripped, and the sound of heels walking around the store—all these sounds mix together to form the ""sound of the convenience store"" that lingers in my ears.",4-1
