id,source,translation,n2m
1,"Deux autres petites photos à bords dentelés, datant vraisemblablement de la même année, montrent la même enfant, mais plus menue, dans une robe à volants et manches ballon.","Two other small photos with scalloped edges, likely taken the same year, show the same child, but smaller in a dress with frills and puffed sleeves.",1-1
2,"Sur la première, elle se blottit de façon espiègle contre une femme au corps massif, d'un seul tenant dans une robe à larges rayures, les cheveux relevés en gros rouleaux.","In the first one, she snuggles impishly against a woman of massive stature in a single-piece dress with wide stripes, her hair done up into large rolls.",1-1
3,"Sur l'autre, elle lève le poing gauche, le droit est retenu par la main d'un homme, grand, en veste claire et pantalon à pinces, à la posture nonchalante.","In the second image, she raises her left fist while her right is held by a tall man dressed in a light jacket and pleated trousers striking an insouciant pose.",1-1
4,"Les deux photos ont été prises le même jour devant un muret surmonté d'une bordure de fleurs, dans une cour pavée.",Both photos were taken on the same day beside a small wall adorned with flowers atop it on paved courtyard.,1-1
5,Au-dessus des têtes passe une corde à linge sur laquelle une épingle est restée accrochée.,Above their heads runs lines of laundry from which one clothespin remains hanging.,1-1
6,"Une autre photo, signée du même photographe mais le papier du livret est plus ordinaire et le liseré d'or a disparu —, sans doute vouée à la même distribution familiale, montre une petite fille d'environ quatre ans, sérieuse, presque triste malgré une bonne bouille rebondie sous des cheveux courts, séparés par une raie au milieu et tirés en arrière par des barrettes auxquelles sont attachés des rubans, comme des papillons.","Another photo, signed by the same photographer but on more ordinary paper and without the gold border likely intended for the same family distribution, shows a little girl of about four years old. She seems serious, almost sad despite her plump and round face beneath short hair, parted in the middle and held back with barrettes from which ribbons are attached like butterflies.",1-2
7,"La main gauche repose sur la même table sculptée, entièrement visible, de style Louis XVI.","Her left hand rests on the same carved table, fully visible in Louis XVI style.",1-1
8,"Elle apparaît boudinée dans son corsage, sa jupe à bretelles remonte par-devant à cause d'un ventre proéminent, peut-être signe de rachitisme (1944, environ).",She appears swollen in her bodice; her suspender skirt is hiked up at the front because of a protruding belly—perhaps a sign of rickets (circa 1944).,1-1
9,Les garçons étaient fiers de partir au régiment et on les trouvait beaux en soldats.,"The boys were proud to join the regiment, and everyone thought them handsome in their uniforms.",1-1
10,"Le soir du conseil de révision, ils faisaient la tournée des cafés pour célébrer la gloire d'être reconnus comme de vrais hommes.","On the evening of conscription board, they would visit all the coffee shops to celebrate being recognized as real men.",1-1
11,"Avant le régiment, ils étaient encore des gamins et ne valaient rien sur le marché du travail et du mariage.","Before joining the army, they were still seen as kids who weren't worth anything on both work and marriage market.",1-1
12,"Après, ils pourraient avoir une femme et des enfants.","Afterwards, they could take a wife and start a family.",1-1
13,L'uniforme qu'ils promenaient dans le quartier lors des permissions les enveloppait de beauté patriotique et de sacrifice virtuel.,The uniform that they paraded around their neighborhood during leave imbued them with patriotic beauty and projected sacrifice.,1-1
14,"L'ombre des combattants vainqueurs, des GI, flottait autour d'eux.",The shadow of victorious warriors—of GIs—hovered around them.,1-1
