id,source,translation,n2m
1,"The mother was speaking from the breakfast room, out of my field of view.","Matka rozmawiała ze śniadaniowej, poza moim polem widzenia.",1-1
2,"I liked that room a lot, with its long, oaken table and glass walls on three sides.","Bardzo lubiłem ten pokój, z jego długim, dębowym stołem i szklanymi ścianami z trzech stron.",1-1
3,"You could see the bright sparkle of the lake through the glass walls, and sunlight shifted through the moving branches of an ancient willow that shaded the house.","Przez te szklane ściany można było zobaczyć jasny błysk jeziora, a słońce przesuwało się przez poruszające się gałęzie starożytnej wierzby, która cieniowała dom.",1-1
4,"We had a system of accounting, a chart on a wall.","Mieliśmy system rozliczeniowy, wykres na ścianie.",1-1
5,There were merits and demerits.,Były zasługi i demerity.,1-1
6,"A merit was for an outrage success­fully committed, a demerit for an act that should bring on humiliation.","Zasługa była za skutecznie wykonany wybryk, demerit za czyn prowadzący do upokorzenia.",1-1
7,"Juicy got merits for drooling into cocktails undetected, while Low got demerits for kissing up to a father.","Juicy dostawał zasługi za niezauważone ślinienie się do koktajli, podczas gdy Low dostawał demerity za podlizywanie się ojcu.",1-1
8,Probably not his own—Low's parentage was a well-kept secret.,Prawdopodobnie nie swojemu pochodzenie Low było dobrze strzeżoną tajemnicą.,1-1
9,But he'd been spotted asking a guy with male-pattern baldness for wardrobe advice.,Ale został przyłapany na pytaniu faceta z łysieniem plackowatym o radę dotyczącą garderoby.,1-1
10,"We had to hide the running, though, in case our haste betrayed us, so truer to say we slipped out quietly.","Musimy jednak ukryć nasze bieganie, w razie gdyby nasz pośpiech nas zdradził, więc prawdą będzie powiedzenie, że wyślizgnęliśmy się cicho.",1-1
11,"When one of my parents appeared, my technique was: pretend to catch sight of someone in the next room.","Kiedy jeden z moich rodziców pojawił się na horyzoncie, moją techniką było: udawać, że widzę kogoś w następnym pokoju.",1-1
12,"Move in a natural manner toward this figment of my imagination, making a purposeful face.","Poruszać się naturalnie w stronę tego wytworu mojej wyobraźni, robiąc celowy minę.",1-1
13,Go through the door.,Przejść przez drzwi.,1-1
14,And fade away.,I ulotnić się bez śladu.,1-1
15,"As the evenings wore on, some parents got it into their heads to dance.","Jak zapadały wieczory, niektórzy rodzice wpadali na pomysł, aby potańczyć.",1-1
16,A flash of life would move their lumpen bodies.,Błysk życia poruszał ich ciężkie ciała.,1-1
17,Sad spectacle.,Smutne widowisko.,1-1
18,"They flopped, blasting their old-time music.","Bezdolnie tańczyli, nawalając starodawną muzykę.",1-1
19,"""Beat on the brat, beat on the brat, beat on the brat with a baseball bat, oh yeah.""","""Bij chamaka, bij chamaka, bij chamaka kijem bejsbolowym, tak jest"".",1-1
20,Later the talk grew louder.,Później rozmowa stała się głośniejsza.,1-1
21,"Freed of our influence, some of them emitted sudden, harsh barks.","Uwalniani od naszego wpływu, niektórzy z nich wydawali nagle szorstkie szczeknięcia.",1-1
22,"Apparently, laughing.","Najwyraźniej, śmiejąc się.",1-1
23,"From the wrap­around porch, with its bamboo torches and hanging ferns and porch swings, moth-eaten armchairs and blue-light bug zappers, the barks of laughter carried.","Ze złocistej werandy, na której były bambusowe pochodnie, wiszące paprocie i huśtawki na tarasie, omszałe fotele i błękitne lampy przyciągające insekty, dobiegał harmonijny śmiech.",1-1
24,"We heard them from the treehouses and tennis courts and from the field of beehives a slow neighbor woman tended in the daytime, muttering under the veil of her beekeeping hat.","Słyszeliśmy go z domków na drzewach i kortów tenisowych oraz z pola pełnego uli, którymi w dzień zajmowała się powolna sąsiadka mrucząc pod woalką swego kapelusza pszczelarza.",1-1
25,"We heard them from behind the cracked panes of the dilapidated greenhouse or on the cool black water of the lake, where we floated in our underwear at midnight.","Doskonale słyszelibyśmy go również zza pękniętych szyb rozbitej oranżerii czy na chłodnej czarnej wodzie jeziora, gdzie pływaliśmy o północy tylko w bieliźnie.",1-1
26,"THE GREAT HOUSE had been built by robber barons in the nineteenth century, a palatial retreat for the green months.","WIELKI DOM został zbudowany przez rozbójniczych baronów w dziewiętnastym wieku, jako pałacowe odosobnienie na zielone miesiące.",1-1
27,"Our parents, those so-called figures of authority, roamed its rooms in vague circuits beneath the broad beams, their objectives murky.","Nasze rodzice, te tak zwane autorytety, przemierzali jego pokoje w niejasnych obiegach pod szerokimi belkami, ich cele były niejasne.",1-1
28,And of no general interest.,I generalnie niewiele osób je interesowały.,1-1
29,The lady urinated.,Dama oddała mocz.,1-1
30,"""Oh, poor old thing, she has a nervous bladder!"" exclaimed someone's chubby mother.","""Och, biedactwo, ma nerwowy pęcherz!"" zawołała jakaś pulchna matka.",1-1
31,"""Is that a Persian rug?""","""Czy to dywan perski?""",1-1
32,Whose mother was it? Unclear.,Której to była matka? Niejasne.,1-2
33,"No one would cop to it, of course.",Nikt oczywiście się do tego nie przyznał.,1-1
34,We canceled the performance.,Odwołaliśmy występ.,1-1
