id,source,translation,n2m
1,"Все последующее было предсказуемо: возгласы и стоны, нервные шутки и похвалы мне, стоящему в белом у жаровни: Маэстро, вы превзошли себя!","Wszystko, co następowało, było przewidywalne: okrzyki i jęki, nerwowe dowcipy oraz pochwały skierowane do mnie w białym uniformie stojącego przy palenisku: Maestro, przekroczyłeś siebie!",2-1
2,"Сюзанна, ты чувствуешь запах ста тысяч, брошенных Настасьей Филипповной в огонь?","Zuzanna, czujesz zapach stu tysięcy rzucanych przez Nastaszę Filippownę do ognia?",1-1
3,"Милый, сколько же сегодня сжег ты для меня?","Kochanie, ileż dzisiaj spaliłeś dla mnie?",1-1
4,"Барбара, мы с тобой преступницы!","Barbara, jesteśmy z tobą przestępczyniami!",1-1
5,"Ах, в этой рыбе привкус безумия!",Ach ten smak szaleństwa w tej rybie!,1-1
6,"Томас, стыдно признаться, но я впервые ем и осетрину!",Tomasz muszę się przyznać z wstydem ale po raz pierwszy jem jesiotra!,1-1
7,"Попыхивая сигарой, достаю пачку красивых полупрозрачных английских банкнот с самодовольной физиономией короля, вынимаю одну, складываю из нее тельца.","Dymiąc cygarem, wyciągam paczkę pięknych półprzezroczystych angielskich banknotów z samozadowoloną miną króla, wyjmuję jednego, składam z niego cielca.",1-1
8,Кладу в пепельницу и поджигаю.,Kładę go w popielniczce i podpalam.,1-1
9,"Это жертва благодарения цифровому миру, обеспечившему нас работой.","To jest ofiara dziękczynna dla cyfrowego świata, który zapewnił nam pracę.",1-1
10,Я совершаю этот ритуал каждый раз после удачного вечера.,Przeprowadzam ten rytuał za każdym razem po udanym wieczorze.,1-1
11,"Современные купюры горят отвратительно, приходиться поджигать и поджигать.","Nowoczesne banknoty paskudnie płoną, trzeba je podpalać i podpalać.",1-1
12,"Мда, англичане в ту пору оказались ""впереди планеты всей"".","No tak, Anglicy w tym czasie okazali się ""przywódcami całej planety"".",1-1
13,"Четверку джентльменов, подаривших миру новую моду, тогда окрестили ""новыми битлами"": трое из них совпадали именами с ливерпульской четверкой: Джон, Джордж и Пол.","Czterech dżentelmenów, którzy podarowali świecie nową modę, szybko zyskało miano ""nowych bitelsów"": trzech z nich miało takie same imiona jak członkowie słynnej czwórki z Liverpoolu: John, George i Paul.",1-1
14,Контрфаготиста звали Грегор.,Fagocista nazywał się Gregor.,1-1
15,"И те, и нынешние стремительно ворвались в послевоенный европейский мир.","Zarówno oni, jak i dzisiejsi bohaterowie gwałtownie wtargnęli do powojennego świata Europy.",1-1
16,"Да, после войны всем, всем вдруг отчаянно захотелось почитать.","Tak, po wojnie wszyscy nagle pragnęli czytać.",1-1
17,"Руки взломщиков потянулись к книгохранилищам, а гурманы и золотая молодежь в первые подпольные читальни.",Ręce włamywaczy ciągnęły się do bibliotek a smakosze i złota młodzież do pierwszych podziemnych czytelni.,1-1
18,Потом туда хлынули и обыватели.,Potem tam wpadła cała reszta społeczeństwa.,1-1
19,Это были золотые времена.,To były złote czasy.,1-1
20,"Те, кто оказались тогда в нужном месте, срубили бабла по полной: второсортный повар, взятый из уличной забегаловки, за пару месяцев делал себе состояние.","Ci, którzy znaleźli się wtedy we właściwym miejscu zarobili krocie: drugorzędny kucharz zebrane z ulicznego bistra zdobył majątek w ciągu kilku miesięcy .",1-1
21,"Мда, родись я лет на пять пораньше.","Eh,ródzić siebie parę lat wcześniej. ..",1-1
22,В те сумасшедшие годы завороженный процессом народ не обращал внимание на качество.,W te szalone lata ludzie byli urzeknięci procesem i nie skupiali uwagi na jakości.,1-1
23,"Читали тогда, что называется, ""по диагонали"": дым, копоть, воспарения.","Czytano wtedy tak zwane ""na przekór"": dymy , sadza , opary .",1-1
24,"О качестве еды и говорить нечего: богатые дурачки, в одночасье ставшие гурманами, глотали сухой стейк из солнечника на ""Старике и море"", спаленную аррачеру на Дос-Пассосе и недожаренную свинину на ""Швейке"".","Nie ma co mówić o jakości jedzenia : bogaci idioci , którzy stawali się smakoszami w mgnieniu oka, jedli suchy stek z słonecznika na ""Starym człowieku i morze"", spaloną arracherę na Dos Passosie i niedosmażoną świnię na ""Dobrym żołnierzu Szwejku"".",1-1
25,За эти девять лет именно русская литература принесла мне весьма приличный доход.,W ciągu tych dziewięciu lat to właśnie literatura rosyjska przyniosła mi całkiem przyzwoity dochód.,1-1
26,"Благодаря ее пылающим страницам я прошел суровый путь от рядового повара в подпольных забегаловках Гонконга до шефа-по-вызову с тремя звездами и могу позволить теперь себе жить гастролями, кочуя по миру.","Dzięki jej płonącym stronami przeszedłem surową drogę od zwykłego kucharza w podziemnych jadłodajniach Hongkongu do szefa kuchni na wezwanie z trzema gwiazdkami i teraz mogę sobie pozwolić na życie z koncertów, wędrując po świecie.",1-1
27,"Ну и конечно Опыт, Опыт, ""сын ошибок трудных"".","No i oczywiście Doświadczenie, Doświadczenie, ""syn ciężkich błędów"".",1-1
28,Да и мать его Случайность.,"Tak, i jego matka Przypadek.",1-1
29,И отец Интуиция.,I ojciec Intuicja.,1-1
30,"Книги как лошади дикие и своенравные, если не найти к ним подхода.","Książki są jak dzikie i kapryśne konie, jeśli nie znajdziesz do nich podejścia.",1-1
31,Я обхожусь без стека и шпор.,Ja radzę sobie bez batu i ostrog.,1-1
32,"Ласка, только ласка.","Tylko czułość, tylko czułość.",1-1
