id,source,translation,n2m
1,Беспредельный морской шум не прекращался ни на минуту.,The limitless sound of the sea did not cease for a moment.,1-1
2,"Он набегал длинными волнами, то усиливаясь, то затихая.","It came in long waves, intensifying and then subsiding.",1-1
3,"И ветер то начинал шуметь в голых деревьях, то замолкал, так же как и я прислушиваясь к течению ночи.","The wind began to roar in the naked trees, then quietened down, just like me listening to the night's course.",1-1
4,"Но он не уходил, он был здесь.","But it didn't leave, it was still there.",1-1
5,Я это знал по запаху мокрой гальки и по едва внятному трепету одинокого платанового листа.,I knew it from the smell of wet pebble and by the barely perceptible trembling of a solitary plane leaf.,1-1
6,"Я заметил еще днем этот упрямый сизый лист, но сейчас, ночью, он казался мне маленьким живым существом, моим единственным бодрствующим другом.","I had noticed that stubborn grey leaf during the day but now at night, it seemed like a little living creature and my only wakeful companion.",1-1
7,"Изредка из тьмы, из города, доносились ружейные выстрелы.",Occasionally gunshots carried over from the darkness of the city.,1-1
8,После каждого выстрела долго лаяли собаки.,Dogs barked for a long time after each shot was fired. .,1-1
9,Потом далеко в море мелькнул тусклый огонь и погас.,Then far out at sea there was a faint flickering light which soon went out.,1-1
10,"Он заставлял смотреть на эти вещи пристальнее и дольше, чем мы это делаем обычно, и открывать в них много не замеченных ранее качеств.","It forced one to look more closely and for longer at these things than we usually do, revealing many features previously overlooked.",1-1
11,"Так, в ноздреватом желтом камне было много накрепко впаянных в него маленьких морских ракушек, на кустах дрока оставалось еще несколько цветов, они сидели на прямых твердых стеблях, как промокшие и сморщенные золотые бабочки, и терпеливо дожидались солнца.","Thus, in the pungent yellow stone there were lots of tiny seashells firmly embedded in it; a few flowers lingered on the greenweed bushes, perched on stiff stems like soaked and wrinkled golden butterflies, patiently waiting for the sun.",1-2
12,"Но оно очень редко проступало в тумане размытым белым пятном и не давало ни теплоты, ни тени.","But it was just a hazy white spot in the fog most of the time, providing neither heat nor shadows.",1-1
13,"Под единственным старым платаном с лимонными пятнами на стволе валялись листья, как бы вырезанные из тусклого зеленого бархата.",Leaves cut out from dull green velvet seemed to lie scattered under an old plane tree marked with lime spots on its trunk.,1-1
14,"По чугунной калитке вереницей бежали муравьи, сносили в свои подземные житницы последние запасы на зиму, а под якорной цепью жила маленькая робкая жаба.","Ants ran along an iron gate post in single file taking their last supplies underground for winter, and a timid little frog lived underneath the anchor chain.",1-1
