id,source,translation,n2m
1,"""Klappe halten"", sagte der Optiker noch einmal lauter und ging schneller, ""Selma findet nur sehr selten etwas bedrohlich oder unansehnlich"".","""Shut up,"" the optician said even louder and walked faster, ""Selma seldom finds anything threatening or ugly.",1-1
2,"Damit hatte er völlig recht, und damit hatte er leider mehr gesagt, als er den Stimmen eigentlich hätte antworten sollen.","He was right in saying so, but he had unfortunately said more than he should have in response to the voices.",1-1
3,"Aber die Liebe fände sie womöglich ausgerechnet doch unansehnlich, zischelten die Stimmen, es habe ja einen Grund, sagten sie, dass die Wahrheit so lange verborgen wurde.","Yet she might find love ugly especially, hissed the voices; there must have been a reason, they suggested, that the truth was hidden for so long.",1-1
4,"""Feigheit war das"", sagte der Optiker und schob die Ledertasche auf die andere Hüfte, weil das Rempeln der Tasche und das Rempeln der Stimmen langsam begannen wehzutun.","""That was cowardice,"" said the optician as he switched his leather bag to his other hip because both its jostling and the voices' constant chatter were starting to hurt.",1-1
5,"""Besonnenheit war das"", sagten die Stimmen, ""Angst ist ja manchmal doch ein guter Ratgeber"", sagten sie und summten die Titelmelodie der Vorabendserie.","""Caution it was,"" retorted the voices. ""Fear can sometimes be a good advisor after all,"" they added before humming the theme tune of an early evening TV show.",1-2
6,Der Optiker wurde jetzt langsamer.,The optician now started to slow down.,1-1
7,"Der Weg zu Selmas Haus, der eigentlich zehn Minuten dauerte, kam ihm plötzlich vor wie eine Tagesreise, eine Tagesreise mit sehr, sehr viel Gepäck.",Selma's house which normally only took ten minutes to reach suddenly felt like a whole day's journey carrying an immense load of luggage.,1-1
8,Das stimmte.,That was true.,1-1
9,"Der Hund war schneematschfarben, er war verwaschen grau und zottelig wie ein ausschließlicher Irischer Wolfhund ohne etwas anderes drin.","The dog was the color of slushy snow, a washed-out gray and shaggy like an exclusive Irish Wolfhound without anything else in him.",1-1
10,"Sein Körper war noch klein, aber seine Pfoten waren groß wie Bärentatzen, und wir wussten alle, was das bedeutete.","His body was still small, but his paws were as big as bear claws, and we all knew what that meant.",1-1
11,Selma stand immer noch erhoben vor der Küchenbank.,Selma still stood elevated by the kitchen bench.,1-1
12,Sie schaute lange auf den Hund.,She looked at the dog for a long time.,1-1
13,"Dann sah sie meinen Vater an, als sei er ein Geschenkideengeschäft.",Then she looked at my father as if he were a gift shop.,1-1
14,"Bauer Häubel war der festen Überzeugung, dass der Tod höflich sein würde, so wie Bauer Häubel selbst es sein Leben lang gewesen war.",Farmer Häubel firmly believed that Death would be as polite as he himself had been throughout his life.,1-1
15,"Er war sicher, dass der Tod ihm das Leben nicht entreißen, sondern behutsam aus der Hand nehmen würde.","He was certain that Death would not snatch life from him, but gently take it from his hand.",1-1
16,"Er stellte sich vor, wie der Tod vorsichtig anklopfte, die Tür nur einen Spalt öffnete und ""Darf ich""? fragte, was Bauer Häubel natürlich bejahen würde.","He imagined how Death would politely knock, open the door only a crack and ask 'May I? to which Farmer Häubel would naturally respond affirmatively.",1-1
17,"""Selbstverständlich"", würde Bauer Häubel sagen, ""treten Sie doch ein"", und der Tod würde eintreten.","'Of course, Farmer Häubel would say, 'do come in, and so Death would enter.",1-1
18,"Er würde sich an Bauer Häubels Bett stellen und fragen: ""Passt es Ihnen jetzt? Ich kann sonst auch zu einem späteren Zeitpunkt vorbeikommen"".","He would stand next to Farmer Häubel's bed and ask, 'Is now a good time for you? I can always come back at a later stage'.",2-1
19,"Bauer Häubel würde sich aufrichten und ""Nein, nein, es passt mir gerade sehr gut"" sagen, ""lassen Sie es uns besser nicht noch einmal verschieben, wer weiß, wann Sie es wieder einrichten können"", und der Tod würde sich auf den schon bereitgestellten Stuhl am Kopfende setzen.","Farmer Häubel would sit up saying No, no, this is just the right moment for me', Let's not postpone it again; who knows when you'll be able to arrange it again, and then Death will sit down on the chair already placed by his head-end.",1-1
20,"Er würde sich im Vorhinein für die Kälte seiner Hände entschuldigen, die, das wusste Bauer Häubel, ihm überhaupt nichts ausmachen würde, und dann eine Hand auf Bauer Häubels Augen legen.",He will apologize in advance for the coldness of his hands which Bauer Haübel knew wouldn't bother him even slightly before laying them upon farmer Haübel's eyes.,1-1
21,"Die Leute im Dorf waren beunruhigt, man sah es ihnen an, auch wenn sie größtenteils versuchten, sich nichts anmerken zu lassen.","The people in the village were anxious, it was evident, even if most tried to conceal it.",1-1
22,"Heute Morgen, wenige Stunden nach Selmas Traum, bewegten sich die Leute im Dorf, als habe sich auf allen Wegen Blitzeis gebildet, nicht nur draußen, sondern auch in den Häusern, Blitzeis in den Küchen und Wohnzimmern.","This morning, a few hours after Selma's dream, people moved around the village as though there was black ice underfoot on all paths; not just outside but within their homes too: black ice in their kitchens and living rooms.",1-2
23,"Sie bewegten sich, als seien ihnen die eigenen Körper ganz fremd, als seien all ihre Gelenke entzündet und auch die Gegenstände, mit denen sie hantierten, hochentzündlich.","They moved as if their own bodies were completely alien to them, as if all of their joints were inflamed and even the objects they handled could spontaneously combust.",1-1
24,"Den ganzen Tag lang beargwöhnten sie ihr Leben und, soweit möglich, das aller anderen.",All day long they suspiciously scrutinised their lives and those of everyone else where possible.,1-1
25,"Immer wieder schauten sie hinter sich, um zu überprüfen, ob da jemand angesprungen käme mit Mordlust, jemand, der den Verstand verloren und deshalb nichts Nennenswertes mehr zu verlieren hatte, und sie schauten rasch wieder nach vorne, weil jemand ohne Verstand schließlich auch frontal angreifen konnte.","Again and again they looked behind them to see if anyone might leap out with murderous intent: someone who had lost reason, hence had nothing significant left to lose; also glancing ahead swiftly because someone without reason could also attack from front.",1-3
26,"Sie schauten nach oben, um herabfallende Dachziegel, Äste oder schwere Lampenschirme auszuschließen.","They'd look upward high vigilantly so falling roof tiles, branches or heavy lampshades can't take them by surprise;",1-1
27,"Sie mieden alle Tiere, weil es aus denen, glaubten sie, schneller herausbrechen konnte als aus Menschen.",avoided every animal because those creatures might turn unexpectedly faster than humansso they thought.,1-1
28,"Sie machten einen Bogen um die gutartigen Kühe, die heute womöglich austreten würden, sie mieden die Hunde, auch die ganz alten, die kaum noch stehen konnten, ihnen aber heute vielleicht trotzdem an die Gurgel gehen würden.",Sidestepped friendly cows which might kick today of all days; dodged dogs including really old ones that hardly stood up anymore but still possibly would attack at throats this very day.,1-2
29,"An solchen Tagen war alles möglich, da konnten einem auch vergreiste Dackel die Kehle durchbeißen, viel abwegiger als ein Okapi war das schließlich nicht.",On such days everything was possible: being bitten through the throat by an aging dachshund didn't seem more far-fetched than spotting an Okapi suddenly was!,1-2
30,Bis auf Selmas Schwägerin Elsbeth waren die Leute im Dorf meistens nicht abergläubisch.,"Except for Selma's sister-in-law Elsbeth, the villagers were mostly not superstitious.",1-1
31,"Sie machten unbekümmert all das, was man bei Aberglauben nicht machen darf: Sie saßen gelassen unter Wanduhren, obwohl man bei Aberglauben daran sterben kann, sie schliefen mit dem Kopf zur Tür hin, obwohl das bei Aberglauben bedeutet, dass man durch genau die Tür bald mit den Füßen zuerst hinausgetragen wird.","They casually did all the things that one should avoid in superstition: they sat comfortably under wall clocks, though superstition suggests it could lead to death; they slept with their heads towards the door, despite superstition suggesting that it means they would soon be carried out through the same door feet first.",2-1
32,"Sie hängten zwischen Weihnachten und Neujahr Wäsche auf, was, wie Elsbeth warnte, bei Aberglauben einem Suizid oder einer Beihilfe zum Mord gleichkommt.",They hung laundry between Christmas and New Year's which Elsbeth warned was akin to suicide or aiding and abetting a murder in folklore terms without thinking twice.,1-1
33,"Sie erschraken nicht, wenn nachts das Käuzchen rief, wenn ein Pferd im Stall stark schwitzte, wenn ein Hund nachts jaulte, mit gesenktem Kopf.","They didn't get shocked when an owl hooted at night, when a horse sweated profusely in the stable, or when a dog howled at night with its head bowed down.",1-1
34,"Die Zugfahrt dauerte fünfzehn Minuten, einen Zwischenhalt gab es nicht.","The train ride lasted fifteen minutes, with no stops in between.",1-1
35,"Seit unserer ersten Zugfahrt spielten wir immer dasselbe: Wir stellten uns mit dem Rücken zu den Fenstern an die gegenüberliegenden Zugtüren, Martin machte die Augen zu, ich sah aus dem Fenster der Zugtür, die Martin im Rücken hatte.","Since our first train ride, we always played the same game: We stood with our backs to the windows by the opposite train doors, Martin closed his eyes, and I looked out from the window of the door behind Martin.",1-1
36,"In der ersten Klasse hatte ich Martin aufgezählt, was ich während der Fahrt sah, und Martin versuchte, alles auswendig zu lernen.",In first grade I described to Martin what I saw during the journey and he tried to remember everything.,1-1
37,"Das gelang sehr gut, sodass ich im zweiten Schuljahr nichts mehr aufzählte und Martin, mit dem Rücken zum Fenster und geschlossenen Augen, fast alles aufsagen konnte, was ich durch das beschlagene Zugfenster gerade sah: ""Drahtfabrik"", sagte er, genau in dem Moment, als wir an der Drahtfabrik vorbeifuhren.","He succeeded very well so that in second grade I no longer listed anything and Martin, with his back to the window and eyes closed, was able to recite almost everything that I was seeing through the foggy train window at that moment: ""Wire factory,"" he said exactly as we passed by it.",1-1
38,"""Jetzt Feld. Weide.","""Now field. Pasture.",1-2
39,Das Gehöft vom verrückten Hassel.,The farmstead of crazy Hassel.,1-1
40,Wiese. Wald.,Meadow. Forest.,2-2
41,Wald. Hochsitz eins.,Forest. High stand one.,1-2
42,Feld. Wald. Wiese.,Field. Forest. Meadow.,1-3
43,"Weide, Weide.","Pasture,Pasture.",1-1
44,Reifenfabrik.,Tire Factory.,1-1
45,Dorf. Weide.,Village. Pasture.,1-2
46,Feld. Hochsitz zwei.,Field. High stand two.,1-2
47,Waldstück.,Woods.,1-1
48,"Hof. Feld. Wald. Hochsitz drei. Dorf.""",Farm. Field. Woods. High stand three.,1-4
49,"""Was soll es denn sonst gewesen sein"", sagte Selma, und dass man ein Okapi ja nur schwerlich mit einem anderen Tier verwechseln könne.","Village. ""What else could it have been,"" said Selma, and that one could hardly confuse an okapi with another animal.",1-2
50,"""Doch"", sagte ich, es könne ja auch ein verwachsenes Rind gewesen sein, eine falsch zusammengesetzte Giraffe, eine Laune der Natur, und die Streifen und das Rostrote, das könne man doch alles nicht so genau erkennen in der Nacht, da sei schließlich alles sehr verschwommen.","""Indeed,"" I said, it might have been a deformed cow, a mis-assembled giraffe, a whim of nature; stripes and rust-red color are all hard to discern at night when everything is very blurred.",1-1
51,"""Das ist doch Quatsch"", sagte Selma und rieb sich die Stirn, ""das ist doch leider Quatsch, Luise"".","""That's nonsense,"" said Selma, rubbing her forehead. ""It's just plain nonsense, Luise.",1-2
52,"Sie legte eine Scheibe Käse auf das Brot, klappte es zusammen und legte es in meine Butterbrotdose.","She placed a slice of cheese on the bread, folded it and put it in my sandwich box.",1-1
53,"""Weißt du, wann genau du das geträumt hast""?","""Do you know exactly when you dreamed this?""",1-1
54,"""Gegen drei Uhr"", sagte Selma.","Around three o'clock,"" Selma responded.",1-1
