id,source,translation,n2m
1,Celui qui est sous ma joue est un manuscrit d'amour : c'est l'histoire d'un mec qui rencontre une fille mais il est marié et elle a un copain.,私の頬の下にあるのは恋愛小説です：それは既婚者である男が女性と出会う話で、彼女にはすでに彼氏がいます。,1-1
2,J'en ai lu sept pages et je le connais déjà par cœur.,私はそれを7ページだけ読みましたが、すでに全て覚えてしまった。,1-1
3,Rien ne pourra me surprendre.,もう何も意外なことはありません。,1-1
4,"Depuis des lunes, je ne lis plus, je relis.",長い間、私は新しい本を読むことなく、同じ本ばかりを読み返しています。,1-1
5,"La même vieille bouillie dont on fait des « nouveautés », des saisons, des rentrées « littéraires », des succès, des bides, des bides.",「新刊」、「季節」、「文学界の話題」、「ベストセラー」「失敗作」・・・そしてまた失敗作。これら全てから抽象化された古臭い内容しかありません。,1-1
6,"Du papier qu'on recycle, des camions qui partent le matin et qui rentrent le soir, bourrés de nouveautés déjà hors d'âge.",「リサイクル・ペーパー」、朝一番に倉庫を出発したトラックが夕方になって「新商品」と共に倉庫へ戻る。。。その商品達もすぐ昔物となります。,1-1
7,Depuis combien d'années ai-je arrêté de sauter de joie à l'idée que j'allais découvrir un chef-d'œuvre et rentrer au bureau le lundi en étant un homme neuf?,何年も前から、私が傑作を発見することに喜びを噛みしめ、月曜日には新たな人間としてオフィスに戻ることを止めたのだろうか？,1-1
8,Vingt ans? Trente ans? Je n'aime pas tenir ce genre de compte qui sent la mort.,20年前？30年前？私はそのような死を予感させる計算を持つことが好きではない。,3-1
9,"Si je ferme les yeux je vois la lueur jaune uniforme de la lampe de Perzel à travers mes paupières et puis des formes noires l'envahissent, construisant des ruines mouvantes, des dessins de Victor Hugo.",目を閉じれば、まぶた越しに一様に黄色く光るパーゼルのランプの光が見える。 そして黒い影形がその中へ侵入し、移り変わる廃墟やヴィクトール・ユーゴーの絵柄ペン画形成する。,1-2
10,"Mon souffle ralentit, mon cœur se calme un peu, je pourrais m'endormir, mourir.",息はゆっくりとなり、心臓の鼓動も少しだけ落ち着く。 眠ってしまっても良い気分だったかもしれない。,1-2
11,Mourir à l'attache.,死んでも良かった。,1-1
12,"On dirait : « Il est mort comme il a vécu, parmi les livres, en lisant! » et, en vérité, je serais mort en rêvant à rien. Il y a bien bien longtemps que je ne lis plus vraiment. Est-ce que je sais seulement encore lire ce qui s'appelle lire? En suis-je seulement capable?",「彼は本々と共に生き、読み物中で亡くなっただけだ」と言われても仕方あろうがありませんが、実際のところ私は何も考えておらず失望しています。,4-1
14,La maison est plongée tout entière dans un silence de vieux papier.,家全体が古い紙の静寂に包まれている。,1-1
15,"Comme la neige, les livres mangent les bruits.",雪のように、本は音を飲み込む。,1-1
16,Mon métier a son odeur et ses étouffements.,私の仕事はその香りと窒息感を持っている。,1-1
17,Je le respire encore mieux dans ce silence.,その静けさの中で、私はそれをより深く呼吸する。,1-1
18,Retourner au bruit du monde est toujours une épreuve.,騒がしい世界に戻ることは常に試練である。,1-1
19,Qui peut bien frapper?,誰がノックしてるんだろう？,1-1
20,"Je ne reconnais pas cette frappe légère, petite, discrète.",この軽くて小さな、控えめなノックは初めて聞く。,1-1
21,Petite main.,小さな手の人に違いない。,1-1
22,Entrez.,どうぞ入って。,1-1
23,Elle entre.,彼女が入ってきた。,1-1
24,Je ne l'ai jamais vue.,私は彼女を見たことがなかった。,1-1
25,"J'ai aussitôt une bouffée de nostalgie, la nostalgie du temps où la maison était encore si petite que je reconnaissais toutes les filles par leurs mollets dans les couloirs.",大昔、会社がまだ小さい頃、廊下でみんなのふくらはぎから顔を認識できた日々を懐かしく思う気持ちが湧き上った。,1-1
26,Elle a une bonne tête.,彼女は真面目そうだった。,1-1
27,"Vu son regard étonné, la mienne doit être un rien froissée.",私の顔を驚いて見つめる彼女を見ると、どこかしわくちゃにした風貌だろうと感じる。,1-1
28,"Des marques rouges de la manche de ma veste sur ma joue, sans doute.",その原因は恐らく私のジャケットの袖から付いた赤い跡だろう。,1-1
29,Je vous dérange?,迷惑をかけていますか？,1-1
30,"Je survivrai à votre passage, Mademoiselle.",貴女が去った後も私は生き延びますよ、お嬢さん。,1-1
31,Qui êtes-vous?,あなたは誰ですか？,1-1
32,"Ben, je suis la stagiaire!",ええ、私はインターンです！,1-1
33,Dans quel service?,どの部門でしょうか？,1-1
34,On ne me l'a pas dit.,それは教えてもらっていません。,1-1
35,"Vous savez, nous les stagiaires, on abat tellement de boulot qu'on a intérêt à être polyvalents.",あなたも知っての通り、私たちインターンにはとてつもなく多くの仕事があり、さまざまな業務に対応できるようにすることが必要です。,1-1
36,Vous voulez une augmentation?,昇給を希望していますか？,1-1
37,"Non, je ne gagne rien.",いや、実際には何も稼いでいません。,1-1
38,"Elle est assez décoiffée, me semble-t-il, trouée au jean, colorée du reste.",彼女は少し見苦しいように思える、ジーンズも穴だらけで、色とりどりの服を着ている。,1-1
39,"Elle est petite, elle a le regard noir, elle est sympathique, mais je serais bien en peine de dire si elle est jolie.",小柄で黒い瞳、人懐っこさはあるが、美人かどうかを言えばとても困ってしまうだろう。,1-1
40,Je ne sais plus lire ces filles-là non plus.,これらの女の子たちを読み解くことがもうできない。,1-1
41,Elle est vive. Normale Sup?,彼女は生き生きしています。,2-1
42,Métiers du livre la machine à fabriquer mille Gaston Gallimard par an pour mieux les broyer ensuite?,ノルマルシュプリエール高等師範学校（フランス）出身？書籍業界？年間に千人ものガストン・ギャリマールを作り出してその後抹殺するつなぎ役？」,1-1
43,Alors qu'est-ce que vous faites ici?,それで、あなたは何のためにここにいるのですか？,1-1
44,J'aime bien les livres aussi!,私も本が好きですよ！,1-1
45,Et puis il y avait une place.,それに、楽な仕事だし。,1-1
46,On doit faire un stage en entreprise.,企業研修をしなければならないんです。,1-1
47,Obligatoire.,必須だからね。,1-1
48,"Et qu'est-ce que vous faites dans mon bureau, si ce n'est pas indiscret?",でもその前に、失礼ではありませんが、私の部屋で何をしているのですか？,1-1
49,"C'est monsieur Meunier, le grand patron, qui m'a dit de.",ああ、ミュニエさんから直々に言われました。,1-1
50,Le grand patron? Meunier?,「ミュニエってダイレクターじゃない？」 みたいな?,1-2
51,Vous ne le connaissez pas?,ミュニエ君って知らんの？,1-1
52,Trop bien.,よく知ってるよ。,1-1
53,"Non, gestion d'entreprises culturelles.",いえ、文化事業の管理です。,1-1
54,Vraiment? Et vous voulez gérer l'édition?,本当に？そして、あなたは出版を管理したいと思っていますか？,1-1
55,Je vous souhaite bonne chance.,それならば幸運を祈ります。,1-1
56,Je préférerais organiser des concerts.,私はコンサートを企画する方が良いと思います。,1-1
57,Asseyez-vous.,席に座ってください。,1-1
58,"Il faut que j'y aille, c'est vendredi.",私は行かなければなりません、今日は金曜日ですからね。,1-1
59,Il est tard.,もう遅い時間ですね。,1-1
60,Cinq minutes.,五分だけでしょうか。,1-1
61,Vous voulez organiser des concerts?,あなたはコンサートの企画をしたがるのですね？,1-1
62,"Oui, c'est bien, la musique.",そうです、音楽が良いんですよね。,1-1
63,"Longtemps j'ai croisé les pieds dessus pour un peu de détente, d'élévation, pour un peu plus de sang au cerveau, maintenant, il m'arrive de plus en plus souvent d'y poser la tête, surtout le soir, surtout le vendredi soir.",長い間、私は気晴らしや少しの高揚感、脳への血流を増やすために足を組んでこれに座りました。 しかし今では、特に夜、特に金曜の夜には頭を置くことがますます多くなっています。,1-2
64,"Je croise les bras sur le manuscrit ouvert et je pose ma tête dessus, le front sur l'avant-bras et la joue sur le texte frais.",私は開かれた原稿の上に腕を組み、その上に頭を置きます。 前腕が額から突き出ていて、新鮮な文章が頬と接触しています。,1-2
65,Le bois du bureau amplifie les battements de mon cœur.,デスクの木材が心臓の鼓動を増幅します。,1-1
66,Le vieux mobilier Art déco conduit bien les émotions et les fatigues. Ruhlman? Leleu? Il en a tant vu.,アールデコ調の古い家具が感情と疲労をよく伝えてくれますね？ ルールマン？ レルー？ 彼は色々見てきたことでしょう。,4-1
67,"J'écoute mon cœur, mon vieux cœur du vendredi, mon vieux cœur dans le silence de la maison.","私は自分の心臓音を聴き入ります。 金曜日用老成した心臓音です, それ以外家中静まり返っています。",1-2
68,"À cette heure, tout le monde est parti, je reste seul à bord, rincé, parce que je n'ai pas le courage de dresser la tour des manuscrits que je dois emporter pour le week-end.","この時刻ではもう誰へもいませんから , 私だけ船内で留まる, 下水以後ただち因み二度とする勇気操とう週末持参歩行 千尋 工場任務持参歩行所要原稿塔。",1-1
69,Comme chaque vendredi.,それどころか毎週末。,1-1
70,Alors vous savez.,それならご承知だ。,1-1
71,C'est lui qui m'a dit de vous apporter ça.,これを渡すようにと彼から言われたんです。,1-1
72,"Et qu'est-ce que c'est, ça?",これ何かって？,1-1
73,"Ben, c'est une liseuse, un eBook, un iPad, je ne sais pas, moi.",まあ、電子ブックリーダー、eBook、iPad、何だか私にもよく分からないですけどね。,1-1
74,Il m'a dit qu'il avait mis tous vos manuscrits dedans pour le week-end et que ça vous ferait moins lourd.,週末の間にあなたが必要とする全ての原稿をこれに入れたと言ってました。 それで身体的負担も少なくてすむでしょうって。,1-2
75,Vous voulez que je vous explique?,説明しますか？,1-1
