id,source,translation,n2m
1,一九九三年的那个冬天，对我来说最重要的事，是我爸爸回来了，就在我妈结婚前的那个星期。,"The winter of 1993 was the most important time for me, because my father had returned. It was the week before my mother's wedding.",1-2
2,十二月的一个下午，他到学校来找我。,"One afternoon in December, he came to my school to find me.",1-1
3,我一路飞奔向大门口，隔着铁栏杆远远地看到他站在外面抽烟。,"I ran all the way to the school gates, and from behind the iron bars, I could see him standing outside, smoking.",1-1
4,身上穿着一件黑色长风衣，竖起的领子遮住了半张脸。,"He was wearing a black long coat, and the upturned collar was covering half of his face.",1-1
5,不知道为什么，连他的样子也没有看清，就觉得他过得似乎很不好。,"I don't know why, but even without seeing his face clearly, I could tell that he wasn't doing well.",1-1
6,我的心一酸，眼泪掉了出来。,"My heart ached, and tears started to fall.",1-1
7,我没想过我妈妈会有再婚的念头。,I never thought that my mother would consider remarrying.,1-1
8,或许潜意识里，我觉得她应该因为我爸爸的离开而一直痛苦下去，就像我一样。,"Deep down, I felt that she should remain in pain and sorrow, just like me, due to my father's departure.",1-1
9,况且，我觉得她缺少那种找到幸福的能力。,"Besides, I felt that she lacked the ability to find happiness.",1-1
10,事实也许的确如此，可是幸福有能力找到她。,"Perhaps that was true, but happiness had the ability to find her.",1-1
11,不是吗，作为一个美人，根本不必那么辛苦，她什么都不用做，只要站在原地就好了。,"After all, as a beautiful woman, she didn't have to work so hard. She didn't have to do anything—she just had to stand still.",1-2
12,我还记得，那一年的冬天特别长，四月过了一半，迎春花还没有开。,"I still remember that the winter that year was particularly long. It was already halfway through April, and the peach blossoms still hadn't bloomed.",1-2
13,父母离婚的事，令你的情绪很消沉。,Your mood was very low due to your parents' divorce.,1-1
14,我们好久都没有什么新游戏了，一到傍晚就百无脚赖地坐在死人塔的房顶上。,"We hadn't had any new games for a long time, so in the evenings we would just sit on the roof of the Dead Man's Tower, with nothing to do.",1-1
15,院子里散落的那些身体部件中，又多了几只胳膊。,"Among the body parts scattered around the courtyard, there were now a few extra arms.",1-1
16,我们用钩子把它们拨到一起，摆成了一个千手观音。,We hooked them together and arranged them into a statue of the Thousand-Armed Guanyin.,1-1
17,我爸爸其实对做生意一窍不通，只是去投奔一个并不相熟的表哥。,"My father, in fact, had no idea how to do business, but he had gone to seek refuge with a distant cousin.",1-1
18,我奶奶有个妹妹，早年去了北京，后来在那里结婚生子。,"My grandmother had a younger sister who had gone to Beijing in her youth, and had gotten married and had children there.",1-1
19,这个表哥是她家的长子，在整个家族里，一直作为一个异类存在。,"This cousin was her eldest son, and had always been an outcast in the family.",1-1
20,刚才你说每个人都有一个起运的时间，人生好像忽然套上了缰绳。,"Just now you said that everyone has a time when they start their journey, as if their life has suddenly been put on a leash.",1-1
21,我的应该是在八岁。,Mine was when I was eight.,1-1
22,那年秋天，爸爸离开济南，一个人去了北京。,"That autumn, my father left Jinan and went to Beijing by himself.",1-1
23,从那以后，我就再也没有家了。,"From then on, I no longer had a home.",1-1
24,我并不打算赴约。,I had no intention of keeping the appointment.,1-1
25,不管是因为什么，我想我们都没有再见面的必要了。,"For whatever reason, I felt that there was no longer any need for us to meet.",1-1
26,我坐在沙发上一支一支地抽烟，天色越来越暗，门突然笃笃地敲响了。,"I was sitting on the sofa, smoking one cigarette after another, when the sky gradually darkened. Suddenly, there was a knock at the door.",1-2
27,送 水的男孩扛着水桶站在门囗，说是给西郊的一户人家送水去了。,"The water delivery boy was standing outside, carrying a bucket of water, saying he was delivering it to a family in the western suburbs.",2-1
28,他戴着一顶脏兮兮的灰色毛线帽子，神情恍惚。,"He wore a dirty gray woolen hat, and his expression was dazed.",1-1
29,我们的谈话进行得很艰难。,Our conversation was very difficult.,1-1
30,每次陷入沉默，我都觉得心脏受到压迫，只想快点结束这次见面。,"Every time we fell into a silence, I felt my heart being compressed, and I just wanted to end the meeting as soon as possible.",1-1
31,你似乎有所察觉，但还在努力寻找话题。,"You seemed to have noticed, but still kept trying to find a topic of conversation.",1-1
32,茶冷下去，屋子里的白雾已经散尽，你终于起身告辞。,"The tea had cooled down, and the white mist in the room had dispersed. Finally, you stood up to leave.",1-2
33,我刚关上门，感觉松了一囗气，门铃又响了。,"Just as I closed the door, I felt a sense of relief. But then the doorbell rang again.",1-2
34,你站在门囗，请我晚些到小白楼来。,"You were standing outside the door, asking me to come to Little White Tower later.",1-1
35,我还没有来得及推辞，你已经走出了楼洞。,"Before I had a chance to refuse, you had already walked out of the doorway.",1-1
36,我走到厨房关掉炉子。,I walked into the kitchen and turned off the stove.,1-1
