id,source,translation,n2m
1,ミホとサツキは地元で頻繁に会っているせいか、そっくりな表情と喋り方をしている。,"Perhaps because Miho and Satsuki spend so much time together locally, they share similar expressions and speaking styles.",1-1
2,特にお菓子の食べ方が似ていて、二人ともネイルを施した手でクッキーを小さく割りながら口に運んでいる。,"They especially have similar ways of eating sweets, each breaking off small pieces of cookies with their manicured hands to put to their mouths.",1-1
3,前からそうだったろうか、と思いだそうとするが、記憶が曖昧だ。,"I try to remember if it was always like this, but my memories are hazy.",1-1
4,前に会ったときの二人の小さな癖や仕草は、もうどこかへ流れ出て行ってしまったのかもしれないとも思う。,I think the little habits and gestures they had when we last met might have drifted away somewhere by now.,1-1
5,ミホは、今では結婚して地元に中古の一戸建てを買っていて、そこに友達がよく集まっている。,"Miho is now married, owns a used single-family house in her hometown, and often hosts her friends there.",1-1
6,明日もアルバイトなので億劫に思う時もあるが、コンビニ以外の世界との唯一の接点であり、同い年の「普通の三十代女性」と交流する貴重な機会なので、ミホの誘いにはなるべく応じるようにしている。,"Sometimes she feels reluctant about going to her part-time job the next day, but it's her only connection to a world beyond the convenience store and a valuable opportunity to interact with other ""normal thirty-somethings"". So she tries to accept Miho's invitations as much as possible.",1-2
7,今日も、ミホと、まだ小さい子供を連れたユカリ、結婚しているが子供はまだのサツキと私、というメンバーで、ミホの家にケーキを持ち寄ってお茶をしていた。,"Today as well, Miho, Yukari who brought her little child along, Satsuki who is married but doesn't have children yet and me have gathered at Miho's place with cakes for tea time.",1-1
8,そのとき、私は、初めて、世界の部品になることができたのだった。,That was when I became a part of the world for the first time.,1-1
9,私は、今、自分が生まれたと思った。,"At that moment, I felt as though I had truly been born.",1-1
10,世界の正常な部品としての私が、この日、確かに誕生したのだった。,"On this day, as a functioning part of the world, I was undeniably born.",1-1
11,オープンまでの二週間、二人組になったり、社員を相手にしながら、架空の客に向かって、ひたすら練習が続いた。,"For two weeks before the grand opening, we found ourselves in pairs, undergoing constant practice with unnamed prospective customers.",1-1
12,「お客様」の目を見て微笑んで一礼すること、生理用品は紙袋に入れること、温かい物は冷たい物と分けて入れること、ファーストフードを頼まれたら手をアルコールで消毒すること。,"We learned to look the ""customer"" in the eye and give a courtesy smile, put sanitary products in a paper bag separately, place hot items apart from cold ones. We were also taught to sanitize our hands upon receiving an order for fast food.",1-2
13,お金に慣れるためにとレジの中には本物のお金が入っていたが、レシートには「トレーニング」と大きく印字されていたし、相手は同じ制服を着たアルバイト仲間だし、なんとなくお買いものごっこをしているようだった。,"To familiarize us with handling money, actual currency was kept inside the register; however, each receipt bore a large ""training"" imprint. The experience somewhat resembled playing pretend-store since the individuals on either side of transactions were fellow part-time workers wearing matching uniforms.",1-2
14,二つ年下の妹は、私と違って、「普通」の子どもだった、かといって私を敬遠するわけでもなく、むしろ慕ってくれていた。,"My younger sister, two years my junior, was a ""normal"" child unlike me. That is not to say she kept her distance from me, quite the opposite; she looked up to me.",1-2
15,妹が私と異なり普通のことで母に叱られているとき、母に私は近づいて「どうして怒っているの？」と理由を尋ねた。,"Whenever my sister got scolded by our mother over mundane things that differed from my behavior, I would approach our mother and ask ""Why are you angry?""",1-1
16,私が母に質問したせいでお説教が終わると、庇かばわれたと思うのか、妹はいつも私に「ありがとう」と言った。,"Once the lecture was done because of my question, and possibly feeling that I had defended her, my sister would always thank me by saying ""Thank you"".",1-1
17,お菓子や玩具にあまり興味がなかった私は、それらを妹にあげることも多かった。,"Having not much interest in sweets or toys myself, I often gave them to her instead.",1-1
