id,source,translation,n2m
1,ミホは、今では結婚して地元に中古の一戸建てを買っていて、そこに友達がよく集まっている。,"Miho jest teraz zamężna, kupiła używany dom w swoim rodzinnym mieście i często gromadzą się tam jej przyjaciele.",1-1
2,明日もアルバイトなので億劫に思う時もあるが、コンビニ以外の世界との唯一の接点であり、同い年の「普通の三十代女性」と交流する貴重な機会なので、ミホの誘いにはなるべく応じるようにしている。,"Chociaż jutro również mam pracę na pół etatu, co czasami mnie zniechęca, staram się jak najczęściej reagować na zaproszenia Miho, ponieważ to moje jedyne połączenie ze światem poza sklepem convenience store oraz cenna okazja do interakcji z ""zwykłymi trzydziestoletnimi kobietami"" w moim wieku.",1-1
3,今日も、ミホと、まだ小さい子供を連れたユカリ、結婚しているが子供はまだのサツキと私、というメンバーで、ミホの家にケーキを持ち寄ってお茶をしていた。,"Dziś także ja, Miho, Yukari ze swoim małym dzieckiem i Satsuki -która jest mężatką ale jeszcze nie ma dzieciprzynieśliśmy ciasta do domu Miho i pijemy tam herbatę.",1-1
4,そのとき、私は、初めて、世界の部品になることができたのだった。,Wtedy po raz pierwszy stałam się częścią świata.,1-1
5,私は、今、自分が生まれたと思った。 世界の正常な部品としての私が、この日、確かに誕生したのだった。,"Poczułam, że właśnie się urodziłam jako prawidłowy element świata, tego dnia na pewno się narodziłam.",2-1
6,オープンまでの二週間、二人組になったり、社員を相手にしながら、架空の客に向かって、ひたすら練習が続いた。,"Przez dwa tygodnie przed otwarciem sklepu, pracując w parach lub z pracownikami na stałe, bez przerwy trenowaliśmy obsługę fikcyjnych klientów.",1-1
7,「お客様」の目を見て微笑んで一礼すること、生理用品は紙袋に入れること、温かい物は冷たい物と分けて入れること、ファーストフードを頼まれたら手をアルコールで消毒すること。,"Należało nauczyć się patrzeć gościom w oczy, uśmiechać się i kłaniać, a także wkładać produkty higieniczne do papierowych torebek oraz segregować ciepłe od zimnych. Gdy ktoś zamawiał fast fooda, trzeba było dezynfekować ręce alkoholem.",1-2
8,お金に慣れるためにとレジの中には本物のお金が入っていたが、レシートには「トレーニング」と大きく印字されていたし、相手は同じ制服を着たアルバイト仲間だし、なんとなくお買いものごっこをしているようだった。,"Aby oswoić się z pieniędzmi, w kasach umieszczono prawdziwe banknoty; paragony jednak miały wielką pieczęć ""Szkolenie"", a osobą po drugiej stronie była koleżanka lub kolega w takim samym uniformie wszystko razem sprawiało wrażenie zabawy w sklep.",1-1
9,二つ年下の妹は、私と違って、「普通」の子どもだった、かといって私を敬遠するわけでもなく、むしろ慕ってくれていた。,"Moja młodsza o dwa lata siostra była ""normalna"", nie tak jak ja, ale to nie oznacza, że unikała mnie. Wręcz przeciwnie, darzyła mnie sympatią.",1-2
10,妹が私と異なり普通のことで母に叱られているとき、母に私は近づいて「どうして怒っているの？」と理由を尋ねた。,"Kiedy moja siostra została zganiona przez matkę za zwykłe rzeczy, inaczej niż ja, podszedłem do matki i spytałem: ""Dlaczego się gniewasz?""",1-1
