id,source,translation,n2m
1,"Patrzy na rodzinę, same dziewczynki, matka z dzieckiem przy piersi zsiada właśnie niezgrabnie z fury i furman pogania ją, bo fura zaraz musi wracać po innych na przedmieścia.","She looks at the family, all girls. The mother, with a child at her breast, awkwardly dismounts the cart and the driver hurries her along because he needs to return to pick up others in the suburbs.",1-2
2,"Spada tobołek, który miała na plecach, i wysypuje się stamtąd trochę zszarzałych szmat i pojedynczy sznurek korali, drobnych, pociemniałych.","Her backpack falls off her back spilling out some grayish rags and a single string of small, darkened beads.",1-1
3,"Kobieta zbiera je zawstydzona, jakby właśnie oczom świata odsłoniła swoje najniedostępniejsze sekrety.",She gathers them up with embarrassment as if she has just revealed her deepest secrets to the world.,1-1
4,"Deymowa mija ją i nagle podbiega do niej chłopczyk, może sześcio-, siedmioletni, i patrząc na nią uśmiechniętymi oczami, bardzo z siebie zadowolony, mówi: ""Niech będzie pochwalony Jezus Chrystus!"".","Deymowa passes by and suddenly a boy runs up to her, maybe six or seven years old, looking at her with smiling eyes very content with himself saying: ""Praised be Jesus Christ!"".",1-1
5,"Ona zaś odpowiada automatycznie, ale i uroczyście: ""Na wieki wieków, amen"".","And she automatically but solemnly replies: ""Forever and ever, amen"".",1-1
6,I już chwyta się za serce i łzy nabiegają jej do oczu.,Tears well up in her eyes as she grabs at her heart.,1-1
7,"Kuca przy chłopcu, chwyta go za nadgarstki, a ten patrzy jej prosto w oczy pełne łez, dalej uśmiechnięty, mały łobuziak.",She kneels down next to the boy clutching his wrists while he continues looking into her tear-filled eyes still wearing that smile on his face; that impish little grin.,1-1
8,"Wyrastają przed nimi pierwsze zabudowania, nagle, bez ostrzeżenia.","The first buildings rise up before them abruptly, without warning.",1-1
9,"Widać mgła zmienia poczucie odległości, bo zaskoczona tym wydaje się sama Kaśka.","It seems that the fog changes one's sense of distance, as even Kaśka appears surprised by this.",1-1
10,"Nagle skacze, szarpiąc dyszlem, i gdyby nie stanowcza reakcja Roszka i jego bat, wywróciłaby kolaskę.","Suddenly she jumps, tugging at the shafts, and if it hadn't been for Roszek's firm reaction and his whip, she would have overturned the carriage.",1-1
11,"Może Kaśkę wystraszyły iskry, które sypią się z paleniska, albo niepokój koni czekających na swoją kolej do podkuwania...",Maybe the sparks flying from the forge scared Kaśka or maybe it was the anxious horses waiting their turn to be shoed.,1-1
12,"Wszędzie czuć mdły zapach słodu, przenika każdy towar wystawiony do sprzedaży.","Everywhere the sickly smell of malt lingers, permeating every item on sale.",1-1
13,Można się nim najeść jak chlebem.,One could almost fill up on it as if were bread.,1-1
14,"Na przedmieściach Rohatyna, w Babińcach, jest kilka małych browarów, to stamtąd roznosi się na całą okolicę ten sycący zapach.","The suburb of Rohatyn, Babińce, has a few small breweries that's where that heavy aroma extends from all over the surrounding area.",1-1
15,"Wiele kramików sprzedaje tu piwo, a lepsze sklepy mają na składzie i gorzałkę, i miód pitny, głównie trójniak.","Many stalls sell beers here, and better stores stock both spirits and mead, mainly trojniak variety.",1-1
16,"Skład żydowskiego kupca Wakszula oferuje wino, prawdziwego węgrzyna i prawdziwe reńskie, i takie trochę kwaskowate, które przywożą tu aż z Wołoszczyzny.",The store owned by Jewish merchant Wakszul sells winelegitimate Hungarian and Rhenish ones along with somewhat tart ones all the way from Wallachia.,1-1
17,"Najwięcej do powiedzenia byłoby o rodzinie Wołowskich, jako że rozrosła się do ogromnych rozmiarów.","The most would have to be said about the Wolowski family, as it has grown to enormous sizes.",1-1
18,"Niemal wszystkie gałęzie tego rodu zostały nobilitowane, jedne były herbu Bawół, drugie herbu Na Kaskach.","Almost all branches of this family have been ennobled, some were of the Buffalo coat of arms, others were of the On The Helmets coat of arms.",1-1
19,"Niewątpliwie wielką karierę zrobił Franciszek, syn Izaaka Wołowskiego, tego samego, którego ksiądz Chmielowski nazwał Jeremiaszem.","Undoubtedly, Franciszek, the son of Izaak Wolowski the same one that priest Chmielowski called Jeremiah had a great career.",1-1
20,"Urodził się w 1786 roku w Brünn i wychowany w Offenbachu, stał się jednym z najlepszych prawników i znawcą prawa tamtego czasu.","He was born in 1786 in Brünn and raised in Offenbach, he became one of the best lawyers and experts on law at that time.",1-1
21,"Co ciekawe gdy w sejmie pojawił się wniosek o nadanie polskiego obywatelstwa Żydom, Franciszek jako poseł w swojej porywającej przemowie przekonywał, że jeszcze nie czas na taki krok.","Interestingly enough when a motion appeared in parliament to grant Polish citizenship to Jews, Franciszek as a deputy argued passionately in his speech that it was not yet time for such move.",1-1
22,"Najpierw naród polski musi wywalczyć sobie niepodległość, a potem będzie pora na reformy społeczne.","First, he said, the Polish nation must regain its independence and only then will it be time for social reforms.",1-1
23,"Wszyscy offenbachscy neofici zostali pochowani na miejskim cmentarzu, który po latach zaczął jednak przeszkadzać planom rozbudowy miasta i został w 1866 roku zlikwidowany.","All the Offenbach neophytes were buried in the city cemetery, which after years started to interfere with the plans for city expansion and was eventually liquidated in 1866.",1-1
24,Kości pogrzebanych tam ludzi zebrano i z szacunkiem pochowano w innym miejscu.,The bones of the people buried there were collected and respectfully reburied elsewhere.,1-1
