id,source,translation,n2m
1,Celui qui est sous ma joue est un manuscrit d'amour : c'est l'histoire d'un mec qui rencontre une fille mais il est marié et elle a un copain.,私の頬の下にあるものは恋愛ものの手書き稿。 それは既婚男性と彼氏がいる女性が出会う話だ。,1-2
2,J'en ai lu sept pages et je le connais déjà par cœur.,私は7ページを読んで、すでに内容を覚えてしまった。,1-1
3,Rien ne pourra me surprendre.,驚くようなことは何もないだろう。,1-1
4,"Depuis des lunes, je ne lis plus, je relis.",何周期も前から、私は新しく読むことがなく、再読するだけだ。,1-1
5,"La même vieille bouillie dont on fait des « nouveautés », des saisons, des rentrées « littéraires », des succès, des bides, des bides.",「新刊」、「季節」、「元気なリストック」、「成功」や「失敗」「失敗」から作られる同じ古汁。,1-1
6,"Du papier qu'on recycle, des camions qui partent le matin et qui rentrent le soir, bourrés de nouveautés déjà hors d'âge.",リサイクルされた紙、朝出発し夕方帰ってくるトラック、既に時代遅れの新商品でいっぱいだ。,1-1
7,Depuis combien d'années ai-je arrêté de sauter de joie à l'idée que j'allais découvrir un chef-d'œuvre et rentrer au bureau le lundi en étant un homme neuf?,何年前から私は、傑作を発見し、新たな自分に生まれ変わって月曜日にオフィスに戻るという喜びで跳ね上がることをやめてしまったのだろう？,1-1
8,Vingt ans? Trente ans? Je n'aime pas tenir ce genre de compte qui sent la mort.,二十年前？三十年前？死臭漂うそのような記録をつけることは好きではありません。,3-1
9,"Si je ferme les yeux je vois la lueur jaune uniforme de la lampe de Perzel à travers mes paupières et puis des formes noires l'envahissent, construisant des ruines mouvantes, des dessins de Victor Hugo.",目を閉じてみれば、私の瞼越しに均一な黄色い灯りが見えます、それはペルゼルランプの光です。 そしてそれが黒い形状で覆われていきます、動く遺跡やヴィクター・ユーゴーの絵模様が描かれています。,1-2
10,"Mon souffle ralentit, mon cœur se calme un peu, je pourrais m'endormir, mourir.",息は落ち着き、心拍も少し静まります。 眠り込むことだって可能です、死んでも良いくらいです。,1-2
11,"Mourir à l'attache. On dirait : « Il est mort comme il a vécu, parmi les livres, en lisant! » et, en vérité, je serais mort en rêvant à rien.","「彼は一生読書に囲まれたまま過ごしたようだ」と言われ、「実際真剣に読んでみる」でさえもかすかな夢想しか浮かばず突然死してしまうくらい久々getLocale:ja_JP真剣Lambda:0。5時間（時刻）Time of Day午後・夕方Past凡化人物他spre,on death重要性高Looking to the Future調子が良い余裕があるEnglish Ability上級げになります。",2-1
12,Il y a bien bien longtemps que je ne lis plus vraiment.,もはや私には本当の読書などできません。,1-1
13,Est-ce que je sais seulement encore lire ce qui s'appelle lire? En suis-je seulement capable?,私がまだ「読む」という事を本当に理解しているのか自分でもわからなくなります、能力すら疑問視します。,2-1
14,"Si je tourne la tête sur le côté, mon cœur cogne davantage et fait trembler le bois.",頭を横向けるだけで、心臓が強く鼓動し、その振動が木材を震わせます。,1-1
15,La maison est plongée tout entière dans un silence de vieux papier.,その家はまるで古紙の静寂に包み込まれている。,1-1
16,"Comme la neige, les livres mangent les bruits.",雪と同じく、本は音を消し去る。,1-1
17,Mon métier a son odeur et ses étouffements.,私の仕事はそれ自体が独特の香りと消音効果をもつ。,1-1
18,Je le respire encore mieux dans ce silence.,この静寂において彼らとより深く交われた。,1-1
19,Retourner au bruit du monde est toujours une épreuve.,再び世間の喧騒へ戻ることはいつでも大変な試練であった。,1-1
20,Qui peut bien frapper?,誰が訪れたのかしら？,1-1
21,"Je ne reconnais pas cette frappe légère, petite, discrète.",そんなに控えめで、小さな、さりげないノック音は初めて聞くわ。,1-1
22,Petite main.,小さな手だということね。,1-1
23,Entrez. Elle entre. Je ne l'ai jamais vue.,入ってきてちょうだい。 彼女が入ってきた。,3-2
24,"J'ai aussitôt une bouffée de nostalgie, la nostalgie du temps où la maison était encore si petite que je reconnaissais toutes les filles par leurs mollets dans les couloirs.",初めて会うわ。 すぐに思い出の波が押し寄せてくる、家がまだ小さく、廊下を歩く全ての女性たちを彼女達のふくらはぎから見分けられた頃を懐かしく思うわ。,1-2
25,Elle a une bonne tête.,彼女は味のある顔立ちをしているわね。,1-1
26,"Vu son regard étonné, la mienne doit être un rien froissée.",その驚きの混じった眼差しからすると、私自身も少々困った風貌であろうかしら？,1-1
27,"Des marques rouges de la manche de ma veste sur ma joue, sans doute.",多分ジャケットの袖元から引きつける赤斑が私の頬についているんだわ。,1-1
28,Je vous dérange?,邪魔になりますか？,1-1
29,"Je survivrai à votre passage, Mademoiselle.",あなたが去ってからも私は生き続けますよ、お嬢さん。,1-1
30,Qui êtes-vous?,あなたは何者ですか？,1-1
31,"Ben, je suis la stagiaire!",ええ、私はインターンです。,1-1
32,Dans quel service?,どの部署でしょうか？,1-1
33,On ne me l'a pas dit.,それは言われていません。,1-1
34,"Vous savez, nous les stagiaires, on abat tellement de boulot qu'on a intérêt à être polyvalents.",知っての通り、私たちインターンはとても多くの仕事をこなすので、何でもこなせるスキルが必要です。,1-1
35,Vous voulez une augmentation?,昇給を希望されますか？,1-1
36,"Non, je ne gagne rien.",いえ、私には収入がありません。,1-1
37,"Elle est assez décoiffée, me semble-t-il, trouée au jean, colorée du reste.",彼女の髪はほとんど乱れており、ジーンズには穴もあいています。 それ以外の部分は色付けられています。,1-2
38,"Elle est petite, elle a le regard noir, elle est sympathique, mais je serais bien en peine de dire si elle est jolie.",彼女は小柄で、目つきが黒く、愛される性格ですが、美しいと言えるかどうかは私には難しい問題です。,1-1
39,Je ne sais plus lire ces filles-là non plus.,そういう女性たちを読み解く能力をもう失ってしまったようです。,1-1
40,Elle est vive.,彼女は活発だ。,1-1
41,Normale Sup?,フランス最高教育機関の生徒なのか？,1-1
42,Métiers du livre la machine à fabriquer mille Gaston Gallimard par an pour mieux les broyer ensuite?,それとも出版業界で働いて年間数千冊も本を製作してその後どこかに丸め込む人物なのか？,1-1
43,Alors qu'est-ce que vous faites ici?,それでは、あなたはここで何をしているのですか？,1-1
44,J'aime bien les livres aussi!,私も本が好きです！,1-1
45,Et puis il y avait une place.,そしてここに空きがありました。,1-1
46,On doit faire un stage en entreprise.,会社でインターンシップをする必要があります。,1-1
47,Obligatoire.,必須です。,1-1
48,"Et qu'est-ce que vous faites dans mon bureau, si ce n'est pas indiscret?",そして、失礼ではなければ、あなたは私のオフィスで何をしていますか？,1-1
49,"C'est monsieur Meunier, le grand patron, qui m'a dit de.",ムニエールさん、大社長が私に言いました。,1-1
50,Le grand patron? Meunier? Vous ne le connaissez pas?,大社長？ムニエール？あなた、彼を知らないのですか？,2-1
51,Trop bien.,あまりにもよく知っています。,1-1
52,"Non, gestion d'entreprises culturelles.",いえ、それは文化事業の経営です。,1-1
53,Vraiment? Et vous voulez gérer l'édition?,本当に？そしてあなたは出版業を経営したいのですか？,1-1
54,Je vous souhaite bonne chance.,幸運を祈ります。,1-1
55,Je préférerais organiser des concerts.,私はコンサートを主催する方を好みます。,1-1
56,Asseyez-vous.,座ってください。,1-1
57,"Il faut que j'y aille, c'est vendredi.",もう行かなくてはなりません、今日は金曜日だからです。,1-1
58,Il est tard.,もう遅い時間ですね。,1-1
59,Cinq minutes.,5分だけでも……,1-1
60,Vous voulez organiser des concerts?,あなたがコンサートを主催したいと言うのですね？,1-1
61,"Oui, c'est bien, la musique.",ええ、そうです、音楽が好きでね。,1-1
62,"Longtemps j'ai croisé les pieds dessus pour un peu de détente, d'élévation, pour un peu plus de sang au cerveau, maintenant, il m'arrive de plus en plus souvent d'y poser la tête, surtout le soir, surtout le vendredi soir.",長い間、私は少しリラックスして、心を高めるため、そして脳への血液の流れを増やすためにその上に足を組んでいました。 しかし今では、特に夜間や金曜日の夕方には、頭を置くことがますます多くなっています。,1-2
63,"Je croise les bras sur le manuscrit ouvert et je pose ma tête dessus, le front sur l'avant-bras et la joue sur le texte frais.",開かれた原稿の上に腕を組み、そこに顔をうずめます。 前腕の上に額、生々しいテキストの上に頬が触れています。,1-2
64,Le bois du bureau amplifie les battements de mon cœur.,机の木材が私の心臓の鼓動を増幅します。,1-1
65,Le vieux mobilier Art déco conduit bien les émotions et les fatigues.,古いアールデコ調家具が感情と疲労感をより具体化させる補助役です。,1-1
66,Ruhlman? Leleu?,「ルールマン」、「レルー」どっちだろう？,2-1
67,Il en a tant vu.,何もかも見抜いてきそうな家具です。,1-1
68,"J'écoute mon cœur, mon vieux cœur du vendredi, mon vieux cœur dans le silence de la maison. À cette heure, tout le monde est parti, je reste seul à bord, rincé, parce que je n'ai pas le courage de dresser la tour des manuscrits que je dois emporter pour le week-end.",内側で響き渡る自分自身でもあるハートビート音声と向き合う時間が今日も続きます…… 特に金曜日であり決して静かさ一辺倒可能性はない村民共有座席中枢区域的当前时刻は目下孤独な存在者加筆修正提示者週末携帯持参横断面5%未満碑文市外黒板起草会社地域组织の序列区分。,2-2
69,Comme chaque vendredi.,金曜日は移り変わらないままで。,1-1
70,Alors vous savez.,それなら知ってるんだ。,1-1
71,C'est lui qui m'a dit de vous apporter ça.,これをあなたに持ってくるように言われました。,1-1
72,"Et qu'est-ce que c'est, ça?",それは一体何ですか？,1-1
73,"Ben, c'est une liseuse, un eBook, un iPad, je ne sais pas, moi.",まあ、リーダー機、電子書籍、iPad、どれかわからないですね。,1-1
74,Il m'a dit qu'il avait mis tous vos manuscrits dedans pour le week-end et que ça vous ferait moins lourd.,彼はあなたのすべての原稿を週末に読むためにこれに入れていると言ってました。 重さも減りますよ。,1-2
75,Vous voulez que je vous explique?,説明しましょうか？,1-1
76,"Regardez, c'est comme un écran avec tous vos manuscrits dessus.",見てください、これは画面で、その上にすべての原稿が表示されます。,1-1
77,Ils sont sur l'étagère virtuelle en faux-vrai bois.,それらは偽物の本棚みたいなバーチャルシェルフ上にあります。,1-1
78,Vous les touchez et ils s'ouvrent.,指でタッチすると開けますよ。,1-1
79,Il y en a un paquet.,何冊もありますよ。,1-1
80,Vous n'allez jamais lire tout ça en deux jours!,二日間で全部読み終えられる訳ありません！,1-1
81,"Regardez, le texte s'ouvre.",見てください、、テキストが開きますよ。,1-1
