id,source,translation,n2m
1,"Tufts of cloud burned black before the sunrise, the horizon littered with the flotsam of old and rusted silhouettes.",日の出前に雲の房が黒く燃え、古く錆びたシルエットの漂流物で地平線が散らばっていた。,1-1
2,They were alone.,彼らはひとりきりだった。,1-1
3,"Chemtrails, the farmer had said to Alec, early on their walk.",ケムトレイル、と農夫はアレックに向かってその散歩の初めに言った。,1-1
4,"Other than this, he had been silent.",それ以外では、彼は沈黙していました。,1-1
5,"Fifty feet away, the field gave way to freshly tilled brown soil, forming mounds everywhere on the uneven earth.",50フィート先、畑は新鮮に耕された茶色い土地に変わり、凸凹の土地の至る所で塊が形成されていました。,1-1
6,Chalky rocks littered the plot in every direction.,白っぽい岩が四方八方に散乱しています。,1-1
7,Each step in this place was as muddy and wet as the last.,この場所での一歩一歩は、前回と同様に泥だらけで湿っています。,1-1
8,"Further still, a thin metal fence marked the edge of the land, clots of wool decorating the wire like fairy lights where the sheep had once tried to break through.",さらに向こう側では、細い金属製の柵が土地の端を示しており、羊たちがかつて突破しようと試みた箇所ではウールの固まりがフェアリーライトのようにワイヤーを飾っています。,1-1
9,He swatted another fly away from his face.,彼はもう一匹のハエを顔から追い払った。,1-1
10,"No, the farmer said. I'm a vegetarian.",「いや、農夫は言った、私は菜食主義者だ」,2-1
11,"Really? My wife tried doing that a few years back, and.",「本当に？妻が数年前にそれを試したことがあるんだが、、」,2-1
12,"No, the farmer said, and the conversation died.",「いや」と農夫は言い、会話は途切れた。,1-1
13,"The world was still dark, even if only for a little while.",世界はまだ暗闇のままで、ほんの少しでしかなかったけど。,1-1
14,The sun was almost free.,太陽がほとんど姿を現してきてました。,1-1
15,The day had almost begun.,新しい一日が始まろうとする瞬間だった。,1-1
16,"They're selling up to live with family, so she says.",彼らは家族と一緒に住むために引っ越しをする予定なのだと彼女が言っていました。,1-1
17,"I think I saw them in town a few times, Alec said.",私、アレックが都市で何度か彼らを見かけたことがあるんだ。,1-1
18,"They were almost at the water tank, at the smile.",ほとんど水槽に到着して、微笑みながら。,1-1
19,Were they the ones who made those wagon wheels?,彼らはあのワゴン車の車輪を作った人たちだっけ？,1-1
20,"They'd mix sausage meat into a kind of well, kind of cinnamon swirl, I suppose.",ソーセージ肉を混ぜ込んだもの。。。 まあシナモンロールみたいな感じでしょう。,1-2
21,It's delicious.,美味しかったよ。,1-1
22,Did you ever try one?,君も食べてみたことありますか？,1-1
23,"Jean's moving out, the farmer said.",ジーンが出て行くんだ、農夫は言った。,1-1
24,Did you know? Who? Jean.,知ってた？ 誰が？ ジーンさ。,3-1
25,"The lady who lives down the lane, the farmer said, frowning.",小道の先に住んでる女性、農夫は眉間にしわを寄せながら言った。,1-1
26,"She's moving out, selling up her farm.",彼女が出て行き、彼女の農場を売るようだよ。,1-1
27,"Oh yes, Jean.",ああ、ジーンか。,1-1
28,His voice drifted.,彼の声は遠くへ漂っていった。,1-1
29,I saw the sign.,看板を見かけたからな。,1-1
30,"Alec had driven past it on the way here, a farm twice the size of this one, its animals and land and people in far better condition. He had not known the name. He knew few out here.",ここへ来る途中でアレックはそれを見過ごしてしまっていた、この農場の二倍も大きな辱めと共にその動物や土地や人々はずっと良い状態にありましたけれども彼自身その名前を知らなかっただろう ほとんど知り合いがいませんでした,3-1
31,"One more reminder that he did not belong, he supposed.",彼自身その更なる指摘 まあ要するに 彼自体宛てでもあります,1-1
