id,source,translation,n2m
1,ミホは、今では結婚して地元に中古の一戸建てを買っていて、そこに友達がよく集まっている。,"Miho jest teraz mężatką, kupiła używany dom w swoim rodzinnym mieście i często zbierają się tam jej przyjaciółki.",1-1
2,明日もアルバイトなので億劫に思う時もあるが、コンビニ以外の世界との唯一の接点であり、同い年の「普通の三十代女性」と交流する貴重な機会なので、ミホの誘いにはなるべく応じるようにしている。,"Mimo że czasem to nuży, bo pracuje także na niepełny etat, stara się odpowiedzieć na zaproszenia Miho tak często, jak to tylko możliwe. Jest to bowiem jej jedyny kontakt ze światem poza sklepem spożywczym i cenna okazja do interakcji z ""zwykłymi kobietami w wieku trzydziestu lat"".",1-2
3,今日も、ミホと、まだ小さい子供を連れたユカリ、結婚しているが子供はまだのサツキと私、というメンバーで、ミホの家にケーキを持ち寄ってお茶をしていた。,"Dziś ja, Miho oraz Yukari ze swoim małym dzieckiem oraz Satsuki mężatka bez dzieci spotkałyśmy się u Miho na herbacie z ciastkiem.",1-1
4,そのとき、私は、初めて、世界の部品になることができたのだった。,Wtedy właśnie stałem się częścią świata.,1-1
5,私は、今、自分が生まれたと思った。,"Poczułem, że się urodziłem.",1-1
6,世界の正常な部品としての私が、この日、確かに誕生したのだった。,"Ja, jako normalny element tego świata, rzeczywiście przyszedłem na świat tego dnia.",1-1
7,オープンまでの二週間、二人組になったり、社員を相手にしながら、架空の客に向かって、ひたすら練習が続いた。,"Przez dwa tygodnie przed otwarciem odbywały się niekończące ćwiczenia, czasami z drugą osobą, czasami samemu, przeciwko wyimaginowanym klientom.",1-1
8,「お客様」の目を見て微笑んで一礼すること、生理用品は紙袋に入れること、温かい物は冷たい物と分けて入れること、ファーストフードを頼まれたら手をアルコールで消毒すること。,"Ćwiczyliśmy uśmiech w stronę ""klienta"" patrząc mu prosto w oczy i kłanianie się, wkładanie produktów higienicznych do papierowej torebki, oddzielanie ciepłych produktów od zimnych oraz dezynfekowanie rąk alkoholem po każdym zamówieniu na wynos.",1-1
9,お金に慣れるためにとレジの中には本物のお金が入っていたが、レシートには「トレーニング」と大きく印字されていたし、相手は同じ制服を着たアルバイト仲間だし、なんとなくお買いものごっこをしているようだった。,"W celu przyzwyczajenia nas do obsługi pieniędzy, w kasach znajdowały się prawdziwe banknoty, ale na paragonach drukowany był duży napis ""trening"", a nasi przeciwnicy byli ubrani tak samo jak my również pracowali na pół etatu poczułem więc, że jest to wszystko tylko zabawa w sklep.",1-1
10,二つ年下の妹は、私と違って、「普通」の子どもだった、かといって私を敬遠するわけでもなく、むしろ慕ってくれていた。,"Moja młodsza o dwa lata siostra była ""normalnym"" dzieckiem, w przeciwieństwie do mnie, ale nie odsuwała się ode mnie, wręcz przeciwnie bardzo mnie polubiła.",1-1
