id,source,translation,n2m
1,"Nie wyjdzie stamtąd, mówię wam powiedział pryszczaty, z przekonaniem kiwając głową.",「彼はそこから出てこれないって、言ってるんだよ」とニキビ顔の青年が、確信に満ちた声で首を振った。,1-1
2,"Już godzina i ćwierć, jak tam wlazł.",「もう1時間15分もあそこに入り込んでいる。,1-1
3,Już po nim.,もうだめだろうと思う」,1-1
4,"Mieszczanie, stłoczeni wśród ruin, milczeli wpatrzeni w ziejący w rumowisku czarny otwór, w zagruzowane wejście do podziemi.",町の人々は廃墟の中で密集し、黙ってくずれた入口から広がる地下室へと至る暗闇に見つめていた。,1-1
5,"Grubas w żółtym kubraku przestąpił z nogi na nogę, chrząknął, zdjął z głowy wymięty beret.",太った男は黄色いコートを着て片足から片足へと体重を移し、喉をカラリと鳴らして頭からくちゃっとしたベレー帽を取り上げた。,1-1
6,"Poczekajmy jeszcze powiedział, ocierając pot z rzadkich brwi.",「まだ待とう」彼は珍しいまゆげについた汗を拭いながら言った。,1-1
7,Na co? prychnął pryszczaty.,「何を待つんだ？」と、できもの面の男が嘲笑した。,1-1
8,"Tam, w lochach, siedzi bazyliszek, zapomnieliście, wójcie?",「地下牢にはバジリスクがいるんじゃなかったか、お前ら忘れたのか？,1-1
9,"Kto tam wchodzi, ten już przepadł.",誰でもそこに入れば終わりだよ。,1-1
10,Mało to ludzi tam poginęło? Na co tedy czekać?,何人も人間がそこで果ててきたんじゃないか？何を待ってるっていうんだ？,2-1
11,Umawialiśmy się przecie mruknął niepewnie grubas.,我々は約束したはずだろう」と不確実さに満ちた声で太っちょが低くつぶやいた。,1-1
12,"Jakże tak? Z żywym się umawialiście, wójcie rzekł towarzysz pryszczatego, olbrzym w skórzanym, rzeźnickim fartuchu.",「それならどうしてる？」容貌の男の仲間、皮製の肉屋エプロンを着けて立派させて「生身でも約束したって言ってるわけか。,2-1
13,"A nynie on martwy, pewne to jak słońce na niebie.",今や彼は死人だ。 それは天空にある日と同じように確定的だよ。,1-2
