id,source,translation,n2m
1,ミホは、今では結婚して地元に中古の一戸建てを買っていて、そこに友達がよく集まっている。,"Miho wyszła za mąż i kupiła stary, jednorodzinny dom w swoim rodzinnym mieście. Przychodzą tam często jej znajomi.",1-2
2,明日もアルバイトなので億劫に思う時もあるが、コンビニ以外の世界との唯一の接点であり、同い年の「普通の三十代女性」と交流する貴重な機会なので、ミホの誘いにはなるべく応じるようにしている。,"Mimo że Miho ma jutro pracę w konbini, zazwyczaj chętnie odpowiada na jej zaproszenia, bo to jedyna okazja, by spotkać się z innymi kobietami w jej wieku.",1-1
3,今日も、ミホと、まだ小さい子供を連れたユカリ、結婚しているが子供はまだのサツキと私、というメンバーで、ミホの家にケーキを持ち寄ってお茶をしていた。,"Dzisiaj byłyśmy tam w czwórkę Miho, Yukari z małym dzieckiem, Satsuki, która wyszła za mąż, ale jeszcze nie ma dzieci, i ja. Przyniosłyśmy ciasto i piłyśmy herbatę w domu Miho.",1-2
4,そのとき、私は、初めて、世界の部品になることができたのだった。,"Wtedy właśnie po raz pierwszy poczułem, że mogę stać się częścią tego świata.",1-1
5,私は、今、自分が生まれたと思った。 世界の正常な部品としての私が、この日、確かに誕生したのだった。,"Urodziłem się na nowo, jako normalny element tego świata. W tym dniu stałem się prawdziwym człowiekiem.",2-2
6,オープンまでの二週間、二人組になったり、社員を相手にしながら、架空の客に向かって、ひたすら練習が続いた。,"Przez dwa tygodnie do otwarcia sklepu, ćwiczyliśmy bez przerwy, w parach lub z pracownikami, jakbyśmy obsługiwali wymyślonych klientów.",1-1
7,「お客様」の目を見て微笑んで一礼すること、生理用品は紙袋に入れること、温かい物は冷たい物と分けて入れること、ファーストフードを頼まれたら手をアルコールで消毒すること。,"Uśmiechanie się i kłanienie, pakowanie artykułów higienicznych w papierowe torby, oddzielanie ciepłych produktów od zimnych, dezynfekowanie rąk alkoholem, jeśli ktoś poprosił o fast food.",1-1
8,お金に慣れるためにとレジの中には本物のお金が入っていたが、レシートには「トレーニング」と大きく印字されていたし、相手は同じ制服を着たアルバイト仲間だし、なんとなくお買いものごっこをしているようだった。,"W kasie była prawdziwa gotówka, ale na paragonie widniało wielkimi literami ""Trening"", a klienci to byli nasi koledzy z pracy, ubrani w ten sam mundur. W pewnym sensie była to zabawa w zakupy.",1-2
9,二つ年下の妹は、私と違って、「普通」の子どもだった、かといって私を敬遠するわけでもなく、むしろ慕ってくれていた。,"Moje młodsze o dwa lata siostra była inna niż ja ""normalna"". Nie unikała mnie, wręcz przeciwnie, podziwiała mnie.",1-2
10,妹が私と異なり普通のことで母に叱られているとき、母に私は近づいて「どうして怒っているの？」と理由を尋ねた。,"Kiedy mama krzyczała na nią za coś zwyczajnego, ja podchodziłem do niej i pytałem, dlaczego się gniewa.",1-1
11,私が母に質問したせいでお説教が終わると、庇かばわれたと思うのか、妹はいつも私に「ありがとう」と言った。,"Myślę, że czuła się przeze mnie chroniona, bo zawsze dziękowała mi za to.",1-1
12,お菓子や玩具にあまり興味がなかった私は、それらを妹にあげることも多かった。,"Nie interesowały mnie słodycze ani zabawki, więc często je dawałem mojej siostrze.",1-1
13,そのため、妹はいつも私についてまわっていた。,Dlatego zawsze chodziła za mną.,1-1
14,「お父さん、焼き鳥好きだから、今日、これを焼いて食べよう」 良く聞こえなかったのだろうかと、はっきりとした発音で繰り返すと、母はぎょっとし、隣にいた他の子のお母さんも驚いたのか、目と鼻の穴と口が一斉にがばりと開いた。,"Tato, lubię kurczaki, więc dzisiaj upiekę tego i zjem powiedziałem. Mama nie usłyszała, więc powtórzyłem wyraźniej. Matka sąsiadki, która siedziała obok, zdziwiła się tak bardzo, że otworzyła szeroko oczy, nozdrza i usta.",1-3
15,変な顔だったので笑いそうになったが、その人が私の手元を凝視しているのを見て、そうか、一羽じゃ足りないなと思った。,"Zrobiła taką dziwną minę, że chciałem się zaśmiać, ale zobaczyłem, jak patrzy na mnie, i pomyślałem: ""Jeden kurczak to za mało"".",1-1
